"Gene","N_stable","Top_predictor","Max_Selection_Prob","Mean_Selection_Prob"
"OG_01611",28,"lncRNA_8263",0.995,0.780714285714286
"OG_03267",28,"lncRNA_24179",0.99,0.823928571428571
"OG_04538",28,"lncRNA_080",1,0.845357142857143
"OG_05637",28,"lncRNA_19415",1,0.7975
"OG_06616",28,"lncRNA_14189",0.99,0.816607142857143
"OG_10936",28,"lncRNA_23752",0.93,0.773035714285714
"OG_11038",28,"lncRNA_6316",1,0.830357142857143
"OG_16192",28,"lncRNA_20413",1,0.761785714285714
"OG_16380",28,"lncRNA_6270",1,0.842678571428571
"OG_17058",28,"lncRNA_4828",1,0.815
"OG_17961",28,"lncRNA_10784",1,0.805892857142857
"OG_00355",27,"lncRNA_23552",0.995,0.809259259259259
"OG_01317",27,"lncRNA_3542",1,0.850185185185185
"OG_04723",27,"lncRNA_5970",0.97,0.765740740740741
"OG_07000",27,"lncRNA_1570",1,0.827222222222222
"OG_08497",27,"lncRNA_6290",1,0.800555555555556
"OG_08622",27,"lncRNA_1737",0.995,0.787222222222222
"OG_15738",27,"lncRNA_550",1,0.854444444444444
"OG_17666",27,"lncRNA_6160",0.985,0.725
"OG_01177",26,"lncRNA_8469",0.995,0.829807692307692
"OG_01747",26,"lncRNA_3614",0.99,0.802115384615385
"OG_04243",26,"lncRNA_9429",1,0.777115384615385
"OG_04327",26,"lncRNA_5928",0.985,0.831923076923077
"OG_05121",26,"gene-Peve_00021315",0.995,0.777307692307692
"OG_05498",26,"lncRNA_10013",1,0.815769230769231
"OG_05749",26,"lncRNA_219",1,0.755769230769231
"OG_06717",26,"lncRNA_15984",1,0.814807692307692
"OG_12785",26,"lncRNA_7523",1,0.743461538461538
"OG_13428",26,"lncRNA_2085",1,0.896346153846154
"OG_15796",26,"lncRNA_19262",1,0.850384615384615
"OG_15877",26,"lncRNA_10865",1,0.853269230769231
"OG_01999",25,"lncRNA_2893",1,0.7414
"OG_03298",25,"lncRNA_16266",0.96,0.7862
"OG_06719",25,"lncRNA_12729",1,0.7706
"OG_07641",25,"lncRNA_19111",1,0.8482
"OG_10759",25,"gene-Peve_00007280",0.99,0.8138
"OG_11831",25,"lncRNA_5942",1,0.7646
"OG_12162",25,"lncRNA_13694",0.97,0.7794
"OG_12318",25,"lncRNA_16223",0.995,0.8342
"OG_13451",25,"lncRNA_8962",1,0.7566
"OG_18057",25,"lncRNA_1999",0.99,0.7748
"OG_02124",24,"lncRNA_1903",0.98,0.745208333333333
"OG_02260",24,"lncRNA_10013",0.995,0.805625
"OG_03780",24,"lncRNA_5514",0.885,0.72625
"OG_05308",24,"lncRNA_10588",1,0.79875
"OG_06754",24,"lncRNA_13311",0.995,0.835
"OG_07620",24,"lncRNA_8886",1,0.764166666666667
"OG_08144",24,"lncRNA_3389",1,0.866875
"OG_09598",24,"lncRNA_7192",0.99,0.7775
"OG_10516",24,"lncRNA_1702",0.985,0.792916666666667
"OG_16159",24,"lncRNA_4142",1,0.828333333333333
"OG_18285",24,"lncRNA_22758",0.985,0.797291666666667
"OG_00246",23,"lncRNA_3600",0.99,0.79195652173913
"OG_02220",23,"lncRNA_15625",0.995,0.780869565217391
"OG_04756",23,"lncRNA_803",1,0.763260869565217
"OG_05514",23,"lncRNA_15470",0.975,0.790217391304348
"OG_09247",23,"lncRNA_11545",0.975,0.781739130434783
"OG_10121",23,"lncRNA_7289",1,0.765217391304348
"OG_16145",23,"lncRNA_4180",0.985,0.801521739130435
"OG_02219",22,"lncRNA_7347",0.96,0.766136363636364
"OG_07807",22,"gene-Peve_00006510",0.99,0.748636363636364
"OG_12424",22,"lncRNA_10854",1,0.815454545454545
"OG_17800",22,"lncRNA_10636",1,0.853636363636364
"OG_01489",21,"lncRNA_18348",0.96,0.758333333333333
"OG_03628",21,"lncRNA_5585",1,0.79452380952381
"OG_07183",21,"lncRNA_2000",0.915,0.763571428571429
"OG_10758",21,"lncRNA_23994",0.995,0.805238095238095
"OG_17479",21,"lncRNA_6541",1,0.807857142857143
"OG_00514",20,"lncRNA_7162",0.995,0.76775
"OG_03850",20,"lncRNA_12512",1,0.8525
"OG_12031",20,"lncRNA_18055",0.99,0.857
"OG_01023",19,"lncRNA_778",0.985,0.79
"OG_01579",19,"lncRNA_22885",0.98,0.792631578947368
"OG_07389",19,"lncRNA_11468",0.91,0.740263157894737
"OG_11215",19,"lncRNA_9483",0.975,0.826315789473684
"OG_11379",19,"lncRNA_17242",0.95,0.757368421052632
"OG_15816",19,"lncRNA_19014",0.98,0.776052631578947
"OG_04789",18,"lncRNA_12798",0.99,0.790277777777778
"OG_07958",18,"lncRNA_12948",0.975,0.777777777777778
"OG_08793",18,"lncRNA_688",0.97,0.7975
"OG_10522",18,"lncRNA_2615",0.995,0.796111111111111
"OG_04247",17,"lncRNA_3497",1,0.876764705882353
"OG_06670",17,"lncRNA_15833",0.975,0.810588235294118
"OG_13050",17,"lncRNA_23959",0.96,0.747941176470588
"OG_16856",17,"lncRNA_4220",0.99,0.780294117647059
"OG_17176",17,"lncRNA_436",0.975,0.822058823529412
"OG_00460",16,"lncRNA_3389",1,0.825625
"OG_02149",16,"lncRNA_435",0.965,0.7971875
"OG_08143",16,"lncRNA_3389",1,0.9509375
"OG_16000",15,"lncRNA_2611",0.99,0.774
"OG_11429",14,"lncRNA_14318",0.93,0.751785714285714
"OG_12248",14,"lncRNA_6868",1,0.771071428571429
"OG_12722",14,"lncRNA_15131",0.99,0.872142857142857
"OG_16747",14,"lncRNA_9297",1,0.775
"OG_07252",12,"lncRNA_17524",1,0.845
"OG_10265",11,"lncRNA_10167",0.89,0.744545454545455
