,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Species,Sample_ID
peve_POR.216,0.13582307182139783,0.07989632081409083,0.3248533082097333,-0.18525865159298716,0.12456627993226414,-0.26106215207278916,-0.13363539630338345,-0.03261864660008395,0.03599111080435531,-0.10764576440266044,peve,POR.216
peve_POR.245,-0.02303819671168661,0.01640013650381729,0.1302519182236652,0.1541724394536166,0.020040654451818563,-0.1487136316236701,-0.24290248552192273,0.01309357291480473,0.04449014501218972,0.2920436496120351,peve,POR.245
peve_POR.260,-0.10032487193715402,0.13082824044384558,0.17852787689678515,0.1346138319529929,-0.06599689418422924,-0.10879763813606429,-0.03000118526540878,0.02814809867675366,0.017960969361859765,0.19498555480278568,peve,POR.260
peve_POR.262,0.0707683041195375,-0.023855912190999275,0.2485706003214649,0.12156520052720003,0.16592207922096025,-0.2360411071256537,-0.15242557937234769,-0.0773061667271132,-0.04858370019850052,0.10885229106803566,peve,POR.262
peve_POR.69,0.056838699918344116,0.11982148537750174,0.20143753178921284,-0.08027493845197844,0.07765412424624586,-0.19408031947647372,-0.03501840307468673,0.004918874218026111,0.0351830069128573,-0.05977169999432908,peve,POR.69
peve_POR.72,0.06490726148843837,0.1175209933809045,0.16138562943101156,0.05317771128218687,0.027029701197135363,-0.18496237244255873,0.19720494743305167,0.07046258440016193,-0.013717515843663687,-0.11575516785359434,peve,POR.72
peve_POR.73,-0.07318475005154779,0.21711979889951444,0.23544965538486815,-0.02878585801545308,-0.020053737542019553,-0.12434203914203407,0.16055560452520518,0.022977646946793853,-0.016361057891774992,-0.08580233578143477,peve,POR.73
peve_POR.74,-0.036448059757700525,0.2509889792213728,0.2981155251884688,0.11699036236635782,0.003232309010091115,-0.26865732873884024,0.012093922463165313,0.01857861741643338,-0.038791938966677174,0.11258134989030096,peve,POR.74
peve_POR.83,0.06972636101020314,0.11594290153690244,0.1974025924644814,-0.016887198300406428,0.06933849565088512,-0.2048303808055824,0.20798511135901432,0.06937174833839199,0.014504987835829297,-0.1662769074673967,peve,POR.83
ptua_POC.219,-0.09877774765462295,0.18389447310590523,0.2099278124482594,0.15227604263782205,-0.15217422976051914,-0.11731042762781928,0.03928776814234135,0.07319436371430374,0.016059958325658305,0.2066004626711349,ptua,POC.219
ptua_POC.222,-0.0183533552316696,0.14444437283017383,0.24198556843978544,0.07071378159840293,0.021640873767969852,-0.19094698262526075,0.20019248270731552,0.0644251945417187,0.002390561297732543,-0.0336436310774072,ptua,POC.222
ptua_POC.255,0.03093550578543195,0.21077061742897074,0.2948983977995479,-0.07194246458818208,-0.011483239083804305,-0.19989735558036822,0.10607145353465387,0.00035335527378102494,-0.012942572471330871,-0.09481837047661201,ptua,POC.255
ptua_POC.259,-0.04859584676496759,0.1335462569371935,0.04149683452935856,-0.028941896449506736,-0.2428222953554431,0.062001421068224746,0.008210082679995854,0.04760762905914845,0.02020918635481678,0.11286270220819164,ptua,POC.259
ptua_POC.40,-0.11730419357476517,0.21020689601663628,0.2481345815453847,0.26867725437609613,0.15067908955218695,-0.30875694221125083,0.07794165412749599,0.07826160434181238,0.013846978213010242,0.14221056491304018,ptua,POC.40
ptua_POC.42,0.04025400311421643,-0.13511132591463537,0.23659299191862251,0.6766878358348554,0.4022586692015759,-0.49736738744772996,0.08754500554307801,0.0846205907915101,-0.055869484923952446,0.32176359195294363,ptua,POC.42
ptua_POC.52,-0.042824783843553586,0.23483566993887123,0.21964679591430786,-0.062229023858119285,-0.2392925385031365,0.026666034400689285,0.7794582834295348,0.1897019598685871,-0.02679665092511889,-0.5030978631559115,ptua,POC.52
ptua_POC.53,-0.18696247112641154,0.20162416409696982,0.26787783307266294,0.4006019158734676,0.03350006650389262,-0.2780552500563009,0.033492468862937316,0.09261703211042661,0.004995979398500372,0.3630273075336241,ptua,POC.53
ptua_POC.57,-0.1374408679725746,0.22518170800731982,0.2452974354723879,0.2913268721262451,0.04818350803724359,-0.25989727593668116,-0.013270503478000696,0.021768860483468308,-0.04482669624289073,0.2815595262187772,ptua,POC.57
