gene,n_regulators,r2_base_model,r2_full_model,improvement_from_regulators,has_significant_interactions,interaction_p_value,regulator_types
FUN_009441,58,0.21851479068080804,1,0.781485209319192,FALSE,1,"['mirna_Cluster_12081', 'mirna_Cluster_12087', 'mirna_Cluster_12083', 'lncrna_lncRNA_6459', 'lncrna_lncRNA_20168', 'lncrna_lncRNA_20167', 'lncrna_lncRNA_48971', 'lncrna_lncRNA_54317', 'lncrna_lncRNA_25856', 'lncrna_lncRNA_54316', 'lncrna_lncRNA_54318', 'lncrna_lncRNA_54319', 'lncrna_lncRNA_45386', 'lncrna_lncRNA_51508', 'lncrna_lncRNA_51507', 'lncrna_lncRNA_33303', 'lncrna_lncRNA_54320', 'lncrna_lncRNA_33570', 'lncrna_lncRNA_29476', 'lncrna_lncRNA_25405', 'lncrna_lncRNA_51509', 'lncrna_lncRNA_1148', 'lncrna_lncRNA_33302', 'lncrna_lncRNA_4370', 'lncrna_lncRNA_49383', 'lncrna_lncRNA_8469', 'lncrna_lncRNA_6777', 'lncrna_lncRNA_9405', 'lncrna_lncRNA_13418', 'lncrna_lncRNA_45968', 'lncrna_lncRNA_51506', 'lncrna_lncRNA_25519', 'lncrna_lncRNA_18149', 'methylation_CpG_ptg000007l_9128302', 'methylation_CpG_ptg000008l_1899213', 'methylation_CpG_ptg000025l_1516153', 'methylation_CpG_ptg000020l_97666', 'methylation_CpG_ptg000007l_9128294', 'methylation_CpG_ptg000008l_32903139', 'methylation_CpG_ptg000008l_1899215', 'methylation_CpG_ptg000007l_9128297', 'methylation_CpG_ptg000025l_1516171', 'methylation_CpG_ptg000020l_97702', 'methylation_CpG_ptg000002l_10118193', 'methylation_CpG_ptg000031l_337323', 'methylation_CpG_ntLink_6_2403545', 'methylation_CpG_ptg000023l_16858658', 'methylation_CpG_ntLink_6_2403534', 'methylation_CpG_ptg000020l_97692', 'methylation_CpG_ptg000047l_10649928', 'methylation_CpG_ptg000018l_12219622', 'methylation_CpG_ptg000017l_11384968', 'methylation_CpG_ptg000027l_7209159', 'methylation_CpG_ntLink_6_9837328', 'methylation_CpG_ptg000023l_17049311', 'methylation_CpG_ptg000002l_2668735', 'methylation_CpG_ptg000007l_9152122', 'methylation_CpG_ptg000009l_989618']"
FUN_010610,56,0.0722291100657344,1,0.9277708899342656,FALSE,1,"['mirna_Cluster_13647', 'lncrna_lncRNA_28789', 'lncrna_lncRNA_28791', 'lncrna_lncRNA_28790', 'lncrna_lncRNA_14668', 'lncrna_lncRNA_33264', 'lncrna_lncRNA_18452', 'lncrna_lncRNA_44672', 'lncrna_lncRNA_45262', 'lncrna_lncRNA_36181', 'lncrna_lncRNA_45175', 'lncrna_lncRNA_44671', 'lncrna_lncRNA_38173', 'lncrna_lncRNA_4551', 'lncrna_lncRNA_38174', 'lncrna_lncRNA_17995', 'lncrna_lncRNA_36487', 'lncrna_lncRNA_46535', 'lncrna_lncRNA_26576', 'lncrna_lncRNA_38175', 'lncrna_lncRNA_12079', 'lncrna_lncRNA_26572', 'lncrna_lncRNA_26573', 'lncrna_lncRNA_26575', 'lncrna_lncRNA_30225', 'lncrna_lncRNA_19617', 'lncrna_lncRNA_500', 'lncrna_lncRNA_45498', 'lncrna_lncRNA_14666', 'lncrna_lncRNA_8793', 'lncrna_lncRNA_8709', 'methylation_CpG_ptg000023l_33470130', 'methylation_CpG_ptg000024l_9207410', 'methylation_CpG_ptg000018l_7077080', 'methylation_CpG_ptg000021l_17676142', 'methylation_CpG_ptg000022l_4691128', 'methylation_CpG_ptg000023l_33470135', 'methylation_CpG_ptg000002l_8185656', 'methylation_CpG_ptg000002l_1475416', 'methylation_CpG_ptg000024l_1808898', 'methylation_CpG_ptg000025l_17474072', 'methylation_CpG_ptg000001l_13663390', 'methylation_CpG_ptg000004l_7466496', 'methylation_CpG_ptg000010l_1475517', 'methylation_CpG_ptg000023l_16987899', 'methylation_CpG_ptg000021l_17682635', 'methylation_CpG_ptg000035l_9376937', 'methylation_CpG_ptg000024l_10214561', 'methylation_CpG_ptg000008l_147874', 'methylation_CpG_ptg000026l_5758712', 'methylation_CpG_ptg000030l_2489143', 'methylation_CpG_ptg000027l_2184838', 'methylation_CpG_ntLink_8_33572085', 'methylation_CpG_ptg000019l_5652666', 'methylation_CpG_ptg000012l_14612119', 'methylation_CpG_ptg000047l_7816015']"
FUN_016101,70,0.2858119298634819,1,0.7141880701365181,FALSE,1,"['mirna_Cluster_14532', 'mirna_Cluster_9420', 'mirna_Cluster_2372', 'mirna_Cluster_14605', 'mirna_Cluster_13327', 'mirna_Cluster_5516', 'mirna_Cluster_9786', 'mirna_Cluster_1819', 'mirna_Cluster_16354', 'mirna_Cluster_17623', 'mirna_Cluster_4026', 'mirna_Cluster_14692', 'mirna_Cluster_1865', 'mirna_Cluster_1950', 'mirna_Cluster_3301', 'lncrna_lncRNA_37405', 'lncrna_lncRNA_9109', 'lncrna_lncRNA_43272', 'lncrna_lncRNA_25406', 'lncrna_lncRNA_42718', 'lncrna_lncRNA_42717', 'lncrna_lncRNA_42716', 'lncrna_lncRNA_43231', 'lncrna_lncRNA_12187', 'lncrna_lncRNA_9140', 'lncrna_lncRNA_19926', 'lncrna_lncRNA_41531', 'lncrna_lncRNA_12047', 'lncrna_lncRNA_4113', 'lncrna_lncRNA_26584', 'lncrna_lncRNA_43339', 'lncrna_lncRNA_27989', 'lncrna_lncRNA_51178', 'lncrna_lncRNA_51180', 'lncrna_lncRNA_51181', 'lncrna_lncRNA_51182', 'lncrna_lncRNA_20394', 'lncrna_lncRNA_8601', 'lncrna_lncRNA_4114', 'lncrna_lncRNA_18435', 'lncrna_lncRNA_18147', 'lncrna_lncRNA_12049', 'lncrna_lncRNA_7213', 'lncrna_lncRNA_094', 'lncrna_lncRNA_4159', 'methylation_CpG_ptg000023l_36909470', 'methylation_CpG_ptg000008l_23874514', 'methylation_CpG_ptg000021l_13659673', 'methylation_CpG_ptg000009l_10090480', 'methylation_CpG_ptg000024l_6109542', 'methylation_CpG_ptg000018l_14942169', 'methylation_CpG_ptg000018l_7331089', 'methylation_CpG_ptg000008l_22381682', 'methylation_CpG_ptg000018l_7481126', 'methylation_CpG_ptg000004l_11999149', 'methylation_CpG_ptg000018l_7468922', 'methylation_CpG_ptg000021l_2131897', 'methylation_CpG_ptg000015l_9925777', 'methylation_CpG_ptg000015l_10217082', 'methylation_CpG_ptg000008l_1467035', 'methylation_CpG_ptg000008l_13851041', 'methylation_CpG_ptg000016l_405420', 'methylation_CpG_ptg000015l_10217079', 'methylation_CpG_ptg000018l_7473001', 'methylation_CpG_ptg000027l_11463930', 'methylation_CpG_ptg000018l_7464607', 'methylation_CpG_ptg000036l_3795978', 'methylation_CpG_ptg000023l_31618886', 'methylation_CpG_ptg000012l_9061665', 'methylation_CpG_ptg000020l_11878927']"
FUN_016130,70,0.384184157060524,1,0.615815842939476,FALSE,1,"['mirna_Cluster_14532', 'mirna_Cluster_16354', 'mirna_Cluster_15097', 'mirna_Cluster_9420', 'mirna_Cluster_2372', 'mirna_Cluster_5516', 'mirna_Cluster_1865', 'mirna_Cluster_3301', 'mirna_Cluster_17245', 'mirna_Cluster_17623', 'mirna_Cluster_14605', 'mirna_Cluster_2746', 'mirna_Cluster_14610', 'mirna_Cluster_1819', 'mirna_Cluster_10452', 'lncrna_lncRNA_18392', 'lncrna_lncRNA_35024', 'lncrna_lncRNA_4159', 'lncrna_lncRNA_36183', 'lncrna_lncRNA_25410', 'lncrna_lncRNA_25409', 'lncrna_lncRNA_41454', 'lncrna_lncRNA_36184', 'lncrna_lncRNA_53546', 'lncrna_lncRNA_43231', 'lncrna_lncRNA_17993', 'lncrna_lncRNA_8665', 'lncrna_lncRNA_4113', 'lncrna_lncRNA_51218', 'lncrna_lncRNA_4114', 'lncrna_lncRNA_46358', 'lncrna_lncRNA_17862', 'lncrna_lncRNA_17861', 'lncrna_lncRNA_17863', 'lncrna_lncRNA_18557', 'lncrna_lncRNA_8596', 'lncrna_lncRNA_36666', 'lncrna_lncRNA_17864', 'lncrna_lncRNA_17865', 'lncrna_lncRNA_3936', 'lncrna_lncRNA_18508', 'lncrna_lncRNA_21211', 'lncrna_lncRNA_25162', 'lncrna_lncRNA_28455', 'lncrna_lncRNA_43077', 'methylation_CpG_ptg000002l_1805158', 'methylation_CpG_ptg000007l_3278940', 'methylation_CpG_ptg000012l_1003528', 'methylation_CpG_ptg000024l_835249', 'methylation_CpG_ptg000002l_13999986', 'methylation_CpG_ptg000020l_14622819', 'methylation_CpG_ptg000022l_9886152', 'methylation_CpG_ptg000001l_2812970', 'methylation_CpG_ptg000004l_193846', 'methylation_CpG_ptg000022l_9886155', 'methylation_CpG_ptg000036l_4258040', 'methylation_CpG_ptg000020l_16600226', 'methylation_CpG_ptg000015l_9123006', 'methylation_CpG_ptg000002l_4656069', 'methylation_CpG_ptg000020l_14224559', 'methylation_CpG_ptg000015l_9571992', 'methylation_CpG_ptg000017l_992333', 'methylation_CpG_ptg000022l_9886192', 'methylation_CpG_ptg000007l_8879066', 'methylation_CpG_ptg000016l_5928051', 'methylation_CpG_ptg000024l_3989836', 'methylation_CpG_ptg000016l_11039590', 'methylation_CpG_ptg000011l_6592101', 'methylation_CpG_ptg000009l_1702365', 'methylation_CpG_ptg000011l_6034383']"
FUN_015977,69,0.35444724794121574,1,0.6455527520587843,FALSE,1,"['mirna_Cluster_16354', 'mirna_Cluster_14532', 'mirna_Cluster_15097', 'mirna_Cluster_17245', 'mirna_Cluster_4036', 'mirna_Cluster_2500', 'mirna_Cluster_3226', 'mirna_Cluster_3301', 'mirna_Cluster_10452', 'mirna_Cluster_5516', 'mirna_Cluster_2746', 'mirna_Cluster_2372', 'mirna_Cluster_14605', 'mirna_Cluster_1865', 'lncrna_lncRNA_8617', 'lncrna_lncRNA_18419', 'lncrna_lncRNA_27820', 'lncrna_lncRNA_19633', 'lncrna_lncRNA_35170', 'lncrna_lncRNA_31136', 'lncrna_lncRNA_2924', 'lncrna_lncRNA_38231', 'lncrna_lncRNA_38230', 'lncrna_lncRNA_47335', 'lncrna_lncRNA_43321', 'lncrna_lncRNA_51620', 'lncrna_lncRNA_27802', 'lncrna_lncRNA_2925', 'lncrna_lncRNA_41618', 'lncrna_lncRNA_36871', 'lncrna_lncRNA_41616', 'lncrna_lncRNA_6419', 'lncrna_lncRNA_3431', 'lncrna_lncRNA_283', 'lncrna_lncRNA_54184', 'lncrna_lncRNA_54185', 'lncrna_lncRNA_18392', 'lncrna_lncRNA_51488', 'lncrna_lncRNA_29562', 'lncrna_lncRNA_40967', 'lncrna_lncRNA_21163', 'lncrna_lncRNA_13373', 'lncrna_lncRNA_21162', 'lncrna_lncRNA_41433', 'methylation_CpG_ptg000027l_4256133', 'methylation_CpG_ptg000001l_5622494', 'methylation_CpG_ptg000027l_4256136', 'methylation_CpG_ptg000027l_4256131', 'methylation_CpG_ptg000020l_16600244', 'methylation_CpG_ptg000002l_4656069', 'methylation_CpG_ptg000030l_2092458', 'methylation_CpG_ptg000020l_16600250', 'methylation_CpG_ptg000024l_213492', 'methylation_CpG_ptg000025l_12091698', 'methylation_CpG_ptg000001l_5622471', 'methylation_CpG_ptg000008l_249406', 'methylation_CpG_ptg000015l_9123006', 'methylation_CpG_ptg000002l_14000012', 'methylation_CpG_ntLink_6_4408740', 'methylation_CpG_ptg000008l_18647135', 'methylation_CpG_ptg000035l_6901191', 'methylation_CpG_ptg000001l_20819411', 'methylation_CpG_ptg000016l_8734382', 'methylation_CpG_ptg000035l_5310006', 'methylation_CpG_ptg000024l_9678783', 'methylation_CpG_ptg000002l_4656059', 'methylation_CpG_ntLink_8_17103346', 'methylation_CpG_ptg000001l_5622492', 'methylation_CpG_ptg000031l_13985744']"
FUN_016049,56,0.18214057762807967,1,0.8178594223719203,FALSE,1,"['mirna_Cluster_4754', 'lncrna_lncRNA_43735', 'lncrna_lncRNA_19620', 'lncrna_lncRNA_25928', 'lncrna_lncRNA_25929', 'lncrna_lncRNA_25930', 'lncrna_lncRNA_282', 'lncrna_lncRNA_25990', 'lncrna_lncRNA_35701', 'lncrna_lncRNA_35702', 'lncrna_lncRNA_18599', 'lncrna_lncRNA_36630', 'lncrna_lncRNA_36631', 'lncrna_lncRNA_3632', 'lncrna_lncRNA_3633', 'lncrna_lncRNA_3634', 'lncrna_lncRNA_13278', 'lncrna_lncRNA_3635', 'lncrna_lncRNA_17847', 'lncrna_lncRNA_13531', 'lncrna_lncRNA_23832', 'lncrna_lncRNA_17954', 'lncrna_lncRNA_38418', 'lncrna_lncRNA_15079', 'lncrna_lncRNA_37443', 'lncrna_lncRNA_3637', 'lncrna_lncRNA_37442', 'lncrna_lncRNA_28175', 'lncrna_lncRNA_44735', 'lncrna_lncRNA_9146', 'lncrna_lncRNA_3276', 'methylation_CpG_ptg000008l_32961674', 'methylation_CpG_ntLink_8_37154764', 'methylation_CpG_ntLink_8_17770273', 'methylation_CpG_ntLink_8_33411700', 'methylation_CpG_ptg000007l_12256808', 'methylation_CpG_ptg000001l_19803318', 'methylation_CpG_ptg000009l_5178109', 'methylation_CpG_ntLink_8_26542232', 'methylation_CpG_ntLink_8_28218652', 'methylation_CpG_ptg000002l_3138979', 'methylation_CpG_ptg000024l_8222087', 'methylation_CpG_ptg000002l_3139017', 'methylation_CpG_ptg000025l_246537', 'methylation_CpG_ptg000031l_6380754', 'methylation_CpG_ptg000023l_619209', 'methylation_CpG_ptg000025l_246507', 'methylation_CpG_ptg000036l_1477890', 'methylation_CpG_ptg000023l_991372', 'methylation_CpG_ptg000015l_6125783', 'methylation_CpG_ptg000011l_7891494', 'methylation_CpG_ptg000021l_1609779', 'methylation_CpG_ptg000012l_15417662', 'methylation_CpG_ptg000022l_7248517', 'methylation_CpG_ptg000027l_11256963', 'methylation_CpG_ptg000031l_6380761']"
FUN_012675,63,0.1970844003953547,1,0.8029155996046453,FALSE,1,"['mirna_Cluster_14532', 'mirna_Cluster_3109', 'mirna_Cluster_4752', 'mirna_Cluster_16354', 'mirna_Cluster_1819', 'mirna_Cluster_15097', 'mirna_Cluster_3301', 'mirna_Cluster_14605', 'lncrna_lncRNA_18654', 'lncrna_lncRNA_45912', 'lncrna_lncRNA_30313', 'lncrna_lncRNA_38375', 'lncrna_lncRNA_12187', 'lncrna_lncRNA_41457', 'lncrna_lncRNA_48624', 'lncrna_lncRNA_48614', 'lncrna_lncRNA_25593', 'lncrna_lncRNA_41396', 'lncrna_lncRNA_283', 'lncrna_lncRNA_18653', 'lncrna_lncRNA_30058', 'lncrna_lncRNA_25412', 'lncrna_lncRNA_25413', 'lncrna_lncRNA_51589', 'lncrna_lncRNA_9300', 'lncrna_lncRNA_21210', 'lncrna_lncRNA_19946', 'lncrna_lncRNA_7141', 'lncrna_lncRNA_18655', 'lncrna_lncRNA_25408', 'lncrna_lncRNA_25407', 'lncrna_lncRNA_19948', 'lncrna_lncRNA_17864', 'lncrna_lncRNA_17865', 'lncrna_lncRNA_36708', 'lncrna_lncRNA_17863', 'lncrna_lncRNA_17862', 'lncrna_lncRNA_17861', 'methylation_CpG_ptg000027l_6598746', 'methylation_CpG_ptg000015l_9123006', 'methylation_CpG_ptg000030l_1957975', 'methylation_CpG_ptg000009l_8359335', 'methylation_CpG_ptg000004l_9939779', 'methylation_CpG_ptg000011l_1517368', 'methylation_CpG_ptg000023l_35472715', 'methylation_CpG_ptg000030l_1957973', 'methylation_CpG_ptg000015l_10236585', 'methylation_CpG_ptg000027l_12039453', 'methylation_CpG_ptg000019l_3148205', 'methylation_CpG_ptg000001l_8398562', 'methylation_CpG_ptg000026l_4986030', 'methylation_CpG_ptg000022l_678137', 'methylation_CpG_ptg000009l_4861231', 'methylation_CpG_ptg000012l_7657644', 'methylation_CpG_ptg000016l_6476295', 'methylation_CpG_ptg000026l_10639984', 'methylation_CpG_ptg000002l_11876497', 'methylation_CpG_ptg000030l_1004466', 'methylation_CpG_ptg000001l_14397455', 'methylation_CpG_ptg000017l_2845337', 'methylation_CpG_ptg000008l_26935985', 'methylation_CpG_ptg000026l_4986035', 'methylation_CpG_ptg000007l_4563070']"
FUN_013559,70,0.41159099663133847,1,0.5884090033686615,FALSE,1,"['mirna_Cluster_14532', 'mirna_Cluster_16354', 'mirna_Cluster_2372', 'mirna_Cluster_15097', 'mirna_Cluster_3301', 'mirna_Cluster_9420', 'mirna_Cluster_17245', 'mirna_Cluster_5516', 'mirna_Cluster_17623', 'mirna_Cluster_14605', 'mirna_Cluster_14610', 'mirna_Cluster_2746', 'mirna_Cluster_9786', 'mirna_Cluster_1865', 'mirna_Cluster_1819', 'lncrna_lncRNA_4114', 'lncrna_lncRNA_4113', 'lncrna_lncRNA_18392', 'lncrna_lncRNA_53546', 'lncrna_lncRNA_1108', 'lncrna_lncRNA_15381', 'lncrna_lncRNA_18557', 'lncrna_lncRNA_4159', 'lncrna_lncRNA_35024', 'lncrna_lncRNA_8596', 'lncrna_lncRNA_25410', 'lncrna_lncRNA_25409', 'lncrna_lncRNA_8665', 'lncrna_lncRNA_6168', 'lncrna_lncRNA_41454', 'lncrna_lncRNA_13466', 'lncrna_lncRNA_28455', 'lncrna_lncRNA_14828', 'lncrna_lncRNA_18147', 'lncrna_lncRNA_36183', 'lncrna_lncRNA_18508', 'lncrna_lncRNA_17993', 'lncrna_lncRNA_17974', 'lncrna_lncRNA_17975', 'lncrna_lncRNA_17976', 'lncrna_lncRNA_21211', 'lncrna_lncRNA_36666', 'lncrna_lncRNA_43231', 'lncrna_lncRNA_38246', 'lncrna_lncRNA_2970', 'methylation_CpG_ptg000002l_13999986', 'methylation_CpG_ptg000012l_3158600', 'methylation_CpG_ptg000011l_6034383', 'methylation_CpG_ptg000022l_9886152', 'methylation_CpG_ptg000007l_3278940', 'methylation_CpG_ptg000026l_1538403', 'methylation_CpG_ptg000023l_14370636', 'methylation_CpG_ptg000009l_6401672', 'methylation_CpG_ptg000002l_4656069', 'methylation_CpG_ptg000010l_1056458', 'methylation_CpG_ptg000020l_14622819', 'methylation_CpG_ptg000025l_7581109', 'methylation_CpG_ptg000015l_1306419', 'methylation_CpG_ptg000012l_1003528', 'methylation_CpG_ptg000009l_1702365', 'methylation_CpG_ptg000024l_3989836', 'methylation_CpG_ptg000022l_9886155', 'methylation_CpG_ptg000002l_4656059', 'methylation_CpG_ptg000008l_10683345', 'methylation_CpG_ptg000018l_1144236', 'methylation_CpG_ptg000030l_2148139', 'methylation_CpG_ptg000022l_9886192', 'methylation_CpG_ptg000047l_10028701', 'methylation_CpG_ptg000024l_11114429', 'methylation_CpG_ptg000009l_97122']"
FUN_022682,70,0.4633013854912146,1,0.5366986145087854,FALSE,1,"['mirna_Cluster_14532', 'mirna_Cluster_16354', 'mirna_Cluster_15097', 'mirna_Cluster_3301', 'mirna_Cluster_5516', 'mirna_Cluster_2500', 'mirna_Cluster_2372', 'mirna_Cluster_14605', 'mirna_Cluster_1819', 'mirna_Cluster_17623', 'mirna_Cluster_17245', 'mirna_Cluster_1865', 'mirna_Cluster_9420', 'mirna_Cluster_14610', 'mirna_Cluster_3226', 'lncrna_lncRNA_8596', 'lncrna_lncRNA_18392', 'lncrna_lncRNA_18557', 'lncrna_lncRNA_17863', 'lncrna_lncRNA_17862', 'lncrna_lncRNA_17861', 'lncrna_lncRNA_18508', 'lncrna_lncRNA_17864', 'lncrna_lncRNA_17865', 'lncrna_lncRNA_53546', 'lncrna_lncRNA_8597', 'lncrna_lncRNA_35024', 'lncrna_lncRNA_283', 'lncrna_lncRNA_853', 'lncrna_lncRNA_854', 'lncrna_lncRNA_910', 'lncrna_lncRNA_909', 'lncrna_lncRNA_21211', 'lncrna_lncRNA_4159', 'lncrna_lncRNA_4113', 'lncrna_lncRNA_18655', 'lncrna_lncRNA_4114', 'lncrna_lncRNA_18181', 'lncrna_lncRNA_25410', 'lncrna_lncRNA_25409', 'lncrna_lncRNA_36183', 'lncrna_lncRNA_3035', 'lncrna_lncRNA_13466', 'lncrna_lncRNA_872', 'lncrna_lncRNA_42955', 'methylation_CpG_ptg000015l_9123006', 'methylation_CpG_ptg000007l_3278940', 'methylation_CpG_ptg000022l_9886152', 'methylation_CpG_ptg000021l_1601161', 'methylation_CpG_ptg000002l_1805158', 'methylation_CpG_ptg000009l_6401672', 'methylation_CpG_ptg000149l_72899', 'methylation_CpG_ptg000002l_4656069', 'methylation_CpG_ptg000018l_1144236', 'methylation_CpG_ptg000020l_16600226', 'methylation_CpG_ptg000016l_5928051', 'methylation_CpG_ptg000019l_4953321', 'methylation_CpG_ptg000010l_1082098', 'methylation_CpG_ptg000020l_15080829', 'methylation_CpG_ntLink_8_34768042', 'methylation_CpG_ptg000020l_14264590', 'methylation_CpG_ntLink_1_126181', 'methylation_CpG_ptg000020l_14622819', 'methylation_CpG_ptg000047l_10028701', 'methylation_CpG_ntLink_1_126095', 'methylation_CpG_ptg000024l_835249', 'methylation_CpG_ntLink_8_19223262', 'methylation_CpG_ptg000002l_4656059', 'methylation_CpG_ptg000007l_9151403', 'methylation_CpG_ptg000011l_11503507']"
FUN_023134,70,0.3335436792523486,1,0.6664563207476514,FALSE,1,"['mirna_Cluster_16354', 'mirna_Cluster_1951', 'mirna_Cluster_5516', 'mirna_Cluster_13327', 'mirna_Cluster_4036', 'mirna_Cluster_2372', 'mirna_Cluster_14532', 'mirna_Cluster_1832', 'mirna_Cluster_9420', 'mirna_Cluster_3301', 'mirna_Cluster_1865', 'mirna_Cluster_4034', 'mirna_Cluster_14692', 'mirna_Cluster_5517', 'mirna_Cluster_14605', 'lncrna_lncRNA_35321', 'lncrna_lncRNA_36614', 'lncrna_lncRNA_25952', 'lncrna_lncRNA_22268', 'lncrna_lncRNA_17967', 'lncrna_lncRNA_8467', 'lncrna_lncRNA_38307', 'lncrna_lncRNA_46007', 'lncrna_lncRNA_10100', 'lncrna_lncRNA_25520', 'lncrna_lncRNA_27784', 'lncrna_lncRNA_13488', 'lncrna_lncRNA_44782', 'lncrna_lncRNA_13378', 'lncrna_lncRNA_13659', 'lncrna_lncRNA_32610', 'lncrna_lncRNA_25957', 'lncrna_lncRNA_32377', 'lncrna_lncRNA_18420', 'lncrna_lncRNA_22101', 'lncrna_lncRNA_2911', 'lncrna_lncRNA_3452', 'lncrna_lncRNA_43336', 'lncrna_lncRNA_25950', 'lncrna_lncRNA_3220', 'lncrna_lncRNA_31098', 'lncrna_lncRNA_17959', 'lncrna_lncRNA_25951', 'lncrna_lncRNA_11999', 'lncrna_lncRNA_27097', 'methylation_CpG_ptg000031l_12783134', 'methylation_CpG_ptg000025l_13071884', 'methylation_CpG_ptg000025l_14471572', 'methylation_CpG_ptg000018l_14296588', 'methylation_CpG_ptg000002l_4656024', 'methylation_CpG_ntLink_8_15428425', 'methylation_CpG_ptg000031l_12783136', 'methylation_CpG_ntLink_6_15838520', 'methylation_CpG_ptg000016l_9999914', 'methylation_CpG_ptg000001l_5582593', 'methylation_CpG_ntLink_6_22410028', 'methylation_CpG_ptg000020l_1488770', 'methylation_CpG_ptg000001l_2818880', 'methylation_CpG_ptg000035l_8583830', 'methylation_CpG_ptg000004l_193846', 'methylation_CpG_ptg000027l_4920381', 'methylation_CpG_ptg000027l_4920405', 'methylation_CpG_ptg000020l_14622816', 'methylation_CpG_ptg000021l_15973570', 'methylation_CpG_ptg000009l_1702365', 'methylation_CpG_ntLink_8_19223262', 'methylation_CpG_ntLink_8_24950657', 'methylation_CpG_ntLink_6_20105605', 'methylation_CpG_ptg000025l_14471581', 'methylation_CpG_ptg000027l_7605784']"
FUN_016131,70,0.1749212608457743,1,0.8250787391542257,FALSE,1,"['mirna_Cluster_14532', 'mirna_Cluster_2372', 'mirna_Cluster_1865', 'mirna_Cluster_9420', 'mirna_Cluster_4754', 'mirna_Cluster_17623', 'mirna_Cluster_16354', 'mirna_Cluster_15097', 'mirna_Cluster_5516', 'mirna_Cluster_5517', 'mirna_Cluster_14605', 'mirna_Cluster_3301', 'mirna_Cluster_3226', 'mirna_Cluster_14610', 'mirna_Cluster_13327', 'lncrna_lncRNA_41454', 'lncrna_lncRNA_17895', 'lncrna_lncRNA_4114', 'lncrna_lncRNA_4113', 'lncrna_lncRNA_46469', 'lncrna_lncRNA_17993', 'lncrna_lncRNA_44438', 'lncrna_lncRNA_25737', 'lncrna_lncRNA_44439', 'lncrna_lncRNA_53546', 'lncrna_lncRNA_46358', 'lncrna_lncRNA_37919', 'lncrna_lncRNA_27116', 'lncrna_lncRNA_17894', 'lncrna_lncRNA_43077', 'lncrna_lncRNA_17897', 'lncrna_lncRNA_17893', 'lncrna_lncRNA_8597', 'lncrna_lncRNA_36183', 'lncrna_lncRNA_36283', 'lncrna_lncRNA_18557', 'lncrna_lncRNA_3637', 'lncrna_lncRNA_26992', 'lncrna_lncRNA_6168', 'lncrna_lncRNA_21211', 'lncrna_lncRNA_26584', 'lncrna_lncRNA_44734', 'lncrna_lncRNA_13466', 'lncrna_lncRNA_3158', 'lncrna_lncRNA_3159', 'methylation_CpG_ptg000002l_1805158', 'methylation_CpG_ptg000017l_6907064', 'methylation_CpG_ptg000002l_3139017', 'methylation_CpG_ptg000001l_2984266', 'methylation_CpG_ptg000016l_5928051', 'methylation_CpG_ptg000001l_2812970', 'methylation_CpG_ptg000002l_4656074', 'methylation_CpG_ptg000015l_6125783', 'methylation_CpG_ptg000019l_3148205', 'methylation_CpG_ptg000025l_12823478', 'methylation_CpG_ptg000002l_4656069', 'methylation_CpG_ptg000024l_11114429', 'methylation_CpG_ptg000018l_1144236', 'methylation_CpG_ptg000012l_1003528', 'methylation_CpG_ptg000022l_9886152', 'methylation_CpG_ptg000021l_1601161', 'methylation_CpG_ntLink_8_34768042', 'methylation_CpG_ntLink_6_13886485', 'methylation_CpG_ptg000031l_13341849', 'methylation_CpG_ptg000002l_4656059', 'methylation_CpG_ptg000007l_7452406', 'methylation_CpG_ptg000001l_4948946', 'methylation_CpG_ntLink_8_15033649', 'methylation_CpG_ntLink_6_10164048', 'methylation_CpG_ptg000017l_992333']"
