trial,rank,lambda_A,lambda_B,lambda_C,non_negative,value,explained_variance,sparsity_A,sparsity_B,sparsity_C
53,27,0.022297159364709593,0.000122339319170651,0.6471536851980759,True,12.31665071272732,0.040917463360565454,0.8518518518518519,0.8518518518518519,0.8518518518518519
5,20,0.00048094619675015767,0.00018205657658407274,0.6245139574743068,True,12.323014419088114,0.041116754068442174,0.8,0.8,0.8
18,18,0.06923342300040311,0.004579588598371669,0.07373692003558777,True,12.330409977605488,0.04176173674239381,0.7777777777777778,0.7777777777777778,0.7777777777777778
60,12,0.027003696156245052,0.006649150054778909,0.1253442484135517,True,12.337533866356377,0.0418965835857934,0.6666666666666666,0.6666666666666666,0.6666666666666666
55,28,0.007021601987749822,0.35796282336451163,0.8714440623369312,True,13.142178900006481,0.03590192793211899,0.8214285714285714,0.8214285714285714,0.8214285714285714
75,28,0.0017514230152006144,0.25331041899224466,0.9605941196159318,True,13.2527783451824,0.040964129248176495,0.8214285714285714,0.8214285714285714,0.8214285714285714
56,19,0.009667039650528148,0.22942468333143828,0.2804858578539912,True,13.319296686266188,0.04404516110055723,0.7368421052631579,0.7368421052631579,0.7368421052631579
1,5,0.29154431891537513,0.02537815508265665,0.06796578090758151,False,13.40153897664898,0.049560558860175075,0.0,0.0,0.0
46,15,0.00568207766416622,0.002394739752960539,0.0011983161343563638,True,13.512796900821591,0.05286337140445474,0.6666666666666666,0.6666666666666666,0.6666666666666666
45,24,0.011955770427101041,0.5365962012017482,0.0001100002711964987,True,13.891073846313365,0.027157490867582457,0.75,0.75,0.75
32,28,0.008846733308279646,0.5223376281200467,0.03627187721863262,True,13.937715267904306,0.029398563589890014,0.7857142857142857,0.7857142857142857,0.7857142857142857
79,29,0.013490008791369214,0.5122101209088451,0.11556257048473018,True,13.964210118071469,0.03068064679136795,0.7931034482758621,0.7931034482758621,0.7931034482758621
84,28,0.0002911864727091217,0.4735026543908035,0.14476478145613322,True,14.070882233802486,0.03562049014876045,0.7857142857142857,0.7857142857142857,0.7857142857142857
52,26,0.009174155038684106,0.4452807932868869,0.26042577783587767,True,14.125074000503421,0.03816613353357845,0.7692307692307693,0.7692307692307693,0.7692307692307693
22,28,0.015216177542255406,0.3682823087479855,0.3641424562421856,True,14.25441962188506,0.044148811058315696,0.7857142857142857,0.7857142857142857,0.7857142857142857
77,25,0.0027745736834864977,0.37998859145228436,0.047375789114311624,True,14.261155851513632,0.04439817429764348,0.76,0.76,0.76
66,24,0.010810636813485226,0.32755286741446893,0.3913170623642701,True,14.313011357733195,0.04681481872603721,0.75,0.75,0.75
80,26,0.042057896376429385,0.3028040815760118,0.0004927029354670193,True,14.366274363446834,0.04941156456771123,0.7692307692307693,0.7692307692307693,0.7692307692307693
47,28,0.00019297355872959033,0.287194512068423,0.16492015572273577,True,14.385280823465715,0.05006461846533361,0.7857142857142857,0.7857142857142857,0.7857142857142857
88,26,0.003464074934463693,0.27806734931552274,0.0012517500026353228,True,14.4071153194797,0.051077272608749946,0.7692307692307693,0.7692307692307693,0.7692307692307693
13,24,0.026837193414400193,0.25041198927005687,0.20160609828133647,True,14.419925492891778,0.05178773394241565,0.75,0.75,0.75
28,25,0.005913877930777845,0.20015668643827006,0.045718387513843536,True,14.491912943733603,0.054955149212017496,0.76,0.76,0.76
24,26,0.0006336522743157443,0.17180167160471832,0.09045267503127573,True,14.519596175255312,0.05618475379575416,0.7692307692307693,0.7692307692307693,0.7692307692307693
16,24,0.03303111276278625,0.15574290892508183,0.0025862000456164697,True,14.531369814494486,0.05691067623509105,0.75,0.75,0.75
37,25,0.007398515665034275,0.05698581519024479,0.5651352119267025,True,14.588777473857384,0.05936844906478367,0.76,0.76,0.76
48,25,0.000987509378450424,0.06361176702246522,0.5108648506283376,True,14.589433024362094,0.05935932144005618,0.76,0.76,0.76
59,17,0.0017109817788444985,0.0003263906431720573,0.7549679623511959,True,14.622532920808695,0.06086527452387336,0.6470588235294118,0.6470588235294118,0.6470588235294118
65,17,0.000942298453875689,0.4410771584938217,0.019469530041028853,True,15.22711981069581,0.045864590548344464,0.5882352941176471,0.5882352941176471,0.5882352941176471
97,29,0.0015994631526042925,0.3327026145566166,0.4309146009765499,True,15.405266708083769,0.054021888449607314,0.7586206896551724,0.7586206896551724,0.7586206896551724
89,29,0.026412565821738447,0.21677956747590799,0.09377005702439416,True,15.592048468109,0.0626685209618717,0.7586206896551724,0.7586206896551724,0.7586206896551724
20,23,0.0013978658013325288,0.11072448678802875,0.020860444459961155,True,15.72945212488288,0.06872170958939738,0.6956521739130435,0.6956521739130435,0.6956521739130435
72,29,0.0004173787186088282,0.0011529544120358283,0.4742058117389902,True,15.80105990989417,0.07194548950033386,0.7586206896551724,0.7586206896551724,0.7586206896551724
70,29,0.00020576736449091554,0.01649091002559682,0.0002767469804937398,True,15.826208209385412,0.0730748490688099,0.7586206896551724,0.7586206896551724,0.7586206896551724
91,30,0.016003528709477955,0.5444384031724905,0.03640258529267616,True,18.992804982151714,0.04683490225779041,0.6333333333333333,0.6333333333333333,0.6333333333333333
86,30,0.0099869267603346,0.39529748670369264,0.5002682365106321,True,19.616375858762346,0.07570594317372026,0.6333333333333333,0.6333333333333333,0.6333333333333333
44,30,0.02146620338378346,0.2450386714094701,0.00541912112655133,True,20.0567168822205,0.09555557209134691,0.6333333333333333,0.6333333333333333,0.6333333333333333
27,30,0.00010800482900554439,0.04251650563590359,0.40277102115563174,True,20.37693747678954,0.10953879350578843,0.6333333333333333,0.6333333333333333,0.6333333333333333
54,30,0.002182612028671096,0.0005874957066385832,0.41100944952421026,True,20.437222277814218,0.11221965324938732,0.6333333333333333,0.6333333333333333,0.6333333333333333
62,22,0.003282633048173829,0.427426288633542,0.21628459917822768,True,20.62820145598854,0.07916438962539274,0.45454545454545453,0.45454545454545453,0.45454545454545453
57,22,0.01707569218224427,0.13973419172472296,0.06467991729781217,True,21.392846473449225,0.1133773643783581,0.45454545454545453,0.45454545454545453,0.45454545454545453
6,12,0.00024586032763280086,0.054567254856014755,0.005762487216478602,False,21.565007833488547,0.12074871602453063,0.0,0.0,0.0
36,14,0.0027060769111988715,0.02052447999033456,0.108644413749255,False,23.923016071869945,0.14220166673175005,0.0,0.0,0.0
3,15,0.0014618962793704966,0.0280163515871626,0.0003613894271216529,False,25.08601058074366,0.1521043687038941,0.0,0.0,0.0
9,20,0.48696409415208936,0.00022592797420156976,0.0006080390190296605,False,30.27767484793075,0.18725887959906362,0.0,0.0,0.0
40,20,0.0004114412157967232,0.12712036134256907,0.23762634780232547,False,30.53716243996929,0.18553870450376708,0.0,0.0,0.0
34,26,0.0038364150186191086,0.2888805332344143,0.5624646678532733,False,33.194953037603625,0.17959820619052314,0.11538461538461539,0.11538461538461539,0.11538461538461539
2,26,0.0007068974950624604,0.000533703276260396,0.0005415244119402539,False,37.931969759404275,0.2594610570725904,0.0,0.0,0.0
