gene_id	1A1	1A10	1A12	1A2	1A8	1A9	1B1	1B10	1B2	1B5	1B9	1C10	1C4	1D10	1D3	1D4	1D6	1D8	1D9	1E1	1E3	1E5	1E9	1F11	1F4	1F8	1G5	1H11	1H12	1H6	1H7	1H8	2B2	2B3	2C1	2C2	2D2	2E2	2F1	2G1
FUN_000887	5	6	0	0	6	16	22	0	0	20	0	0	10	0	7	0	2	0	0	0	8	2	0	23	0	0	12	0	0	0	0	6	0	11	8	0	0	0	0	0
FUN_000904	22	4	6	0	3	0	13	13	0	6	5	5	0	2	3	5	0	11	0	15	0	0	0	0	14	0	18	6	0	0	8	0	6	0	0	0	0	0	0	0
FUN_001037	14	14	0	17	0	8	0	0	0	11	0	10	19	6	23	14	0	12	0	0	13	4	24	7	5	0	11	0	10	0	4	0	0	6	6	5	4	0	23	2
FUN_001064	2033	1499	2528	1512	1365	2957	4109	2750	2202	2289	1960	2016	4145	2651	1885	2613	1578	2248	872	2461	2547	2441	2226	2456	2648	1616	3038	2528	845	1616	1818	2463	1708	2496	2188	3063	1691	551	1386	1443
FUN_001127	198	0	0	0	13	6	0	0	0	12	0	0	0	0	0	0	5	0	0	0	0	0	0	240	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
FUN_001221	1205	725	618	677	2081	3827	284	1833	1417	2074	2870	886	10071	2851	670	625	679	567	640	3955	1817	2828	926	3788	629	757	2182	618	1927	757	614	4227	1390	2208	2249	1648	304	239	1201	835
FUN_001231	29	0	2	1	3	0	2	5	3	2	0	1	17	13	0	2	3	2	0	23	4	8	5	5	11	4	73	2	0	4	10	17	11	2	0	5	28	8	1	1
FUN_001282	7	58	102	187	13	382	26	22	14	44	15	10	28	40	33	59	45	54	0	28	35	19	18	42	93	0	524	102	0	0	23	24	33	42	141	33	21	0	0	33
FUN_001340	33	0	0	2	0	0	12	1	0	0	0	22	19	0	0	0	2	1	0	16	1	0	4	8	3	0	47	0	0	0	2	1	9	0	3	7	13	0	0	2
FUN_001460	94	1	3	7	0	2	5	10	1	2	12	10	10	0	4	5	2	7	10	31	1	2	0	2	16	2	20	3	0	2	14	0	51	4	0	13	70	2	26	12
FUN_001547	909	501	1082	416	393	1241	1166	757	513	1434	624	563	848	681	567	814	562	671	421	733	665	585	551	1175	1101	383	1579	1082	248	383	1136	1083	896	929	539	818	358	429	779	463
FUN_001712	29	3	12	9	4	2	3	6	0	5	0	12	27	5	1	0	6	22	0	50	10	0	0	6	41	0	197	12	2	0	23	7	2	0	0	19	46	0	0	3
FUN_001678	14	0	0	21	4	2	6	12	11	3	0	10	1	3	7	2	0	0	0	0	4	3	2	6	1	0	17	0	0	0	6	4	4	1	23	2	0	4	3	0
FUN_001894	36	7	8	5	0	18	0	2	2	0	5	0	0	0	0	20	0	2	0	15	0	0	31	2	9	2	30	8	0	2	0	0	8	0	48	2	5	0	5	0
FUN_001896	30	0	0	2	0	11	13	5	1	2	0	8	3	0	4	0	0	6	0	22	2	0	3	0	4	0	3	0	0	0	4	0	12	0	0	22	10	0	3	4
FUN_001969	139	0	6	12	29	0	25	7	380	11	0	67	10	0	2	5	22	0	5	0	0	6	0	81	5	0	15	6	4	0	33	0	13	39	0	9	0	0	0	7
FUN_001984	23	0	2	1	0	2	2	2	0	0	0	1	0	2	0	3	0	0	0	11	0	3	0	1	2	0	17	2	0	0	6	3	6	0	0	7	12	1	0	2
FUN_001989	244	0	7	0	19	0	17	15	40	0	8	248	39	9	2	23	0	6	0	14	5	29	4	604	12	5	0	7	0	5	0	23	14	12	0	9	0	0	31	10
FUN_002047	49	0	2	0	10	0	0	24	28	0	0	41	5	0	0	0	0	0	0	0	0	18	0	24	3	0	0	2	30	0	0	9	0	15	0	7	0	0	0	0
FUN_002074	56	10	3	0	0	11	0	6	0	0	0	11	7	24	0	4	0	28	0	77	5	7	0	4	52	0	65	3	0	0	0	0	44	0	0	41	61	0	10	0
FUN_002094	30	9	2	4	5	17	3	1	1	0	5	6	17	5	0	9	1	2	5	3	4	2	2	3	8	0	131	2	0	0	7	13	7	1	0	23	44	0	17	3
FUN_002218	71	0	1	1	0	1	1	1	2	0	2	18	21	6	0	1	1	5	0	19	3	1	1	9	3	0	15	1	2	0	3	4	8	0	0	10	6	1	0	2
FUN_002231	23	0	0	1	0	0	2	0	0	0	0	10	5	2	0	0	0	0	0	25	2	1	0	4	6	0	21	0	0	0	2	2	14	0	0	12	10	0	0	1
FUN_002254	42	0	0	0	0	0	3	0	0	0	0	4	7	5	0	0	0	4	0	34	4	2	0	2	5	0	17	0	0	0	7	1	14	0	0	9	13	0	0	0
FUN_002280	36	2	0	1	0	2	2	1	1	0	1	9	8	4	0	1	0	4	0	31	3	1	0	1	6	0	18	0	1	0	5	2	19	1	0	14	15	0	0	3
FUN_005818	34	0	2	4	0	0	1	0	3	0	0	9	5	0	3	3	1	2	11	19	3	0	7	0	5	0	23	2	0	0	9	0	21	0	0	2	6	8	12	1
FUN_005819	48	0	13	2	6	4	2	0	6	0	5	8	5	3	3	2	1	7	72	23	5	8	8	0	5	5	21	13	9	5	8	3	21	3	13	9	16	0	8	3
FUN_005689	7	0	0	15	24	38	0	7	26	0	4	3	7	5	0	0	0	1	0	3	0	2	2	26	3	0	34	0	4	0	0	11	4	6	11	8	0	0	8	0
FUN_005826	4	0	4	0	1	0	0	6	6	4	0	23	11	0	0	0	5	0	0	5	11	3	0	0	0	0	0	4	0	0	0	0	5	3	0	24	7	0	0	0
FUN_005916	76	4	36	26	22	102	134	12	288	7	49	29	30	80	27	26	0	44	0	76	17	43	16	137	51	30	220	36	43	30	43	11	9	61	93	18	0	0	0	10
FUN_005917	21	0	14	29	37	54	46	13	16	3	11	12	18	12	1	26	0	10	2	28	9	17	8	46	13	0	90	14	26	0	0	22	0	15	9	6	0	20	0	11
FUN_005920	448	87	109	163	205	510	262	60	640	142	269	222	465	405	40	90	159	138	108	537	93	473	90	396	116	197	460	109	289	197	312	131	110	163	195	138	36	135	89	13
FUN_006043	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	28	3	0	0	0	0	0	0	0	0	37	0	23	15
FUN_006143	39	0	0	0	0	8	0	0	0	8	0	0	13	0	0	0	0	0	0	22	0	0	0	11	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	0
FUN_006149	40	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	5	0	0	11	0	0	0	3	6	0	28	0	0	0	13	1	4	0	0	26	19	0	0	0
FUN_006223	479	386	1380	874	895	1150	960	1330	758	1697	387	398	921	1089	545	608	894	705	256	661	835	669	751	849	1459	189	1594	1380	387	189	1072	955	881	985	656	947	356	162	389	780
FUN_006229	158	80	568	165	92	533	433	409	269	418	218	116	626	235	67	316	218	407	69	403	269	589	232	211	544	143	640	568	72	143	557	171	236	319	221	448	113	143	217	196
FUN_006232	32	0	0	2	0	3	1	0	0	0	0	5	7	10	3	4	1	0	0	38	2	0	1	8	1	0	17	0	0	0	6	1	20	0	0	11	4	0	3	0
FUN_006239	17	0	0	2	4	0	0	4	15	0	6	11	14	1	0	5	0	0	0	0	0	11	8	9	5	3	0	0	15	3	0	4	10	9	0	15	5	0	0	0
FUN_006288	34	11	33	0	0	10	0	10	0	17	0	14	15	5	0	3	12	20	29	31	16	0	25	11	79	0	127	33	0	0	41	5	14	0	0	11	40	0	0	21
FUN_006302	180	12	49	12	44	69	28	17	35	33	34	45	43	20	42	32	35	39	0	69	24	16	13	81	37	39	127	49	20	39	29	36	44	121	15	194	77	28	0	29
FUN_006319	253	0	43	0	22	97	28	24	18	41	22	61	59	24	9	35	36	16	0	38	10	16	14	46	43	0	133	43	14	0	66	31	28	39	16	76	61	26	0	29
FUN_006373	221	2	4	0	0	8	36	0	4	0	2	58	30	29	8	0	0	0	0	91	7	2	0	21	4	8	88	4	2	8	2	13	44	10	0	14	9	2	5	0
FUN_006384	25	0	0	0	0	16	0	5	0	3	0	8	10	0	8	0	0	0	0	3	0	0	7	7	7	0	45	0	0	0	11	5	0	0	0	15	0	0	0	0
FUN_006392	74	0	0	0	0	0	0	0	0	0	0	34	29	13	0	0	4	0	0	60	4	10	0	4	0	0	28	0	0	0	27	0	41	0	0	42	0	0	0	0
FUN_006397	13	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	14	11	0	5	0	1	0	7	0	0	0	4	0	12	0	0	0	11	0	0	1
FUN_006403	19	0	0	0	0	7	11	13	0	2	2	1	6	3	4	0	0	3	7	7	1	0	6	2	3	0	29	0	0	0	23	10	26	0	0	3	4	0	2	0
