Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-filtering_result_passed_filter_reads	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
ACR-186-TP2	30.5055	0.93773	4303590311.0	34361658.0	0.415792	97.88560209303276	9.250079207736897						
ACR-186-TP2_R1_001								62.505423084615956	41.0	133.54743359589924	135	18.181818181818183	17180829.0
ACR-186-TP2_R2_001								62.83490954471223	42.0	133.57271264384275	135	18.181818181818183	17180829.0
ACR-186-TP3	42.0896	0.947505	4062733296.0	32487934.0	0.399081	97.4759182566393	16.517644143166997						
ACR-186-TP3_R1_001								74.34724422673955	39.0	131.95463860521264	135	18.181818181818183	16243967.0
ACR-186-TP3_R2_001								74.46088611267434	40.0	132.00516173173708	135	18.181818181818183	16243967.0
ACR-186-TP4	33.5987	0.938613	4596033590.0	36749800.0	0.413121	98.06517818126237	10.824535971730603						
ACR-186-TP4_R1_001								66.46521720597045	40.0	133.2267163358712	135	18.181818181818183	18374900.0
ACR-186-TP4_R2_001								66.90840068542289	41.0	133.25479589004567	135	18.181818181818183	18374900.0
ACR-225-TP1	31.989600000000003	0.943303	4139287888.0	33087490.0	0.410347	98.22686028296232	13.905047527713416						
ACR-225-TP1_R1_001								65.85860683472256	40.0	132.61110969735088	135	18.181818181818183	16543745.0
ACR-225-TP1_R2_001								65.41840938228111	41.0	132.62578086158848	135	18.181818181818183	16543745.0
ACR-225-TP2	35.6377	0.93556	4840869598.0	38855502.0	0.39538	97.63912623019186	10.655900794803127						
ACR-225-TP2_R1_001								66.96627677492143	39.0	133.14577920007312	135	18.181818181818183	19427751.0
ACR-225-TP2_R2_001								67.06097465614071	40.0	133.18896453840694	135	18.181818181818183	19427751.0
ACR-225-TP3	33.9041	0.942379	5094542939.0	40823472.0	0.409636	96.61718561366078	13.949445156376122						
ACR-225-TP3_R1_001								65.5678354814878	40.0	132.38565220518234	135	18.181818181818183	20411736.0
ACR-225-TP3_R2_001								65.46586265492726	41.0	132.4607147084403	135	18.181818181818183	20411736.0
ACR-225-TP4	38.5241	0.947728	3992481785.0	31868484.0	0.412491	98.3251593378388	16.754672950396778						
ACR-225-TP4_R1_001								70.7961666985569	40.0	132.17884948653347	135	18.181818181818183	15934242.0
ACR-225-TP4_R2_001								70.70426126706772	41.0	132.19451769340517	135	18.181818181818183	15934242.0
ACR-229-TP1	25.540499999999998	0.93839	5381890678.0	43107078.0	0.409588	98.2659746716928	11.89020701218453						
ACR-229-TP1_R1_001								61.67854983724877	40.0	133.03247545565486	135	18.181818181818183	21553539.0
ACR-229-TP1_R2_001								61.92626622446494	41.0	133.05715223843285	135	18.181818181818183	21553539.0
ACR-229-TP2	30.8934	0.939734	4713147498.0	37674486.0	0.401359	98.1261874928309	11.452619211856378						
ACR-229-TP2_R1_001								64.72402754841934	39.0	133.10613203853663	135	18.181818181818183	18837243.0
ACR-229-TP2_R2_001								65.08983971739134	40.0	133.14097185028615	135	18.181818181818183	18837243.0
ACR-229-TP3	30.5948	0.937973	4274599817.0	34171190.0	0.405049	97.78656360392378	9.974929508559075						
ACR-229-TP3_R1_001								60.63882383264792	39.0	133.3511047756897	135	18.181818181818183	17085595.0
ACR-229-TP3_R2_001								61.012271227744854	41.0	133.37960246628813	135	18.181818181818183	17085595.0
ACR-229-TP4	56.2527	0.944413	5561052480.0	45049076.0	0.420662	98.16776620451836	23.180314721200222						
ACR-229-TP4_R1_001								85.36474658179321	41.0	130.68157389066093	135	18.181818181818183	22524538.0
ACR-229-TP4_R2_001								86.70739435723493	42.0	130.72924989626867	135	18.181818181818183	22524538.0
ACR-237-TP1	42.491299999999995	0.94571	5516271899.0	44216754.0	0.408711	98.23376411253165	17.872461708235942						
ACR-237-TP1_R1_001								75.31356456949712	40.0	131.89837910761156	135	18.181818181818183	22108377.0
ACR-237-TP1_R2_001								75.55266477633458	41.0	131.92861936450603	135	18.181818181818183	22108377.0
ACR-237-TP2	40.165800000000004	0.938282	4154401312.0	33287258.0	0.407263	97.72980992408331	11.62069101988415						
ACR-237-TP2_R1_001								69.71561561976169	40.0	132.99339116487155	135	18.181818181818183	16643629.0
ACR-237-TP2_R2_001								69.86990591188194	41.0	133.03144867023892	135	18.181818181818183	16643629.0
ACR-237-TP3	29.789199999999997	0.938122	4423998150.0	35325468.0	0.411391	97.66159898381308	9.549040789191475						
ACR-237-TP3_R1_001								61.0731731583657	40.0	133.48000575675317	135	18.181818181818183	17662734.0
ACR-237-TP3_R2_001								61.53942566362901	41.0	133.50964493945276	135	18.181818181818183	17662734.0
ACR-237-TP4	47.6509	0.947612	5952841996.0	47486198.0	0.409201	98.58812330942295	16.361175417324407						
ACR-237-TP4_R1_001								78.98524865660325	40.0	132.274029055769	135	9.090909090909092	23743099.0
ACR-237-TP4_R2_001								79.29363981691061	41.0	132.2997425062331	135	18.181818181818183	23743099.0
ACR-244-TP1	36.0536	0.949118	4827872453.0	38899414.0	0.444343	98.57376563387002	21.67891745014563						
ACR-244-TP1_R1_001								64.07302269660636	43.0	130.6956218929159	135	18.181818181818183	19449707.0
ACR-244-TP1_R2_001								64.40967607951177	44.0	130.82460825759483	135	18.181818181818183	19449707.0
ACR-244-TP2	37.2297	0.936845	5401351068.0	43379890.0	0.406653	98.03491254011634	12.134807160227828						
ACR-244-TP2_R1_001								68.72496401243292	40.0	132.88061666361995	135	18.181818181818183	21689945.0
ACR-244-TP2_R2_001								69.5240376990753	41.0	132.92921475826702	135	18.181818181818183	21689945.0
ACR-244-TP3	26.520599999999998	0.931647	5536417067.0	44561068.0	0.403443	97.562356965978	9.68753689152412						
ACR-244-TP3_R1_001								56.980239320105575	39.0	133.34007614000635	135	18.181818181818183	22280534.0
ACR-244-TP3_R2_001								57.96427947088562	40.0	133.37690155900214	135	18.181818181818183	22280534.0
ACR-244-TP4	47.9798	0.949955	5481925987.0	43907618.0	0.409728	98.15634455689407	20.55605288416914						
ACR-244-TP4_R1_001								79.16439238888543	40.0	131.41110182747786	135	18.181818181818183	21953809.0
ACR-244-TP4_R2_001								79.62485033208492	41.0	131.43782634712727	135	18.181818181818183	21953809.0
ACR-265-TP1	53.0887	0.938681	7215864830.0	58600470.0	0.418344	98.11759718294248	20.8878499743741						
ACR-265-TP1_R1_001								84.21970271033696	41.0	131.1531046764642	135	18.181818181818183	29300235.0
ACR-265-TP1_R2_001								85.35280956002232	42.0	131.19990235573195	135	18.181818181818183	29300235.0
ACR-265-TP2	36.9885	0.939966	5327351621.0	42636278.0	0.397629	97.9697084489568	12.16488574020623						
ACR-265-TP2_R1_001								70.11526556502888	39.0	132.90631846428997	135	18.181818181818183	21318139.0
ACR-265-TP2_R2_001								70.07374701483039	40.0	132.9492511048924	135	18.181818181818183	21318139.0
ACR-265-TP3	38.7939	0.93947	5260483297.0	42374404.0	0.400617	97.91270514184453	16.153053100880644						
ACR-265-TP3_R1_001								70.64439769333603	39.0	132.1057636586464	135	18.181818181818183	21187202.0
ACR-265-TP3_R2_001								71.06089559146116	40.0	132.17168392504115	135	18.181818181818183	21187202.0
ACR-265-TP4	52.5031	0.943761	5932217089.0	47729828.0	0.414025	98.24171195516818	18.565541927770738						
ACR-265-TP4_R1_001								82.70833350630468	40.0	131.67107306567289	135	18.181818181818183	23864914.0
ACR-265-TP4_R2_001								83.32737275074967	41.0	131.7096249749737	135	18.181818181818183	23864914.0
