"","POC-52-TP1","POR-245-TP3","POC-255-TP3","POR-69-TP4","POC-53-TP1","POC-222-TP1","ACR-145-TP4","POC-255-TP1","ACR-265-TP3","POC-42-TP3","ACR-229-TP1","ACR-186-TP3","POR-245-TP4","POR-216-TP1","POR-245-TP2","POC-219-TP3","POC-219-TP4","POC-57-TP1","POR-69-TP2","POR-216-TP4","POR-83-TP3","POC-222-TP4","POR-260-TP4","ACR-225-TP1","POC-40-TP4","POR-72-TP1","POC-57-TP3","POC-42-TP4","ACR-244-TP1","ACR-186-TP1","POC-57-TP4","POR-72-TP3","POR-260-TP3","POR-73-TP2","POR-260-TP2","ACR-173-TP1","POR-73-TP1","POR-83-TP4","POR-262-TP2","POC-53-TP4","POC-52-TP4","ACR-173-TP4","ACR-139-TP1","POR-262-TP4","POR-73-TP4","ACR-225-TP3","POR-260-TP1","POC-259-TP1","POR-236-TP1","POR-74-TP2","ACR-237-TP4","POR-74-TP1","POC-42-TP1","POR-83-TP1","POR-69-TP3","ACR-139-TP3","ACR-265-TP1","POC-40-TP3","ACR-237-TP1","POC-259-TP3","POR-236-TP2","POC-40-TP1","POR-72-TP2","POR-72-TP4","POR-216-TP3","ACR-145-TP1","POC-259-TP4","ACR-229-TP3","ACR-244-TP3","POC-201-TP1","POR-69-TP1","POC-222-TP3","ACR-186-TP4","ACR-139-TP4","POR-73-TP3","ACR-173-TP3","ACR-225-TP4","ACR-150-TP4","POR-74-TP3","ACR-237-TP3","ACR-145-TP3","POR-74-TP4","POR-245-TP1","ACR-150-TP3","POR-262-TP3","POC-53-TP3","ACR-244-TP4","POC-255-TP4","POR-262-TP1","POC-219-TP1","POC-201-TP3","POR-216-TP2","POC-52-TP3","ACR-150-TP1","ACR-229-TP4","POR-83-TP2"
"3HBA",826.089092549324,2164.93478244842,4044.8543996622,1077.90365859578,866.378304073474,1436.12156726652,14652.2725999066,1035.28433144063,4107.54851129964,4363.23272083664,1254.32020789375,1011.88740739689,9433.3518679228,3739.86572347446,2505.14489018195,5846.14029744249,1007.63105087467,632.929875278727,2415.18452649119,5545.51454645701,4138.96478577875,15543.1336183198,5089.14288675797,1014.51994997949,1100.81792208177,2310.20983902212,3520.15829234426,2676.8005981979,2121.6880190004,1390.39424596881,1352.33067040596,21291.9338942483,2162.71716831193,3210.31777986478,3433.5254246775,1223.131263967,8549.23223277817,2262.77575892576,2470.31175708019,1987.95162735601,2749.80884931385,1437.3034249703,989.042806149385,7153.43410850998,2898.96665205926,2472.05529013943,1037.20230195223,994.892581516334,1972.1293358407,2632.93935893605,14370.6651580471,157762.958796772,1082.52278017239,3173.32628617174,3601.25151234842,7513.16615493319,1984.74621132081,6452.66413760056,1204.4447244982,9190.51119220294,2113.32276364022,2401.46464515576,93012.2590830933,2600.61491416872,4716.55737692457,1262.19395946225,1642.24282646929,1826.11859909111,2444.40136121016,2001.96143046208,1110.999519108,17697.6584127244,1144.04952955649,2931.46940154396,3868.77877135166,2507.44106941697,612.836485047218,852.023322486875,2210.34963722564,1908.90153124948,3827.496173281,4137.12298006674,1288.3295804455,1215.89231277483,6907.57863353231,12243.5790875682,430.374860843789,7852.80949836005,1873.39303446204,1475.53974883261,11420.2092976424,3287.62726435922,7958.51324306628,7128.47487638337,882.626549642465,11891.5101570221
"Uracil",3697.23175125866,192339.357510844,1350.72089599545,2705.97137976974,11648.6580301909,10690.0571714109,151847.385123598,561.946496133537,175470.854319216,2601.8153414896,22406.9877912852,21109.2487403536,202305.073429614,238526.381180672,4425.48986383161,2473.30350513538,2151.43476391975,720.919339103612,894.690532041267,254798.79335798,201320.66788996,13722.9122451146,4239.40729646064,7905.47851362998,6987.46436930654,48241.9812767431,3423.37617314372,889.300281384593,41868.0655892041,33563.9818619364,534.965016242785,8904.51183341023,8644.96384553629,237207.638808805,5256.77595271788,22224.8810946535,214137.697708884,270355.168405974,217076.281407083,10476.5443046418,4372.45930750392,103246.141245408,27518.2557298314,336599.597040926,252393.275555142,105872.415148896,8197.27761896878,33471.8901845794,211120.889298623,278154.280651513,1572.59127265223,193540.887722114,1128.44876519384,110621.011703358,4275.55005695746,116706.743283362,70429.8702964215,5064.91141541509,2278.49546151079,6578.08697575719,161076.57645073,3315.09079888935,14323.3968315983,9431.66420144492,300054.237637132,27596.8276963352,14959.7271298555,115095.270370864,78600.7612069823,5080.64194781052,2055.11963599631,9069.67923389256,16440.1674953682,160287.411821124,231777.674221489,73083.1184064155,5785.80341035835,4570.12248482476,202510.24104678,2563.93081895991,146101.004454703,239204.454859881,1775.25104554163,3172.34464661357,236749.778657628,16175.1735767938,16134.1086155768,4324.47645700463,214577.678338705,1118.3406407125,16499.2570750347,288717.717571152,5575.92265329782,6884.89458147587,13456.3272945691,167086.375401707
"Maleic Acid",1379.42881704699,1578.2293801447,2341.25104013143,1960.52303626292,1069.64148118208,2310.49359290727,6744.17740713828,1277.98745993967,4790.00893089539,1550.06663696525,1007.24065845494,1167.96531825493,2466.85678027253,1469.31009889505,2485.08968975179,687.414314181317,1268.03926520961,833.906202591229,1734.82418187929,3368.13854193914,3800.8328672779,1476.41462385675,3323.79698192681,1950.38924391396,1249.81647963889,2209.84055782117,2634.1119169345,1425.45039926172,2595.16238535617,2259.91834462388,1433.53667307313,5612.5558190725,2688.22202479356,10499.5242200817,3247.41951713837,1194.56418848282,5104.32739477416,3444.6586285483,3126.96013807111,1705.75904068447,1028.63289904093,1290.59240404899,1734.71768324087,7295.80253703117,1680.12280197216,2144.97326606096,1618.19177131402,785.152679019997,2234.18557338688,2381.84983679093,522.58995966709,2556.05772754956,904.304325791362,1580.25154195038,3364.67739877779,2443.52872283997,2548.43542753805,1547.54375775421,1070.91010473705,3592.10214167136,2501.56240398544,2935.88713562353,2747.38598762674,1914.4217057197,1318.42817341568,1560.64418612206,1570.19251926121,2061.06194424129,3850.22561909992,2269.2886909059,1277.14439597255,1403.34842639862,2232.03083780919,1712.44321704892,2263.4165196282,1250.99666254444,652.791561327052,1015.42743651931,1075.9618278538,1694.12684507659,3188.40474425522,2368.95349016984,2033.10047757379,1248.46874367112,2472.2333786735,2441.73257510604,669.541189526229,3750.3258388456,2084.98665050641,1536.11734579286,1456.58968725937,1614.12352213863,935.275005083084,4015.33001719081,457.410211097058,5961.04437722964
"N-AcetylGlycine",180.990504223008,73.7808469965584,701.141746204952,77.6819029556085,210.585171465423,209.219703647457,522.938190021566,515.061323918117,218.84120846801,480.829856243603,NA,128.941516849904,106.914325173833,160.760105009177,163.988672826708,96.587933211423,123.848984647136,124.77504083474,94.5836423598141,202.280319336474,169.573642731454,2723.28089548111,141.872292198746,128.583900783903,188.262726195191,115.495379406016,204.252090106092,311.255946066083,227.777766682081,293.95558190805,NA,352.180187551923,164.502439726438,137.149346571578,140.214330323579,89.8897515380062,260.86793396287,147.381137385476,121.767274278383,112.057658174371,134.836910487813,111.843787099724,104.105611055299,469.183169620442,144.576802209401,166.75322605265,226.309540195181,370.647210576697,166.816009868764,NA,277.361597148393,NA,530.769316162499,113.145176259646,122.245347891673,143.85762433014,173.78110144118,203.952344633455,68.193237446084,218.172911681621,87.6687802558243,206.281261230494,406.690940971665,166.498184184967,183.678456604961,168.901678681457,253.731399443266,254.629813783133,147.00881006922,1408.80926530877,82.9045358127645,91.1205241658739,110.699398278426,228.341398260965,116.043897618375,114.800928574649,NA,66.3579744435604,89.7237513650066,134.848448886953,170.246570729858,140.980832079795,576.128276925294,124.145234493748,193.200196625256,325.256464195199,NA,431.948124439793,212.741037197171,289.005042223559,210.175403621157,119.693741302108,228.080694819748,224.961027913601,95.0703583608929,NA
"Succinate",10167.3536731538,72543.3060160021,29076.7805254877,15733.0333209904,17364.5570652737,13700.8791454675,66648.498712456,10373.2675209156,34480.0778855985,23022.9301015817,2270.27990311109,14607.4049121355,21657.862267541,7799.11496202962,11230.5327603354,33926.8374478867,18331.5609037538,7668.80358638537,12957.39053896,38705.4742727983,69499.4003924996,28723.4486817147,28497.5917983726,11986.6414431612,10749.3174587477,23426.9906944255,22573.0429438627,11105.9677904161,30116.2779710854,20983.7839846401,7739.86152337441,59768.5368406395,20520.6090078426,25062.9615982599,38097.3019193764,20775.8572016282,46603.3353218382,20748.8084669416,17888.0069387839,15545.8541734294,8077.17825338812,17865.9777030455,7912.20218727374,64587.9086068284,19280.8344071571,22017.9748600997,27052.1312440984,8356.60449619618,12503.8675071181,17231.9774357082,8804.73368348324,19180.125672954,6195.82804607413,13347.3206938389,38365.2395452876,11553.2397470631,11252.4896126505,15691.8869208929,5096.73850986846,47964.5284641196,20827.1186933345,10786.8917859444,62845.3215224572,19248.4432295378,26470.7705844103,6123.0857323945,19265.8105150971,24764.4806450318,39081.3260234812,7595.47885603672,5674.20444183159,23540.8335929723,8295.56823918588,44388.9702490084,30984.2883109553,18448.6128470285,6313.1805665684,3527.00108640868,36727.9780773441,15565.7500143054,24530.8052561404,13149.4142095375,11920.1610622369,14176.5510074015,31956.9267045112,37780.3441338057,7003.56364397394,33705.7342511919,10384.3315931843,14388.080991066,34701.1394485363,39463.1996837543,22539.9140632039,34993.7849778583,4310.15292500122,36072.3918993027
"Picolinic Acid",4243.2730537609,25918.0669670605,7809.79158501672,51414.8392873539,930.828236933946,5296.64702264978,108457.415992967,2219.84667760915,145076.239592646,14587.307511636,1635.6442104469,37183.7585292668,84154.2002469327,9494.38911462964,80496.7218032045,7736.68256911259,12769.0974328515,4052.43891608613,19048.7599691437,78885.7148046748,127729.934293776,9926.78869320013,120607.420903445,22013.0972238218,10953.0311131073,276367.589542828,31805.0548009022,6431.55922866717,28598.8765208098,30708.6343276699,1554.90865131334,154754.270879206,49220.1353696045,96839.7546283101,121952.006827802,22507.7195035686,67299.427453071,107588.174068459,96099.5100269752,27686.9061246404,5053.08147279889,46620.0173375604,7872.64422012932,116780.729010811,30232.5541483079,69616.9365224613,27710.4390885808,7480.64632668633,42280.6441187287,138494.303447482,5203.31784832071,38399.9410968696,6581.27505378751,17379.5277303478,112293.006549452,48001.026479498,39716.1668665066,11421.1187349962,12098.2655261135,13003.9327343685,99940.0667725514,2560.22398294941,13653.5024281201,133147.354139424,45078.4773765165,12550.4193726281,6536.56677656307,44993.9641774093,64073.2207133049,1828.83048864751,3905.94413922304,7246.99714242595,34465.4006292884,33816.9281056043,61430.7686129267,66179.186522851,7338.20031937049,12112.9423372123,50267.5041747307,39247.0516723262,95967.4992711844,31743.4447949739,26162.4357387776,25912.2832312111,66253.141185763,11648.9022592317,9369.67398744856,16839.060832412,26071.5492270873,7126.64811085899,11281.9505123399,53395.5028786093,9392.00616891987,36232.1776194533,12092.8995719953,95698.3410727168
"Citraconic Acid",3053.02345755771,2456.99435047557,4080.85707495941,3076.93681397733,2359.07936053773,2710.06861618788,9157.05169560736,1755.42667885894,7745.06531225816,2648.79414797961,1365.28263682312,2087.57074010508,2536.30313425831,2563.42362850743,3056.59382994946,1459.09917133569,1499.89693092336,1875.98742555801,3838.87422542819,5812.02261573509,5270.05361812238,6884.24547739035,5140.25399155343,1789.75096828082,1950.08073311321,3062.19753306646,4220.11951414697,2504.5606894778,3427.29312131407,4427.48982335893,2570.65204718238,8360.66456559549,4303.19719089243,4172.21605071026,6703.65945030208,1445.73708810972,5848.00955421576,4525.73292392463,3435.85373694354,1588.29327728238,1740.0047781837,1380.23867824609,2107.48991866868,11702.7533586549,3871.19708136304,2585.28334473643,2106.01060166323,1823.91677131338,4241.69811683506,4618.97604099458,1076.87544601858,5571.12087482027,2190.84837911636,2906.73971373911,5622.57323233599,2981.62083130549,2615.69061744133,2667.51734699486,1264.40743448495,3852.09044924506,3265.54185053531,3986.50935943616,4527.53028155942,3294.72049356689,2980.20965781777,2063.80696280264,3221.47568994386,3859.56812892459,4132.38804487015,3583.76610811398,3323.12671854856,2550.39976858294,2121.1335258693,2511.62989867214,4236.90598890952,2109.97562023237,1105.38243816684,1085.63824722563,2917.52319435394,2722.21164997257,4893.82567319189,2715.34214457549,2795.91040525996,2080.91992565227,4179.89934473307,4284.55747602327,1546.94695581768,3202.6742589855,2804.79406348501,2980.56151202352,2767.84365686367,2351.4923179065,2385.92299618738,5131.76380833658,1065.76562104838,6745.29895509068
"N-Ac-Alanine",9513.00073927617,2801.38106973004,17014.7461206716,3084.58819776526,11575.9246468889,6820.80146967752,5060.77164656348,4834.39939752436,15370.597396517,26572.5010129858,145.432775706152,6432.90711216292,5938.13657046101,6350.667968327,5172.42371812928,12873.7157889413,9709.33478760755,7356.09842499183,2039.28454532559,12061.1717006105,8292.12555161442,13236.1509028551,10411.6410645166,1441.09218871331,9413.38658280393,8349.80430993342,14314.3336257106,13770.0508617769,2812.45776878946,19699.8043541702,3637.10970492903,10407.7443078925,25105.1136561822,3284.19024924348,12110.4745529495,1218.83262951721,3202.76742122241,37787.0463098178,5443.12424794738,11790.9445116936,13117.1614371461,3448.92969016741,1457.07890134412,13595.1627994029,39584.882880972,32040.5211375658,3965.7780417235,37886.8175480898,13219.9714167337,3775.75072640976,1467.80876926459,3821.49295297824,26862.7984289155,2138.71857870948,8155.76096089865,9082.2485632579,1714.06182201401,14397.4240624919,1008.20222952654,12169.5375317318,5080.37133455166,6367.01962565565,2739.14699333836,5125.11100331409,48608.0021248007,1314.95491424853,15172.6280586883,3819.7452082116,3154.50239560891,5434.44417550813,2167.2218234166,6898.54998448122,2173.04099195456,45288.8492562969,3644.9136247933,6515.52550133099,668.686024109945,1565.0030643565,4339.70068650465,1949.19911312309,7430.11902517943,4858.49289777004,5009.05681042596,2714.46717848995,8955.46991790584,15588.7875022627,841.456151290312,19208.7286304964,28055.0920644019,17486.0352571001,24894.6586002384,6415.82210199889,13099.0450416536,7069.91344995553,1890.15646041896,3665.18104027171
"D-Leucic Acid",2311.20200255544,5244.24912730908,7256.99723743639,3290.97978986654,2228.93413330044,3617.44358740734,7836.62691279728,3970.62210464161,6584.01441694778,5068.1654623919,1587.08087130512,4647.60286463581,2110.84468636253,2788.8974207056,3006.63906693252,3574.2074113336,1656.34139733379,1373.83871329065,3071.63365450082,4479.09937439848,4304.50249552433,20578.4386544709,3169.81187407292,3574.04965266624,2159.09606860258,3238.46701566961,4123.54991591813,4257.74987447704,4345.38631213859,6707.36565571192,5048.50078247421,7221.58759258401,5953.08798550078,3517.30657426187,5797.32581701161,2684.98234970906,7904.56510532022,10035.8101225256,3861.7155382076,2568.26790975918,2927.147679993,3615.20166468349,2936.45877571869,7319.17483608231,8068.94782446845,6808.19454833223,3502.36556701922,3406.02330075573,3866.75957017013,5013.69855878901,2583.30307411361,4810.62793453058,3703.38915431438,2493.85352216236,5647.01555842523,5769.71112824318,3553.94487425241,3087.00297082121,2879.04934385225,5629.65601422773,2729.65937261247,2952.06951818966,4452.38893786203,3432.65489985939,8226.96831332593,2613.87044858716,3629.40414423602,4362.57530310135,4098.22348742886,8780.12584307082,1757.97917493211,4013.73495224967,3282.91912186293,12768.0784897647,2554.34025882836,5491.57480559926,2565.91657791957,2694.38958863531,4236.59793742871,3931.53779108359,5962.93338214278,3402.61681127742,2475.98249757191,2773.60051510221,4983.25847583839,4563.11874894115,2536.89954094013,4848.79164528038,5096.64780697592,3325.01393305778,4226.68376648126,3150.97794890264,3383.96586053969,4967.1324722603,2285.86292829459,6495.0750206984
"Adenine",118628.903616638,1237242.52461813,117241.474233826,176161.713690847,217951.981305126,130522.197439756,3797355.56825328,55216.0750406869,4361429.05191426,53648.8397799112,1563120.45503956,2484575.13526628,1595052.9899653,1339901.01216623,148640.850518894,74035.1941340086,57479.5448080259,163538.918240227,130657.67373898,1992554.20048678,1839480.84041957,145732.535446532,139689.779140722,1418516.04076008,59800.9227691956,651387.356326162,173676.556668833,53035.3891111695,3188216.36586942,2574540.21328931,170356.184665171,149583.762192444,102110.954025057,1766277.11859416,113487.134783335,1860351.5910948,1639323.91403649,1753855.32796915,1511466.1828452,72413.0296850463,132314.607330362,2659485.75850813,2026345.65554797,3576767.20208624,1119562.80266033,3034553.40976385,304694.93893878,46359.443753756,1844254.47468274,1891143.77899134,817349.818240454,1542505.10515888,54038.3530372892,1038984.14955517,98105.3515430087,3478639.38561416,3018104.22378081,79008.5128740299,1164597.87341102,167628.519168638,1472963.47923627,141177.048205225,356462.434975841,239112.582743563,1515418.10493985,1976779.31724261,327164.218825991,3644017.79709667,3009073.72478656,149072.55309431,173347.237472812,178126.867502841,1834023.21990968,3634648.42078832,1832929.66820362,3730379.62517541,1040875.15113055,1152292.06782046,1335694.92144245,1292794.47370415,5647581.92187526,1686994.12864207,231846.122899326,1059917.62450488,1803152.30828232,168773.561379434,1551521.50756598,83048.3688423489,1124812.15902399,92826.686409617,105758.524826655,1591278.34847924,145399.451058592,1562879.19895832,1410313.96610639,1759395.34976174
"Hypoxanthine",48410.5385145195,343474.227486112,48880.1226299704,12061.2475282077,20526.5136089738,13540.7664421138,53401.7951780729,5350.59294400463,115636.689602403,277076.270509841,63937.5010648236,127237.664014676,208064.81845989,456779.99358074,27482.0674018649,83294.1332683511,96156.4141873467,60305.3699689734,11140.6151814777,446159.297960594,331571.982135465,124445.501382881,46967.2300643089,57738.2058874387,37738.4884246219,411659.458476539,182875.954679564,95310.7742077586,102700.671606381,224376.933277561,42229.1248764802,172110.344494331,277745.78582657,450329.853917176,71817.3921561765,92777.9714167786,421990.874132163,603597.883510632,511004.599899401,118142.224852176,77113.4436068047,116188.826862633,53992.9494785979,835831.341346585,664982.639515415,70150.4656480349,53758.7297805486,96345.5505457682,268929.025083142,676942.731148481,17318.2577104904,308242.819513147,129743.22329884,272147.508101386,70959.1003455359,200893.417592424,64859.6444268803,137878.787957308,16812.9834689336,87971.8175156645,267126.640510511,10977.6981159576,121913.544046147,75196.6344492558,817634.982601043,87268.8846287499,63459.3528504689,179181.767662968,83437.6521010265,11456.7963349954,18976.7814237261,51576.8909763207,63587.630001822,219065.594626302,116454.528641356,204839.766556383,27063.5571397383,28104.1972855574,354638.882522892,36314.4802764361,182616.389762424,311459.518876608,9901.39792504983,35037.5058372181,598300.782408619,134812.415047708,123091.023906781,122598.786798368,1182476.32502741,25109.1722398035,193667.011078683,286894.689307334,118722.071504429,43630.8619516985,142771.924530422,416733.121008692
