"","POC-52-TP1","POR-245-TP3","POC-255-TP3","POR-69-TP4","POC-53-TP1","POC-222-TP1","ACR-145-TP4","POC-255-TP1","ACR-265-TP3","POC-42-TP3","ACR-229-TP1","ACR-186-TP3","POR-245-TP4","POR-216-TP1","POR-245-TP2","POC-219-TP3","POC-219-TP4","POC-57-TP1","POR-69-TP2","POR-216-TP4","POR-83-TP3","POC-222-TP4","POR-260-TP4","ACR-225-TP1","POC-40-TP4","POR-72-TP1","POC-57-TP3","POC-42-TP4","ACR-244-TP1","ACR-186-TP1","POC-57-TP4","POR-72-TP3","POR-260-TP3","POR-73-TP2","POR-260-TP2","ACR-173-TP1","POR-73-TP1","POR-83-TP4","POR-262-TP2","POC-53-TP4","POC-52-TP4","ACR-173-TP4","ACR-139-TP1","POR-262-TP4","POR-73-TP4","ACR-225-TP3","POR-260-TP1","POC-259-TP1","POR-236-TP1","POR-74-TP2","ACR-237-TP4","POR-74-TP1","POC-42-TP1","POR-83-TP1","POR-69-TP3","ACR-139-TP3","ACR-265-TP1","POC-40-TP3","ACR-237-TP1","POC-259-TP3","POR-236-TP2","POC-40-TP1","POR-72-TP2","POR-72-TP4","POR-216-TP3","ACR-145-TP1","POC-259-TP4","ACR-229-TP3","ACR-244-TP3","POC-201-TP1","POR-69-TP1","POC-222-TP3","ACR-186-TP4","ACR-139-TP4","POR-73-TP3","ACR-173-TP3","ACR-225-TP4","ACR-150-TP4","POR-74-TP3","ACR-237-TP3","ACR-145-TP3","POR-74-TP4","POR-245-TP1","ACR-150-TP3","POR-262-TP3","POC-53-TP3","ACR-244-TP4","POC-255-TP4","POR-262-TP1","POC-219-TP1","POC-201-TP3","POR-216-TP2","POC-52-TP3","ACR-150-TP1","ACR-229-TP4","POR-83-TP2"
"Methionine",23528.5064807414,4782.31870736603,22430.619103858,11052.2418052036,20251.1239481822,13234.0917723393,7351.89439644248,8447.83051520262,2478.6980587882,27474.5654443558,1250.63060774827,23911.7160241707,7480.4745154312,1999.98853362321,7572.93255009475,7118.44630549813,7742.70023548057,8290.04628106558,3630.90421337967,9938.48072306042,10403.700481474,24022.7024179627,12390.4995751296,14341.9132236997,8027.56834363314,12103.2031361793,11701.0474396475,11668.3150419196,14596.2316698132,1666.99840660313,9579.31688371856,7389.32659009195,1810.08814292147,7734.97170835255,2010.16124168662,7474.58564116327,8007.49254547393,2796.55518294909,7244.4337585864,6375.03608485095,9547.96004469719,13536.4846486964,8748.34188277205,20245.7479242705,2920.73954085407,266.707619250106,5469.20806348124,52300.4285430923,1550.38248984094,5079.1439632719,18392.346137844,3319.79849482945,39727.3303132871,6072.56884303165,2868.38585701505,23822.6927334943,11371.5898268194,17356.6068656316,8674.31027477947,11147.7031935727,4434.91936672951,12760.287664431,11455.8942338153,8661.6061654235,1405.70384214509,10783.1738641073,17784.276722936,9710.28485745824,10700.0450038013,15006.7210563953,10600.5231867786,10362.2154850369,13356.2839942437,1906.58823347994,7626.88742544885,10857.3297795305,25034.3909409624,7575.4365554189,2343.02742785377,8160.30701326923,5085.03875778994,7856.25902872414,4645.48057575059,4868.77755910324,5210.99022091891,22368.2494700191,23090.2827262806,23380.0407620159,4064.94979509011,26895.1950263958,33256.2685865945,2898.07962015003,14177.9584821165,NA,8891.23778944401,11041.1851500709
"Guanine",5269.75339114104,45505.4287517546,9665.38605085416,4896.71362203844,25542.53249569,4547.83583801697,676369.13623363,1999.49525904281,770823.480306118,13643.1123829603,700229.136844138,375039.536485669,15385.7828617472,111413.481707742,7489.69302564879,6252.95107900301,2961.95335777054,4677.84964404806,7305.35168264186,63768.3558391123,6690.1918103086,36528.4250408504,3247.39539701776,156478.601970106,2212.87377210583,5465.28543912113,15892.6062967806,2713.35401029015,253725.710811012,410816.450915201,9218.99670667416,6136.97666225815,8030.78191095192,89688.1185184727,6481.74653400651,331884.834097489,72164.4366750496,3725.10114454816,20500.4955016993,2547.39330104304,15449.5849535312,477944.243035894,373112.215300737,60934.5958885704,11674.4922080523,1275996.58354298,1785.14752725274,66217.9966242882,40074.7788428014,54600.9810355525,333639.553183827,41566.2105283935,10813.0850168697,17325.2585186902,10782.3273963944,524590.595603302,240676.729963887,12463.4515873626,259646.949661438,11472.4871479694,32941.708562201,11749.8530010951,51856.1621594423,2322.00628045492,115676.375510828,165453.642190536,4086.89499747143,602648.733513628,309623.532504525,5688.67983811118,8549.38590835189,12125.8376137095,128942.23562588,878751.22757986,66970.7360338715,918709.625714212,214574.45494558,174501.57319296,10651.7660188057,400480.133933496,1072857.97503113,61429.3100114672,3855.91441321868,340214.252017086,16846.0944948337,6352.557916803,128742.219539062,16331.4782047134,17221.1675660107,5815.86625902382,18992.8044203612,102035.149053853,28515.2017042081,248827.344743561,196539.653290777,28361.6782445757
"Histidine",176542.842771529,307375.031533806,268570.966309357,412965.192203618,214943.594231907,117949.915775585,291318.259161697,75671.8948085415,527018.386012756,342940.325582278,161394.512462079,275913.508256714,200600.148534921,161962.816374281,315142.159012043,136445.969130095,101902.956261959,95402.7398013045,254369.226945587,269251.631000308,289087.456915936,318843.961534244,274751.321672918,118159.571349862,83681.8001110645,228987.393597799,250619.625851484,155650.848556782,167177.056732615,526379.418315896,217188.903205518,308324.743571736,267188.603736507,225134.160924521,180319.86519719,84300.034673915,255202.109209919,424968.060182481,203565.439802074,113372.390618459,127219.681992159,153455.502184124,122715.932683676,594014.011402609,377697.946818782,786726.596679798,150622.337115216,569924.911429052,155545.246219832,170532.526990366,342241.367977427,132444.698331221,438097.190045115,189270.018473153,369978.298365334,256304.941447827,145097.670969303,269328.350954593,167213.601187238,174048.798514976,133619.337126535,137572.740459679,287691.256520261,235966.295913505,439924.968078207,124964.68351236,138965.810045551,230947.635508972,204312.57460282,119123.640668204,551363.314500093,102042.781305401,131481.037592508,865543.067287587,368246.714914999,245255.243733702,238972.366707566,137817.984660108,187053.013093717,205716.542292998,279190.316942551,185480.302588492,252472.996955631,171266.793629919,191669.09502384,247338.319525543,387028.219621632,293195.96731973,345777.342855603,194544.084943908,323436.04707878,141566.647244044,189654.94840311,236720.413867366,125361.758557449,146817.464981476
"Tryptamine",131939.741838665,128357.100549341,394206.64321124,84563.2906091035,20557.180308725,225637.317732643,217198.10804771,50384.2105339533,320165.649134026,582430.614047805,36945.021184395,210929.667593313,299811.682369023,314967.090486829,172780.406561722,192634.109708532,160879.178432179,69990.0615489825,119306.501693808,587205.170491924,395230.082815437,726396.12336119,592979.623796128,175519.443312683,95413.0285345159,249103.245229338,425971.846408364,118005.531699163,9394.05446735333,117699.319280043,49579.4265961583,338084.273858537,425528.503030394,365303.806681642,617147.374710408,59417.3183037514,313348.344250516,418626.579056826,151325.984478706,179509.179718866,91033.1438737253,164752.820435105,184718.014591948,912703.913758768,571034.556155242,104449.293120804,88223.1200303842,273528.389312215,245250.51277586,111259.629772584,36116.3766447684,115613.875929934,514899.188864696,100385.311615004,328399.059339669,450123.770826713,71746.8045455628,394899.800743728,6678.92938039408,28991.4827861648,142712.95093056,15624.9686053544,32286.1358712567,43873.6291485227,548845.047700702,94491.2639045737,91281.3543401005,170572.105282266,76603.8204493327,597972.306096013,45619.8453427487,288416.36890761,61851.7086745168,121808.753632087,545458.857434956,408874.915027579,195466.354042449,29968.7830980336,223814.031498398,42764.1310210062,573730.920541652,669536.315613783,252577.914792416,45075.1929272816,191720.254466812,280682.498058099,39010.439513151,250218.448792219,401418.419243975,95010.8954193734,1055607.27179412,562408.994954161,358804.005158677,13655.2129122801,189687.627631854,227934.351611528
"Carnitine",68053.4801231274,221768.901913944,55782.7586798882,421241.599927127,87750.6356245326,58264.5426374092,175106.388187921,34161.7595955122,319869.74409732,56746.619317767,46900.321839334,88033.5527859483,348208.126854558,240432.798437901,536030.032527087,52580.2329605303,72880.4756910678,65755.1893732788,301617.250889238,317866.812772902,601839.74204385,67231.3073640876,218783.92258767,83573.6343274045,78454.5026719679,386564.437854455,147970.855592168,75886.4065139005,85342.3971207291,126262.762311441,88045.8891209105,416748.958758334,196177.292009588,551662.63038788,174774.217674582,66463.6207092156,544901.478479217,485280.623965682,330367.79468315,73072.0293937407,52766.9328739475,62884.923114471,84223.8663729308,925583.556448932,324158.335661579,110346.035893837,170853.030748014,50788.8415756187,325896.125957261,579618.522822839,103757.070256664,402169.086061023,60551.6954518726,429228.452768216,609741.692422012,121288.200672913,96716.8752011214,89307.7204058425,80555.7189265985,49410.8936092352,341788.111374616,54289.7743917264,314545.422051602,427163.358354949,285423.364105365,83090.4951519505,64791.6960589569,74374.2380337423,74955.6089909896,54756.0597859175,436869.157319442,33257.2306628919,75235.8029592714,133782.34698664,559787.607010593,123484.731559661,64874.2545646917,111888.219784584,291677.280106918,85673.781024821,118317.683788705,397221.442961542,506411.200907583,73717.4052834893,337887.478980728,136608.297305614,82718.9315375204,45677.0895604648,280345.456844767,105345.871877838,49516.8185949469,244979.993601023,44131.8441172817,112669.271599101,67898.3252990372,525116.148538072
"Phenylalanine",469638.773234573,31199.9101344371,586497.770250315,42146.4646001535,48903.8362224457,347178.886775062,181393.456337651,161277.362817814,122596.687565913,612795.518460638,338763.753486961,88630.8336038375,28742.2861083108,14477.2260262072,28241.7578898006,362827.821845729,170430.436299078,158302.838700545,43423.8413760099,44075.9173856576,44907.5878839676,548281.686988113,41120.3455493972,269451.336626054,98031.9332181828,59623.5924125204,417218.347997699,147067.701909403,351356.108575273,472055.757665152,62474.4627611589,NA,26930.6890649795,NA,41071.6422580393,255128.646314996,26411.5176588745,104853.114240529,51283.8670201159,137143.081487722,257431.990629737,234265.786139541,207098.991569015,148083.62761306,27445.1656982206,85263.4713518589,26404.497460927,528365.515365302,39699.7902522533,NA,14136.6684017787,NA,581891.237895196,37185.2919975956,36073.0081433205,422151.713872878,149471.280051929,505498.066208247,170345.215792978,544751.334862916,37630.6907997622,340038.136500445,93822.3419684996,45967.245798282,9223.18210153694,151417.227315307,383736.962323553,176204.130913294,96933.8476418431,308073.878226293,10109.2936397058,252309.56040079,140249.632154311,1716257.44497771,24563.975960485,116186.585047962,23529.6901878725,96406.9651546868,8820.44097019644,129188.756745344,105442.121062028,18564.9575326321,33321.0396814268,92647.6394513901,42272.8130710597,492617.004638216,70513.4733109008,417480.926029272,51877.090281414,333440.682138622,443875.500846392,9877.35249086574,396399.606992401,235996.823924859,98436.9012741629,68850.0188436301
"Methionine Sulfoxide",18860.8833818805,19982.908897609,57286.8761743494,26430.4590055938,16529.8113158912,28279.1280735525,22933.4639806019,9146.31317070278,63204.6442251499,39484.4607755174,6130.77236322352,21638.1764743142,20702.513443304,15259.059449128,39617.8235020984,71860.2119100992,31740.7744289565,8728.24816689793,43253.2415001854,26663.2764708682,29576.5765227937,88305.5571490143,26818.9456444689,7820.95103063969,13485.2532936775,20182.8821690298,65577.6164311015,15426.9320756634,9292.13479638928,118003.142263367,50179.4655000842,30510.1434828289,46274.4354937323,35415.1600003564,41913.919334099,5897.43513472464,22036.0509689589,101918.189824423,22560.8899321516,18690.5166928031,33225.8511000319,9038.92542105677,6962.53960911901,107799.325958899,52844.1465758037,165451.084248406,13601.3559758593,44669.3920432345,41097.7804677685,25319.695225154,9156.17378691376,17650.1794235551,37418.6791854355,18696.9672144834,65524.4579960515,31266.0865584711,8566.33784744927,63240.9751200595,3684.18701822799,78440.1496723143,30543.3643583969,28174.5402247693,24190.547625824,21287.1543473413,87560.0052759147,6821.23845981257,24227.3717400555,13472.1822544874,12588.7766412268,17743.9091976233,36245.7486935522,29920.8456749693,7085.85862826836,326940.834379156,30903.0552372836,16128.511601248,13564.3247089365,4695.70409025018,12595.2997509829,10222.0861050388,14267.5523992323,33714.4181686003,55588.3715513058,7691.39285920808,31807.2134950001,24465.7111870667,12545.6560012727,80611.4866057805,53609.7074459177,27134.3399797619,43045.750078543,18856.3560248177,55955.6139209209,61426.2584709182,8500.25014774335,19459.7508919569
"Pyridoxamine",6773.09853101544,2613.12775354318,4630.80439495662,4265.56734183348,7089.19633442543,6564.63071453241,5788.65360047244,4211.25203074151,10053.1771267098,5398.92883642556,9463.41847460334,6029.31623430702,5436.95956871549,4088.68154813897,5348.32211787252,3320.63830112155,3363.19418317329,3692.35673446791,4134.68269752208,6157.82354616283,3129.40115953733,7141.30926479747,4356.02293135543,3854.43800162264,3512.56270162068,3822.78223718066,4599.91042653803,5282.28704250726,7370.94540880168,17020.05589759,9697.2987473813,6014.2848918528,5669.99781187268,4034.53354478243,4456.45336486387,4261.323096243,4691.89590388617,6615.57728447127,3986.445716911,2647.82240324768,4533.99740411739,3717.48068986563,5353.54190652282,21182.1503650851,4719.34044467052,5414.24483162043,3303.22115127009,8487.59715075835,3989.81292218151,3474.62433317355,4352.80711641331,3898.9059575387,7673.486363305,4213.92274942618,4223.63785426303,4961.32891273115,3570.49099096735,5939.15707087589,5006.33892487453,4598.52802441043,2731.6443816049,6519.05102279446,20350.7910661434,4474.51102184944,6858.95521743122,6657.42736907353,5118.50443802999,5558.75776924093,4989.68385722713,7879.89659518949,7829.22472988312,3310.33008477702,3022.21744041799,9879.75604226509,3067.60346640486,6483.63737786189,4471.00145713165,2817.84614395858,3172.55474654675,5108.29235528206,7194.48514954216,10432.634569836,6467.37866334902,4708.3630330978,4744.70204278816,6169.94844913517,8030.87260123716,3838.05242489828,6989.66829593522,6868.53669051747,5928.0848405631,3169.29535746886,5230.9874525119,6477.49158989615,2266.19227629572,2662.96467283715
"1/3-Methylhistidine",6787.68472023878,1757.84800864744,3924.99848409218,1298.05871934966,4083.30994269901,2052.0145974249,8525.32128850949,3519.29582760282,2107.80764336016,4187.20917302585,2307.36638656412,2015.62261874844,1101.34111295977,502.425586205021,448.187574768189,2625.7408008462,2872.5017899764,4714.50087253556,1129.01740224476,988.65306524292,941.474472207621,1977.17859841843,713.545593304549,2958.38155426474,1501.39567281254,893.739311675794,4798.53732322289,6895.22637313563,5509.58169448295,3922.90189314511,12120.134537554,1408.65218320083,620.891695715503,4664.61995932112,379.886761960468,7322.26737138867,3305.71996403334,647.152912351105,1333.58109431581,1082.01477222523,5377.36426062415,12662.0471929399,987.699605840608,6966.08852424612,1848.87497817329,7846.97852752925,454.396653049164,870.805832380709,1266.87304754786,4660.65421243964,14745.2913528153,1444.98204406048,7071.38560774504,900.584883878533,901.944480563916,599.146522707879,2873.66946326532,1541.30471037958,2176.89099539013,522.574605508673,1027.05155032816,2314.33457836151,2622.30989758988,887.072668788424,492.696305464966,4701.86176038731,1241.11838721027,3817.532038979,7649.71465136949,1890.14733481295,4483.74052961935,559.384492832554,1898.64994252218,743.382216477397,4032.67505208864,5548.51655042462,21273.0118652313,1315.08077833049,2181.92341159904,5679.07694149249,6053.82519889944,3094.53672066954,794.00671129329,7718.60148890753,1544.04623778024,1780.2360468241,17899.810110851,2539.20387664614,1758.95587248047,5932.10996307819,1797.9046007538,400.324451518257,5219.83868684206,10978.3460228662,3324.96823364233,NA
"n-Glycylproline",8825.55479316703,1863.64101239341,11017.9429411351,4171.73706221242,11515.476574453,9836.7116935792,28297.0007728393,4196.43409413799,60266.0448228652,2225.04995253569,6900.62610438173,15304.460391028,5629.265432721,6768.97583231928,3239.06749559115,3825.46904264101,2974.80229128206,2824.42019472368,6479.41013788662,9887.84685528044,8843.59216644936,7875.1353739862,8159.49982898386,9453.90767428337,6207.75085640633,3555.8669365266,4467.44640490644,6129.6252347868,6784.68219338841,44351.3397940677,9282.26036759516,4880.31467446436,11639.4693961147,4953.31401553335,11092.2435298633,5477.89919686535,3605.34180470085,12540.295074376,3582.69689965923,3464.18401643548,8143.45938096129,12470.7914549599,5438.75325759786,17717.4701032163,7307.60049939876,71543.2338904826,2874.86140832612,14537.1963229187,6932.5217265715,5683.04250400525,10309.1364076561,4318.13300946262,10506.2612992643,6134.36547317854,8345.96617083802,18362.5417567255,8724.99429191088,5467.57398449359,5605.03326875753,6104.73729090357,4690.93836311574,12458.2218458361,7614.09164984617,4557.52567206173,9711.46593015415,9058.29862611053,12079.7608727069,15810.3802377797,10596.398624014,5739.63864572024,5701.51035641049,5380.45571652451,8771.07799221088,81324.2952824805,3469.45499661968,12453.6665718498,18082.2425876935,7594.24425079028,2550.24600365606,11409.9182537899,24478.9489496543,5621.23391113563,4267.45617887819,12866.3563271365,6071.26367304083,7256.33082904283,14099.7441584614,8685.97493800298,15091.3649935622,18402.612318259,8047.05231396596,3104.05900099542,7732.24825050997,33695.0697792259,7661.55488521588,4499.36433932394
"Arginine",1299660.42520229,15381.5027063647,1768275.98290505,42087.1647400407,990312.295599763,1117058.81755616,202046.954111188,608271.486466852,1928881.52530239,1557953.88477098,42923.2015525346,125371.414411651,26478.5538823929,29498.3130489851,51876.2551456864,1040569.99822349,791019.152699473,641183.783271372,28460.7806408488,86849.0096396131,48490.0718315072,1942484.25312427,107959.00656206,118120.166584202,634634.930866861,99121.0051958915,1203783.3645223,917854.893079804,232286.194031325,1361569.86950291,1033794.51653281,74120.5388706317,21671.6403725802,51554.1398858345,110846.817155106,84718.8126762525,64962.10428818,27895.088820692,54364.0495392688,731533.986130666,898797.455520428,41564.2169218723,22359.7495537504,130152.820881016,9341.81498440159,17620.4409953602,44783.7519734111,1925837.21513007,30222.9341208139,36608.0485406225,80250.5394456132,26520.5043621106,1578880.07867167,72340.7356982549,30639.00544644,98868.7971020147,194305.164527072,1587355.67181458,92272.5868404023,1560622.36834659,43778.2805080849,1228677.50004959,149667.344780429,88983.4860387148,16093.81207483,348110.087646457,1204301.00281501,80070.8507938221,111739.160758965,930637.900018592,17872.1970915554,878739.753471941,214883.531536048,2365335.61154292,69375.0885712062,73309.0880335058,25915.5295933102,26518.5257435478,10589.5378695857,46382.87541947,33706.0983151204,50122.5496542687,50377.911223382,25680.6627427917,48395.5660991225,1452855.55845587,46268.7377863607,1959597.71599828,64001.946146788,1487616.58384262,1687356.60852308,17265.9239197895,1129085.28440825,53783.3294844471,12932.344731824,23240.800630357
"Tyrosine",17413.7884319351,29904.1766350022,23178.1044179756,30665.00181391,14911.7899661673,21887.3143546384,32257.729325283,10323.4262639599,NA,25254.1685732842,6984.82045056097,6963.61095061084,24661.5848425148,12557.6087245356,18830.4130209512,15444.9142070513,14222.0022053738,10841.3016740993,22033.4834077853,33596.5447359022,26548.4192293782,25101.8580051719,88997.0389951545,7493.56636730618,9776.94330969929,21718.0357232929,41746.3795759287,10678.4292651525,14041.0755183545,15590.9303241781,12132.1304481749,28082.1430260892,39936.396598718,33074.7764182066,32925.6088340689,6535.79262756588,18004.5966659337,15362.1320266168,19973.9746306372,9885.58570876126,10581.0082253763,8377.3602736689,NA,87056.0725844536,10387.3969727357,NA,28615.3154085692,20409.1248430939,32328.8039016725,24508.2679897765,4659.22304415392,14269.4300181486,20219.6868285029,13436.6353070853,32599.819733,6927.46597422092,9657.42726303673,24070.5646075975,6038.0501686043,25381.1898120098,22552.4653302605,19947.5808881529,17590.313743683,21468.6207373147,7309.5156723535,6329.00768444953,16943.7723608381,10479.1777344075,NA,22156.2491744033,22416.0192368471,15790.4517437593,6779.14126659048,35328.7000889824,53505.2184595123,5971.83785945199,3885.05045556303,5808.10855851577,14933.7486985168,8081.35503052422,9733.23083207972,43617.6374684469,21887.5273643388,5178.05996810402,32239.9867757449,25306.6787667757,6239.10550488352,25885.423488376,20808.9310215524,20929.6371497203,26365.0272384922,16538.6800165138,22447.7148015194,NA,3268.00137005791,22275.0268256553
"N6-Acetyl-Lysine",2216.03161386585,609.012836485966,3629.83218357934,1386.85137493589,3068.78533490738,2726.29107916237,3920.09755383852,586.956642765211,15213.6733932819,4915.24776452891,819.20754325104,1942.15940602229,1521.69282493009,1421.91915413217,869.6777764628,1798.0693758873,1648.8351645554,1063.6089388504,1299.29158314164,3659.78139891133,1836.98760820291,4589.53938185829,4178.15575548806,1264.66111890159,2815.61057707826,1734.79911422787,4279.89358688633,2873.84345350628,1287.68255412031,12261.1209884786,1858.11566570734,2290.21397795569,2855.01086372182,1075.25490347973,2672.46633811801,881.588902660904,1171.73852398141,6301.34758764892,1388.58160792802,2619.21747472989,2756.13939395193,1328.28001556914,756.281675377464,7899.43903080812,3638.99567240204,14119.2215248704,819.448277540204,8005.16389436008,1915.19892931151,782.264109128965,934.610302844894,987.446248040606,6798.232289103,663.558309464242,1707.91303049929,4112.39724915969,1114.50394015606,9616.62067946592,690.585305472065,3420.85298702521,1125.13358594484,2050.65953337985,2231.66219043229,1326.44834315184,4124.23285171767,1011.47263094168,2168.41171005082,1587.38539249609,1237.68134705919,1727.16749907201,689.97321672804,2196.39900578222,1074.39978418495,19545.8843263058,1040.13409046657,2730.529619147,1346.1970924744,838.537496727194,680.006240358069,1303.42133327614,3035.2208282647,1070.60608093495,830.352777614036,973.530064190664,1856.87729413353,4404.36237128464,1252.15548974937,3530.53639209479,5191.58652331743,4373.88763042985,4239.81572829974,2640.41844059614,2954.63557979445,3899.87389888906,849.409853330755,1500.23981086007
"Homoarginine",22125.0656525656,4124.95036283193,18231.7747642556,9249.21664081693,64503.6324841004,27867.9160822613,29862.1073783607,16848.861106082,39445.9382875863,23315.9296846305,5470.88503569755,39246.0727603787,5375.90465292968,10595.5266613283,8390.55552494264,12954.1313493494,12109.3769934444,22799.5364602329,8488.8280940668,14863.4612562132,19791.4340652634,30363.7360536307,8284.10470507494,14261.9325334319,11314.1303034143,7892.99077958634,37051.8353027095,23227.9343020299,15235.3119256471,68876.8084348783,36507.8830046102,9908.86607936422,8484.9786021318,13344.1139114553,6995.40782093983,25930.7725313168,24837.2800309136,17099.7641134706,14447.5934763599,17710.2699274741,14614.6847646152,28149.421931284,14873.773989626,35121.7825460088,12995.8585184328,12182.6246720305,4986.04459242809,36377.5001997022,3252.39592904134,12326.4718276355,46196.5599801108,9838.7779364651,25762.5657526761,14546.9357862955,6800.43257354011,15889.0259515806,20886.6114495094,18435.4473111684,41159.9922822077,27889.5601639319,3940.66499426798,20965.347148825,30033.8463660879,10129.7449138075,16398.3486724511,30856.2732428667,53549.869656531,8485.90683409872,8978.46218278251,41890.5754861502,12327.887684113,24070.4689082282,38697.3914925395,21373.6984927668,15075.7737566568,36252.1490737697,12510.5603795463,32631.050907053,6420.50130866523,43686.598696346,24402.8658689154,7414.02786886669,5813.996056756,28290.6946484842,10888.2363202994,37836.9778646912,15485.4776427835,21485.6507488065,13925.9208303738,36389.8492403239,27929.6880578522,16346.5192577306,27290.3928803484,33728.3741331592,6948.27293792686,13335.3215460001
"N6-Trimethyllysine",224372.338688517,78460.7230858125,280681.71563123,206694.958820162,1677411.02275569,561253.678762288,768207.518441189,263595.533621605,1027763.08705755,413105.285579947,75853.7683882219,1026358.62091087,125369.960545539,280619.514917732,196863.191903775,337708.975000511,336765.717878121,453611.072049854,227377.658687789,361251.496333373,517165.722279238,737751.022261251,165059.199693901,336498.285346435,125823.666022166,182497.021757838,786410.005377948,390609.097754781,325067.423139789,1842081.32140548,766956.63660694,205865.986738674,189478.256886546,369350.780375461,127969.623108009,673791.721683312,682339.180764125,477376.015322377,333426.629331976,475669.267554568,153525.836852737,774483.851480917,355350.550003184,802280.500844799,405501.878051233,319195.873706095,60983.5855568075,800347.031013071,73044.7076514924,330840.968984074,967037.669053397,228420.603794165,419153.886945565,357105.618075601,177239.183184569,409457.691954787,604030.338944306,152686.86329921,908794.010285046,633789.767652716,82309.9705054689,516268.683702275,797482.477636878,195210.216950242,430547.113826382,833517.013199011,1170962.16070646,190465.627031481,194886.052349438,1156445.49969173,289089.549231363,569783.86212082,1093029.53503922,526076.221895327,449436.43007322,1034995.06399254,252216.055866374,804846.321297087,152674.268499743,818149.277554675,632632.672429214,170390.649917512,118313.421193379,678003.623289389,242261.434139118,1102369.83474483,310672.871765705,278780.312048192,323587.684720386,1016130.3043619,770805.432739143,465726.160787703,258876.779401976,867304.13225383,158323.468008838,461495.306703191
"Homocitrulline",1768.78609654438,4586.79153728486,3020.91737753235,2079.80722198059,4301.511536464,1842.04140862178,2090.59357561261,1763.8535304284,4375.72935933987,1631.82168715035,751.188378655758,1169.78702805169,3402.48947090749,2586.95975733024,2402.53599045584,1727.60671491035,1389.99244740339,1339.71966363225,1354.05061509024,4362.8813257999,1161.42930030821,2726.36953770402,2912.49326286564,913.96301190521,2195.23927234543,2472.86454909296,1760.38395509898,2181.7251247045,1753.83097995548,1724.9648348224,2474.04664620125,1478.28197542544,2490.92992228301,2941.63079723579,2979.0207393394,2429.89025169873,1451.87553125515,1256.82987787894,1735.33083525069,1737.09872181508,2398.43877985313,3023.43080641227,1691.72705985762,3289.62219018685,1539.96044692749,2400.18794435158,2752.83474183174,1102.32466502994,3595.05806329849,5533.35320134543,5006.67203010623,2634.93871137809,1856.20590746376,1296.85848761318,1817.06335182202,1029.03719538771,1436.66778104538,3799.68617468037,2854.13308871473,819.628471449428,4586.34535040608,1328.58893614861,2011.89414432435,3567.68455487539,4173.88583059616,1825.47418188143,1639.50451864472,970.317451748056,1807.38122658234,1805.7764262187,2615.3433159719,2645.74790465271,963.40076802499,1780.92011091004,2343.05697739753,4912.24763577955,1822.31824643093,3584.95404717938,3678.89184892461,8681.76827515147,1671.34919189996,4721.70374430836,2201.90318805379,6185.31025305947,1647.63166887805,2782.70740757312,2735.33125543751,2981.92602660765,1090.40131263923,3198.87585807708,1990.38391273214,6469.89022667446,2955.99724301625,4634.91424858227,618.769368436591,1278.48612904045
"Caffeine",115.624414065891,2110.48470600133,718.434402806244,420.866188059832,200.436682691518,170.491756483059,437.486846219969,71.5100271524167,5437.52361474718,466.267560785957,106.450588432993,541.944337180429,520.501809017236,442.031517873235,176.210229200795,928.587757765398,71.6305062425159,56.2275343788581,431.136985513213,210.898765332596,762.615400684973,114.14616640434,205.289774328796,118.28302570181,NA,244.10589264832,870.91792489264,56.1270396917235,177.180371418875,223.366183364007,NA,1566.38441066842,924.876458620499,227.157705614397,326.979261018598,92.9830019607833,192.567100701568,NA,263.711560918211,62.4802139268193,66.9130692612,117.920987258433,115.576617239351,NA,125.798814981575,1364.37268108539,481.530550502189,131.268821708871,226.13453066215,455.987613988353,26.6827922159998,184.056448763055,68.3237923539734,82.612516455858,905.916866288995,1535.49546869718,504.675670307673,675.40464627963,160.253617211201,1128.61582516195,187.361520653902,226.712844346118,252.531969794254,NA,807.062649540517,136.413270087477,153.773586196948,2557.17877820555,2674.70903371135,232.187861923445,44.4467070696444,1594.77004160726,106.777722866691,237.990327801828,617.799059942848,1870.32575271721,44.1752537827479,45.2306267676046,1105.14424171994,1647.94540590267,3234.89523039469,129.306707636995,223.553186656565,1686.99952818427,1602.65134073631,1018.99189391591,NA,157.329793215414,234.217792796005,142.503214836685,813.080950427346,126.808365535618,453.883052687732,346.780022470744,68.7548024456253,566.036330323525
