"Predictor","MeanImportance","Type","P_value","P_adj","Significant","Significance_Label","Feature"
"lncRNA_4088",0.0708348290182036,"lncRNA",0.0001999600079984,0.0015996800639872,TRUE,"**","OG_00843"
"lncRNA_46433",0.0637290622453511,"lncRNA",0.0027994401119776,0.00419916016796641,TRUE,"**","OG_00843"
"FUN_035677",0.0611250169654829,"Other",0.0017996400719856,0.00345530893821236,TRUE,"**","OG_00843"
"lncRNA_14728",0.0596295955658045,"lncRNA",0.0001999600079984,0.0015996800639872,TRUE,"**","OG_00843"
"FUN_001139",0.0402596291524798,"Other",NA,NA,NA,"","OG_00843"
"lncRNA_29586",0.0390114233774233,"lncRNA",0.000799840031993601,0.00252581062734821,TRUE,"**","OG_00843"
"lncRNA_36557",0.0379270085631935,"lncRNA",0.0021995600879824,0.00391032904530205,TRUE,"**","OG_00843"
"lncRNA_26535",0.0378455183551861,"lncRNA",0.0001999600079984,0.0015996800639872,TRUE,"**","OG_00843"
"FUN_031848",0.037106652241296,"Other",0.000399920015996801,0.00191961607678464,TRUE,"**","OG_00843"
"lncRNA_12479",0.0366002269943092,"lncRNA",0.0023995200959808,0.00397161946920961,TRUE,"**","OG_00843"
"lncRNA_8793",0.0349211224160876,"lncRNA",0.000799840031993601,0.00252581062734821,TRUE,"**","OG_00843"
"lncRNA_6831",0.0338740127013627,"lncRNA",0.000999800039992002,0.00252581062734821,TRUE,"**","OG_00843"
"lncRNA_51163",0.0325890764610567,"lncRNA",0.0011997600479904,0.00287942411517696,TRUE,"**","OG_00843"
"FUN_036902",0.0314025446720127,"Other",0.0025994801039792,0.00415916816636673,TRUE,"**","OG_00843"
"FUN_005821",0.0312951586564033,"Other",NA,NA,NA,"","OG_00843"
"lncRNA_45601",0.0301902753386011,"lncRNA",0.0015996800639872,0.0031993601279744,TRUE,"**","OG_00843"
"FUN_035456",0.0296439508393029,"Other",0.00379924015196961,0.00521038649412974,TRUE,"**","OG_00843"
"lncRNA_14576",0.0294901954257301,"lncRNA",NA,NA,NA,"","OG_00843"
"lncRNA_41601",0.0292752683880375,"lncRNA",0.000799840031993601,0.00252581062734821,TRUE,"**","OG_00843"
"lncRNA_26786",0.069405016749443,"lncRNA",0.0001999600079984,0.000542748593138515,TRUE,"***","OG_01023"
"lncRNA_49117",0.0402288447327291,"lncRNA",0.000799840031993601,0.00106645337599147,TRUE,"**","OG_01023"
"lncRNA_43241",0.0255782038511377,"lncRNA",0.0001999600079984,0.000542748593138515,TRUE,"***","OG_01023"
"lncRNA_13424",0.0250979593053358,"lncRNA",0.000599880023995201,0.000970018762205006,TRUE,"***","OG_01023"
"lncRNA_3447",0.0215042061765006,"lncRNA",NA,NA,NA,"","OG_01023"
"lncRNA_14728",0.0186739481274241,"lncRNA",0.000599880023995201,0.000970018762205006,TRUE,"***","OG_01023"
"lncRNA_29731",0.0180173458850148,"lncRNA",0.0001999600079984,0.000542748593138515,TRUE,"***","OG_01023"
"lncRNA_29730",0.0173938875086439,"lncRNA",0.0001999600079984,0.000542748593138515,TRUE,"***","OG_01023"
"FUN_009511",0.0168325570948432,"Other",NA,NA,NA,"","OG_01023"
"lncRNA_20196",0.0168034295421743,"lncRNA",0.000399920015996801,0.000779331313224534,TRUE,"***","OG_01023"
"FUN_033051",0.015405763285095,"Other",0.000599880023995201,0.000970018762205006,TRUE,"***","OG_01023"
"lncRNA_9339",0.0151085151507443,"lncRNA",0.0013997200559888,0.0016621675664867,TRUE,"**","OG_01023"
"FUN_022780",0.0136715142050075,"Other",0.000399920015996801,0.000779331313224534,TRUE,"***","OG_01023"
"lncRNA_38141",0.013630333886156,"lncRNA",0.000599880023995201,0.000970018762205006,TRUE,"***","OG_01023"
"lncRNA_15123",0.0133805759185733,"lncRNA",0.0001999600079984,0.000542748593138515,TRUE,"***","OG_01023"
"lncRNA_54502",0.0131864816570046,"lncRNA",0.0001999600079984,0.000542748593138515,TRUE,"***","OG_01023"
"FUN_005371",0.0115492672394448,"Other",NA,NA,NA,"","OG_01023"
"lncRNA_33584",0.0115416656269536,"lncRNA",0.0001999600079984,0.000542748593138515,TRUE,"***","OG_01023"
"lncRNA_40146",0.0114835573603036,"lncRNA",0.0015996800639872,0.00184205583125799,TRUE,"**","OG_01023"
"lncRNA_54251",0.0111674612455876,"lncRNA",0.000599880023995201,0.000970018762205006,TRUE,"***","OG_01023"
"lncRNA_14662",0.0617902790916958,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_14661",0.05840222557278,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_38408",0.0363404547934509,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"FUN_042993",0.0344542199281467,"Other",0.000999800039992002,0.0013016264671594,TRUE,"**","OG_01117"
"lncRNA_6596",0.033243710506462,"lncRNA",0.000599880023995201,0.000862327534493101,TRUE,"***","OG_01117"
"FUN_016125",0.0326998866514592,"Other",0.0015996800639872,0.00187081227822232,TRUE,"**","OG_01117"
"lncRNA_54263",0.0286192992898755,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_45934",0.0263147811700269,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_7364",0.026265110750893,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_18454",0.0255573360979282,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_18163",0.0241753113960511,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_54265",0.0235128751975988,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_9035",0.0221731895505226,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_18442",0.0187428470243424,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_35353",0.0172518893102216,"lncRNA",NA,NA,NA,"","OG_01117"
"lncRNA_45010",0.0168097144144003,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_45011",0.0165625768221526,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_19600",0.0157751982394234,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_40996",0.0154011299593815,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_30819",0.0150649424405297,"lncRNA",0.0001999600079984,0.000394206872911132,TRUE,"***","OG_01117"
"lncRNA_43168",0.0963885083153327,"lncRNA",0.0001999600079984,0.000749850029994001,TRUE,"***","OG_01147"
"lncRNA_7352",0.092889424376589,"lncRNA",0.000599880023995201,0.00156490441042226,TRUE,"**","OG_01147"
"lncRNA_51553",0.0804904385898551,"lncRNA",0.0001999600079984,0.000749850029994001,TRUE,"***","OG_01147"
"lncRNA_18574",0.0631724812814151,"lncRNA",0.000599880023995201,0.00156490441042226,TRUE,"**","OG_01147"
"lncRNA_27819",0.0589930807044617,"lncRNA",0.0001999600079984,0.000749850029994001,TRUE,"***","OG_01147"
"lncRNA_4202",0.0424109595558561,"lncRNA",0.000399920015996801,0.00133306671998934,TRUE,"**","OG_01147"
"lncRNA_4201",0.0403489352391013,"lncRNA",0.0001999600079984,0.000749850029994001,TRUE,"***","OG_01147"
"lncRNA_21239",0.0367373244177981,"lncRNA",0.000399920015996801,0.00133306671998934,TRUE,"**","OG_01147"
"lncRNA_18170",0.0316054205821881,"lncRNA",0.0001999600079984,0.000749850029994001,TRUE,"***","OG_01147"
"lncRNA_3211",0.0285486844744951,"lncRNA",0.0013997200559888,0.002624475104979,TRUE,"**","OG_01147"
"lncRNA_17850",0.027768779325881,"lncRNA",NA,NA,NA,"","OG_01147"
"lncRNA_3212",0.0275743173114906,"lncRNA",0.0025994801039792,0.00371354300568458,TRUE,"**","OG_01147"
"lncRNA_25959",0.0266540292216561,"lncRNA",0.000999800039992002,0.00249950009998,TRUE,"**","OG_01147"
"lncRNA_18575",0.0186572952913255,"lncRNA",NA,NA,NA,"","OG_01147"
"lncRNA_41543",0.0178036252094474,"lncRNA",NA,NA,NA,"","OG_01147"
"lncRNA_29754",0.0168901697705877,"lncRNA",0.000599880023995201,0.00156490441042226,TRUE,"**","OG_01147"
"lncRNA_41523",0.0160615708293744,"lncRNA",0.0111977604479104,0.011997600479904,TRUE,"*","OG_01147"
"lncRNA_3223",0.015806206773627,"lncRNA",NA,NA,NA,"","OG_01147"
"lncRNA_21222",0.0147205536910697,"lncRNA",0.0001999600079984,0.000749850029994001,TRUE,"***","OG_01147"
"lncRNA_27832",0.0141758672543462,"lncRNA",0.0001999600079984,0.000749850029994001,TRUE,"***","OG_01147"
"lncRNA_20264",0.0588317490905862,"lncRNA",0.000399920015996801,0.000879824035192961,TRUE,"***","OG_01155"
"FUN_011723",0.0552604494745238,"Other",0.000399920015996801,0.000879824035192961,TRUE,"***","OG_01155"
"lncRNA_7363",0.052932745359558,"lncRNA",0.0001999600079984,0.000733186695994134,TRUE,"***","OG_01155"
"lncRNA_9236",0.038099085704166,"lncRNA",0.0001999600079984,0.000733186695994134,TRUE,"***","OG_01155"
"lncRNA_6423",0.0370953579485652,"lncRNA",0.0013997200559888,0.0023687570178272,TRUE,"**","OG_01155"
"lncRNA_19775",0.0325598047483014,"lncRNA",0.000399920015996801,0.000879824035192961,TRUE,"***","OG_01155"
"lncRNA_30852",0.0281779109561847,"lncRNA",0.0001999600079984,0.000733186695994134,TRUE,"***","OG_01155"
"lncRNA_13280",0.0276001882430165,"lncRNA",NA,NA,NA,"","OG_01155"
"lncRNA_1146",0.0273006171362635,"lncRNA",0.000799840031993601,0.00138919584504152,TRUE,"**","OG_01155"
"lncRNA_43304",0.0254862966558281,"lncRNA",0.0001999600079984,0.000733186695994134,TRUE,"***","OG_01155"
"lncRNA_30393",0.0245805302883426,"lncRNA",0.0001999600079984,0.000733186695994134,TRUE,"***","OG_01155"
"lncRNA_40303",0.0222952368862832,"lncRNA",0.0001999600079984,0.000733186695994134,TRUE,"***","OG_01155"
"lncRNA_48122",0.0185608138363518,"lncRNA",0.0023995200959808,0.00368298433336588,TRUE,"**","OG_01155"
"lncRNA_27831",0.0184192454385185,"lncRNA",0.0001999600079984,0.000733186695994134,TRUE,"***","OG_01155"
"lncRNA_8891",0.0179522906594287,"lncRNA",0.000399920015996801,0.000879824035192961,TRUE,"***","OG_01155"
"lncRNA_18438",0.0178216938972708,"lncRNA",0.001999600079984,0.00321886842143766,TRUE,"**","OG_01155"
"lncRNA_10562",0.0158960272068296,"lncRNA",0.0001999600079984,0.000733186695994134,TRUE,"***","OG_01155"
"lncRNA_32677",0.0150259290293642,"lncRNA",NA,NA,NA,"","OG_01155"
"lncRNA_22046",0.0141137111330168,"lncRNA",NA,NA,NA,"","OG_01155"
"lncRNA_22042",0.0136752009359471,"lncRNA",NA,NA,NA,"","OG_01155"
"lncRNA_42907",0.202577288240929,"lncRNA",0.0001999600079984,0.000666533359994668,TRUE,"***","OG_01277"
"lncRNA_54010",0.101953226476976,"lncRNA",0.0001999600079984,0.000666533359994668,TRUE,"***","OG_01277"
"lncRNA_3220",0.0710076558178961,"lncRNA",0.0001999600079984,0.000666533359994668,TRUE,"***","OG_01277"
"lncRNA_25820",0.0576501809320489,"lncRNA",0.0001999600079984,0.000666533359994668,TRUE,"***","OG_01277"
"lncRNA_18432",0.0384382440034666,"lncRNA",0.000399920015996801,0.00104326960694818,TRUE,"**","OG_01277"
"lncRNA_53587",0.0381399181192244,"lncRNA",0.000799840031993601,0.00154807748127794,TRUE,"**","OG_01277"
"lncRNA_19944",0.0324638120308745,"lncRNA",0.0001999600079984,0.000666533359994668,TRUE,"***","OG_01277"
"lncRNA_19764",0.0321556522661549,"lncRNA",NA,NA,NA,"","OG_01277"
"lncRNA_37896",0.027905176248834,"lncRNA",0.0021995600879824,0.00314222869711772,TRUE,"**","OG_01277"
"lncRNA_41670",0.0276578501382685,"lncRNA",0.0001999600079984,0.000666533359994668,TRUE,"***","OG_01277"
"lncRNA_54475",0.0260969840557123,"lncRNA",0.001999600079984,0.002999400119976,TRUE,"**","OG_01277"
"FUN_031686",0.0245438830121984,"Other",0.000799840031993601,0.00154807748127794,TRUE,"**","OG_01277"
"lncRNA_35286",0.0240360388221965,"lncRNA",0.000599880023995201,0.00143971205758848,TRUE,"**","OG_01277"
"lncRNA_14813",0.0200756791745115,"lncRNA",NA,NA,NA,"","OG_01277"
"lncRNA_13462",0.0197203914214396,"lncRNA",0.0023995200959808,0.0031993601279744,TRUE,"**","OG_01277"
"lncRNA_30877",0.0195783214865463,"lncRNA",0.000799840031993601,0.00154807748127794,TRUE,"**","OG_01277"
"lncRNA_45957",0.0183131384107008,"lncRNA",0.0001999600079984,0.000666533359994668,TRUE,"***","OG_01277"
"lncRNA_12373",0.0182406078496322,"lncRNA",NA,NA,NA,"","OG_01277"
"lncRNA_41400",0.0173117460365802,"lncRNA",0.000799840031993601,0.00154807748127794,TRUE,"**","OG_01277"
"lncRNA_45955",0.016649233221019,"lncRNA",0.0001999600079984,0.000666533359994668,TRUE,"***","OG_01277"
"FUN_010623",0.041606395186181,"Other",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_45016",0.0303921971241385,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_54266",0.0298857689345161,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"FUN_026511",0.0298349959841432,"Other",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"FUN_024566",0.0289053963203305,"Other",0.0011997600479904,0.00134709900125238,TRUE,"**","OG_01317"
"FUN_025670",0.0281207546258325,"Other",0.0017996400719856,0.00195215194249286,TRUE,"**","OG_01317"
"lncRNA_45342",0.0235996026470731,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_30393",0.0214628541991548,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_54067",0.0205533284732039,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_46358",0.0197722382567261,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_41139",0.0188360936596974,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_48142",0.0175335707893093,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_17979",0.0172497707755332,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_42538",0.0162761940459666,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_30241",0.0156643177169482,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_46240",0.0151236234092628,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_46241",0.015119558279863,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_46242",0.0150763364870813,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"FUN_023307",0.0149801744544698,"Other",NA,NA,NA,"","OG_01317"
"lncRNA_46243",0.0146581137626949,"lncRNA",0.0001999600079984,0.000304700964568991,TRUE,"***","OG_01317"
"lncRNA_7329",0.0503457016744467,"lncRNA",0.0001999600079984,0.000449910017996401,TRUE,"***","OG_10355"
"lncRNA_28188",0.0475235885880468,"lncRNA",0.0001999600079984,0.000449910017996401,TRUE,"***","OG_10355"
"lncRNA_237",0.0365854840807691,"lncRNA",0.0001999600079984,0.000449910017996401,TRUE,"***","OG_10355"
"FUN_022363",0.0316659632633263,"Other",NA,NA,NA,"","OG_10355"
"lncRNA_20146",0.0313972071725714,"lncRNA",0.0001999600079984,0.000449910017996401,TRUE,"***","OG_10355"
"FUN_025819",0.0295601788271695,"Other",NA,NA,NA,"","OG_10355"
"lncRNA_10957",0.0279258718593604,"lncRNA",0.000399920015996801,0.000654414571631128,TRUE,"***","OG_10355"
"FUN_026590",0.0243935366609075,"Other",0.000399920015996801,0.000654414571631128,TRUE,"***","OG_10355"
"lncRNA_19985",0.0237684246399528,"lncRNA",0.0001999600079984,0.000449910017996401,TRUE,"***","OG_10355"
"FUN_014563",0.0212762528416454,"Other",0.000999800039992002,0.00143971205758848,TRUE,"**","OG_10355"
"lncRNA_43377",0.0201143254163007,"lncRNA",0.0001999600079984,0.000449910017996401,TRUE,"***","OG_10355"
"lncRNA_30283",0.0195329111648695,"lncRNA",0.0001999600079984,0.000449910017996401,TRUE,"***","OG_10355"
"lncRNA_30282",0.0195282096782869,"lncRNA",0.0001999600079984,0.000449910017996401,TRUE,"***","OG_10355"
"lncRNA_53706",0.0193823392039682,"lncRNA",0.0001999600079984,0.000449910017996401,TRUE,"***","OG_10355"
"FUN_000856",0.019241632352151,"Other",0.000799840031993601,0.0011997600479904,TRUE,"**","OG_10355"
"FUN_029763",0.0191222474733339,"Other",NA,NA,NA,"","OG_10355"
"FUN_038100",0.0189199763622985,"Other",NA,NA,NA,"","OG_10355"
"FUN_038267",0.0179582211441648,"Other",NA,NA,NA,"","OG_10355"
"lncRNA_26991",0.0176302234796345,"lncRNA",0.000599880023995201,0.000938942646253358,TRUE,"***","OG_10355"
"lncRNA_53702",0.0169570266600685,"lncRNA",0.0001999600079984,0.000449910017996401,TRUE,"***","OG_10355"
"FUN_017932",0.142615788139533,"Other",0.0001999600079984,0.000383256681996934,TRUE,"***","OG_10509"
"lncRNA_30816",0.127064771956849,"lncRNA",0.0001999600079984,0.000383256681996934,TRUE,"***","OG_10509"
"lncRNA_41547",0.0782023101450769,"lncRNA",0.0001999600079984,0.000383256681996934,TRUE,"***","OG_10509"
"lncRNA_54275",0.0633164714646951,"lncRNA",0.0001999600079984,0.000383256681996934,TRUE,"***","OG_10509"
"FUN_043004",0.0587411497934972,"Other",0.00899820035992801,0.00919816036792641,TRUE,"**","OG_10509"
"lncRNA_31862",0.0557938793837919,"lncRNA",0.0001999600079984,0.000383256681996934,TRUE,"***","OG_10509"
"FUN_017878",0.0555027498670027,"Other",0.000799840031993601,0.00105121832776302,TRUE,"**","OG_10509"
"FUN_040209",0.0519724418550187,"Other",0.0017996400719856,0.00206958608278344,TRUE,"**","OG_10509"
