,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Species,Sample_ID
peve_POR.216,-0.014919297415195277,-0.08048224273448355,-0.03016427161392098,-0.09167870624951206,-0.10840439078723473,0.04272889541706857,0.32742627986300166,-0.07840868987885753,-0.049769319807116665,0.39832111365835515,-0.03921981806051452,0.15234582144733863,0.03673822474042292,0.3109806925157383,0.035010018402168976,-0.4115682771254819,-0.15219633029663587,-0.14653152063058753,0.33228203664423717,-0.0832137601032617,peve,POR.216
peve_POR.245,0.3641810560677635,-0.05640472470533799,-0.18645590044817656,0.6096792136203553,0.06709260953903062,0.014791256975415858,0.15672310085478716,0.08891007542107493,0.48463770272249335,0.11968006882288404,-0.15962463819139275,0.06337015852578516,-0.10588797960505926,0.026262818311412906,0.03466069080956282,0.0339680694355995,-0.015780715311380006,-0.07332126596625879,0.06735148169571792,-0.4109516686521584,peve,POR.245
peve_POR.260,0.10921837295226834,-0.025521707223963654,0.03987448490260408,0.08033329956676849,0.2352405775291424,0.040553186587647484,0.07387311782403828,0.009252589476202817,0.12264731088765,0.0533550087446635,0.003162084088808646,-0.026614849741891787,-0.04649799124037286,0.0026515256569336976,-0.10926191187255677,-0.021895847527719618,-0.019129075099126532,-0.04953662213862532,0.14506650571931978,-0.18675496417916002,peve,POR.260
peve_POR.262,-0.3055673637354038,-0.025250360545567823,0.12914963295006796,0.13153716374951288,0.14099947882047936,0.018437970939637855,-0.12923269474742088,-0.10201180470139423,0.26357597330845034,0.2153614106415592,0.11006651249396697,-0.028092660433761234,-0.02841049297403838,0.1285095133543347,-0.09441444717984242,-0.18614058492748298,-0.005685405047338454,-0.0860520097065907,0.27719388517538524,-0.12977492349531164,peve,POR.262
peve_POR.69,0.3484382093211678,0.002410998396566938,-0.09822184003215677,0.15267552750193153,-0.47355652986450475,0.007837139910625146,0.2608203596051647,0.09643331460890073,-0.13807303539263624,0.3144381450110672,-0.16682592235704913,0.1438874274314081,-0.16116825117535746,0.2144902268734618,0.34122400451637486,-0.29356998511252136,0.004298056501974337,0.023417702763116832,0.02188458276636676,-0.08154889047052233,peve,POR.69
peve_POR.72,0.33236858077962134,0.20402691169228634,-0.021726888517316512,-0.017466913375564313,-0.17770350908679358,-0.014772434452196998,0.0673365177792104,0.014529425567363956,-0.1894769979923795,0.11016424076546939,-0.03427171397235834,0.0391912948865994,-0.12299323309110194,0.03361947919676551,0.11188744171085822,0.13186891455452915,0.10650150263255478,0.025849048322771916,-0.03398799972066934,-0.2021052273157806,peve,POR.72
peve_POR.73,-0.24913627083960443,-0.09206195960489813,-0.007191709045656851,-0.5320707675716746,-0.0871000499872668,0.004699885257571109,0.026592557890424556,-0.2051665033042641,-0.5579893340411013,0.028589302113463815,0.20169743241520457,0.09898949536040214,-0.2244571655432215,0.036055991158094776,-0.0750132010615521,-0.11470566333199092,-0.10468788420411547,-0.055677145102704245,0.3827595729765272,0.5042775768596603,peve,POR.73
peve_POR.74,0.009021012861308183,0.1348174293956391,0.11817756412339342,-0.09687160619495211,0.17097746454306487,-0.003858399222011026,-0.00029078948514118743,-0.0939257657526128,-0.1696295346047099,0.16666505103638418,0.1080796021018305,0.037516616648429736,-0.1922334746230534,0.034955967986424974,-0.07584160470792027,0.005808765474623345,-0.008831127430540138,-0.10955353768203306,0.19999660237527792,-0.1418587454736343,peve,POR.74
peve_POR.83,0.1847005210714002,0.1434323611462652,-0.05960484704325094,-0.061736592012207776,-0.4209155516755595,0.01914931933316047,0.06835494509960255,-0.02334264743501701,-0.34494581463756324,0.2567594002195045,-0.030193822500510992,0.005982690290010087,-0.15254609914390924,0.0993911874033908,0.19914265617173005,0.045926437435923034,0.02430491974793148,0.12895540358544852,0.15442617067762152,-0.009064572461672608,peve,POR.83
ptua_POC.219,0.24547607545322866,0.09751000734049126,-0.04038020347341776,0.14027515122944695,-0.10386025119134958,0.04422470382406886,-0.2546148338412774,0.23707575205100712,0.08200000079957939,-0.03346971822899233,0.16743722404500877,-0.2968387717486714,0.503758736133213,-0.11277660797925529,-0.32232360131606574,0.016142673543035807,-0.10360090987712095,0.15079835804416292,-0.01468228507538731,-0.03600707848782551,ptua,POC.219
ptua_POC.222,0.20601241350726376,0.012508361443504552,-0.028485945268396727,-0.026246248070660536,-0.18045204822912694,0.026809700701848405,-0.25857968961942585,0.08514236315711664,0.05114530496214883,-0.019499115556230854,0.14239706818889927,-0.14543216328816475,0.03906172563765606,0.0906581618117634,-0.3097501965590555,0.22566570486300552,0.11606102476023479,0.37077192038024087,0.20217544146832628,-0.06124901975470565,ptua,POC.222
ptua_POC.255,0.33225668221239546,-0.011547800006690711,0.017594995641127924,-0.09667164767728327,-0.18860239168515977,-0.011503653186848919,-0.1123951787263293,0.10946767068232034,0.09604370292408615,0.1079072451418886,0.008607551375395005,-0.1743429179656055,0.20246508954135353,-0.15680380138486522,-0.0907800613473456,-0.052837160624431806,0.06703561903580306,0.47664268101324136,0.05753881546636962,-0.1566241967131794,ptua,POC.255
ptua_POC.259,0.19648245840835257,0.18896515197341923,-0.022050966506536145,-0.04119632650652861,0.02381551383990993,0.016590395443664443,0.13075966418077756,0.07177766401099468,-0.08557838149613875,-0.051275341789791935,-0.01607280222805061,-0.34398989090914706,0.11774504275305683,-0.18299087524873864,0.08300421914824381,0.21263530012103551,0.034132665395237974,0.27377679089363705,0.10934967194569685,-0.15168220846531222,ptua,POC.259
ptua_POC.40,0.14326610291334002,-0.1349535508007436,-0.02359698410130532,0.21428444108392722,-0.022002773160772385,-0.02474564595828612,-0.2213832871306883,0.13741274900804978,0.14123739807992414,0.021932920289257966,-0.04107476887123147,0.20231721396822186,-0.3087137808798815,-0.04409850505379706,-0.13623155093525466,0.18669941790384992,0.12704188484588277,0.0912117515129866,0.08231340145066464,-0.08588828831546313,ptua,POC.40
ptua_POC.42,-0.01605030958366935,-0.10075210994716736,-0.11216439769718443,-0.03259270962650636,-0.021229458186915233,-0.038256923623102505,-0.13334448190537906,-0.7628089231181852,0.12148085693937365,0.047885641783051214,0.7908850236996137,0.16187889248894716,-0.20547664371955793,0.04096764913163121,-0.24191282050490348,0.2753304993093886,0.11395177570051881,0.07639978684653269,0.044324402885087114,0.019508511511183796,ptua,POC.42
ptua_POC.52,0.06773208251729622,-0.09726691501814354,-0.09677537733768,-0.05249198948063036,-0.0956474292055558,-0.036753201276082025,-0.2137593621856028,0.017019097504160707,0.2260325812903407,0.09910593504686276,-0.045969865962728985,-0.014851990811906272,-0.15268220399743382,-0.04267853239751082,-0.1356670721014028,0.37574845879505486,0.7961449726127887,-0.3570427562851916,0.22785111506953765,-0.04479623044635848,ptua,POC.52
ptua_POC.53,0.08649163572409947,-0.0009699501732767528,-0.03372633926590352,0.28749769237350314,-0.04587654137638153,0.02533363744002903,-0.38194051977537763,0.06895729037919947,0.05837199163845386,-0.032607013477657334,0.24268642908733193,-0.03560530629807445,-0.14601482113491962,0.06785461718635716,-0.3370165144599766,0.19692527257631479,-0.01613598052767985,0.0586414008869474,0.1691574624060459,0.04308476856233167,ptua,POC.53
ptua_POC.57,0.16440252123374244,0.001456115200646664,0.005058913947788282,0.2211074028617928,0.020899236450320734,-0.036469565464070194,-0.3372106571977484,0.20293834090394286,0.10476516836188769,-0.08732256629011372,0.10913045214571841,0.13732958080900937,-0.14684597058419002,0.13542738021216513,-0.3625400829237103,0.0007098058882775732,0.039048522497336396,-0.03639372282364184,0.050874418095552744,-0.02918166852136219,ptua,POC.57
