"","ACR-139-TP1","ACR-139-TP2","ACR-139-TP3","ACR-139-TP4","ACR-145-TP1","ACR-145-TP2","ACR-145-TP3","ACR-145-TP4","ACR-150-TP1","ACR-150-TP2","ACR-150-TP3","ACR-150-TP4","ACR-173-TP1","ACR-173-TP2","ACR-173-TP3","ACR-173-TP4","ACR-186-TP1","ACR-186-TP2","ACR-186-TP3","ACR-186-TP4","ACR-225-TP1","ACR-225-TP2","ACR-225-TP3","ACR-225-TP4","ACR-229-TP1","ACR-229-TP2","ACR-229-TP3","ACR-229-TP4","ACR-237-TP1","ACR-237-TP2","ACR-237-TP3","ACR-237-TP4","ACR-244-TP1","ACR-244-TP2","ACR-244-TP3","ACR-244-TP4","ACR-265-TP1","ACR-265-TP2","ACR-265-TP3","ACR-265-TP4"
"CpG_ptg000025l_4813684",61.111111,55.263158,43.478261,35.483871,32.55814,20,14.705882,28.125,5.555556,27.777778,35.714286,16.666667,51.351351,46.666667,18.518519,39.130435,14.285714,44,30,21.73913,47.826087,15,42.105263,18.181818,23.333333,27.906977,25,4.166667,5.882353,22.222222,30.434783,33.333333,51.282051,81.818182,60,46.875,26.315789,16.666667,51.724138,28
"CpG_ptg000025l_4813719",50,48.571429,27.586207,43.333333,42.857143,35.897436,28.205128,37.142857,40.909091,46.666667,45.454545,35.294118,37.5,33.333333,18.75,44.444444,16.666667,32,26.086957,15,36.363636,40,25,33.333333,26.666667,35.714286,8,19.230769,31.25,41.176471,42.105263,11.764706,62.790698,80.769231,61.904762,51.612903,37.5,25,38.461538,19.230769
"CpG_ptg000025l_4813736",38.235294,42.424242,24.137931,35.714286,45.238095,38.888889,28.571429,31.25,36.363636,35.714286,40,33.333333,37.5,36.666667,20.588235,40,14.285714,31.034483,32,17.647059,37.5,33.333333,15,9.375,23.076923,34.210526,10.526316,8.695652,33.333333,35.294118,41.176471,18.75,60,79.166667,70,50,37.837838,23.809524,36,33.333333
"CpG_ptg000025l_4813754",37.5,46.875,21.428571,35.714286,41.025641,35.294118,35.897436,41.935484,42.857143,41.666667,50,23.529412,33.333333,41.37931,27.027027,37.5,7.142857,28.571429,20.689655,17.647059,50,21.428571,15.789474,24,17.857143,27.5,14.285714,4.166667,30,46.666667,31.25,11.111111,65,82.608696,66.666667,40.740741,44.736842,18.181818,32.142857,30.434783
"CpG_ptg000025l_13839169",7.142857,3.333333,13.72549,16.666667,2.702703,5.882353,9.375,26.470588,47.368421,46.428571,45.16129,31.034483,24.242424,33.333333,20,29.411765,8,11.111111,5.405405,5.405405,8.695652,58.333333,25.925926,55.555556,23.333333,30.30303,30,29.032258,31.578947,31.428571,46.153846,41.666667,18.918919,31.25,13.636364,28.125,25,9.090909,4.878049,12.903226
"CpG_ptg000025l_13839186",14.285714,3.448276,9.803922,12.5,5.405405,5.882353,9.375,30,40,36,38.709677,34.375,22.222222,35.294118,12.5,26.315789,11.538462,5.882353,7.5,5.555556,4.545455,52,32.142857,51.724138,30.30303,23.529412,42.424242,28.125,24.390244,25.806452,30.769231,25.641026,16.216216,38.709677,15.789474,32.258065,18.421053,12.5,12.195122,12.5
"CpG_ptg000025l_13839204",17.857143,3.571429,16,15.384615,12.121212,5.714286,10,27.027027,47.826087,41.666667,35.483871,32.258065,27.777778,35.294118,12.820513,33.333333,12,5.263158,8.823529,5.714286,15,60.869565,34.615385,48.148148,27.586207,28.125,43.333333,30.30303,28.125,20,42.105263,44.444444,12.121212,41.935484,21.428571,24,17.948718,15,15.789474,16.666667
"CpG_ptg000025l_13839216",19.230769,6.060606,23.913043,14.285714,11.428571,5.555556,25,22.5,44.444444,50,45.454545,37.931034,18.918919,29.411765,23.529412,33.333333,15.789474,5.555556,11.764706,13.157895,13.636364,30.434783,16.666667,25,35.714286,18.181818,37.931034,29.032258,34.285714,25.806452,47.058824,40.540541,12.903226,38.709677,12.5,24,15.384615,25,20,16.129032
"CpG_ptg000025l_13840846",38.235294,45.238095,29.032258,35.294118,9.090909,32.352941,34.615385,29.411765,65.714286,70,72.093023,66.666667,38.461538,42.105263,20,38.461538,20,19.444444,4.545455,21.052632,18.181818,35.294118,20,25,56,55.172414,45,47.058824,62.790698,55.172414,69.444444,79.487179,55,37.931034,72.222222,51.428571,34.482759,21.875,16,31.25
"CpG_ptg000025l_13840854",24.242424,41.860465,19.354839,31.034483,16.666667,32.352941,32,20.588235,56.756757,65.517241,67.44186,59.090909,48.148148,44.444444,40,28.571429,17.647059,20.588235,4.761905,17.142857,10,82.352941,43.478261,37.5,44,50,45,37.5,67.44186,45.16129,63.888889,71.794872,50,40,52.941176,44.117647,35.714286,20.588235,20,33.333333
"CpG_ptg000025l_13842038",37.037037,27.777778,19.444444,21.73913,7.142857,5.555556,14.285714,9.677419,36.538462,42.307692,69.230769,24.242424,31.578947,71.428571,29.411765,33.333333,21.052632,7.692308,8.333333,5.555556,11.111111,50,30,42.857143,38.461538,38.095238,36.111111,33.333333,46.666667,56.756757,63.265306,41.025641,26.666667,36.842105,53.333333,41.666667,11.428571,28.571429,16.666667,12.5
"CpG_ptg000025l_13842055",43.75,28.571429,17.142857,37.037037,10.344828,13.157895,3.846154,10.344828,33.333333,52,71.428571,39.285714,30,35.294118,33.333333,20,20,6.25,5.405405,10.810811,11.764706,66.666667,42.857143,46.153846,39.285714,35.555556,46.341463,35.714286,42.424242,60,52.941176,45.714286,18.518519,28.571429,40,36.363636,12.5,13.043478,8.571429,6.25
"CpG_ptg000025l_13842126",10.526316,9.259259,12.5,9.756098,6.382979,2.272727,4,3.125,25,35.483871,50,30.612245,25.806452,42.105263,28,12.903226,11.764706,14.285714,11.363636,8.510638,25,47.368421,32.5,33.333333,34.482759,31.111111,27.659574,31.428571,28.571429,57.5,41.071429,27.5,26.923077,26.923077,36.842105,25,2.702703,3.030303,4.878049,2.941176
"CpG_ptg000025l_13842130",24.324324,16.981132,16.071429,26.315789,13.953488,14.634146,8,15.625,35.483871,16.129032,43.478261,31.25,41.37931,55.555556,30.769231,12.903226,6.060606,31.818182,7.142857,4.545455,25,55,41.860465,50,42.857143,47.727273,50,44.117647,28.571429,41.463415,35.087719,34.210526,33.333333,41.666667,47.368421,29.268293,18.918919,9.677419,18.421053,5.714286
"CpG_ptg000025l_13842229",38.235294,45,22.580645,26.470588,7.142857,9.677419,6.060606,19.444444,59.574468,44,72.093023,50,59.259259,41.666667,50,36.666667,23.529412,12,13.72549,15.789474,16.666667,57.142857,59.090909,55.555556,59.259259,40.909091,45.652174,46.153846,47.826087,68.181818,47.727273,48.571429,28.125,34.615385,38.461538,38.888889,16,16,10.714286,6.896552
"CpG_ptg000025l_18378627",42.647059,56.626506,40,49.206349,48.648649,38.888889,58.333333,54.166667,85.294118,100,80.952381,84.210526,70,73.684211,72.972973,77.142857,38,52,53.125,42.307692,15.625,53.846154,42.105263,50,71.698113,80,62.5,78.04878,80,100,90.47619,85.185185,26.666667,37.837838,54.545455,35.294118,48,50,41.37931,37.931034
"CpG_ptg000025l_18378639",40.298507,42.857143,33.802817,36.507937,51.351351,38.888889,50,56.521739,87.5,100,85.714286,89.473684,75,73.684211,73.684211,80.555556,38.77551,50,57.142857,44,25,50,43.75,45.454545,60,75.510204,71.052632,71.794872,80,93.333333,82.352941,84.615385,28.571429,34.285714,64.285714,43.396226,44,58.823529,46.428571,42.857143
"CpG_ptg000025l_18378678",36.231884,41.860465,34.883721,36.065574,44.117647,50,40,46.153846,64.285714,84.210526,80.769231,81.818182,58.62069,65.625,66.666667,82.142857,26.829268,63.636364,50.847458,41.304348,31.034483,46.153846,38.461538,33.333333,62.5,57.446809,70.731707,57.5,63.636364,77.777778,50,77.777778,29.166667,48.780488,67.857143,36.764706,44.444444,39.130435,25.806452,38.709677
"CpG_ptg000025l_18378815",51.06383,53.846154,51.428571,49.019608,34.615385,42.105263,52.631579,23.076923,88.888889,100,100,83.333333,87.5,100,91.666667,90,61.904762,76.470588,67.857143,54,40.909091,30,20,33.333333,69.047619,72.972973,70,66.666667,92.857143,92.857143,93.75,92.307692,37.5,57.5,59.090909,34.210526,35.714286,52.631579,32.142857,47.619048
"CpG_ptg000026l_8005316",40.47619,48.93617,28.571429,35,18.181818,31.147541,19.512195,18.333333,23.809524,25.714286,11.764706,3.846154,25,62.5,17.647059,23.076923,35,34.615385,26.086957,26.470588,25.641026,15,14.285714,10.526316,9.756098,18.604651,16.129032,18.75,10,15.151515,7.692308,18.918919,27.272727,30.508475,37.837838,35.416667,22.535211,34.42623,18.604651,26.470588
"CpG_ptg000027l_2551251",15.254237,9.375,19.607843,11.764706,15.789474,8.536585,15.730337,20.833333,25.974026,19.230769,38.235294,21.73913,20.588235,21.428571,17.241379,5.555556,17.021277,13.461538,10.810811,13.953488,10.457516,23.636364,39.473684,20.454545,30.555556,30.30303,16.129032,27.5,26.153846,22.972973,17.391304,28.205128,25,30.769231,33.333333,31.428571,15.47619,13.636364,13.793103,6.896552
"CpG_ptg000027l_2551259",11.864407,7.142857,12.244898,10.144928,10.38961,7.407407,12.765957,13.265306,16.883117,13.513514,22.727273,19.117647,15.789474,25,21.212121,15.789474,12,3.846154,5.555556,6.521739,14.02439,14.814815,25.641026,18.181818,22.857143,28.571429,14.516129,27.906977,20.967742,17.105263,14.864865,12.162162,10,16.176471,14.285714,12.857143,13.953488,11.827957,12.222222,5.172414
"CpG_ptg000027l_5933019",61.538462,47.826087,28,65.217391,12.5,4.545455,20.833333,5,46.153846,75,71.428571,58.333333,20,60,16.666667,17.857143,8,53.333333,12.903226,47.058824,30,47.368421,33.333333,50,44.444444,34.615385,22.222222,46.153846,57.142857,72.222222,73.913043,47.368421,63.636364,75,63.636364,55,19.047619,27.777778,11.764706,17.391304
"CpG_ptg000027l_5933038",90.909091,60,37.037037,72.727273,58.823529,52,39.130435,29.411765,41.935484,81.25,71.428571,71.428571,31.578947,90,46.428571,33.333333,31.818182,86.666667,27.586207,66.666667,30,77.777778,50,78.947368,68,85.185185,50,61.538462,85.714286,63.157895,85.714286,61.904762,72.727273,81.818182,80,65,62.5,70.588235,45,50
"CpG_ptg000027l_9297432",86.363636,85.714286,63.333333,64.705882,71.052632,84.210526,73.913043,80,33.333333,28.571429,38.888889,30,77.777778,84.615385,66.666667,47.368421,37.096774,76.923077,64,85,75,83.333333,64.285714,77.272727,82.608696,95.238095,100,87.5,43.478261,45.454545,63.636364,29.411765,61.904762,90.909091,86.666667,74.074074,100,70,85.714286,62.5
"CpG_ptg000027l_9297442",50,21.73913,36.666667,17.647059,75.675676,76.190476,79.166667,81.25,57.142857,92.307692,70.588235,61.538462,77.777778,76.923077,59.259259,47.826087,39.344262,73.076923,60,85.714286,66.666667,80,64.285714,68.181818,85,100,90.909091,83.333333,90.47619,81.818182,81.818182,88.235294,65,83.333333,93.75,77.777778,95.454545,70,69.230769,62.962963
"CpG_ptg000027l_9297470",61.111111,61.111111,50,72.727273,52.631579,73.684211,61.111111,68.181818,17.391304,45.454545,31.818182,14.285714,55,70,47.826087,54.545455,40.322581,70.833333,56,75,50,54.545455,30.769231,61.111111,75,90.47619,78.26087,84.615385,31.818182,31.578947,40,23.529412,70,71.428571,81.25,57.692308,94.117647,63.636364,72.727273,60.869565
"CpG_ptg000027l_11255234",52.083333,63.636364,51.282051,47.727273,37.5,45.454545,38.461538,51.612903,43.75,45.16129,58.139535,45.454545,50,40,28,30.769231,16.666667,12.121212,14,16.666667,9.090909,23.076923,40.47619,18.518519,20.930233,34.615385,34.146341,18.75,40.47619,76,58.333333,51.612903,41.860465,35.897436,40,32.5,55.737705,60,55,39.285714
"CpG_ptg000027l_11255249",52.830189,64.150943,48.717949,47.826087,32.692308,53.571429,40.540541,50.847458,27.586207,35.483871,52.631579,36.666667,50,46.153846,34.782609,33.333333,15.909091,14.084507,17.857143,17.567568,9.090909,29.62963,45,17.857143,21.428571,28.125,37.837838,22.222222,38.461538,76,66.666667,42.424242,41.304348,39.02439,46.875,33.333333,54.237288,60.416667,54.098361,38.709677
"CpG_ptg000027l_13526774",66.666667,65.217391,73.333333,61.111111,30,43.478261,20,48,25,46.875,57.894737,41.666667,46.875,66.666667,33.333333,48.275862,21.428571,17.857143,50,26.315789,9.677419,42.307692,43.478261,54.545455,53.846154,52.631579,37.931034,40,42.424242,46.666667,46.666667,50,61.764706,57.142857,72.727273,54.83871,47.619048,46.666667,55.555556,26.315789
"CpG_ptg000027l_13526776",66.666667,66.666667,75.862069,55.555556,33.333333,43.478261,15,54.166667,25.581395,50,61.538462,44,50,66.666667,38.095238,51.724138,21.428571,13.793103,33.333333,28.947368,9.375,42.307692,45.454545,59.090909,55.555556,50,40,40,43.75,48.275862,48.275862,56.25,60,63.636364,72.727273,65.625,47.619048,51.612903,55.555556,30
"CpG_ptg000027l_13526778",43.75,62.5,76.666667,36.842105,30,39.130435,10,34.782609,22.727273,51.515152,60,48,45.16129,65,40.909091,44.827586,14.285714,10,23.529412,21.621622,9.375,34.615385,45.454545,52.173913,39.285714,45.945946,36.666667,30.30303,43.75,46.428571,48.275862,50,61.111111,59.090909,54.545455,64.705882,23.809524,41.935484,47.368421,25
"CpG_ptg000027l_13568387",29.166667,46.666667,34.782609,36.363636,38.095238,46.153846,33.333333,28.571429,42.307692,58.823529,62.5,50,38.709677,20,27.272727,35.294118,35.135135,38.235294,26,31.25,30,60,55.555556,46.153846,31.914894,41.463415,52.380952,46.808511,62.5,63.636364,80,44.444444,53.571429,57.692308,71.428571,56,33.333333,29.411765,36.363636,26.666667
"CpG_ptg000027l_13568407",45.833333,63.333333,45.833333,62.068966,44.444444,61.538462,53.333333,72.222222,79.411765,92.857143,87.5,93.333333,89.655172,50,81.481481,68.421053,33.333333,44.736842,47.058824,41.666667,31.034483,100,76.190476,88.888889,61.702128,60.526316,75,62,75,78.26087,87.5,71.428571,79.310345,77.777778,86.956522,78.26087,70,68.75,50,68.75
"CpG_ptg000027l_13568420",30.434783,51.515152,31.914894,48.275862,35.294118,23.076923,33.333333,33.333333,69.444444,100,82.352941,77.777778,70,36.363636,60.714286,65.217391,41.666667,41.860465,37.735849,30.434783,30.769231,50,62.5,62.068966,42.857143,51.219512,57.5,50.980392,70.588235,72.727273,93.75,65,64.516129,71.428571,91.304348,64,15,35.294118,25,6.666667
"CpG_ptg000027l_13568438",40,60,39.130435,57.142857,25,66.666667,50,50,61.111111,80,64.705882,62.962963,74.193548,60,59.375,60.714286,39.285714,40.816327,37.704918,32,32.258065,93.333333,53.333333,69.69697,56.363636,65.853659,62.5,64,90,75,85,66.666667,72.727273,81.818182,78.26087,65.517241,45,52.631579,46.153846,42.857143
"CpG_ptg000027l_13568449",52.380952,57.142857,45.098039,53.846154,45.454545,57.142857,54.545455,52.380952,69.565217,88.888889,94.117647,75,80,41.666667,72.093023,76.315789,47.5,52,45.588235,34.545455,31.428571,88.888889,66.666667,66.666667,60,70.212766,66.666667,65.454545,90.909091,72,86.956522,72.727273,73.684211,85.714286,80,55.882353,39.130435,57.894737,38.461538,44.444444
"CpG_ptg000027l_13568455",42.307692,56.410256,40,53.333333,47.826087,40,60.869565,59.090909,69.565217,84.210526,89.473684,75,78.125,53.846154,73.913043,79.487179,48.958333,49.090909,45.454545,43.076923,33.333333,82.352941,63.157895,55.263158,61.538462,72.916667,66.666667,62.264151,90.47619,84.615385,82.608696,59.090909,78.947368,82.352941,84,71.428571,34.782609,55.555556,46.153846,44.444444
"CpG_ptg000027l_13568473",25,47.5,27.777778,32.352941,39.130435,60,58.333333,42.857143,58.823529,95.238095,89.473684,63.333333,40.625,40,42.222222,53.658537,40.196078,43.636364,35.064935,36.666667,27.272727,62.5,52.5,41.025641,55.357143,66.666667,66.666667,50,65,68.181818,54.545455,50,57.142857,61.764706,61.538462,37.142857,33.333333,47.619048,15.384615,41.176471
"CpG_ptg000027l_13568497",13.043478,31.707317,25.925926,18.75,13.043478,47.368421,33.333333,31.578947,37.777778,73.684211,62.5,40,32.142857,28.571429,33.333333,46.153846,24.489796,19.607843,29.487179,28.846154,25,52.380952,52.631579,37.837838,22.44898,28.26087,25,40.909091,35.294118,33.333333,33.333333,22.222222,43.75,38.461538,54.545455,33.333333,21.428571,44.444444,10,38.461538
"CpG_ptg000027l_13568991",64.150943,76,60.526316,54.545455,55.555556,45,64.705882,61.111111,81.25,100,84.210526,85.714286,75,68.181818,66.666667,81.818182,33.928571,44.827586,23.076923,59.183673,19.512195,65.384615,64.705882,50,63.529412,58.208955,65.079365,62,84.210526,100,95.833333,90.909091,55.882353,81.395349,87.096774,70,52.941176,53.333333,80,18.181818
"CpG_ptg000027l_13568995",62.264151,80.357143,58.974359,63.157895,72.222222,60,82.352941,61.111111,68.75,86.363636,68.421053,75,78.04878,91.304348,80,77.272727,34.482759,37.288136,25.925926,58.181818,9.302326,41.666667,62.5,50,62.5,62.121212,63.076923,54.901961,73.684211,100,92.307692,90.909091,62.857143,83.72093,84.848485,69.767442,52.941176,64.705882,80,35.714286
"CpG_ptg000027l_13569046",40,40.322581,38.77551,34.848485,10,25.925926,21.052632,13.636364,33.333333,28.571429,41.37931,50,56.862745,48.148148,41.935484,19.230769,20,23.076923,16.949153,22.807018,12.280702,21.428571,14.285714,12.195122,8.510638,17.021277,10.810811,13.432836,26.923077,29.166667,50,38.095238,48.148148,67.924528,52.5,44.444444,25,9.090909,15.789474,5.882353
"CpG_ptg000027l_13821515",46.666667,38.461538,25,69.565217,39.393939,20.833333,25,29.032258,15.686275,47.619048,39.285714,44,75,75,46.153846,50,12.121212,5.555556,5.714286,14.285714,36.363636,76,50,38.095238,56.521739,65.384615,75,46.153846,34.615385,32.352941,54.83871,19.354839,34.883721,45,33.333333,37.837838,20,38.461538,14.285714,30
"CpG_ptg000029c_1588462",52,45.454545,53.571429,69.565217,41.666667,26.086957,33.333333,31.034483,56.666667,63.636364,52.941176,64.705882,42.857143,25,48.979592,28.947368,29.565217,27.272727,19.230769,30,53.846154,46.666667,31.914894,48.275862,70,52.941176,60,66.666667,25,61.538462,58.333333,23.076923,57.446809,43.478261,69.230769,43.902439,34.782609,21.428571,28.571429,22.222222
"CpG_ptg000029c_1588513",42.307692,29.411765,22.580645,33.333333,27.906977,24,26.415094,43.75,48.571429,50,69.230769,61.111111,42.857143,36.363636,40.322581,20.408163,20.408163,36.363636,17.021277,44.444444,66,35.294118,14.285714,21.875,30.769231,11.764706,33.333333,36.363636,31.818182,66.666667,60,40,35.416667,33.333333,47.619048,35.555556,27.586207,19.047619,34.375,29.032258
"CpG_ptg000029c_1588519",57.142857,58.333333,46.666667,66.666667,45,33.333333,35.416667,40.625,69.444444,66.666667,83.333333,68.421053,43.478261,38.095238,36.065574,21.73913,18.75,27.272727,18.181818,46.153846,61.682243,56.25,18.604651,40,71.428571,64.705882,60.869565,66.666667,70,84.615385,75,60,60.869565,55.555556,72.727273,59.52381,52.173913,27.777778,53.333333,42.857143
"CpG_ptg000029c_1588523",51.724138,48.571429,38.333333,46.153846,43.589744,28,25.490196,32.352941,47.222222,61.538462,71.428571,66.666667,50,29.411765,40.350877,17.073171,17.721519,28.571429,15.909091,51.851852,55.140187,43.75,13.953488,40.740741,69.230769,47.058824,54.545455,55.555556,68.421053,75,71.428571,78.571429,46.511628,50,59.090909,52.5,48,22.222222,40.625,30.30303
"CpG_ptg000029c_1588531",65,40.909091,40.909091,36.842105,43.75,20,30.232558,40.740741,78.125,81.818182,83.333333,93.75,42.105263,35,36.538462,22.222222,15.873016,23.529412,8.823529,45.454545,72.340426,41.666667,24.242424,33.333333,61.538462,42.857143,56.25,63.157895,78.571429,81.818182,82.352941,75,57.142857,59.259259,78.947368,58.823529,47.619048,29.411765,46.428571,29.62963
"CpG_ptg000029c_1588543",29.166667,24.137931,35.185185,47.826087,36.111111,18.181818,25.581395,28.125,77.419355,75,83.333333,78.571429,38.888889,30,31.372549,20.930233,21.153846,26.086957,13.513514,40,61.728395,20,15,37.037037,57.142857,35,40.909091,55,68.421053,75,70.588235,66.666667,50,50,57.142857,47.5,42.857143,30,34.482759,13.333333
"CpG_ptg000029c_1588552",47.619048,41.666667,42.553191,54.166667,37.931034,25,21.052632,24,51.851852,70,83.333333,81.25,50,33.333333,35.555556,17.5,3.333333,10.526316,3.333333,10.526316,60,23.076923,19.512195,26.086957,69.230769,70,80.952381,72.222222,70,81.818182,73.333333,64.285714,57.5,62.962963,68.181818,56.756757,28.571429,31.25,36,19.230769
"CpG_ptg000030l_2147813",21.428571,33.333333,30.434783,35.294118,40.740741,71.428571,78.26087,55.555556,45.454545,72.727273,55.555556,68.75,25,35.294118,19.230769,36.363636,45.454545,57.142857,45.454545,61.111111,4.166667,50,42.857143,66.666667,48.484848,45.833333,69.230769,53.571429,54.545455,41.666667,70,56.25,61.904762,58.333333,35,31.578947,73.913043,52.380952,66.666667,23.076923
"CpG_ptg000030l_2148031",36.363636,28.888889,30,41.463415,25.531915,51.351351,28.888889,39.130435,12,45.833333,35.714286,17.857143,10.810811,22.222222,11.764706,9.677419,36.842105,56.756757,40.740741,45.16129,2.985075,42.105263,25.925926,25.925926,46.774194,37.735849,55.555556,39.583333,30.434783,39.285714,67.857143,24,20.833333,30.555556,35.714286,23.214286,32,40.47619,38.297872,28.125
"CpG_ptg000030l_2148034",36.363636,22.222222,24.324324,26.190476,20,40.540541,21.95122,31.914894,8,20.833333,25,14.285714,2.702703,16.666667,8.163265,3.225806,21.052632,35.294118,24,32.258065,3.076923,42.105263,22.222222,22.222222,35.483871,24.074074,44.444444,22.44898,8.333333,28.571429,46.153846,24,12.962963,13.157895,24.137931,16.393443,26.530612,34.146341,28.26087,25
"CpG_ptg000030l_2148106",43.333333,42.857143,33.333333,46.875,25.925926,68,44.117647,44.827586,30.769231,47.058824,63.636364,41.176471,24,20,16.666667,16.129032,16.666667,35.483871,60,63.157895,1.923077,57.142857,27.777778,40,57.5,65.714286,73.333333,64.285714,38.095238,45.833333,66.666667,59.090909,27.777778,29.166667,40.909091,15.789474,37.5,55.555556,40.625,22.727273
"CpG_ptg000030l_2148131",30.434783,45.454545,28.571429,40.625,29.032258,57.142857,32.432432,46.875,40.909091,46.666667,70.833333,47.368421,14.814815,7.692308,16.666667,16.129032,37.5,70.967742,68.421053,54.166667,2.272727,33.333333,37.5,27.777778,38.888889,53.846154,60.606061,37.037037,42.105263,52.380952,63.157895,53.846154,25,25,33.333333,25.806452,35.294118,61.538462,33.333333,16.666667
"CpG_ptg000030l_2328854",42.857143,41.666667,42.857143,52.380952,68.75,72.222222,35,58.823529,51.219512,54.83871,40.47619,41.176471,25,33.333333,11.764706,12.5,20,42.105263,31.578947,36,36.363636,29.166667,17.857143,27.272727,54.545455,45.454545,31.25,47.619048,55.555556,62.162162,37.037037,37.037037,53.571429,50,63.157895,60,80,58.823529,46.153846,33.333333
"CpG_ptg000030l_2328857",20,75,42.105263,40,62.5,84.210526,40.909091,58.823529,79.069767,74.193548,72.727273,80,15.384615,25,44.444444,12.5,10,38.888889,25,29.166667,36.363636,41.666667,39.285714,42.857143,61.904762,63.636364,47.058824,28.571429,78.571429,78.947368,89.285714,70.37037,32.142857,24.137931,36.842105,60,75,65,62.5,36.842105
"CpG_ptg000030l_2328862",33.333333,69.230769,30,15.789474,64.285714,55,35,52.941176,78.04878,51.612903,64.285714,65.714286,16.666667,7.692308,5.263158,13.636364,9.090909,42.105263,5,32,36.363636,41.666667,37.931034,41.666667,45,50,43.75,50,68,75,79.310345,76,56,44.827586,63.157895,50,68.75,63.157895,31.25,44.444444
"CpG_ptg000030l_2489045",40,30.769231,22.222222,23.529412,34.210526,5,11.538462,32.432432,22.222222,36.842105,16.666667,33.333333,24,33.333333,25,33.333333,26.666667,16.666667,12.121212,18.75,16.317992,56.521739,13.636364,11.111111,15.625,28,12.5,20.833333,26.315789,33.333333,28.571429,37.5,38,34.482759,30.769231,31.707317,29.411765,25,26.923077,36
"CpG_ptg000030l_2489047",21.052632,26.923077,25,17.647059,39.473684,4.347826,11.538462,32.432432,23.529412,33.333333,15.789474,33.333333,27.272727,35.294118,33.333333,41.176471,26.666667,20,12.121212,15.151515,12.863071,60.869565,21.052632,11.111111,21.875,24,16.129032,23.913043,26.315789,29.411765,33.333333,40,34.782609,32.142857,33.333333,31.428571,29.411765,17.857143,34.615385,46.153846
"CpG_ptg000030l_2489083",26.086957,26.086957,10.344828,18.75,28.947368,11.538462,6.896552,21.95122,22.727273,33.333333,8,26.923077,18.518519,25,20.689655,16,19.230769,12.121212,2.777778,12.903226,16.071429,39.130435,4.761905,5.882353,22.580645,17.857143,13.157895,17.391304,22.222222,28.571429,30.434783,28,30.508475,20.588235,23.529412,25.581395,21.428571,9.677419,25.806452,33.333333
"CpG_ptg000030l_2489102",9.52381,19.230769,6.25,5.555556,30.769231,16.666667,13.793103,21.95122,20.833333,25,11.111111,30.769231,20,33.333333,29.032258,12,12,9.090909,6.060606,12.5,18.84058,40.909091,5,5.882353,12.5,23.333333,17.647059,28.571429,20.833333,27.272727,21.73913,24,21.052632,21.875,11.111111,20.930233,31.707317,16.129032,28.125,33.333333
"CpG_ptg000030l_2489111",19.047619,26.086957,20,11.111111,32.5,20.833333,19.354839,25.641026,20,28.571429,13.333333,42.307692,19.230769,36.363636,25.806452,16,15.384615,9.375,8.823529,13.793103,15.671642,40.909091,15,5.263158,17.647059,26.666667,15.625,26.829268,33.333333,30.434783,27.272727,30.769231,27.777778,34.375,15.789474,31.707317,30.769231,23.333333,27.272727,33.333333
"CpG_ptg000030l_2489130",25,34.782609,19.444444,5.555556,33.333333,18.181818,20.689655,36.842105,20,36.363636,7.142857,44,4,22.727273,22.222222,13.043478,11.111111,11.111111,6.451613,15.384615,19.84127,33.333333,25,5.882353,17.142857,33.333333,15.625,26.190476,38.095238,29.166667,28.571429,31.818182,26.923077,40,10.526316,27.027027,44.736842,21.428571,32.258065,26.666667
"CpG_ptg000030l_2489143",20,35,13.888889,5.882353,37.5,13.636364,14.814815,27.272727,18.181818,30.769231,10.344828,50,7.407407,22.727273,20.833333,13.636364,7.692308,8.571429,6.666667,8.333333,17.142857,23.809524,16.666667,5.882353,20,33.333333,17.647059,23.809524,47.058824,29.166667,30.434783,31.818182,26,39.130435,23.809524,17.647059,45.945946,22.222222,35.483871,24.137931
"CpG_ptg000031l_5273353",53.061224,39.583333,25.490196,62.5,47.058824,63.414634,61.904762,54,41.237113,71.428571,61.038961,58.536585,36.538462,56.410256,38.571429,21.568627,14.285714,17.948718,17.307692,21.875,60,53.125,32.608696,23.076923,54.545455,68.571429,51.612903,63.636364,58.490566,64.705882,53.448276,46.969697,55.681818,64.705882,56.756757,59.090909,86.842105,61.111111,70.27027,60.465116
"CpG_ptg000031l_5273381",53.061224,39.130435,28.813559,62.5,40,74.358974,60.869565,65.384615,50.980392,80.701754,66.666667,60.240964,36.363636,65,43.023256,32.786885,26.470588,33.333333,14.285714,30,64.285714,48.571429,43.396226,38.888889,65.714286,63.157895,68.75,57.142857,59.677419,75.862069,74.137931,50.704225,57.142857,63.461538,67.567568,60.674157,87.5,58.064516,67.567568,51.162791
"CpG_ptg000031l_5273398",56.862745,47.5,16.949153,46.666667,48.076923,76.190476,63.829787,61.22449,46.938776,77.966102,71.014493,59.52381,47.058824,60.97561,48.837209,25.396825,23.076923,41.025641,21.428571,30.769231,27.272727,44.736842,41.509434,38.888889,54.545455,61.111111,65.625,57.142857,62.711864,70.37037,73.684211,53.731343,47.5,60,54.054054,54.320988,72.5,60,79.411765,55.813953
