Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
1C10_R1_001	76.24289048459764	66.0	150.0	150	54.54545454545454	11581215.0
1C10_R2_001	77.69021536314573	68.0	150.0	150	36.36363636363637	11581215.0
1C4_R1_001	78.7379813106842	68.0	150.0	150	45.45454545454545	20385525.0
1C4_R2_001	80.21459159242983	69.0	150.0	150	36.36363636363637	20385525.0
1D10_R1_001	72.63928175108461	65.0	150.0	150	54.54545454545454	10538690.0
1D10_R2_001	74.56835192720274	67.0	150.0	150	45.45454545454545	10538690.0
1D3_R1_001	80.00524687201397	70.0	150.0	150	45.45454545454545	21747242.0
1D3_R2_001	81.67262741905736	67.0	150.0	150	45.45454545454545	21747242.0
1D4_R1_001	80.4471515482456	66.0	150.0	150	45.45454545454545	19267536.0
1D4_R2_001	81.71310480408704	67.0	150.0	150	45.45454545454545	19267536.0
1D6_R1_001	79.5847128285755	64.0	150.0	150	45.45454545454545	17740927.0
1D6_R2_001	80.59529957259493	67.0	150.0	150	36.36363636363637	17740927.0
1D8_R1_001	78.87804225554112	66.0	150.0	150	54.54545454545454	10088635.0
1D8_R2_001	79.00200133131044	67.0	150.0	150	36.36363636363637	10088635.0
1D9_R1_001	72.67426558622833	69.0	150.0	150	54.54545454545454	12411917.0
1D9_R2_001	75.2380189368221	68.0	150.0	150	45.45454545454545	12411917.0
1E1_R1_001	79.76721237411707	69.0	150.0	150	45.45454545454545	18473203.0
1E1_R2_001	79.55735780417601	67.0	150.0	150	36.36363636363637	18473203.0
1E3_R1_001	80.85142394877539	69.0	150.0	150	45.45454545454545	23136181.0
1E3_R2_001	82.05154406734621	67.0	150.0	150	45.45454545454545	23136181.0
1E5_R1_001	79.226657719369	66.0	150.0	150	45.45454545454545	14531670.0
1E5_R2_001	80.75622673982913	68.0	150.0	150	36.36363636363637	14531670.0
1E9_R1_001	69.68149626177603	68.0	150.0	150	54.54545454545454	12088004.0
1E9_R2_001	72.26662684634933	68.0	150.0	150	36.36363636363637	12088004.0
1F11_R1_001	78.71083300011237	68.0	150.0	150	54.54545454545454	10176436.0
1F11_R2_001	79.98792266670742	68.0	150.0	150	45.45454545454545	10176436.0
1F4_R1_001	79.65607188516921	72.0	150.0	150	54.54545454545454	17139209.0
1F4_R2_001	80.52382683361822	67.0	150.0	150	36.36363636363637	17139209.0
1F8_R1_001	80.25947725191071	67.0	150.0	150	54.54545454545454	10224118.0
1F8_R2_001	81.50192748032777	68.0	150.0	150	45.45454545454545	10224118.0
1G5_R1_001	77.44520679344976	66.0	150.0	150	45.45454545454545	17744776.0
1G5_R2_001	78.24562746133303	67.0	150.0	150	45.45454545454545	17744776.0
1H11_R1_001	74.71027412011642	69.0	150.0	150	63.63636363636363	8802216.0
1H11_R2_001	76.21355549006785	68.0	150.0	150	36.36363636363637	8802216.0
1H12_R1_001	75.85009955781614	69.0	150.0	150	63.63636363636363	9741443.0
1H12_R2_001	77.41664251241748	68.0	150.0	150	45.45454545454545	9741443.0
1H6_R1_001	81.04404657967333	70.0	150.0	150	54.54545454545454	18878768.0
1H6_R2_001	81.841570763051	67.0	150.0	150	45.45454545454545	18878768.0
1H7_R1_001	70.93498544159382	66.0	150.0	150	54.54545454545454	9834424.0
1H7_R2_001	71.1437883180031	67.0	150.0	150	36.36363636363637	9834424.0
1H8_R1_001	74.31406171960025	68.0	150.0	150	54.54545454545454	9570686.0
1H8_R2_001	77.02107756634645	68.0	150.0	150	45.45454545454545	9570686.0
2B2_R1_001	79.58887845906375	66.0	150.0	150	45.45454545454545	19288036.0
2B2_R2_001	79.85027327576579	68.0	150.0	150	36.36363636363637	19288036.0
2B3_R1_001	82.42541476146181	69.0	150.0	150	45.45454545454545	26026014.0
2B3_R2_001	83.9480385215059	67.0	150.0	150	45.45454545454545	26026014.0
2C1_R1_001	81.10098306816178	67.0	150.0	150	45.45454545454545	21593184.0
2C1_R2_001	81.21793030627597	68.0	150.0	150	36.36363636363637	21593184.0
2C2_R1_001	82.33692518073201	66.0	150.0	150	45.45454545454545	20705100.0
2C2_R2_001	82.08709032509631	67.0	150.0	150	45.45454545454545	20705100.0
2D2_R1_001	82.18724529620687	67.0	150.0	150	45.45454545454545	21814155.0
2D2_R2_001	82.8842211375794	68.0	150.0	150	36.36363636363637	21814155.0
2E2_R1_001	83.63968604661099	70.0	150.0	150	63.63636363636363	21855244.0
2E2_R2_001	85.21274229472067	69.0	150.0	150	45.45454545454545	21855244.0
2F1_R1_001	79.25769898467487	67.0	150.0	150	45.45454545454545	19547489.0
2F1_R2_001	79.79372043170868	69.0	150.0	150	36.36363636363637	19547489.0
2G1_R1_001	82.95299298998499	66.0	150.0	150	45.45454545454545	17345549.0
2G1_R2_001	83.17427897347267	67.0	150.0	150	36.36363636363637	17345549.0
