"Gene","N_stable","Top_predictor","Max_Selection_Prob","Mean_Selection_Prob"
"OG_14257",32,"lncRNA_8690",1,0.8490625
"OG_17006",32,"lncRNA_30420",0.99,0.77671875
"OG_17106",32,"lncRNA_2457",1,0.81859375
"OG_01608",31,"lncRNA_25613",1,0.791935483870968
"OG_01981",31,"lncRNA_4274",1,0.799677419354839
"OG_02146",31,"lncRNA_24320",0.965,0.74241935483871
"OG_02358",31,"lncRNA_7413",1,0.813870967741935
"OG_05749",31,"lncRNA_4258",0.97,0.759354838709677
"OG_05950",31,"lncRNA_4122",1,0.776935483870968
"OG_06712",31,"lncRNA_26233",1,0.815
"OG_07330",31,"lncRNA_318",1,0.776451612903226
"OG_14514",31,"lncRNA_6075",0.995,0.785161290322581
"OG_15594",31,"lncRNA_7519",0.99,0.774838709677419
"OG_15627",31,"lncRNA_9763",1,0.824354838709677
"OG_16159",31,"lncRNA_12174",1,0.782258064516129
"OG_03671",30,"gene-Pocillopora_meandrina_HIv1___RNAseq.g23949.t1",0.985,0.792333333333333
"OG_07404",30,"lncRNA_19234",1,0.813166666666667
"OG_08096",30,"lncRNA_22097",1,0.746666666666667
"OG_16011",30,"lncRNA_2024",1,0.787333333333333
"OG_16665",30,"lncRNA_1371",0.99,0.862
"OG_17124",30,"gene-Pocillopora_meandrina_HIv1___RNAseq.g4732.t1",0.99,0.754166666666667
"OG_17176",30,"lncRNA_11921",1,0.771
"OG_17800",30,"lncRNA_26371",0.995,0.747833333333333
"OG_00430",29,"lncRNA_8654",1,0.773103448275862
"OG_00807",29,"lncRNA_6046",1,0.784310344827586
"OG_01724",29,"lncRNA_4690",0.99,0.78948275862069
"OG_04514",29,"lncRNA_19359",1,0.784137931034483
"OG_14012",29,"lncRNA_2650",1,0.813448275862069
"OG_16383",29,"lncRNA_11684",1,0.777931034482759
"OG_18258",29,"lncRNA_30231",1,0.788620689655172
"OG_04723",28,"lncRNA_9968",1,0.78375
"OG_07822",28,"lncRNA_23813",1,0.81
"OG_08347",28,"lncRNA_6165",1,0.770357142857143
"OG_09424",28,"lncRNA_5529",0.995,0.81
"OG_14279",28,"gene-Pocillopora_meandrina_HIv1___RNAseq.g21105.t1",0.99,0.800357142857143
"OG_14685",28,"lncRNA_12040",0.97,0.760178571428571
"OG_15459",28,"lncRNA_6464",1,0.791785714285714
"OG_16548",28,"lncRNA_15754",1,0.772857142857143
"OG_17751",28,"lncRNA_8350",1,0.839107142857143
"OG_01312",27,"lncRNA_4141",0.99,0.749259259259259
"OG_06158",27,"lncRNA_14587",1,0.845185185185185
"OG_07183",27,"lncRNA_23103",1,0.814814814814815
"OG_09942",27,"lncRNA_10420",1,0.788703703703704
"OG_10004",27,"lncRNA_16015",0.93,0.761666666666667
"OG_16980",27,"gene-Pocillopora_meandrina_HIv1___RNAseq.g10030.t1",0.965,0.782777777777778
"OG_09310",26,"lncRNA_20621",0.97,0.808076923076923
"OG_14066",26,"lncRNA_082",1,0.795576923076923
"OG_15759",26,"lncRNA_3001",0.97,0.799038461538462
"OG_15907",26,"lncRNA_6327",0.975,0.806153846153846
"OG_00314",25,"lncRNA_1287",1,0.7942
"OG_00355",25,"lncRNA_8664",1,0.8078
"OG_00514",25,"lncRNA_21440",0.995,0.775
"OG_01223",25,"lncRNA_3128",1,0.7636
"OG_08878",25,"lncRNA_20570",0.99,0.764
"OG_09596",25,"lncRNA_18433",1,0.8016
"OG_16789",25,"lncRNA_20154",0.99,0.7918
"OG_01486",24,"lncRNA_16457",0.99,0.833541666666667
"OG_02012",24,"lncRNA_23837",0.995,0.787083333333333
"OG_02090",24,"lncRNA_2876",1,0.817708333333333
"OG_03268",24,"lncRNA_3120",1,0.785416666666667
"OG_04115",24,"lncRNA_5619",1,0.811666666666667
"OG_07150",24,"lncRNA_25600",0.995,0.779583333333333
"OG_08497",24,"lncRNA_1097",0.995,0.761875
"OG_09486",24,"lncRNA_20935",0.995,0.792916666666667
"OG_01177",23,"lncRNA_3132",1,0.793478260869565
"OG_01781",23,"lncRNA_5994",0.995,0.818478260869565
"OG_02537",23,"lncRNA_29704",0.955,0.780434782608696
"OG_03298",23,"lncRNA_28022",0.855,0.726739130434783
"OG_05514",23,"lncRNA_24278",1,0.815
"OG_09455",23,"lncRNA_21600",1,0.829130434782609
"OG_10205",23,"lncRNA_10393",1,0.87195652173913
"OG_14189",23,"lncRNA_27738",1,0.788260869565217
"OG_16489",23,"lncRNA_29376",0.99,0.769347826086957
"OG_04372",22,"lncRNA_5671",0.865,0.765681818181818
"OG_06754",22,"lncRNA_5913",0.995,0.799318181818182
"OG_08083",22,"lncRNA_16034",1,0.831818181818182
"OG_08143",22,"lncRNA_1585",1,0.782272727272727
"OG_17045",22,"lncRNA_3195",0.98,0.769318181818182
"OG_15550",21,"lncRNA_26130",1,0.799761904761905
"OG_17849",21,"lncRNA_13665",0.855,0.68952380952381
"OG_06236",20,"lncRNA_9736",0.995,0.754
"OG_07641",20,"lncRNA_2286",1,0.77575
"OG_07892",20,"lncRNA_8999",0.965,0.73425
"OG_17015",20,"gene-Pocillopora_meandrina_HIv1___TS.g21770.t1",0.905,0.73425
"OG_01353",18,"lncRNA_30586",1,0.808333333333333
"OG_06119",18,"lncRNA_30648",0.945,0.751388888888889
"OG_06908",18,"lncRNA_20125",1,0.880277777777778
"OG_17285",18,"lncRNA_20586",0.995,0.762222222222222
"OG_06234",17,"lncRNA_1081",0.995,0.790588235294118
"OG_15682",17,"lncRNA_24370",0.895,0.702352941176471
"OG_15815",17,"lncRNA_26441",0.975,0.761764705882353
"OG_17806",17,"lncRNA_14642",0.985,0.804117647058823
"OG_00572",16,"lncRNA_22718",0.96,0.7659375
"OG_09511",16,"lncRNA_9968",0.99,0.8059375
"OG_01999",7,"lncRNA_22028",0.92,0.776428571428571
"OG_02439",7,"lncRNA_7216",1,0.787857142857143
"OG_17157",6,"lncRNA_2023",0.995,0.878333333333333
