"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"ACR.139.TP1"	"ACR.139.TP2"	"ACR.139.TP3"	"ACR.139.TP4"	"ACR.145.TP1"	"ACR.145.TP2"	"ACR.145.TP3"	"ACR.145.TP4"	"ACR.150.TP1"	"ACR.150.TP2"	"ACR.150.TP3"	"ACR.150.TP4"	"ACR.173.TP1"	"ACR.173.TP2"	"ACR.173.TP3"	"ACR.173.TP4"	"ACR.186.TP1"	"ACR.186.TP2"	"ACR.186.TP3"	"ACR.186.TP4"	"ACR.225.TP1"	"ACR.225.TP2"	"ACR.225.TP3"	"ACR.225.TP4"	"ACR.229.TP1"	"ACR.229.TP2"	"ACR.229.TP3"	"ACR.229.TP4"	"ACR.237.TP1"	"ACR.237.TP2"	"ACR.237.TP3"	"ACR.237.TP4"	"ACR.244.TP1"	"ACR.244.TP2"	"ACR.244.TP3"	"ACR.244.TP4"	"ACR.265.TP1"	"ACR.265.TP2"	"ACR.265.TP3"	"ACR.265.TP4"
"lncRNA_38222"	"ptg000008l"	"34480360"	"  204651"	"+"	" 49336"	"    49.50"	"    88.00"	"    17.20"	"   148.40"	"    2.00"	"    24.44"	"   713.00"	"  1285.21"	"  6349.00"	"   207.00"	"   85.00"	"    54.10"	"   86.99"	"    28.53"	"   465.00"	"   23.00"	"    4.00"	"    19.08"	"     0.00"	"  302.00"	"    33.00"	"   172.86"	"    48.88"	"    17.53"	"   320.50"	"    54.00"	"   118.00"	"    5.50"	"   58.98"	"    55.00"	"    79.00"	"    29.64"	"   24.00"	"    13.27"	"    72.00"	"   715.50"	"  244.00"	"    24.78"	"    11.02"	"    15.75"
"lncRNA_38224"	"ntLink_6"	" 8221795"	" 3833186"	"+"	" 35416"	"  1482.50"	"    38.00"	"    14.00"	"    49.33"	"   73.33"	"    12.40"	"    55.50"	"   177.00"	"    25.00"	"   226.26"	"  269.00"	"    37.95"	"    9.00"	"   114.49"	"   180.50"	"   16.50"	"    0.94"	"    22.86"	"     2.75"	"   84.00"	"    18.41"	"     9.00"	"    84.67"	"    21.21"	"   217.76"	"    13.00"	"     7.33"	"   33.50"	"   87.29"	"     0.00"	"    31.30"	"    34.00"	"  445.00"	"    11.05"	"  4430.50"	"   257.00"	"  185.42"	"    40.97"	"    65.00"	"    80.00"
"lncRNA_38225"	"ptg000021l"	"15952005"	" 3053748"	"+"	"  1732"	"    14.05"	"     8.00"	"    18.51"	"    18.17"	"  109.00"	"   171.63"	"    67.00"	"    11.00"	"    35.50"	"     2.00"	"    6.50"	"   358.00"	"    0.50"	"   300.98"	"    16.26"	"    8.00"	"   15.43"	"    18.00"	"    34.00"	"   30.83"	"   243.00"	"   659.00"	"   324.00"	"    12.50"	"   248.50"	"    20.00"	"   222.79"	"    6.50"	"  436.00"	"     7.00"	"   140.00"	"    36.83"	"  801.33"	"   143.12"	"    50.50"	"     0.50"	"    2.00"	"    48.00"	"    57.10"	"    48.00"
"lncRNA_38226"	"ptg000027l"	" 9749106"	" 1692962"	"+"	" 28039"	"     3.50"	"     7.50"	"    14.08"	"    76.00"	"   74.00"	"   163.12"	"     1.60"	"   277.66"	"    75.90"	"   214.50"	"  151.67"	"    16.90"	"    0.00"	"    76.00"	"    34.00"	"  353.00"	"    8.30"	"    61.08"	"     4.00"	"   37.00"	"   225.40"	"    55.33"	"  4400.85"	"    30.00"	"    21.00"	"   117.00"	"    76.00"	"  110.00"	"  113.33"	"   804.00"	"    15.83"	"    50.00"	"   78.01"	"    77.67"	"    22.50"	"    62.27"	"   81.50"	"    98.00"	"    70.00"	"    35.50"
"lncRNA_38230"	"ptg000019l"	" 6251804"	" 3585498"	"+"	"  2493"	"    26.59"	"    38.45"	"   100.00"	"    84.33"	"  232.50"	"    11.00"	"    40.22"	"    18.00"	"    32.83"	"   109.67"	"   64.00"	"    49.00"	"   51.00"	"   124.00"	"    21.10"	"   22.00"	"  128.25"	"    46.30"	"   342.66"	"   13.75"	"    15.06"	"    36.82"	"  1076.00"	"   577.50"	"    27.48"	"    62.92"	"    46.50"	"  124.83"	"  157.00"	"    85.00"	"     6.50"	"    63.50"	"  125.00"	"  1452.00"	"    50.75"	"   444.30"	"  132.00"	"    72.50"	"    65.00"	"   248.00"
"lncRNA_38231"	"ptg000020l"	"11118811"	" 3914139"	"+"	" 12245"	"    24.17"	"     0.00"	"    40.42"	"    19.50"	"   33.00"	"    14.20"	"    36.33"	"   303.00"	"     1.00"	"   285.75"	"  477.00"	"    78.00"	"   22.00"	"    94.15"	"   257.50"	"  125.50"	"  149.00"	"    10.28"	"   834.07"	"    0.33"	"   106.00"	"    10.00"	"   156.00"	"  2472.75"	"   152.30"	"    43.00"	"    29.25"	"   11.00"	"  119.67"	"    39.00"	"   382.00"	"    14.00"	"    9.33"	"    25.00"	"   241.00"	"   368.33"	"   71.50"	"    12.27"	"    13.61"	"   323.06"
"lncRNA_38233"	"ptg000024l"	"16130101"	" 9669385"	"+"	"  2292"	"   273.00"	"    21.83"	"     9.00"	"    15.20"	"  947.00"	"     3.00"	"  2655.50"	"    46.00"	"   464.40"	"    14.50"	"   14.00"	"     0.00"	"  100.00"	"   466.49"	"   545.16"	"   51.67"	"   36.00"	"   343.00"	"    51.00"	"  172.00"	"     1.75"	"   102.00"	"    22.00"	"     6.20"	"     3.50"	"  1001.00"	"    57.00"	"   29.20"	"  247.50"	" 11443.00"	"   200.83"	"   914.00"	"    8.50"	"    13.00"	"     5.91"	"    45.64"	"  271.66"	"    31.81"	"    49.50"	"    54.00"
"lncRNA_38235"	"ptg000018l"	"10346332"	" 1716999"	"+"	"  8707"	"    48.46"	"   219.40"	"    30.18"	"     1.00"	"   19.00"	"    48.00"	"     0.00"	"    25.00"	"    26.00"	"     5.37"	"   28.00"	"    27.50"	" 4145.27"	"   125.70"	"   617.00"	"    4.00"	"   64.85"	"     6.00"	"   233.00"	"  564.50"	"    65.13"	"   122.00"	"    88.58"	"    19.50"	"    85.90"	"    18.25"	"    41.50"	"    8.00"	"   22.30"	"    66.16"	"   243.50"	"     7.00"	"  162.00"	"    79.00"	"    26.00"	"    59.67"	"   31.00"	"    11.25"	"    22.00"	"     2.00"
"lncRNA_38240"	"ptg000027l"	" 4346113"	"10844293"	"+"	"  2976"	"   809.83"	"    10.43"	"    36.08"	"    38.50"	"   18.25"	"    22.00"	"    10.00"	"   309.50"	"   202.00"	"   103.95"	"   25.00"	"  1525.54"	"    8.00"	"    21.90"	"    46.00"	"   36.93"	"   30.43"	"     2.00"	"   294.66"	"   20.91"	"   156.50"	"   205.00"	"    23.00"	"   415.00"	"    45.00"	"    18.50"	"    11.70"	"   40.50"	"  107.00"	"     0.00"	"     5.02"	"    39.25"	"   17.90"	"  1772.00"	"    46.67"	"     5.00"	"   28.00"	"     9.80"	"    25.14"	"   669.00"
"lncRNA_38242"	"ptg000007l"	"13784048"	"10631524"	"+"	"   375"	"    92.00"	"     5.50"	"     9.01"	"   376.84"	"  212.75"	"    33.00"	"     7.33"	"  3086.00"	"    79.00"	"    72.00"	"   16.83"	"    61.00"	"   27.00"	"    62.00"	"    45.00"	"    0.50"	"    0.00"	"   121.76"	"    26.83"	"   61.58"	"   553.00"	"     4.67"	"    16.00"	"    25.50"	"   197.00"	"    14.00"	"    79.80"	"   29.00"	"   53.00"	"    14.96"	"     1.00"	"     9.45"	"  165.17"	"   283.00"	"   133.83"	"     3.55"	"   70.33"	"    58.31"	"   555.86"	"    95.67"
"lncRNA_38243"	"ptg000011l"	" 8397451"	"28728919"	"+"	"  4893"	"    44.00"	"     0.00"	"    94.72"	"     2.00"	"  225.53"	"    45.41"	"    80.25"	"   123.00"	"    77.00"	"    10.67"	"  188.50"	"    28.50"	"    6.00"	"    98.09"	"   110.92"	"    4.50"	"    0.14"	"     0.00"	"    11.00"	"    0.00"	"   155.00"	"   114.33"	"     0.00"	"   100.50"	"   327.33"	"    57.33"	"    53.67"	"   18.00"	"   39.10"	"    48.00"	"    27.00"	"   116.08"	"   12.94"	"   132.00"	"   153.00"	"    28.57"	" 1407.00"	"    19.00"	"    16.00"	"   176.67"
"lncRNA_38244"	"ptg000026l"	" 1082641"	"19843994"	"+"	"  4132"	"    17.50"	"     3.00"	"    92.33"	"   104.00"	"   22.00"	"    96.43"	"    12.00"	"    50.00"	"    23.96"	"     4.24"	"   36.00"	"   220.25"	"   48.50"	"    34.39"	"    15.75"	"   34.00"	"  822.50"	"     2.00"	"     6.00"	"   10.50"	"     0.04"	"   205.00"	"     8.00"	"    11.00"	"    51.50"	"  8511.00"	"    32.00"	"    1.33"	"   69.32"	"    13.00"	"    43.25"	"     9.36"	"    0.25"	"    42.33"	"    71.92"	"    40.00"	"  177.00"	"    44.75"	"    73.53"	"   723.00"
"lncRNA_38246"	"ptg000027l"	" 2841203"	" 5354920"	"+"	"  1761"	"    46.50"	"     1.03"	"    16.00"	"   345.00"	"    7.33"	"    42.00"	"    70.00"	"    41.87"	"     0.00"	"   228.17"	"  189.00"	"     3.00"	" 1127.00"	"   129.00"	"     1.00"	"  153.00"	"   13.00"	"     0.00"	"     3.00"	"   10.32"	"    33.58"	"     1.38"	"    26.00"	"   940.82"	"     0.00"	"    23.56"	"  2877.50"	"   85.00"	"   22.98"	"     5.67"	"    13.17"	"  1519.00"	"   46.15"	"    10.00"	"   689.50"	"    10.33"	"  175.50"	"   101.50"	"    48.29"	"   137.40"
"lncRNA_38250"	"ptg000011l"	" 3333625"	"23662423"	"+"	"  1132"	"    31.00"	"    44.00"	"    82.00"	"    22.00"	"  469.25"	"   166.00"	"    25.40"	"   106.00"	"    92.04"	"    38.69"	"   29.00"	"    30.93"	"  178.94"	"  2668.17"	"    26.06"	"   40.00"	"  242.00"	"     2.00"	"     4.50"	"  641.83"	"   334.64"	"    59.00"	"    86.20"	"    37.00"	"    17.60"	"    66.00"	"   229.50"	"   16.95"	"  104.67"	"    59.52"	"    30.00"	"     0.00"	"  679.00"	"    55.00"	"   208.00"	"   158.00"	"   61.20"	"   100.40"	"   125.00"	"   192.00"
"lncRNA_38251"	"ptg000018l"	"13024837"	" 1616417"	"+"	"   801"	"    26.50"	"    25.00"	"    17.00"	"    17.00"	"   14.49"	"    12.53"	"    32.83"	"   106.63"	"   354.00"	"    36.17"	"  639.00"	"    18.33"	"  232.50"	"    11.20"	"     0.77"	"   62.50"	"  146.00"	"     6.05"	"     5.00"	"   18.08"	"     9.00"	"   167.00"	"    39.00"	"   371.20"	"    39.00"	"     1.00"	"    26.00"	"   89.00"	"   12.00"	"   118.00"	"    28.50"	"   225.00"	"18165.00"	"    61.92"	"    97.01"	"   204.50"	"    0.00"	"    51.12"	"   116.00"	"     6.00"
"lncRNA_38254"	"ptg000001l"	" 2717751"	" 1013474"	"+"	"  3437"	"   169.00"	"     3.00"	"    12.00"	"   197.43"	"  116.40"	"    69.00"	"   223.00"	"    94.67"	"   137.66"	"    93.50"	"   82.00"	"  1438.64"	"  266.38"	"    44.50"	"   122.00"	"   65.00"	"   16.67"	"    43.00"	"    73.00"	"   25.50"	"   185.00"	"  1396.33"	"   184.83"	"     0.45"	"     9.00"	"    13.95"	"    71.00"	"   12.50"	"   72.00"	"     2.50"	"     4.00"	"   135.00"	"  239.50"	"    16.00"	"    70.59"	"   535.00"	"  119.50"	"   229.00"	"   164.43"	"    37.00"
"lncRNA_38256"	"ptg000047l"	" 5466045"	"22972076"	"+"	"  5174"	"   214.95"	"   249.00"	"    13.75"	"    16.67"	"   44.97"	"    30.17"	"     0.00"	"   846.00"	"    10.00"	"   352.50"	"   60.00"	"   212.61"	"    6.00"	"   115.00"	"    12.00"	"   20.00"	"    2.14"	"    81.00"	"     1.00"	"  265.00"	"    18.41"	"   799.16"	"    77.09"	"    12.75"	"   347.80"	"    78.25"	"    28.81"	"  574.00"	"  357.05"	"    18.94"	"    45.00"	"     8.55"	"  211.00"	"   140.77"	"    97.00"	"   655.00"	" 1023.00"	"    29.82"	"    12.77"	"     3.00"
"lncRNA_38257"	"ptg000009l"	"10455271"	" 5617094"	"+"	"  3382"	"     0.00"	"    25.67"	"     3.00"	"    32.00"	"  120.50"	"    67.67"	"    15.00"	"    68.00"	"   165.00"	"    72.70"	"  252.00"	"   112.00"	"   46.14"	"     2.00"	"     6.50"	"  113.00"	"   43.10"	"    26.00"	"    13.00"	"   33.37"	"     9.33"	"   268.00"	"    86.00"	"    82.00"	"    95.65"	"     0.00"	"    94.08"	"   42.00"	"    1.50"	"  1673.00"	"    19.00"	"     0.00"	"   15.75"	"    84.00"	"    17.00"	"    31.17"	"  360.53"	"     5.33"	"   295.50"	"    32.00"
"lncRNA_38258"	"ptg000002l"	"42588191"	"32860115"	"+"	"  2014"	"    60.00"	"     1.50"	"     0.00"	"    45.08"	"   35.00"	"    27.67"	"    29.33"	"   123.79"	"    43.00"	"   165.66"	"   34.00"	"   437.72"	"   91.00"	"    36.00"	"    32.00"	"   20.00"	"   20.87"	"    16.50"	"   126.33"	"   10.20"	"     2.50"	"    10.00"	"    19.54"	"    69.00"	"    19.40"	"    71.00"	"   286.66"	"   36.00"	"  102.64"	"    27.00"	"    18.50"	"   166.00"	"   12.50"	"    25.17"	"   101.85"	"   108.00"	"   38.75"	"   784.00"	"   141.67"	"    18.00"
"lncRNA_38259"	"ptg000024l"	"21994683"	"26683956"	"+"	" 26212"	"    40.00"	"   205.00"	"    54.22"	"    73.50"	" 2462.00"	"     9.00"	"     6.75"	"    82.67"	"   148.30"	"    29.73"	"   28.50"	"    45.04"	"   16.50"	"    13.12"	"    26.94"	"   14.67"	"   14.33"	"    10.29"	"    83.50"	"   60.09"	"    61.50"	"    59.00"	"    23.76"	"    11.67"	"    31.85"	"     0.00"	"    43.50"	"   25.00"	"   36.77"	"    25.50"	"   130.00"	"     0.36"	"    5.50"	"   665.00"	"    45.50"	"   104.00"	"   24.00"	"    31.83"	"    13.00"	"    20.00"
"lncRNA_38262"	"ptg000026l"	"34199046"	" 5063640"	"+"	"  1676"	"    36.00"	"  2360.00"	"   863.00"	"    19.00"	"  174.00"	"    25.00"	"   571.00"	"     8.50"	"    65.50"	"    59.17"	"  186.00"	"     5.44"	"   16.00"	"   167.76"	"    21.48"	"   50.00"	"  187.33"	"   164.50"	"    11.32"	"   19.00"	"    26.00"	"     1.00"	"     2.81"	"    77.00"	"    26.00"	"   185.00"	"    66.77"	"  124.00"	"  403.08"	"   101.50"	"    10.88"	"     2.25"	"    0.00"	"   483.00"	"   101.00"	"  2437.00"	"    0.00"	"  1299.50"	"    55.89"	"    40.00"
"lncRNA_38264"	"ptg000026l"	" 2191126"	" 2319756"	"+"	" 13677"	"    57.00"	"    28.65"	"   265.00"	"   638.50"	" 2503.96"	"    14.00"	" 19770.44"	"    58.50"	"    21.27"	"    11.00"	"   42.63"	"   577.00"	"  387.48"	"  2338.25"	"    35.00"	"    0.00"	"    6.30"	" 20848.57"	"    11.00"	"    0.00"	"    22.00"	"    28.33"	"   869.00"	"   288.00"	"    91.00"	"    11.30"	"     1.00"	"    0.00"	" 2439.00"	"  2770.66"	"    18.00"	"     2.00"	"    0.00"	"    45.00"	"   134.50"	"   457.00"	"   53.00"	"   229.00"	"   119.00"	"   101.78"
"lncRNA_38265"	"ptg000020l"	"21515929"	" 4905063"	"+"	"  3888"	"    73.08"	"     9.33"	"    75.76"	"    14.00"	"    7.50"	"     5.00"	"    12.00"	"   105.50"	"    40.50"	"    26.25"	"   75.00"	"    15.11"	"   11.08"	"   270.00"	"     0.00"	"   88.64"	"   85.00"	"  1949.04"	"    60.00"	"   67.50"	"    57.66"	"  9584.16"	"    35.33"	"    17.61"	"   220.88"	"    82.50"	"    42.79"	"  327.00"	"   11.74"	"   103.00"	"     2.00"	"   553.50"	"   68.66"	"    13.83"	"    56.00"	"     5.85"	"   55.00"	"    15.17"	"    15.00"	"     0.00"
"lncRNA_38268"	"ptg000020l"	" 7459522"	" 9584101"	"+"	"  6163"	"    17.49"	"     6.00"	"    50.00"	"    17.63"	"   25.50"	"  6419.41"	"    12.00"	"    13.28"	"   212.00"	"    84.00"	"    4.33"	"   546.00"	"   83.50"	"   119.00"	"  2136.50"	"  275.92"	"   14.00"	"    93.50"	"   160.33"	"   71.50"	"   131.50"	"    78.91"	"    12.42"	"    46.50"	"   363.25"	"   146.00"	"   356.66"	"   45.82"	"  240.50"	"    40.00"	"    67.02"	"    27.92"	"    9.00"	"    14.50"	"    29.00"	"   184.00"	"  524.00"	"    11.00"	"    67.50"	"     2.00"
"lncRNA_38271"	"ptg000034l"	" 1583127"	" 1791714"	"+"	"  2560"	"    17.07"	"   257.72"	"     6.00"	"     5.33"	"  135.29"	"    22.00"	"    46.00"	"    15.00"	"    16.93"	"    72.00"	"  104.00"	"     3.18"	"   69.00"	"   520.00"	"  5061.00"	"   38.11"	"   12.67"	"    39.90"	"     3.30"	"   21.25"	"   271.08"	"     4.92"	"    25.49"	"    90.60"	"     6.63"	"    23.35"	"    55.67"	"  315.58"	"    0.00"	"    49.00"	"    26.50"	"    33.67"	"   20.83"	"   372.00"	"    81.68"	"   240.00"	"    0.00"	" 36213.00"	"   153.02"	"     0.00"
"lncRNA_38272"	"ptg000018l"	" 8377381"	" 2713998"	"+"	"  2668"	"    16.00"	"    44.83"	"    30.30"	"    86.00"	"   20.03"	"   143.00"	"     0.00"	"     2.33"	"   169.00"	"    61.96"	"  149.00"	"    12.00"	"   20.45"	"    11.97"	"    34.14"	"   10.85"	"  102.00"	"   107.00"	"    21.00"	"   51.17"	"    38.17"	"    82.00"	"   529.33"	"     0.00"	"     8.00"	"    71.00"	"    64.25"	"    0.83"	"   19.90"	"    39.00"	"    24.00"	"    15.07"	"  106.00"	"    24.00"	"   151.00"	"   160.00"	"  720.00"	"    78.98"	"   269.00"	"   103.00"
"lncRNA_38282"	"ptg000025l"	" 4996518"	" 1298285"	"+"	"  8044"	"   154.00"	"   348.00"	"     9.00"	"    27.92"	"   49.59"	"    47.77"	"    92.00"	"     2.00"	"   114.00"	"  1400.00"	"   66.50"	"   224.00"	"  284.50"	"    26.86"	"  1692.20"	"    9.33"	"    0.00"	"    48.00"	"    23.25"	"  104.49"	"    41.00"	"   120.00"	"     4.50"	"     6.00"	"    10.00"	"    15.31"	"     4.33"	"    2.80"	"   26.00"	"   150.50"	"    44.35"	"   132.50"	"   49.50"	"    25.54"	"   148.51"	"   173.58"	"  231.48"	"     4.43"	"   115.00"	"     0.00"
"lncRNA_38285"	"ptg000007l"	" 4015444"	" 4807025"	"+"	"   586"	"    18.25"	"    77.00"	"     6.25"	"   387.83"	"  166.33"	"    56.00"	"     0.50"	"    11.50"	"    26.30"	" 10079.50"	"  252.18"	"    22.88"	"   35.50"	"   164.00"	"    15.50"	"    5.50"	"   23.00"	"   166.00"	"     5.00"	"  398.00"	"   237.00"	"    12.57"	"     0.00"	"    12.59"	"    11.00"	"    34.58"	"    50.00"	"   13.25"	"  760.00"	"    29.64"	"   229.00"	"   926.99"	"   60.00"	"    32.09"	"    94.83"	"    83.00"	"   21.05"	"  3291.00"	"    53.00"	"   278.00"
"lncRNA_38286"	"ptg000017l"	" 6316045"	" 1989903"	"+"	" 19533"	"    33.00"	"   124.35"	"   763.11"	"     5.17"	"   29.86"	"    10.00"	"     0.33"	"    22.00"	"    30.00"	"   200.00"	"   41.50"	"  7574.50"	"   10.25"	"     4.50"	"   960.00"	"   79.07"	"   33.00"	"    99.81"	"     0.00"	"   35.50"	"     0.00"	"     4.53"	"  1499.08"	"  1967.00"	"    48.50"	"     9.00"	"    41.67"	"    5.49"	"    8.00"	"    39.50"	"    29.25"	"   226.00"	"   47.00"	"   202.15"	"    46.00"	"    25.17"	"  558.09"	"    72.00"	"    51.00"	"    10.00"
"lncRNA_38290"	"ptg000002l"	"10591524"	" 7242445"	"+"	"  1409"	"    65.50"	"    60.05"	"   610.00"	"    86.37"	"  324.50"	"    15.33"	"   476.00"	"    20.00"	"   856.00"	"    95.00"	"  178.00"	"    71.33"	"   13.50"	"    12.69"	"    34.33"	"  380.52"	"    0.00"	"   110.00"	"     0.00"	"    4.00"	"    19.65"	"    62.00"	"    37.67"	"    67.00"	"   184.00"	"     0.00"	"   376.00"	"   22.68"	"   22.07"	"   119.00"	"    18.00"	"   323.30"	"  130.00"	"    42.09"	"    85.97"	"   668.00"	"   55.70"	"    11.67"	"   191.50"	"   101.78"
"lncRNA_38291"	"ptg000025l"	"13973627"	"19035709"	"+"	"  6539"	"    44.00"	"     0.00"	"  2168.66"	"    23.00"	"   24.00"	"   268.00"	"    55.33"	"    81.95"	"   654.00"	"    39.67"	"   97.00"	"    53.36"	"  402.00"	"     3.92"	"   370.75"	"   27.00"	"    0.00"	"   160.53"	"     7.50"	"   11.52"	"   449.85"	"   359.00"	"  8465.00"	"    98.75"	"    17.67"	"    35.00"	"    40.00"	"   49.00"	"   30.31"	"  1057.66"	"     7.50"	"     4.00"	"  480.00"	"    13.33"	"   201.00"	"   221.00"	"    0.00"	"    10.21"	"    25.49"	"   220.00"
"lncRNA_38292"	"ntLink_8"	"20275743"	"14547682"	"+"	"  4510"	"    23.00"	"   100.00"	"    20.50"	"    61.24"	"   43.09"	"     2.00"	"    44.00"	"     8.00"	"   140.58"	"  9258.58"	"   77.00"	"   419.00"	"   50.00"	"    37.50"	"    19.95"	"  119.00"	"   16.00"	"     0.00"	"    89.00"	" 1174.00"	"  1149.67"	"     1.50"	"   229.00"	"    24.91"	"   103.00"	"   105.25"	"    35.40"	"   74.00"	"    8.98"	"    21.00"	"   194.67"	"    49.65"	"    0.00"	"    10.33"	"    91.67"	"    48.94"	"   16.00"	"    34.00"	"   423.00"	"  2517.00"
"lncRNA_38293"	"ptg000017l"	" 5407800"	"11320325"	"+"	"  6209"	"     0.00"	"    27.67"	"   497.86"	"   391.00"	"   42.25"	"    19.81"	"    27.61"	"    55.17"	"   101.23"	"    21.00"	"   90.00"	"    12.00"	"  184.42"	"    86.06"	"   128.00"	"  395.33"	"   16.83"	"    26.00"	"     9.00"	"  209.83"	"    33.00"	"   580.75"	"     2.74"	"    74.10"	"   106.00"	"    64.93"	"    16.81"	"    7.50"	"   49.00"	"    24.00"	"    45.05"	"    13.50"	"  181.50"	"   120.93"	"   105.00"	"     9.00"	"   68.00"	"    69.60"	"   112.20"	"    16.00"
"lncRNA_38294"	"ptg000017l"	" 5286534"	" 9535980"	"+"	"  1651"	"    24.37"	"   746.50"	"     0.00"	"    33.33"	"  173.00"	"    48.00"	"   479.00"	"    16.43"	"     7.50"	"    67.00"	"    0.00"	"    12.67"	"   60.15"	"    17.17"	"     2.00"	"   19.00"	"    0.00"	"     1.28"	"    46.71"	"   65.00"	"   191.98"	"    20.00"	"   116.31"	"     4.00"	"    66.00"	"   468.27"	"   495.00"	"    2.00"	"  112.75"	"   111.00"	"   167.00"	"   105.10"	"    7.33"	"    51.90"	"    41.50"	"    67.34"	"   56.00"	"   116.00"	"   145.25"	"     0.00"
"lncRNA_38295"	"ptg000002l"	"  261341"	" 5428465"	"+"	"  3004"	"    20.00"	"    27.00"	"    41.00"	"    78.37"	"  278.66"	"    27.00"	"   332.00"	"    79.65"	"   303.67"	"   117.92"	" 2304.50"	"  2162.00"	"   20.45"	"    45.00"	"   359.00"	"    3.50"	"    7.00"	"   253.00"	"    46.75"	"  198.76"	"     5.17"	"    24.00"	"    91.00"	"     5.00"	"    56.00"	"  1162.00"	"     0.00"	"  549.50"	"   45.00"	"    46.07"	"    29.00"	"    20.00"	"    0.25"	"  2959.25"	"   199.50"	"    31.00"	"   14.00"	"  6087.00"	"   360.50"	"   150.00"
"lncRNA_38298"	"ptg000017l"	" 5206892"	"34481026"	"+"	"  1419"	"    19.41"	"     5.00"	"   110.46"	"    98.00"	"   45.03"	"    37.00"	"   776.00"	"    18.50"	"   148.00"	"    46.60"	"  237.13"	"    46.67"	"  116.38"	"    11.00"	"    29.17"	"   18.25"	"   20.00"	"     0.00"	"     5.00"	"   15.70"	"     6.00"	"    22.00"	"   274.00"	"     2.25"	"    16.00"	"   232.00"	"   218.00"	"    0.00"	"    0.00"	"   106.04"	"    45.33"	"     7.17"	"   78.67"	"    29.61"	"   195.00"	"   633.00"	"   27.00"	"    20.79"	"    45.50"	"     6.50"
"lncRNA_38299"	"ptg000023l"	" 4964134"	" 8196132"	"+"	"  1123"	"    54.99"	"    20.16"	"     0.00"	"   103.33"	" 2071.00"	"   155.00"	"    63.67"	"   447.00"	"   647.50"	"   208.00"	"   30.00"	"    43.33"	"   93.10"	"    29.00"	"   284.50"	"   59.00"	"  149.65"	"    20.00"	"   251.00"	"    0.00"	"    38.61"	"    25.00"	"   238.00"	"    57.00"	"     1.58"	"     4.00"	"    75.00"	"   46.39"	" 1196.50"	"    51.65"	"   551.00"	"     7.00"	"   23.50"	"    12.00"	"    69.50"	"    24.89"	"  577.00"	"  2883.00"	"   702.33"	"    16.00"
"lncRNA_38301"	"ptg000008l"	"24279235"	"20621479"	"+"	"  7704"	"    15.80"	"     2.50"	"     4.00"	"    18.63"	"  425.00"	"    11.44"	"   509.00"	"     5.76"	"     7.75"	"    45.00"	"   54.00"	"   227.50"	"   27.00"	"    10.12"	"     0.00"	"   20.79"	"  385.00"	"    19.63"	"   676.00"	"    4.13"	"   425.67"	"    67.41"	"   389.00"	"    10.00"	"    57.00"	"     9.49"	"    41.00"	"  132.25"	"  152.16"	"    26.92"	"    23.58"	"   155.50"	"  445.00"	"    31.00"	"   132.00"	"    30.11"	"   61.55"	"   181.61"	"  9921.73"	"   102.00"
"lncRNA_38302"	"ptg000001l"	" 3488673"	" 3682005"	"+"	"  8273"	"    11.00"	"    38.00"	"   179.00"	"     7.50"	"   54.74"	"    21.45"	"    24.00"	"    65.00"	"     0.00"	"     1.00"	"   40.00"	"    44.00"	"   13.50"	"   347.00"	"    23.50"	"   57.20"	"   47.06"	"     1.00"	"    23.00"	"   10.75"	"   104.50"	"   109.50"	"    19.68"	"   161.50"	"     7.33"	"    33.67"	"    40.00"	"   49.00"	"    3.00"	"    78.00"	"     9.00"	"   105.30"	"    2.00"	"    17.00"	"    49.00"	"    33.37"	"  280.66"	"   482.58"	"    18.67"	"    27.37"
"lncRNA_38303"	"ntLink_8"	" 2651494"	" 5710669"	"+"	"  5866"	"    38.00"	"    92.00"	"   109.00"	"    45.50"	"  113.00"	"    89.68"	"    34.00"	"   134.92"	"     0.00"	"     4.50"	"   13.42"	"    12.00"	"   32.80"	"    50.00"	"   129.00"	"  116.67"	"    0.17"	"    10.49"	"     4.35"	"    7.50"	"     0.00"	"   108.00"	"    20.00"	"    21.14"	"  1803.11"	"    35.00"	"    30.79"	"   17.02"	"  216.00"	"    19.67"	"    51.61"	"   940.00"	"  100.60"	"    16.29"	"    21.00"	"   157.00"	"   17.53"	"    40.50"	"   109.00"	"   469.57"
"lncRNA_38304"	"ptg000026l"	"14134673"	"  500820"	"+"	" 10601"	"    56.00"	"     2.00"	"   269.56"	"    24.50"	"   31.00"	"   333.10"	"    34.50"	"   105.50"	"    47.58"	"    81.50"	" 1768.00"	"   137.83"	"  292.00"	"    14.00"	"     6.00"	"   70.00"	"   12.67"	"    50.50"	"    67.60"	"   92.60"	"    20.50"	"   834.00"	"   631.00"	"     3.00"	"    40.50"	"   308.66"	"    22.07"	"  821.30"	"   21.67"	"    23.99"	"   127.92"	"     4.77"	"   18.00"	"    65.50"	"   217.00"	"    38.33"	"    6.00"	"    27.25"	"    33.00"	"    19.03"
