,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Species,Sample_ID
peve_POR.216,0.05085524204535891,-0.049770870592069305,0.01443173283303576,0.050883631984241326,0.0029663654330798284,-0.12476161156152941,-0.03393895982360245,0.09027870974747738,0.0819754711142309,-0.024689328965442413,-0.16413335313955865,0.24591465099045007,peve,POR.216
peve_POR.245,-0.11519937334970043,0.04143975376103469,0.22960739744714329,0.11336267749707372,0.17569166817411844,-0.038895772547867975,-0.324352704980386,0.13472326961183229,0.08573991877794672,-0.02893795410585419,-0.06653048284908361,0.12840200549836872,peve,POR.245
peve_POR.260,-0.07546269498111755,-0.02825464495670822,0.09880782937230954,0.10152860273825182,0.047699507544781014,0.09618571749941426,-0.21017565612400632,0.09729450491857743,0.06687587788810455,-0.015590362024095812,0.025053372413038233,0.22325135716083702,peve,POR.260
peve_POR.262,-0.07757664342172708,0.029624731171683308,0.10397509215819789,0.16023864248152528,0.12401497666626385,-0.030709074130082618,-0.2538529067921676,0.0956679298234445,-0.012936213197002649,-0.1275027627151983,-0.028757941417647318,0.22021300132991176,peve,POR.262
peve_POR.69,0.18348375724150515,-0.15573011937823597,0.04646484128888582,-0.052840833973969416,-0.09367400442622882,-0.1497001260022543,0.22934538460215326,0.06431193794471321,0.03265457782916368,0.06310922687806698,-0.009862697765440624,0.08881603463474824,peve,POR.69
peve_POR.72,0.2301116749628392,-0.22736776029432346,-0.03561933070060268,-0.00014355404719460673,-0.03913856764201799,0.028274520149459942,0.20893498307365607,0.13253261277620268,-0.053593417693318796,0.06864429366870191,0.05358987308622904,0.040391999271439924,peve,POR.72
peve_POR.73,0.09169665214361168,-0.17056608557697997,-0.06310130762851669,0.025892696836694006,-0.18983920563122322,0.03288075969827475,0.20191536117180142,0.003686394564521795,0.027920796713303494,0.056533178111692256,0.1284606400962202,0.2396191594006919,peve,POR.73
peve_POR.74,0.16801895486567756,-0.15909941416485623,0.099185215454014,0.10620243898353526,-0.0628126708236668,0.06350556298452757,-0.07316484387798201,0.21368084838197451,-0.022903513911148154,-0.016193381105063943,0.03765328135949867,0.2378222282660838,peve,POR.74
peve_POR.83,0.2440945067618167,-0.2816475706504406,-0.037984040559279245,-0.03919700200753646,-0.09203576417457436,-0.07310148201446946,0.3863370834189089,0.08892206892295458,-0.008885213799014937,0.11607325326893762,0.057347754435516006,0.06852701340489438,peve,POR.83
ptua_POC.219,0.026870380991944193,-0.19279299837561942,0.0676288984794944,-0.08769647745581896,-0.0674107364411055,-0.029508148555704574,0.24931324755014211,-0.12027276174145668,0.0077719467032757086,0.07766792250337058,0.21374642021597678,0.31226575430207665,ptua,POC.219
ptua_POC.222,0.04626395594199188,-0.2536490102621589,-0.10358783300066547,0.16542381713343862,-0.04638433651513146,0.020823137034742093,0.2512375317848048,0.02879012248287093,0.01773957491986445,0.04619053316888561,0.11882456471898066,0.25076775772670756,ptua,POC.222
ptua_POC.255,0.08104811076036884,-0.19843068945953768,-0.25315734503895454,0.0694358648923235,-0.14965506518367902,-0.1363212659647186,0.4217017552965678,-0.19215326307995673,0.008159144360986822,-0.01639907827626731,0.03595155008022819,0.3194471669178942,ptua,POC.255
ptua_POC.259,0.05582415975947561,-0.0013108093741016702,0.001622182671774394,-0.23124766500289337,-0.07413619629858922,-0.039413494992428744,0.16003751452874151,-0.1930227307496702,0.024693071397107268,0.05933233652950885,-0.011763356128498168,0.1269452183879425,ptua,POC.259
ptua_POC.40,0.012543285088995604,-0.25859940343241866,0.09042778686509209,0.43247738006876113,-0.0024980906249786232,0.04009877260971942,-0.011763356638361588,0.26647961650367474,0.01372605571134172,0.006610061844892016,0.2286277189557777,0.16350600189035966,ptua,POC.40
ptua_POC.42,-0.28200254146577963,-0.30905901789876294,0.21886107030287066,0.618511000369162,0.2733593014682258,0.009160908147992359,-0.019337087770149603,0.1702035523068109,-0.020732578510265113,0.019913498467524313,0.477636439658319,0.10613920793733303,ptua,POC.42
ptua_POC.52,0.0057862776181355205,-0.18013284939809562,-0.6735793404015725,0.2005183454415637,-0.012273413625512843,0.7268489585809859,-0.07711068328981215,0.130062607943628,0.032789800931355896,0.08392821002672723,-0.050447564054566844,0.23752709221883228,ptua,POC.52
ptua_POC.53,-0.011137792473991605,-0.27929257870233104,0.30134665268038424,0.24153073020060195,0.0035143439577732345,0.03518070771571268,0.001314301356529581,0.20419992058940473,0.01826359804079707,0.06612672348183914,0.3478899635237864,0.2887683918059692,ptua,POC.53
ptua_POC.57,0.07213665991348366,-0.20058085006963086,0.1992899001017542,0.25303849013085683,-0.021388851616796746,0.061632961525421665,-0.09721704517762575,0.2403303835924643,-0.03328304646859551,-0.02576519507921034,0.1921672793215913,0.2506195365867253,ptua,POC.57
