Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-filtering_result_passed_filter_reads	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
POR-245-TP3_R2_001								88.9207895564205	48.0	133.1563842045694	135	18.181818181818183	18551669.0
POR-245-TP4	35.700199999999995	0.943645	4250517650.0	33851614.0	0.439706	98.52941167909921	12.084459285018522						
POR-245-TP4_R1_001								72.41235298650707	43.0	133.05717369931017	135	18.181818181818183	16925807.0
POR-245-TP4_R2_001								72.31607141200487	44.0	133.06016392600955	135	18.181818181818183	16925807.0
POR-260-TP1	35.2962	0.939793	4274520783.0	34080304.0	0.448385	98.1649143175995	9.951140347557153						
POR-260-TP1_R1_001								71.60432347785873	44.0	133.451006716372	135	18.181818181818183	17040152.0
POR-260-TP1_R2_001								71.40476674287667	44.0	133.46340631233807	135	18.181818181818183	17040152.0
POR-260-TP2	46.822399999999995	0.934839	4261917038.0	34291674.0	0.479528	97.75323350998562	12.576142032134927						
POR-260-TP2_R1_001								86.30571476122323	48.0	133.02148690670512	135	27.27272727272727	17145837.0
POR-260-TP2_R2_001								85.6312447996086	47.0	132.8636198396147	135	27.27272727272727	17145837.0
POR-260-TP3	45.4508	0.939197	4230448882.0	33801034.0	0.470218	98.30935191745944	11.13953398953497						
POR-260-TP3_R1_001								82.64561468029744	47.0	133.33734618887695	135	18.181818181818183	16900517.0
POR-260-TP3_R2_001								82.16994736109862	46.0	133.17616029142778	135	18.181818181818183	16900517.0
POR-260-TP4	46.7736	0.941782	4834934519.0	38548148.0	0.466367	98.37775832075926	11.603036295302008						
POR-260-TP4_R1_001								82.9309092350328	46.0	133.1692130060308	135	18.181818181818183	19274074.0
POR-260-TP4_R2_001								82.53419766780095	46.0	133.1810954445853	135	18.181818181818183	19274074.0
POR-262-TP1	46.7181	0.941503	5019955118.0	40058584.0	0.462646	98.2800240630192	12.062113404338213						
POR-262-TP1_R1_001								81.83539329255619	46.0	133.09082877218026	135	18.181818181818183	20029292.0
POR-262-TP1_R2_001								81.60294840329789	46.0	133.10359612311808	135	18.181818181818183	20029292.0
POR-262-TP2	42.3913	0.941165	5152682086.0	41043464.0	0.461502	98.14935684357265	10.365337797317354						
POR-262-TP2_R1_001								77.60450789483386	46.0	133.38516549187955	135	18.181818181818183	20521732.0
POR-262-TP2_R2_001								77.17930957707762	46.0	133.38874525795387	135	18.181818181818183	20521732.0
POR-262-TP3	46.3388	0.939696	5298554665.0	42307322.0	0.471698	98.15869453618903	10.881145010705334						
POR-262-TP3_R1_001								82.63313479970282	47.0	133.34131831837524	135	18.181818181818183	21153661.0
POR-262-TP3_R2_001								82.26739741805363	46.0	133.2057702446872	135	18.181818181818183	21153661.0
POR-262-TP4	46.4745	0.940987	4304898792.0	34381908.0	0.473714	98.24434693451501	12.558251121360698						
POR-262-TP4_R1_001								82.82141183334043	47.0	133.04850248566774	135	18.181818181818183	17190954.0
POR-262-TP4_R2_001								82.34213320752787	47.0	133.06235936644353	135	18.181818181818183	17190954.0
POR-69-TP1	49.7895	0.938861	5460975506.0	43604244.0	0.473235	98.45033927968188	10.376055432803142						
POR-69-TP1_R1_001								85.76994454945321	47.0	133.47332869708737	135	18.181818181818183	21802122.0
POR-69-TP1_R2_001								85.47837856698666	47.0	133.3108746478898	135	18.181818181818183	21802122.0
POR-69-TP2	48.1235	0.938503	4944555070.0	39471378.0	0.475759	98.04809867601682	9.461142289279339						
POR-69-TP2_R1_001								84.9617036916512	47.0	133.5866791881449	135	18.181818181818183	19735689.0
POR-69-TP2_R2_001								84.43711448474576	47.0	133.36158930149335	135	18.181818181818183	19735689.0
POR-69-TP3	50.625600000000006	0.938374	5186052646.0	41580962.0	0.48311	98.26195217452356	12.954215290595556						
POR-69-TP3_R1_001								88.45766484389407	48.0	132.99105513720437	135	27.27272727272727	20790481.0
POR-69-TP3_R2_001								88.17528873078444	47.0	132.82411445891992	135	27.27272727272727	20790481.0
POR-69-TP4	49.233	0.938616	4272901752.0	34190622.0	0.480949	98.2584685821173	12.117198408029102						
POR-69-TP4_R1_001								87.21965381057862	48.0	133.13483972300943	135	27.27272727272727	17095311.0
POR-69-TP4_R2_001								86.97592138677075	47.0	133.14619008686066	135	18.181818181818183	17095311.0
POR-72-TP1	44.7941	0.943304	4050168097.0	32228420.0	0.450596	98.18228655973667	11.141728615730056						
POR-72-TP1_R1_001								76.7717142195977	45.0	133.21527378630412	135	18.181818181818183	16114210.0
POR-72-TP1_R2_001								76.64252889777741	45.0	133.2268085124868	135	18.181818181818183	16114210.0
POR-72-TP2	43.756099999999996	0.94336	4280636464.0	34325504.0	0.466012	98.40816487077629	15.225453307366						
POR-72-TP2_R1_001								75.22687349174244	46.0	132.1659031721719	135	18.181818181818183	17162752.0
POR-72-TP2_R2_001								74.93857886274051	46.0	132.2142158786656	135	18.181818181818183	17162752.0
POR-72-TP3	45.8204	0.94191	5104626353.0	40721338.0	0.464318	98.17001388413966	11.880669300776676						
POR-72-TP3_R1_001								83.15018513787508	46.0	133.07547654745528	135	18.181818181818183	20360669.0
POR-72-TP3_R2_001								82.76004137804995	46.0	133.08801778566314	135	18.181818181818183	20360669.0
POR-72-TP4	41.306799999999996	0.937128	5573843571.0	44712556.0	0.460452	98.30688330907866	12.277810232169951						
POR-72-TP4_R1_001								79.88042717873311	46.0	133.00903459869303	135	18.181818181818183	22356278.0
POR-72-TP4_R2_001								79.51550638200956	45.0	133.02781071160413	135	18.181818181818183	22356278.0
POR-73-TP1	51.4948	0.939975	5030943433.0	40044510.0	0.478208	98.29610955217663	8.676372011523602						
POR-73-TP1_R1_001								87.75873040382321	48.0	133.76582313031176	135	18.181818181818183	20022255.0
POR-73-TP1_R2_001								87.3328181602409	47.0	133.54115053474246	135	18.181818181818183	20022255.0
POR-73-TP2	52.0068	0.939457	5353498709.0	42846324.0	0.481058	98.30875166588548	12.424041082771184						
POR-73-TP2_R1_001								89.67665151973044	48.0	133.080833445595	135	18.181818181818183	21423162.0
POR-73-TP2_R2_001								89.22553766030684	47.0	132.90683994267513	135	18.181818181818183	21423162.0
POR-73-TP3	55.428399999999996	0.940279	4766594454.0	38122660.0	0.492576	98.17599058894788	12.84915070302187						
POR-73-TP3_R1_001								91.72344085419238	49.0	133.07805856149596	135	36.36363636363637	19061330.0
POR-73-TP3_R2_001								91.3634746911053	48.0	132.86174275352244	135	18.181818181818183	19061330.0
POR-73-TP4	50.383900000000004	0.937889	4609152503.0	36835532.0	0.47768	97.9803596304724	9.972011563723207						
POR-73-TP4_R1_001								87.2833820022464	48.0	133.54346922422621	135	18.181818181818183	18417766.0
POR-73-TP4_R2_001								86.68972111625044	47.0	133.27857553407944	135	18.181818181818183	18417766.0
POR-74-TP1	44.0152	0.939622	4516809725.0	36021762.0	0.459744	98.24569911078082	10.05449451269244						
POR-74-TP1_R1_001								80.08457552714367	46.0	133.4382949951199	135	18.181818181818183	18010881.0
POR-74-TP1_R2_001								79.74487290771197	45.0	133.452106368367	135	18.181818181818183	18010881.0
POR-74-TP2	50.8181	0.938225	4423206473.0	35439978.0	0.483141	98.1821062003036	12.58407817694111						
POR-74-TP2_R1_001								87.51043908786613	48.0	133.1354868222548	135	18.181818181818183	17719989.0
POR-74-TP2_R2_001								86.99905979914948	47.0	132.90881918719023	135	27.27272727272727	17719989.0
POR-74-TP3	46.4107	0.933881	5386568459.0	43404490.0	0.477532	98.02293734326422	12.963969773033979						
POR-74-TP3_R1_001								85.42437937740144	48.0	132.96365394455734	135	18.181818181818183	21702245.0
POR-74-TP3_R2_001								84.14942824083822	47.0	132.80387729472227	135	18.181818181818183	21702245.0
POR-74-TP4	52.1418	0.937111	4816117852.0	38681110.0	0.487129	98.24507032423143	13.428146079826858						
POR-74-TP4_R1_001								89.60906791650284	49.0	132.85047848937117	135	27.27272727272727	19340555.0
POR-74-TP4_R2_001								89.02952523336894	48.0	132.86592277212313	135	18.181818181818183	19340555.0
POR-83-TP1	43.7232	0.939733	4452259031.0	35675540.0	0.467452	97.90187721229509	13.427153790859728						
POR-83-TP1_R1_001								79.52998864068331	47.0	132.79211846548083	135	18.181818181818183	17837770.0
POR-83-TP1_R2_001								78.93409285804677	46.0	132.80146503738976	135	27.27272727272727	17837770.0
POR-83-TP2	46.8222	0.94045	4750760694.0	37900582.0	0.473901	98.27091989814	10.939475273497512						
POR-83-TP2_R1_001								83.87021692118613	47.0	133.38441045575502	135	18.181818181818183	18950291.0
POR-83-TP2_R2_001								83.52014370149148	47.0	133.17950832522837	135	18.181818181818183	18950291.0
POR-83-TP3	52.8555	0.941296	4665442479.0	37225884.0	0.485112	98.0577725554126	11.73528343857907						
POR-83-TP3_R1_001								89.23313031723072	48.0	133.23076566831833	135	27.27272727272727	18612942.0
POR-83-TP3_R2_001								88.5717759652928	48.0	133.04855610682074	135	18.181818181818183	18612942.0
POR-83-TP4	52.1991	0.937964	5794548027.0	46415116.0	0.480506	98.55138007895047	11.981819879654447						
POR-83-TP4_R1_001								88.79896885810827	48.0	133.2002890610033	135	18.181818181818183	23207558.0
POR-83-TP4_R2_001								88.58705432743918	47.0	132.9890103043155	135	18.181818181818183	23207558.0
