gene_id,ACR-139-TP1,ACR-139-TP2,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP2,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP2,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP2,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP2,ACR-186-TP3,ACR-186-TP4,ACR-225-TP1,ACR-225-TP2,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP2,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP2,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP2,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP2,ACR-265-TP3,ACR-265-TP4
FUN_001212,2663,3762,3443,2302,2632,3629,1304,1074,2059,3076,3141,3891,1000,2056,1730,1501,1601,3704,864,1960,1096,3878,2080,784,1975,4509,1848,679,1918,3605,3779,1354,1017,4632,2402,1090,1271,3468,1506,1947
FUN_001395,5971,7095,11998,7421,5159,7269,6780,4684,3112,6852,7896,5775,4753,5747,7908,3061,3209,10255,6167,9022,2319,6447,7393,2898,5540,12804,8295,2299,3847,6325,9013,3491,2352,6288,7467,3608,7090,9091,7223,4495
FUN_001462,1300,1422,1073,857,664,908,540,571,374,1273,1350,1095,324,611,630,232,834,1559,605,900,405,955,1333,324,801,909,906,475,472,921,1476,600,411,1272,1273,334,361,1253,908,560
FUN_001472,3487,5237,4251,3535,2748,2234,4163,2468,2267,3746,3872,3214,2473,2184,4536,3171,2212,3962,3597,3670,2792,1881,4105,2268,4462,3012,3614,2597,3133,1942,4643,3338,2298,2506,4522,2539,3445,2654,2783,3383
FUN_001503,5320,4109,3212,4741,8918,820,668,802,3118,901,8020,12981,7864,2268,2573,4108,1359,4386,1182,5297,5780,1354,782,3607,10395,663,5632,6257,27667,1276,3553,9694,12006,2365,4968,8127,11080,5070,5393,3823
FUN_001545,22021,27304,3394,11297,18950,1926,1884,2307,4362,6297,19512,27371,17518,6054,5795,5335,2587,41408,3682,12466,51381,14295,5588,23748,27307,2812,16279,19852,55588,2176,5685,20965,30492,7462,20981,26584,30282,17544,21346,5329
FUN_001628,21314,26289,16792,21473,21595,13024,13908,19408,11548,32913,24690,26822,20192,18579,20499,16217,15822,23643,11228,20112,17084,12039,22452,13639,20256,17197,17965,14110,24075,12990,30854,15610,15049,18407,27900,13012,21714,20097,20661,15751
FUN_006802,546,963,776,194,106,407,209,341,124,396,1099,212,62,407,354,64,0,435,283,345,187,693,1374,220,500,998,1062,110,144,638,1086,339,118,1088,1553,123,169,875,536,125
FUN_007645,6288,8705,3931,3391,2008,5190,3887,2657,681,7960,10735,6749,891,5120,4105,740,412,10897,3630,4832,2381,13798,9749,882,4049,10732,8745,704,1589,7415,10298,1475,1104,10138,9292,706,1135,10944,6659,1036
FUN_007857,863,1300,1214,511,688,884,855,712,479,1687,1240,932,305,820,1129,225,257,1983,726,841,713,1175,1059,369,673,1564,1134,479,680,764,1377,938,440,1347,1526,577,836,1327,864,582
FUN_007914,793,612,719,900,1044,554,1289,414,780,623,912,1162,527,402,813,736,414,537,785,718,642,827,824,830,1031,887,664,666,764,774,861,1823,558,1076,719,1295,998,1003,848,1407
FUN_007951,2359,4849,3017,1329,1615,8995,6793,2236,1212,12739,8119,3085,490,3470,4052,1128,1011,11904,6305,3257,1507,11568,6305,1111,2326,6863,3076,732,1090,8831,9721,2365,1540,13274,7355,1389,1172,11375,3357,1437
FUN_008061,1784,2458,1783,1046,675,1813,1191,786,671,3211,2216,1055,337,1481,1274,358,763,2909,731,889,260,2964,2197,161,509,2973,1693,187,354,1066,2753,415,240,2217,2378,318,286,2092,1107,484
FUN_008194,7089,11465,7067,4621,2854,7047,4265,1786,1516,10018,11163,7611,1395,5357,7244,1643,836,14002,3699,4656,4002,10170,12443,2278,8256,19883,13007,1146,3882,6799,14149,4442,2688,9926,14740,2628,2503,10322,7853,2740
FUN_008245,15612,55836,12426,7442,1753,37011,3817,790,1474,33158,2772,8238,685,17233,6901,2444,3119,53175,2131,2893,3803,17842,11315,1787,14656,24395,8701,2334,1902,15134,16210,7982,2983,16931,12814,2173,544,11196,12749,4419
FUN_008308,3500,7727,3823,2203,1967,4572,2967,2266,1016,10912,4943,2786,868,4221,3131,897,1052,8486,1714,2451,1008,5457,4639,799,2254,9770,5856,363,1407,3222,7175,1176,581,4569,5452,655,1007,8415,4140,1009
FUN_008515,1976,2673,3161,1657,1654,1605,2889,1982,1044,2610,1900,1941,1214,1553,2814,1096,1157,2910,2353,1691,1278,2846,2499,898,1636,2965,2162,1239,1399,1497,2405,2002,1016,3090,2518,1686,1967,3125,1801,1834
FUN_008878,648,1174,1318,359,362,1279,680,274,164,1507,1726,674,284,1331,1146,246,309,3234,654,542,219,1877,2061,329,559,2439,2373,134,220,892,1987,431,215,1204,1807,181,164,1443,654,315
FUN_009441,5630,8325,6993,9393,8128,2922,9089,3389,2622,10457,4859,6126,2202,2407,4635,3954,1403,4200,4698,7979,5820,4438,8955,6482,6708,6246,6570,2856,7279,3432,5485,7673,4325,5614,7119,5708,10889,9495,6948,7645
FUN_010610,1575,3455,340,884,2032,86,102,144,368,149,287,3616,324,80,85,125,280,991,16,560,1317,268,141,242,1087,234,403,588,1451,142,72,390,924,282,1099,1062,1438,602,1634,437
FUN_011416,1940,2262,1751,1627,669,2351,1373,639,152,3031,3031,1649,228,1624,1304,254,228,3206,1713,1711,248,4075,2051,347,910,4878,2471,155,353,3317,3447,627,251,4264,2590,318,339,3652,1327,294
FUN_012105,4110,5028,3274,3259,1308,5751,2215,1537,1491,4019,8425,4805,653,1299,2451,748,851,5357,2843,3032,1046,3039,2728,847,2332,8777,4610,521,2033,7294,9637,3099,1594,19379,8668,2415,802,5061,1909,1156
FUN_012675,16397,17634,25158,15717,16786,16943,44646,17741,12456,21580,21087,22487,6958,12698,30779,15127,4412,25656,43138,20165,10316,33641,19680,11121,12466,39360,15601,7483,13188,32903,19031,22798,7211,48143,15567,16743,23496,39083,14833,23185
FUN_013559,8390,14842,7596,6043,2993,14244,8204,3631,2745,13283,21285,8309,2736,7527,10311,2351,1965,17572,5734,5575,2491,16209,11501,2160,5081,28013,14166,1784,3589,16855,22729,4070,2324,15930,15914,2591,2292,19521,9359,3392
FUN_014530,10220,13022,11517,10186,7415,6885,14266,4983,5229,13410,9983,8387,4061,7253,9612,5261,4535,16765,14753,9920,5489,15474,12055,4840,9485,19067,11740,5258,6515,8950,10672,7989,4026,12924,10538,5259,6885,15672,9040,6674
FUN_014542,7263,8572,6051,6562,5721,8906,16833,6920,4758,13057,11851,11592,3406,6233,10280,4657,2082,17365,19359,10742,4088,16274,8120,4189,4539,18216,9208,4921,5918,13228,11939,7801,3053,22867,9479,6844,9538,20659,8459,8365
FUN_014626,12915,15924,9554,13057,5553,15522,15203,5061,4555,23136,18675,14180,3478,10980,8930,3769,2502,19115,13673,11502,4130,20374,10593,4139,7024,28227,13754,3432,4227,19755,21038,6994,3359,37561,14184,5585,5622,30988,9456,6117
FUN_014755,620,877,487,280,316,874,526,222,285,1041,1090,579,208,501,521,179,292,1461,428,363,184,873,732,127,381,1214,715,278,273,770,1136,302,158,1159,868,280,337,1173,454,283
FUN_014983,3222,5087,3358,1560,1795,3720,3619,1889,783,6760,6777,2875,1042,2871,4056,1110,1007,7481,3284,1945,1040,6250,3871,716,1686,10565,4952,587,1093,4369,7570,1477,792,9103,5811,984,1064,10425,3166,1400
FUN_015263,3186,5427,1950,1904,1628,4696,1711,1121,1303,6234,5191,4042,908,2323,1351,554,1965,6497,1430,1909,661,2384,3321,733,1759,3809,3082,1111,1037,2722,5585,1387,655,3871,4124,681,621,3123,2379,1316
FUN_015977,3035,2368,1054,2894,1316,3469,2083,2639,1059,3162,2085,3317,1443,2347,1575,1018,710,3198,1626,3380,841,3999,2096,1563,1245,2143,1309,685,1133,2267,2920,1239,694,3562,2115,964,2314,3526,1808,925
FUN_016049,753,2207,6823,747,710,1553,6818,139,1126,2127,12647,383,396,2068,7771,159,399,1306,4844,251,38,155,10573,5058,46,289,9030,3990,105,128,10170,13290,28,202,11302,9208,114,209,8641,8670
FUN_016101,406,735,711,241,318,405,1124,341,186,416,799,500,135,434,716,186,237,736,720,291,382,963,772,147,743,2177,1353,333,303,598,751,388,364,1090,1016,312,248,1037,638,353
FUN_016130,1792,1922,1203,934,724,1272,1383,800,205,1840,2431,1800,289,1023,1285,202,231,2159,1258,879,387,2604,2048,282,870,3119,2408,395,695,1350,2774,847,388,2707,2457,472,402,3075,1681,600
FUN_016131,4607,8343,6649,4352,3642,5465,8021,3612,1500,6359,10415,6913,2509,4509,9050,3197,685,7443,8267,4592,4746,7518,10844,3171,4987,10989,8384,1738,4104,6824,13237,5225,2990,9511,11690,4058,2959,8916,7281,3222
FUN_016339,7343,10014,7050,7408,7794,12530,13911,3613,7956,12491,13005,11925,5188,9969,12502,8902,3209,15039,12126,9047,5508,22372,11459,6282,10206,25324,9862,5912,7128,14995,15463,10629,4294,19453,9257,8450,8766,15095,6675,8688
FUN_017756,3822,6782,2750,2792,835,5039,1880,1320,771,5725,4121,1767,1072,4616,2742,631,1098,7161,1818,2782,631,5912,4596,807,2165,7775,4400,640,744,3709,6490,1091,692,5223,4603,556,406,4827,2654,916
FUN_017784,2119,3072,1084,1453,609,2209,999,718,326,3577,3236,1779,472,1810,1504,287,393,3148,1007,1459,406,2807,2400,500,1066,3060,2496,472,527,1736,3731,723,468,2214,2579,455,368,2951,1666,885
FUN_022682,1304,2245,1889,841,1315,2092,2340,1215,805,3602,3305,1607,767,1749,2773,1004,974,3155,1802,1016,897,3324,2398,651,1200,3476,2323,663,1063,2252,3573,1238,869,4048,2780,1039,1130,3549,1750,1266
FUN_023134,46039,64608,27237,14441,15279,40794,14419,4018,5969,54768,7590,24541,3912,39783,18845,8563,17037,40332,9422,10646,18953,40390,37132,13006,58393,33488,27744,9575,6731,28677,42641,22035,12340,38015,59772,9305,4038,30457,37336,16651
FUN_023213,766,683,646,487,667,412,525,348,359,483,736,600,423,518,659,299,127,386,314,355,582,721,818,497,748,503,655,405,789,639,932,636,348,827,918,331,956,833,812,426
FUN_023551,8215,10047,4477,9767,9954,11108,4463,7467,4111,8766,6471,16352,2924,5847,3539,2704,2558,8985,2622,6732,4850,9498,2556,2408,6370,11689,4749,3113,15692,8679,6091,4256,4684,13740,8426,6991,10896,14092,6887,5142
FUN_023758,3548,5746,5124,3529,2653,6905,6172,3102,2765,7122,8136,4891,1545,2802,5287,2104,1970,9421,5976,4251,2307,3907,5520,1686,3116,6943,5407,1317,3488,6473,12001,3600,1932,7645,7336,2631,3044,8849,6167,3405
FUN_024127,1252,1657,1314,901,876,786,556,377,315,1060,2214,915,485,889,698,539,1191,2377,652,618,1186,527,1129,369,1872,718,1532,420,823,1240,1828,1172,731,729,1188,388,418,986,1451,836
FUN_024775,2074,3639,1432,1150,255,1735,446,348,433,3725,2802,809,290,1445,652,160,368,2941,179,1149,120,2587,1626,163,600,1860,1470,114,114,861,3847,184,73,1280,2452,85,80,2669,939,237
FUN_025109,3254,4084,2513,2905,1633,3082,2399,964,639,6111,5015,2983,856,1961,1756,938,592,4170,1578,2306,1289,5035,4548,1073,1898,4120,2416,712,1137,3321,5433,1435,904,5801,3820,1270,1203,5829,2563,1511
FUN_025410,1282,1810,1005,866,474,522,698,302,198,735,803,1305,210,279,530,115,118,1858,1273,838,847,1433,888,735,959,1501,1059,1362,1097,483,683,912,658,2468,1500,1368,524,901,673,942
FUN_025975,1094,557,340,1185,132,243,270,649,50,358,543,132,175,496,389,117,91,319,188,622,96,816,520,55,650,1078,791,144,28,529,386,123,200,1744,1076,116,177,1179,643,178
FUN_026173,878,1473,604,1288,406,1786,532,609,291,1242,2351,1587,117,817,403,128,0,696,565,465,106,413,440,135,533,1455,899,142,588,1947,2565,868,271,1479,1159,226,192,1685,926,306
FUN_026306,782,1054,1229,411,505,943,640,289,336,569,1500,832,199,432,772,176,312,1254,604,308,506,427,601,298,651,1346,1334,559,646,737,2136,642,519,641,1290,561,509,587,436,502
FUN_026388,2703,3188,2746,2275,1884,3635,1986,1103,1105,3704,4716,3867,1232,1970,2087,1233,1404,4142,1648,2473,1762,2298,2612,1518,2746,4439,3173,941,1573,4190,5437,2026,987,3696,2979,1743,1251,3807,1686,1572
FUN_026486,1864,2750,1085,1854,526,2357,600,486,361,2628,3151,2006,320,1346,676,195,133,2284,492,1522,590,1613,1120,232,1176,3018,1685,177,502,1955,3423,448,296,3277,1724,241,331,1633,814,331
FUN_026489,725,1116,1355,724,2075,1239,4004,2645,1194,2987,1418,1439,714,455,844,702,383,788,866,589,1097,1647,1383,872,1290,2136,1386,1379,1331,1361,1486,2057,857,2005,1282,1697,2782,4024,2312,2211
FUN_026539,5910,5551,8873,4849,3635,5343,7464,3882,1877,5748,6723,5290,3344,3500,5716,2566,1227,6860,5857,4963,2768,7114,7862,3705,5589,9611,8318,1911,3310,3943,7722,5681,2480,4351,4766,3666,3124,7255,4100,3395
FUN_026626,2765,4490,4848,3224,2620,3124,3200,1761,2564,3311,5095,4936,2530,2944,4883,2724,1860,3488,2727,5827,5277,1276,7573,2897,9532,3662,9269,2930,4273,3141,5667,7172,3549,3107,8214,3008,2109,2825,3913,2425
FUN_028275,2697,4182,1737,795,2025,1251,289,59,2112,294,1919,3542,2999,6919,11243,5968,2698,7223,10075,21020,8613,2883,1785,1248,4471,1530,1951,696,3260,936,886,1702,1846,1018,783,521,3907,111,662,320
FUN_029195,1579,2572,890,1129,637,1492,901,684,226,1833,2337,2003,411,1263,1120,351,90,2496,880,1193,872,3184,1965,859,1841,3977,2132,204,858,1761,2171,993,330,3227,2257,561,565,2292,1220,389
FUN_031938,3320,2129,1409,3548,827,967,729,1048,1253,1538,1600,3120,516,777,448,352,500,1020,480,1619,707,1452,1659,812,1278,1258,1327,252,948,1563,2148,986,531,902,1159,323,673,1418,1078,403
FUN_032155,1143,2121,1146,580,290,1415,978,504,123,1353,1959,1047,161,657,810,192,278,1119,436,361,413,1306,1121,253,832,2032,1310,312,321,1391,1866,477,310,1705,1597,324,443,1824,865,324
FUN_032193,1644,1975,1067,1277,788,1887,934,988,573,1808,1391,1143,366,924,772,455,379,2301,1670,1496,428,1419,1074,468,1159,2891,1441,396,720,1487,1599,758,507,2766,1566,759,711,1725,1023,597
FUN_032394,6234,12455,7522,5733,3837,4721,3936,2523,3218,7815,12631,5769,3650,5076,8666,3316,2900,12519,3549,5346,2328,6410,12274,1960,4902,11759,12637,2303,3605,5392,13846,4361,2335,7154,15353,1683,1728,8460,8048,4448
FUN_032993,44783,57744,65682,39466,37727,49966,96856,53877,22072,98579,57120,42457,18552,40490,77681,27213,28309,113637,98260,53477,17430,127450,57407,15109,24987,180359,63091,20809,24981,58898,67216,29022,12680,88676,51207,19641,35155,125772,47261,37329
FUN_033694,844,1401,880,423,932,1701,1430,794,462,2096,1656,1371,453,789,1214,487,329,1751,890,736,507,1746,1020,366,808,2711,1220,585,659,2039,1766,812,515,3004,1204,599,736,2949,957,673
FUN_034000,1120,2253,1567,1817,630,967,715,416,708,1322,1414,1192,824,791,1250,898,1235,1871,1189,1186,2079,1079,2642,1553,3250,2417,2187,1192,1636,1272,1164,1475,1503,1232,1735,1093,553,963,565,516
FUN_033999,9416,14215,5240,9684,5936,6289,3244,4010,6114,9198,5495,6638,8656,8614,5953,7246,10766,8741,2578,12365,3236,2706,3967,2220,12291,9033,7025,3255,6225,6547,5163,4997,4901,9056,7836,2288,3643,7418,2448,2030
FUN_035010,1181,1581,1051,693,883,756,1760,405,355,2134,1689,772,118,769,1158,457,118,1549,1528,548,483,2408,1432,341,778,2869,1643,180,474,1884,1497,1072,403,3176,1309,586,477,3309,1008,1145
FUN_035182,2285,3497,1320,2247,2171,2742,1293,1136,1461,4091,3540,3160,873,2398,1386,869,221,2865,811,1935,1950,931,1633,1158,4112,2397,2760,870,3005,1889,4144,2528,2511,2879,3763,1859,2547,2283,3625,1771
FUN_035742,2512,3343,3980,2269,2341,4529,8843,2647,2233,5461,4675,3725,1230,2494,4323,2212,1016,6572,6647,2821,1277,6606,3451,1220,1923,8637,3518,1237,1937,5524,5323,3032,1009,6912,3321,2922,2884,7850,3462,2640
FUN_035821,504,2506,1395,140,324,1421,1500,143,62,1247,1215,253,73,805,1920,156,38,2423,1009,149,485,2038,1053,191,615,4461,1215,183,189,2309,2007,659,404,3622,1278,557,72,3193,796,464
FUN_036101,9464,10096,20746,7706,2572,8119,20240,982,705,8734,15424,2080,3550,11065,16572,922,621,9309,14623,3686,180,4120,20191,10999,1233,9072,28938,4345,738,5404,22309,16804,519,6014,32781,11840,489,5062,20187,6710
FUN_036757,679,899,641,475,445,1060,1033,402,312,1108,1596,953,159,564,866,178,97,1611,909,508,332,1372,1128,247,568,1621,1095,157,419,1463,1467,646,216,1887,1207,352,318,1299,690,326
FUN_037944,2433,3150,1195,2094,988,2781,1127,953,730,3809,3509,1866,806,1831,1283,811,757,3120,985,2428,676,1972,1827,927,1323,4096,2171,439,707,2617,3948,1724,561,4769,2753,892,1181,3964,1758,1096
FUN_038285,1351,1713,864,721,355,1718,769,362,886,880,2283,1222,251,562,1013,335,430,848,618,489,385,2240,1205,263,478,1949,1020,991,771,2264,2395,849,331,1796,1289,468,768,1106,603,624
FUN_038422,2101,3190,2392,1593,1634,2365,2819,1301,1309,2717,3745,2177,1038,1715,3052,1041,859,3404,2010,1276,1367,2695,2583,935,1490,2100,2081,912,1635,2125,4377,1531,922,2540,3592,1395,1848,3481,2300,1875
FUN_038476,650,1322,735,558,258,271,422,422,170,891,363,131,99,156,209,91,147,1010,311,305,174,340,378,103,344,963,693,225,166,226,369,181,184,539,783,224,275,788,482,270
FUN_039701,1122,1568,1501,1166,1290,1538,1612,1529,1280,1572,2312,1843,756,813,1639,669,1214,1807,1502,1103,1222,1514,1891,1061,1927,1533,1682,1696,1520,1557,2345,1822,1035,2255,1948,1475,1582,1559,1531,1331
FUN_039889,1512,2615,2720,1064,5054,287,594,285,1937,809,1031,4696,711,221,853,1931,790,260,586,3434,5022,639,2008,3420,8807,799,1532,6841,1154,919,2286,3520,2308,466,852,4166,1993,86,305,2693
FUN_040206,3316,2645,1919,2225,997,1479,2285,2112,379,4424,2901,1018,677,1814,1987,634,843,3802,1874,2703,420,2984,2900,367,1009,6761,4422,564,410,1937,3204,506,352,5010,4430,378,471,3856,2715,637
FUN_040328,1999,3299,971,1192,315,3465,840,817,511,5308,3306,1956,460,1373,667,303,448,5126,744,1449,173,4979,2080,236,705,6173,2179,208,427,2892,4100,401,270,5904,2695,287,162,3885,1186,460
FUN_040987,872,1085,865,667,546,546,1099,582,80,1465,578,640,172,346,575,231,219,1317,818,600,93,234,182,56,703,2379,1192,424,224,515,719,314,219,1099,742,281,521,1651,848,509
FUN_041674,1351,1737,814,793,540,2294,719,486,517,3509,2396,1556,408,1255,713,356,366,4677,825,1199,236,1665,999,312,888,3402,1726,410,447,2255,2905,505,285,3857,1851,294,272,3423,808,428
FUN_041848,8537,18996,5997,6038,2653,15656,4773,1511,1731,24685,4331,8968,1538,7046,5243,2612,1163,21657,3036,4739,6830,17141,9787,4587,11774,14052,6678,1589,2569,11829,16930,6513,3200,16668,12619,2942,1350,11379,8476,4094
FUN_041850,7097,9481,4473,6884,2812,8333,3842,2282,1328,9384,10644,10834,1649,6856,3822,1320,531,11054,3427,7807,1856,15913,7148,1645,5360,16372,7785,872,2667,9139,9092,2881,1388,16780,10276,1710,2206,12556,5246,1662
FUN_041901,540,886,433,316,281,685,363,369,90,1363,1320,732,115,537,531,162,160,1308,334,562,229,786,895,153,424,793,661,103,184,750,1278,205,152,994,1157,170,167,1103,720,119
FUN_041944,17739,36830,15956,7520,5501,15642,9401,3475,3345,27724,17225,6130,2276,15670,16367,4343,2264,23622,6950,9403,2558,18699,21242,2726,9256,21116,12612,1344,2867,17375,25800,3297,2364,23378,18570,1335,1915,16219,10075,4348
FUN_041950,2093,3369,911,1107,388,1468,583,545,238,1838,2447,1712,169,1339,737,235,138,2236,490,757,293,2019,1447,196,795,2647,1775,337,358,2065,2559,508,166,4352,3034,403,132,1632,1023,504
FUN_041965,3165,2922,2031,3544,1969,2422,2341,2912,910,4991,4078,3433,1166,2542,1736,675,635,3795,1528,4299,1140,2203,3265,924,3919,4108,4511,705,1418,2560,4074,1296,1113,4506,5115,1050,1806,4399,3586,1280
FUN_042594,547,920,476,270,224,816,607,217,99,1127,1604,379,133,500,589,147,115,1474,625,525,185,567,649,77,346,1602,1059,66,182,1027,1736,260,137,1347,1195,120,183,1706,941,180
FUN_043118,7251,12131,6659,5160,2834,9510,3225,2742,4254,11775,10663,4745,3366,9066,7467,2589,4869,21290,3233,7180,1519,8198,9189,1662,3598,11327,8813,2025,2269,5864,15699,2264,1093,8967,12696,1306,1601,7280,4942,2847
FUN_043148,3183,4192,2261,2130,1140,5300,1652,878,1180,4144,5995,3866,841,2371,1718,720,952,6148,1635,2194,724,5422,3304,834,1808,8126,4261,855,1193,5030,6638,1341,797,7205,4196,1037,691,3890,2046,974
