compound,POC-52_TP1,POR-245_TP3,POC-255_TP3,POR-69_TP4,POC-53_TP1,POC-222_TP1,ACR-145_TP4,POC-255_TP1,Metabolic-PBQC-1,ACR-265_TP3,POC-42_TP3,ACR-229_TP1,ACR-186_TP3,POR-245_TP4,POR-216_TP1,POR-245_TP2,POC-219_TP3,POC-219_TP4,POC-57_TP1,POR-69_TP2,POR-216_TP4,POR-83_TP3,POC-222_TP4,POR-260_TP4,ACR-225_TP1,POC-40_TP4,POR-72_TP1,POC-57_TP3,POC-42_TP4,ACR-244_TP1,ACR-186_TP1,POC-57_TP4,POR-72_TP3,POR-260_TP3,POR-73_TP2,POR-260_TP2,ACR-173_TP1,POR-73_TP1,POR-83_TP4,POR-262_TP2,POC-53_TP4,POC-52_TP4,ACR-173_TP4,ACR-139_TP1,POR-262_TP4,POR-73_TP4,ACR-225_TP3,POR-260_TP1,POC-259_TP1,POR-236_TP1,POR-74_TP2,ACR-237_TP4,POR-74_TP1,POC-42_TP1,POR-83_TP1,POR-69_TP3,ACR-139_TP3,ACR-265_TP1,POC-40_TP3,ACR-237_TP1,POC-259_TP3,POR-236_TP2,POC-40_TP1,POR-72_TP2,POR-72_TP4,POR-216_TP3,ACR-145_TP1,POC-259_TP4,ACR-229_TP3,ACR-244_TP3,POC-201_TP1,POR-69_TP1,POC-222_TP3,ACR-186_TP4,ACR-139_TP4,POR-73_TP3,Metabolic-PBQC-2,ACR-173_TP3,ACR-225_TP4,ACR-150_TP4,POR-74_TP3,ACR-237_TP3,ACR-145_TP3,POR-74_TP4,POR-245_TP1,ACR-150_TP3,POR-262_TP3,POC-53_TP3,ACR-244_TP4,POC-255_TP4,POR-262_TP1,POC-219_TP1,POC-201_TP3,POR-216_TP2,POC-52_TP3,ACR-150_TP1,ACR-229_TP4,POR-83_TP2
Valine,644752.46052109,966190.608672209,963988.402018865,965895.506917077,,465968.170801266,1064815.88305347,464315.7148862,1080403.24567662,3557332.61380393,3732152.48320332,,2236003.66089565,1065635.78572423,252676.817674409,1152728.19623481,2637595.33187823,2333359.45749149,959790.592170732,261702.823133531,2681773.3799244,1580362.98401288,1506810.06666749,3178296.99237454,645132.931090014,618616.351182628,1760738.23555689,3223264.03770469,794763.909396191,547516.281562624,704424.625012645,61411.1312034854,1363626.23870194,1303283.42997217,1239316.45953832,1239941.65789247,657603.338503399,1122616.6949279,5155475.69439616,1062532.47493296,2312979.13236297,722681.402634521,2019998.10903402,372704.430248049,590181.220177359,3155779.62885227,5585942.03298996,418673.222847266,2221532.35672004,416154.841109871,1306462.56840022,,264879.521478128,1547328.54558906,256992.304450206,1339339.6149173,4231780.74701922,585099.999709676,2087252.03668402,351857.232004853,1929891.99838254,1016527.06370267,152870.180005473,72384.0005520138,1139375.7126355,6410457.2977132,152610.633158806,649141.645315978,733593.073581656,1462906.25640552,303027.726897317,,715212.477055489,1096586.80776977,6300020.67232155,1323173.73638448,1119372.04993031,4497870.32460512,,422760.926509127,842326.250305925,1018008.75458779,2608471.59208217,1229033.14000636,181883.569133582,671233.192420842,724121.842322686,1190355.2597262,,2892729.07114685,722036.621724095,600325.08877024,2577607.27620485,3343178.81807631,1414679.93925396,289969.483613915,481970.984345897,815311.228220746
Indole,27438.5722141131,12048.9468287407,42961.7364311842,19652.5828885729,14093.050670603,23014.5317160223,47970.4405929628,29608.1175399234,25857.4963618042,33059.240112251,90042.0623725578,,36380.6142611217,13554.0718186608,20240.0351374005,10292.4453618925,47475.1026473544,106825.74173853,45556.7134209705,11948.1091850552,14624.5290382104,11032.1256932757,50950.7226199779,31539.7208799851,11111.7334347974,27214.3366719574,6324.30472133776,32949.5634881599,48451.8806532866,12484.1462130654,61169.9861736837,27108.3669945941,11481.8870624916,33086.6301614,8681.58588482016,20422.8626549674,13793.2914127564,12076.6334849132,25084.5863012571,11277.1495043174,42997.5403244088,76080.9677023868,22300.0594475407,13340.2116420042,17267.8658545234,51235.1464686728,22965.1445515367,10164.2599297104,62167.7629618877,,6965.82201940464,18491.2968243476,49094.157409033,90932.042321896,8529.74119962674,13576.6590379923,30274.7668830939,7865.7305121805,45050.2323883727,19653.1744967442,16627.4026341011,7323.40693226225,18543.1153968207,193157.178387985,,36086.1942677758,10588.919527793,34686.0383743141,15424.6042854598,11529.7973842937,34395.823123668,,28944.6329533193,11447.6187348408,123822.448937018,,32833.7511343179,42755.0121178017,15202.5865906893,12925.9110383898,10261.8451403706,15313.2142405806,17340.6249558553,36138.800862764,,16470.1360175831,15100.1895842033,25970.8565010613,17302.8596245449,34571.3349501419,9520.99104887477,22147.1269360354,56072.9836876911,213354.611546925,43934.0487752231,,118653.124519986,28505.0379642805
Threonine,10859552.8460102,4129103.8252695,12902364.2987835,5071918.99826473,13688695.6938898,8050381.91333049,2426255.27254152,9593746.48884763,7168394.40150782,5998184.31199714,29606076.2892136,9857526.87410911,6710631.27640891,2309796.44139159,6065802.38502376,6085189.88803505,19888728.994012,14436352.2678068,13561980.631648,3793616.87667025,5949385.94947168,2765610.93872205,14715723.6423785,4048639.08299193,3613171.65504322,8195174.31229112,3057578.20551222,10169987.9935193,17576874.2311842,3016117.7817024,7874844.37175067,22240877.0921421,2683601.29994331,5266677.16179779,3162750.26911606,2179507.24379516,2089749.00881597,3027789.01203817,9990187.99854971,2913177.67491298,13171841.5878869,12562967.2061655,3302699.64097025,2915157.61894177,3897851.47555869,17588210.1617008,11524949.9111983,2528064.89733824,27711096.525753,2191030.4489213,1010795.30547674,9897117.1765445,1572873.69866473,32138694.4437245,3381789.97257365,3135134.02534098,5377358.8817933,1696966.13226611,17628262.0548175,3719178.13138899,5742454.3940284,1938429.33864659,3016541.53005128,5808797.67706617,3682375.95847131,20957957.209723,2502159.36588823,9897904.98706146,3172577.93595592,2501803.15918852,10573159.8516884,8007088.03754774,7485359.32145991,2466636.12700801,26343062.1190831,3276220.55020122,7904373.69494914,6329833.78499643,9047665.77228373,3065504.52533331,2276336.27072626,2780166.58716526,3855476.79116889,3395712.09822297,4828431.46925374,3142905.63319202,4395624.89734627,13401842.2673855,7880120.46979193,13218873.3594851,7654278.68351041,11838138.7808758,26598980.3288354,9116396.31040752,14762043.686952,1599251.39500706,5433987.35549623,1318178.24589249
Cysteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niacinamide,16719418.4492617,13385557.7757531,13243199.0574132,3007124.95512715,19870286.0329809,11080569.6977406,,22779368.4270894,3424711.31823666,,17161721.9675802,795844.042802673,,,236913.506025227,1243226.01918942,21204281.2541685,18235921.2848851,26674334.1884542,783641.662218237,430467.362560436,1384496.09194708,9433343.72206283,869350.145922714,340566.934637568,13780590.1973316,1963012.24256207,7061431.27744451,27168440.7810079,824292.773549609,,25647616.0958435,,360501.953298486,448212.442048999,,292657.090948898,256341.986239495,,2801360.38277276,18832863.394898,23676465.9892242,,235717.31442578,2045472.25266979,,,7534388.31479286,1719797.70307057,,706888.035166901,1680510.85711758,,10731665.7701767,5555225.19168771,253926.527483287,,267485.032454297,11156894.4343649,1120564.02790853,4868773.91099244,319550.429801803,4726254.54071932,2783954.42929686,905650.777998284,,340395.419400002,21158980.4117077,,,14003837.6199699,8165587.14974187,13624993.763557,,,1282515.08734916,2005578.7121099,,317338.056640605,,,,,250297.23519879,1186589.94470281,,800672.127646693,18122622.3479062,581494.802681195,7626166.88667733,,12288465.2486072,17859399.027757,,20248941.344349,305282.299675183,1807629.7644726,1771141.58141449
Taurine,443104.659293998,24327.8057982844,223095.157407839,60507.6664404678,282581.838598522,298197.857292045,31814.27243778,545694.209352117,183925.008791578,30352.862363798,507001.761240014,38059.5875094767,47989.6827842324,,57317.7682214811,40976.5061538674,337049.881779255,237137.865970756,419973.520038226,49343.8310982356,38648.0981567029,50235.6170969862,240179.088618243,19427.1283824579,73149.6030182144,223735.065875636,57792.9252598503,247786.014356818,903533.562253911,57008.2631543444,45511.6610321787,564899.140118208,18468.9338179566,29833.5406718258,16889.7155246193,23213.1543207467,12954.1688520325,8169.78362872657,33055.6422724895,32178.1870960959,442663.048548521,789087.659512337,29366.4319426686,28290.1151561052,8682.49010283331,30098.3142560704,84482.457107755,33705.9384653493,452523.840359853,,29075.6613302382,131277.95679267,18844.1299411474,699785.656110874,19849.9831087561,43884.2034660769,45534.4431338024,18996.2589390682,320112.073689563,23089.0453900399,564673.850984864,24949.9963902037,80834.7842444605,609222.092015107,35031.4950822788,81067.0932402185,17409.1490180306,787722.158239281,52001.171022979,31944.9073276049,225490.517569365,50999.8701481176,249247.053300104,37980.4409176354,83104.9170663375,12985.9835728768,158693.999979227,41034.6417934441,159245.662899243,24221.8568119397,23218.4782459068,64684.3638902737,35065.3099248959,12618.6287486274,26882.7440765537,36749.2160170188,28036.8379142681,332150.799374016,71573.6666392161,415018.62846434,40729.4593586296,224020.672980468,244215.086653528,64629.9281038669,1318424.1525155,18015.3544061812,54364.4396708981,26838.2621055084
1-Methylhistamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imidazoleacetic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,6-Dihydrothymine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyroglutamic Acid,130107.285243797,719699.201812502,174272.746914181,755883.073779114,155882.027740248,81858.2499536247,225691.585206446,122076.782399288,480460.684496604,268437.30947538,990884.452646683,91271.7762895401,438425.371470233,360155.242521602,861155.26676249,996895.575529531,290892.824384802,163510.184169269,161233.256447455,495476.880951394,1739688.9085739,864592.492601598,346948.45842865,1909970.49162661,155880.838454011,87067.6280904394,1812278.40611191,237010.055050987,313428.542768229,123723.734175973,202870.437649265,127507.915872844,893176.712247637,712851.455296049,1245970.14756918,1683233.79294701,249288.833280297,897801.767481408,1239042.35661151,1903512.9109947,379833.332096741,234948.123167303,284866.752280963,204711.813690802,692428.145193888,2170523.81464934,341886.733046622,1480760.13503246,768681.272349476,183503.115243083,1255744.29995008,224175.070737723,305482.015912392,365953.350046002,662673.659893674,764933.155670354,425965.983030121,192353.348791787,311245.827559052,127836.038958022,179840.421059913,620577.720552293,50665.6658684658,732467.45877623,1953526.50092719,2251175.96775378,193065.994317507,118564.202684966,138471.097956567,461815.358476836,88077.4772124331,696755.281420821,180273.109040573,178201.918647519,338156.626141572,1046069.61334911,435528.929225237,487378.202108956,412942.039634345,129769.801678241,857225.931152151,271902.487158439,286471.619884761,1115980.34571608,384112.038250597,209616.003150256,764030.786223752,337466.037596177,458528.334067361,200592.140049753,665307.372145381,87973.6648506581,238443.595060555,1276245.64407753,455270.488215504,78105.6772409475,942921.428983715,589641.86188759
Pipecolate,428969.820547679,853983.052494915,187710.66377791,462028.872610396,112613.319601145,192153.971332129,153172.835310084,341132.765606724,261804.782704115,256267.954819847,251922.90228421,3271061.55992537,907909.830876545,573981.717852657,365391.947794027,408191.16312685,288541.873182953,267820.400827445,419995.185814936,198336.202727258,379062.505704656,600573.558050936,140912.969667775,539616.090915557,686883.929404615,272406.02027582,383749.150958421,143574.797274847,327335.706883852,1091464.51242053,816911.094217354,54566.3134868021,348606.434302922,416251.140424948,318689.659617113,569472.027392079,599580.588147077,338719.1034026,1090907.30460826,761836.186096995,274303.17415554,512108.73452571,875716.662082776,779204.561156061,324796.352086585,784793.065098571,429384.068251515,964399.682119017,260576.318686197,369497.16204591,385032.621740048,600039.447275393,269649.89357609,438367.420139514,371576.126354683,248079.352395485,651496.855414278,250424.901792881,138749.17186139,815709.671315669,73712.6032747608,644879.359241494,140268.181638647,240173.32121238,550949.282982779,641112.641826539,379772.102314075,199607.229245465,662695.836171974,519701.680677682,336197.154341998,481468.535812152,418037.207357934,869074.140549251,1332917.55319446,378824.039349288,274533.892430028,596900.835486302,566254.459850881,654412.310380349,545507.253391405,567920.965128224,179473.087404129,622078.8994938,313352.891502901,598980.709696653,619301.060504192,180934.516821961,225896.511070373,206627.82796652,688430.016072753,353537.390707797,235680.918717508,740724.889329091,216427.634436447,324905.278886656,675315.447031654,403399.947656198
Agmatine,1179542.91593148,61423501.6274187,2701585.19571834,174804700.368405,1006335.9132584,1033718.2543732,77566855.5105531,1266302.55321754,141416943.605124,33180221.6283315,1511350.01928047,146534343.083178,207176995.829936,52030032.4315764,240552946.981399,137956256.088745,2343210.7296062,912116.765018506,6054939.9261806,127411371.102025,131464543.676279,37658863.0939561,3107636.7890943,105239834.08943,59337123.654313,766361.865918282,55160731.9330593,26781516.7875545,1523618.25426605,38649718.8781301,146599429.985092,31050085.8036394,50820658.067076,195644880.215301,87419283.7418788,54130900.4254156,80463986.0886955,74263226.9680996,104535619.853533,105017722.092751,1472655.72762227,6842521.95983635,146985373.920801,112625851.771487,87868098.7464216,344917735.824519,332196920.264459,56256284.8994798,1694010.99326777,59053522.2986574,30426786.45122,219190066.681098,44213311.8550207,2079831.29862003,82393124.2127269,41838423.2822788,204347810.734744,35767974.2988459,1735011.64124409,92417584.7473895,1324981.42730628,30036956.9616303,4614211.12820641,137043109.218818,91275008.9298344,255533016.381069,68072344.7038104,934798.037842709,125337743.702957,75955502.6791836,2237419.35663867,170137897.751487,1176947.31061521,76816956.541027,426271128.200384,91577326.2094342,161887007.038648,261998693.51399,198964334.629618,144613149.661736,69481860.3564048,83129340.5285645,105611007.387561,271556709.589134,65318548.1220251,116400459.600439,137053407.872167,1465678.0003406,146829787.104947,1944347.04423596,181457663.387261,2340960.30567257,1316616.60333,304527599.931254,3236195.75095634,73764748.2018165,190519433.861461,15869768.0405314
N-Acetylputrescine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creatine,1331804.25841073,24500.7376625111,72963.0232577112,175856.710311174,1072968.47034236,132288.874993717,109751.368548376,156655.501751065,2764200.64032855,98875.6416903121,145105.83580027,14255463.2922023,768699.636154796,34676.1927591843,233617.800978914,100172.046218207,107016.95365003,10660063.1082364,203568.381452391,82812.7941020761,34229.1694615866,15536.3523313147,168047.324432341,27712.3005591909,13970087.4629306,7553166.16986786,30513.8340378311,147414.564337669,24515821.48477,655089.497709998,710628.386331157,10380470.6026805,92300.5904897614,19822.4204648324,44877.8791424722,37908.3467682472,617617.05087438,34215.5849528196,20507.6634474868,28222.4723528487,23478557.7451242,14628533.6538552,711216.023152617,551763.968014614,146313.947451839,163019.015890418,3104744.99017504,92362.9093419256,394591.20114985,33881.476112029,32612.0408120019,10632543.9716852,86199.2352200642,43839.7992129685,20266.068857892,55148.1989663225,181370.351552272,320115.584424012,191720.288348861,2492256.12267017,159198.295058967,28225.6494321004,476646.142703301,6032488.7388264,148155.461408875,42628.2615205754,104864.431472925,380023.004760056,5587083.1367713,454814.331583037,941089.335656844,176030.06604336,105713.559042629,555786.047375886,1133844.67277005,52303.9180329098,3001238.35528816,1062262.77112573,14304706.2160914,8462829.17651128,36839.6289677672,4093828.28941124,108644.532134366,38158.5983401197,3757426.52999177,6271954.15299937,29866.6993953601,381277.581266049,1785411.83945655,819957.034970113,1322676.55132237,78537.5483549718,964507.420953736,43027.0014443565,1979713.41338476,3109224.3434316,32479835.3383897,51871.6342410244
Hydroxyproline,2202666.18617134,693781.179157932,3791333.11098549,3095643.34253996,3698578.82171119,2237689.3718902,894286.961652363,4879255.2673882,2369437.95460513,1582619.94035698,2890244.66203379,4164303.94478093,3341378.75277628,1131265.74551798,475289.526179087,470556.714050589,2914581.24775709,5249533.74052598,2491636.20915205,372478.198877233,349401.632163335,535673.849903787,2106423.36711235,683979.831604897,2444047.88248405,4945579.9078623,1378515.98505807,1122694.61541043,11872875.9566603,3140593.91299667,4928697.92509018,6963553.87593098,1112660.79639844,403180.579081904,1127952.43500713,549204.897488851,3196615.88571767,1705838.75139247,626760.862080706,1038138.33204698,11758568.0320478,7670396.52688825,4212251.92474232,3454481.50002548,373988.41432321,1425359.14323376,2505763.41523917,943482.418996457,2599699.44931659,230380.334185808,2033267.90900454,5157800.77992037,971217.594548745,1802030.09499901,532314.651598903,475280.580715677,1801549.61497105,1053163.54539475,1531220.96897588,2578823.40407987,1958370.4609341,398626.068385933,1132638.73717114,1303030.02649934,2059738.37954188,718838.815077415,2073365.97784676,3509527.57050075,3327713.14157509,6328817.2851438,1398655.636276,1121610.8590697,3790458.5423414,2881309.45401592,3774681.76622088,705967.253058277,2499918.59924265,3336053.2476301,7299991.90644756,2945766.56174283,2435674.58978249,2029676.93120775,1212558.45877824,1931076.88792377,587361.080292381,3716659.31526855,664946.650526884,2603705.45952685,7456816.41924767,4205329.47914589,571891.476154425,2350548.92859965,3355990.09884707,521572.942790733,2140321.45154702,1034732.50436021,3425433.11812479,206065.274395933
Aminolevulinate,79236.6336531676,,88781.0215109267,72544.5493845372,153509.863205023,63663.5715352365,,113947.501505125,149866.691606033,45832.1486225816,81872.0352382535,479313.448124693,126605.031541098,,,,83508.3718471336,400615.067219416,111036.409752571,,,,37789.6249106749,,425267.549914711,314929.96862693,,,894142.581996947,94442.6997706371,136170.073228167,441027.599278229,,,,,90137.3616683862,34391.5526147016,,,852873.326303551,580555.925801562,113027.425247999,119415.528541962,,,140488.265802553,,81268.0251090941,,43705.673859012,395469.814638386,,47734.6342177119,,,44674.124403327,,42426.3253787672,117796.99146198,38252.4083929528,,44947.1999121076,180914.532815125,42684.985406674,,,116717.160948079,237892.775868395,156676.860622698,58377.5407953786,,93841.53612973,105565.396296127,122363.50355704,,132980.789681631,84065.0186766661,566466.057417252,297249.021130309,54147.0643461165,149691.609534319,42832.7743557411,,115810.610742609,240054.623750557,,96597.8043228601,238123.396401563,131186.404181252,,67085.483386872,114073.710894329,,123920.75058021,126088.481146283,901453.149087482,
Leucine /D-Norleucine,41217449.323144,3811298.204539,46554516.2491161,2890751.75054115,7038863.47499155,19863825.1093001,8078306.76378898,20203053.4795349,15790049.8294365,3507323.19411833,69198480.6250187,68430603.0615242,60944672.1154186,2054161.70171785,1113856.59925762,3655029.87603962,49718594.9636221,26752212.9641454,25632099.7248863,2955741.81612065,2555432.44714877,2357504.12063465,58859236.819499,2725908.19946834,29879085.2399278,16756352.7075218,3045204.41041252,25436078.3215561,31970354.1219876,19214798.5665726,36944148.8873532,8431637.00061282,762593.510871788,898436.848093776,1431210.02741662,998666.746798587,17169474.213635,2402288.55965985,4431997.80523565,2362466.07181724,26009964.1840786,37613228.4841734,31885769.2414687,28039053.4093335,2284232.14548867,2616551.62028582,3740458.57400707,974031.629995688,102239073.446031,1634954.64521833,569081.723695487,12155375.0768661,951065.860160486,87612860.3268829,2923921.96769307,944282.251561021,33247279.3300551,11352447.7366382,50643270.5847598,29034951.3603148,23840924.0939681,1685337.7663504,14467641.4399752,6695649.06824837,3077984.74664699,895692.475347126,17152221.6071087,28876868.0129889,13826617.2511893,8309256.59600262,20254508.3322162,1250212.75263746,23661860.4033474,29438566.5226924,180126635.332715,1977453.65065235,16262409.9537386,19213543.7432726,17886998.2047253,20531449.0846281,460215.645254084,13095384.299765,4006048.39231941,1443884.06584636,3325747.36438847,10330010.2665066,1538298.55302318,35621911.8164348,20602010.6211097,49181823.790928,1711848.05439782,29676595.820771,71789373.0450943,1002371.44042062,35620218.9844148,6853858.64979303,35187423.8621554,1366257.47349374
