"","ACR-139-TP1","ACR-139-TP2","ACR-139-TP3","ACR-139-TP4","ACR-145-TP1","ACR-145-TP2","ACR-145-TP3","ACR-145-TP4","ACR-150-TP1","ACR-150-TP2","ACR-150-TP3","ACR-150-TP4","ACR-173-TP1","ACR-173-TP2","ACR-173-TP3","ACR-173-TP4","ACR-186-TP1","ACR-186-TP2","ACR-186-TP3","ACR-186-TP4","ACR-225-TP1","ACR-225-TP2","ACR-225-TP3","ACR-225-TP4","ACR-229-TP1","ACR-229-TP2","ACR-229-TP3","ACR-229-TP4","ACR-237-TP1","ACR-237-TP2","ACR-237-TP3","ACR-237-TP4","ACR-244-TP1","ACR-244-TP2","ACR-244-TP3","ACR-244-TP4","ACR-265-TP1","ACR-265-TP2","ACR-265-TP3","ACR-265-TP4"
"CpG_ntLink_6_3101786","28.000000","20.000000","29.166667","34.375000","7.692308","10.714286","8.000000","4.255319","15.384615","17.808219","17.910448","13.207547","0.000000","4.000000","5.000000","5.263158","0.000000","0.000000","0.000000","0.000000","0.000000","14.285714","5.000000","10.256410","0.000000","0.000000","0.000000","2.500000","14.285714","23.728814","11.688312","23.880597","6.666667","2.941176","22.222222","0.000000","5.000000","8.823529","9.677419","8.333333"
"CpG_ntLink_6_3101800","43.750000","23.529412","23.333333","37.837838","12.500000","21.212121","19.230769","16.000000","16.363636","34.567901","34.117647","30.158730","7.894737","16.129032","16.666667","4.761905","16.666667","13.793103","12.195122","28.888889","15.254237","27.027027","4.545455","21.739130","8.108108","5.128205","9.090909","2.380952","23.809524","42.187500","30.588235","33.333333","16.666667","43.137255","35.714286","25.490196","21.739130","27.272727","24.000000","14.285714"
"CpG_ntLink_6_3101811","43.333333","18.750000","17.857143","39.473684","9.090909","21.052632","18.518519","13.207547","18.181818","33.333333","26.250000","24.193548","5.405405","21.875000","16.000000","5.000000","8.695652","17.460317","13.636364","25.000000","12.500000","23.684211","4.545455","17.777778","13.953488","5.128205","9.090909","2.702703","20.987654","32.812500","30.588235","25.000000","18.750000","38.775510","34.146341","27.450980","28.125000","23.076923","16.666667","22.727273"
"CpG_ntLink_6_3101833","44.444444","30.769231","18.181818","42.105263","7.142857","22.222222","19.230769","14.285714","12.500000","35.211268","24.324324","24.137931","5.882353","3.571429","17.391304","0.000000","5.000000","14.516129","15.384615","22.500000","16.666667","25.714286","5.714286","19.444444","13.513514","0.000000","6.818182","0.000000","22.727273","42.105263","33.783784","25.373134","15.217391","43.181818","29.729730","30.232558","24.137931","23.076923","16.666667","18.181818"
"CpG_ntLink_6_3101837","39.285714","29.166667","19.047619","36.111111","7.142857","21.212121","21.739130","12.244898","12.500000","37.142857","25.675676","23.728814","6.250000","0.000000","18.181818","5.555556","5.000000","14.516129","18.421053","17.948718","10.344828","21.212121","5.714286","18.918919","13.157895","0.000000","6.666667","0.000000","22.388060","37.931034","34.246575","25.000000","15.555556","44.186047","27.027027","30.952381","22.580645","25.641026","18.181818","18.181818"
"CpG_ntLink_6_6723225","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.571429","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.448276","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.083333","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.127660","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_6723357","5.128205","2.702703","0.000000","2.857143","0.000000","2.380952","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.555556","0.000000","0.000000","0.000000","17.241379","0.000000","0.000000","0.000000","0.000000","0.000000","4.761905","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.174603","0.000000","4.255319","0.000000","0.000000","0.000000","2.500000"
"CpG_ntLink_6_6723378","4.878049","2.380952","0.000000","2.564103","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.000000","0.000000","0.000000","0.000000","21.739130","0.000000","0.000000","6.250000","0.000000","0.000000","0.000000","3.571429","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_6723401","8.333333","2.439024","0.000000","2.564103","0.000000","4.651163","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.347826","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.380952","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.448276","0.000000","1.818182","0.000000","0.000000","0.000000","2.941176"
"CpG_ntLink_6_6724275","0.000000","0.000000","5.882353","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9.090909","0.000000","0.000000","0.000000","0.000000","10.000000","0.000000","0.000000","0.000000","16.666667","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_6724280","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_6724336","4.347826","7.142857","0.000000","15.000000","0.000000","0.000000","10.526316","0.000000","0.000000","3.448276","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","8.333333","2.702703","11.111111","0.000000","18.750000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.545455","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_8999320","10.526316","20.000000","15.384615","0.000000","27.272727","40.000000","20.000000","32.000000","2.500000","35.714286","20.000000","17.857143","4.761905","6.666667","7.692308","6.250000","6.896552","4.166667","0.000000","0.000000","16.129032","5.000000","10.000000","0.000000","3.846154","15.384615","12.903226","0.000000","16.666667","36.666667","25.000000","20.000000","0.000000","0.000000","0.000000","4.347826","35.294118","25.000000","18.750000","10.000000"
"CpG_ntLink_6_8999361","6.250000","0.000000","6.666667","9.090909","9.090909","37.500000","30.000000","31.818182","7.894737","40.000000","30.769231","29.166667","9.523810","21.428571","12.500000","27.272727","7.692308","5.000000","6.250000","0.000000","0.000000","20.000000","15.384615","0.000000","3.225806","16.666667","13.333333","3.571429","25.925926","29.032258","28.571429","25.000000","0.000000","0.000000","0.000000","4.545455","41.176471","33.333333","17.647059","9.090909"
"CpG_ntLink_6_10058221","3.846154","0.000000","0.000000","14.285714","0.000000","0.000000","0.000000","0.000000","1.538462","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","18.674699","0.000000","0.000000","0.000000","0.000000","0.000000","2.564103","0.000000","3.125000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058261","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.166667","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.448430","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058269","14.705882","8.333333","6.153846","10.000000","0.000000","0.000000","0.000000","0.000000","7.246377","13.333333","4.878049","21.818182","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.545455","22.321429","10.526316","0.000000","2.040816","11.538462","5.555556","0.000000","2.173913","13.888889","3.225806","17.073171","2.857143","0.000000","2.272727","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058279","8.108108","0.000000","6.944444","3.030303","0.000000","3.448276","0.000000","0.000000","1.219512","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","19.838057","4.761905","2.000000","3.389831","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058300","13.636364","12.500000","7.228916","14.705882","0.000000","0.000000","0.000000","0.000000","7.608696","14.705882","4.255319","19.718310","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","22.027972","14.814815","0.000000","7.017544","11.111111","9.523810","2.040816","7.462687","12.500000","2.564103","20.000000","9.756098","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058302","13.043478","12.195122","7.058824","14.705882","0.000000","0.000000","0.000000","0.000000","8.510638","14.285714","4.444444","19.718310","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.333333","20.415225","7.407407","0.000000","6.896552","10.937500","9.090909","2.000000","5.882353","12.195122","2.631579","20.000000","9.302326","1.724138","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058306","13.636364","10.000000","7.317073","14.705882","0.000000","0.000000","2.222222","0.000000","6.818182","14.285714","4.444444","21.739130","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.571429","20.469799","12.500000","3.636364","9.615385","11.111111","11.111111","1.960784","6.060606","13.513514","2.564103","20.930233","9.302326","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058314","12.765957","12.820513","7.407407","14.705882","0.000000","0.000000","0.000000","0.000000","6.896552","13.513514","4.545455","21.212121","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","21.355932","3.703704","3.448276","9.615385","10.937500","13.043478","2.000000","6.349206","13.888889","2.564103","23.255814","6.976744","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058337","4.166667","0.000000","7.058824","10.810811","0.000000","0.000000","0.000000","0.000000","1.098901","0.000000","0.000000","0.000000","2.777778","0.000000","3.846154","2.083333","0.000000","0.000000","0.000000","0.000000","20.666667","9.375000","4.687500","9.433962","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.666667","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058343","12.500000","12.500000","9.411765","16.666667","0.000000","0.000000","0.000000","0.000000","9.195402","16.279070","2.222222","22.727273","0.000000","0.000000","0.000000","0.000000","1.886792","0.000000","0.000000","0.000000","21.070234","9.677419","4.918033","7.692308","9.375000","13.333333","2.173913","4.761905","12.500000","2.439024","23.404255","7.317073","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058353","12.765957","12.820513","12.500000","15.151515","0.000000","0.000000","0.000000","0.000000","9.302326","16.666667","2.272727","21.538462","8.333333","0.000000","9.615385","6.382979","1.960784","0.000000","0.000000","0.000000","21.052632","6.896552","5.000000","8.000000","10.000000","12.765957","2.325581","4.918033","16.216216","2.702703","22.727273","6.976744","1.785714","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058360","13.636364","10.810811","10.714286","12.903226","0.000000","0.000000","0.000000","0.000000","11.392405","14.634146","2.380952","20.000000","0.000000","0.000000","2.127660","0.000000","2.500000","0.000000","0.000000","0.000000","20.731707","6.896552","1.785714","6.250000","10.526316","14.285714","2.380952","5.000000","12.500000","2.777778","19.512195","7.317073","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058376","16.216216","12.121212","11.267606","16.666667","0.000000","0.000000","0.000000","0.000000","9.375000","12.903226","0.000000","20.000000","3.846154","0.000000","4.761905","4.761905","0.000000","0.000000","0.000000","0.000000","22.580645","3.703704","0.000000","4.761905","10.000000","14.285714","2.631579","5.555556","9.677419","2.941176","20.000000","5.555556","2.127660","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_10058391","8.333333","13.793103","7.142857","9.090909","0.000000","4.761905","0.000000","0.000000","12.765957","10.714286","0.000000","24.390244","4.545455","0.000000","5.882353","6.250000","0.000000","0.000000","0.000000","0.000000","21.839080","0.000000","10.000000","3.225806","13.333333","18.181818","3.125000","7.142857","11.538462","6.896552","24.137931","6.896552","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_12274354","22.857143","29.032258","33.333333","38.461538","25.000000","40.000000","44.000000","37.037037","20.000000","52.941176","28.571429","28.571429","40.625000","65.000000","21.052632","25.000000","35.714286","44.000000","31.034483","32.142857","31.250000","0.000000","6.250000","0.000000","28.571429","44.117647","45.161290","39.285714","40.909091","52.000000","30.000000","47.619048","28.571429","37.142857","44.444444","35.000000","47.619048","25.000000","36.363636","13.333333"
"CpG_ntLink_6_12274374","21.428571","30.555556","30.769231","28.125000","28.571429","31.818182","45.833333","36.000000","33.333333","30.769231","33.333333","36.363636","41.176471","56.521739","30.000000","23.076923","39.473684","45.833333","36.000000","26.666667","50.000000","0.000000","0.000000","4.545455","20.512821","37.500000","27.777778","37.500000","47.368421","44.000000","26.315789","40.000000","30.769231","35.000000","40.000000","28.947368","34.615385","25.000000","40.740741","12.500000"
"CpG_ntLink_6_12274430","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.515152","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_12274433","18.367347","26.666667","21.621622","41.379310","21.052632","30.000000","31.818182","21.951220","20.930233","37.037037","28.000000","37.037037","28.571429","34.615385","18.181818","35.294118","40.740741","24.074074","43.137255","39.024390","58.333333","0.000000","0.000000","0.000000","16.071429","30.000000","27.777778","33.333333","38.709677","37.931034","22.222222","33.333333","53.030303","47.058824","50.000000","56.923077","30.232558","30.555556","39.534884","30.000000"
"CpG_ntLink_6_12274436","20.370370","29.411765","28.888889","32.500000","20.000000","33.333333","31.250000","21.951220","22.727273","33.333333","23.076923","43.333333","35.593220","37.037037","25.000000","37.837838","44.067797","28.070175","38.596491","36.956522","66.666667","0.000000","0.000000","0.000000","17.543860","28.985507","20.754717","32.307692","40.625000","35.483871","36.842105","34.615385","52.777778","45.614035","56.666667","55.072464","30.952381","30.000000","39.534884","29.545455"
"CpG_ntLink_6_12274475","24.074074","26.923077","15.789474","26.829268","15.000000","27.027027","27.450980","33.333333","24.324324","44.444444","24.242424","40.000000","32.558140","43.333333","26.666667","35.294118","22.500000","29.629630","24.528302","17.777778","80.000000","0.000000","0.000000","0.000000","19.148936","25.000000","21.052632","28.813559","46.875000","38.095238","45.000000","23.529412","38.805970","48.484848","56.666667","47.540984","35.555556","25.641026","39.473684","32.432432"
"CpG_ntLink_6_13133237","0.000000","0.000000","0.000000","0.000000","1.960784","3.030303","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.886792","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.882353","0.000000","3.225806","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.857143","0.000000","0.000000","3.846154","0.000000","0.000000"
"CpG_ntLink_6_13133273","0.000000","0.000000","0.000000","0.000000","9.090909","5.000000","0.000000","4.878049","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.166667","0.000000","0.000000","0.000000","0.000000","40.000000","28.571429","14.285714","19.512195","17.105263","17.857143","14.285714","14.583333","0.000000","0.000000","0.000000","0.000000","10.256410","20.000000","13.333333","6.382979","10.526316","3.448276","2.564103","13.333333"
"CpG_ntLink_6_13133278","0.000000","0.000000","0.000000","0.000000","1.851852","2.439024","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","6.250000","8.333333","6.666667","6.976744","1.388889","8.928571","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","8.000000","0.000000","0.000000","0.000000","3.333333","0.000000","0.000000"
"CpG_ntLink_6_13133287","0.000000","0.000000","0.000000","0.000000","3.773585","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","6.250000","2.631579","2.631579","4.081633","0.000000","1.724138","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.166667","0.000000","1.960784","0.000000","3.333333","0.000000","0.000000"
"CpG_ntLink_6_13133995","0.000000","0.000000","0.000000","1.785714","0.000000","3.030303","0.000000","0.000000","3.846154","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","16.666667","11.111111","0.000000","6.896552","8.139535","6.896552","7.936508","13.333333","0.000000","4.000000","0.000000","0.000000","0.000000","6.666667","3.448276","0.000000","0.000000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_13134031","0.000000","0.000000","0.000000","5.660377","0.000000","3.030303","0.000000","0.000000","5.405405","0.000000","0.000000","5.263158","1.388889","0.000000","0.000000","0.000000","0.000000","0.000000","3.571429","0.000000","48.484848","16.666667","21.052632","13.513514","20.779221","23.333333","20.833333","17.460317","5.555556","5.000000","0.000000","11.764706","15.789474","17.647059","9.375000","12.244898","0.000000","0.000000","3.225806","2.439024"
"CpG_ntLink_6_13134039","0.000000","0.000000","0.000000","1.886792","0.000000","5.555556","5.405405","4.761905","0.000000","0.000000","0.000000","0.000000","1.388889","0.000000","1.098901","0.000000","0.000000","0.000000","3.448276","0.000000","0.000000","25.000000","21.951220","36.585366","32.926829","30.769231","29.333333","26.865672","0.000000","0.000000","0.000000","0.000000","16.666667","14.705882","21.875000","15.686275","8.571429","3.030303","0.000000","4.444444"
"CpG_ntLink_6_13134051","0.000000","0.000000","0.000000","3.703704","0.000000","5.263158","5.128205","6.382979","4.761905","0.000000","0.000000","5.263158","1.369863","2.127660","1.086957","0.000000","0.000000","0.000000","3.333333","0.000000","31.428571","17.391304","20.000000","33.333333","31.764706","32.812500","32.894737","27.692308","5.555556","9.523810","0.000000","11.111111","22.222222","14.705882","19.354839","14.285714","11.111111","6.060606","10.344828","6.250000"
"CpG_ntLink_6_13134061","0.000000","0.000000","0.000000","1.886792","0.000000","5.405405","2.564103","4.444444","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.075269","0.000000","0.000000","0.000000","3.125000","0.000000","44.444444","12.500000","19.512195","27.500000","16.853933","16.393443","18.666667","18.965517","0.000000","0.000000","0.000000","0.000000","14.705882","5.882353","13.333333","11.538462","5.714286","3.030303","3.333333","4.081633"
"CpG_ntLink_6_13134082","2.127660","0.000000","0.000000","6.000000","0.000000","6.060606","7.317073","2.439024","2.564103","0.000000","4.000000","4.545455","0.000000","0.000000","1.123596","0.000000","0.000000","0.000000","3.703704","0.000000","36.111111","23.076923","19.444444","27.027027","17.857143","28.813559","15.714286","18.965517","12.500000","4.545455","0.000000","0.000000","17.647059","6.250000","10.000000","8.163265","6.250000","3.030303","3.846154","4.166667"
"CpG_ntLink_6_13134250","4.347826","4.166667","2.222222","4.878049","5.714286","12.121212","0.000000","17.241379","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.562500","4.255319","0.000000","0.000000","0.000000","0.000000","48.387097","21.428571","5.263158","5.555556","22.727273","15.873016","13.114754","17.391304","6.250000","0.000000","0.000000","0.000000","6.451613","9.375000","0.000000","2.777778","0.000000","0.000000","7.142857","0.000000"
"CpG_ntLink_6_13134274","0.000000","1.785714","0.000000","0.000000","0.000000","0.000000","0.000000","3.846154","6.250000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","36.363636","6.666667","5.882353","20.000000","12.903226","7.936508","6.896552","6.666667","5.882353","0.000000","0.000000","0.000000","9.090909","9.375000","0.000000","0.000000","3.125000","0.000000","0.000000","0.000000"
"CpG_ntLink_6_13134401","0.000000","0.000000","0.000000","2.380952","2.941176","9.677419","0.000000","3.125000","4.000000","10.000000","0.000000","0.000000","3.773585","0.000000","2.631579","3.896104","0.000000","4.545455","0.000000","0.000000","0.000000","16.666667","16.666667","6.896552","24.193548","15.625000","18.000000","14.545455","0.000000","4.000000","0.000000","0.000000","19.444444","14.814815","3.333333","15.384615","0.000000","0.000000","0.000000","3.448276"
"CpG_ntLink_6_13134418","0.000000","0.000000","2.083333","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","19.642857","20.930233","11.688312","22.972973","0.000000","0.000000","0.000000","0.000000","24.324324","18.750000","6.666667","19.230769","25.862069","20.000000","20.000000","18.000000","0.000000","0.000000","0.000000","0.000000","28.571429","36.363636","34.482759","36.585366","0.000000","3.333333","0.000000","0.000000"
"CpG_ntLink_6_13134501","0.000000","6.521739","2.857143","1.851852","15.625000","3.125000","0.000000","16.666667","0.000000","0.000000","4.761905","0.000000","7.843137","0.000000","2.173913","6.250000","0.000000","0.000000","0.000000","0.000000","57.894737","25.000000","25.000000","30.000000","35.087719","29.411765","25.000000","35.714286","0.000000","0.000000","0.000000","0.000000","5.714286","12.500000","21.428571","5.714286","10.000000","12.121212","3.125000","17.391304"
"CpG_ntLink_6_13134511","0.000000","6.666667","5.882353","1.886792","15.625000","10.000000","0.000000","19.230769","0.000000","4.761905","0.000000","0.000000","4.166667","0.000000","4.081633","13.333333","0.000000","0.000000","0.000000","0.000000","53.658537","23.076923","22.727273","26.315789","36.206897","26.530612","25.641026","30.357143","0.000000","0.000000","0.000000","0.000000","3.030303","18.518519","20.689655","10.526316","9.756098","12.121212","3.125000","13.636364"
