,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Species,Sample_ID
peve_POR.216,0.10688167161093279,0.36858984235631836,0.0566273793171504,-0.2519564204122371,0.1390581482699626,-0.1395849456183574,0.28688462825424044,0.07469536486346233,0.13861381372697662,0.008105206982763647,-0.3307216752169542,-0.20632797850286327,0.3100298898828271,0.10552028574502009,0.041632712872644015,peve,POR.216
peve_POR.245,-0.14339388442220874,0.21740837288069575,0.026508521814382752,-0.1497324596904973,0.08900023081304617,0.07981608442404849,0.13236160283736628,0.04075305289087859,0.061983531996281205,0.11429489743914603,-0.1046317936294987,0.19473752863833704,-0.1845923545195519,0.06720607580487094,0.02146073749848675,peve,POR.245
peve_POR.260,-0.2274215435668308,0.11286736883317935,0.03743049433370602,-0.19217177989923495,0.1674040223552681,-0.033448096349797014,0.022151767890566477,0.031528090683121436,0.0011129651506915346,0.04754901492596235,0.18424184241263555,0.005642023607092637,-0.026390192427419572,0.05172520802445547,0.06897236490572296,peve,POR.260
peve_POR.262,0.005982706788912655,0.44682246982754276,0.0461085694266692,-0.27756214271776103,0.02859547244206606,0.01016398327449415,0.027591823824303842,-0.08652378496965486,0.09117944240567256,0.1205932198868585,-0.13397661183355528,-0.03061605570044983,-0.1150836289244818,0.11924425327650277,0.0699741968961094,peve,POR.262
peve_POR.69,0.4760932697790523,0.0028058400858964982,0.03488907544853496,-0.05382159308863002,0.14838468636792027,-0.04647229092835677,0.06745203843362306,-0.05237844485463994,0.20479334907683516,0.023708459809022104,-0.7146645793115791,-0.03165453449593664,0.20546497419270646,0.18323074027784608,0.03911363429954127,peve,POR.69
peve_POR.72,0.10628371780266277,-0.22305729148547476,-0.05091122976933813,0.1109177736735139,0.12383284832721285,0.033688013134378594,0.011113403535723512,-0.007422404505014647,0.06452398057910498,-0.07408621432062763,-0.19754693727973405,0.01885180272481652,0.2643945827313408,-0.01760061172923626,-0.19844860939694967,peve,POR.72
peve_POR.73,-0.005489122454234818,-0.14233119465769845,0.05197514723539264,-0.09785794449676054,0.2153641216208471,-0.04015783731214564,-0.0008289092143607765,0.015251672482612564,-0.003940834791978137,-0.12415057262659558,0.028990633805255128,-0.030000289229510674,0.0794245665790175,0.1839339991240291,0.1352132488159434,peve,POR.73
peve_POR.74,-0.1468221983266813,0.01863809746852271,0.022872338058110005,-0.12196846046352515,0.18300916274909307,-0.03623612099951492,-0.010339258577129144,-0.012967903186105587,-0.003054218851779107,0.027482553162011966,0.03634235261060898,-0.022013877842170546,0.2512544715824151,0.05796853265342651,-0.11717936176229822,peve,POR.74
peve_POR.83,0.3610733436895389,-0.24474152226212464,0.04915376780798641,0.0489080897551184,0.18271213944900003,-0.006346079168436642,-0.005134246403072498,-0.016522244806094388,0.15974311873831168,-0.12473174397324963,-0.45701278942971185,-0.027443992986312806,0.26287929679569677,0.12023381170527629,-0.07479830682030428,peve,POR.83
ptua_POC.219,0.12415664262581101,-0.27835386595133005,0.04976513761342617,0.12051626046023517,0.40249870312531383,0.07631693327142504,0.026452262642036414,0.05661852745148011,-0.04107525369579,-0.049998026334610646,-0.06315232385980345,0.23125939438931536,-0.07646010261249354,-0.3481451690991658,-0.05687058531847694,ptua,POC.219
ptua_POC.222,-0.1827992698061117,-0.286470557107861,0.06623078307679234,0.06897679037905645,0.3127474084102484,0.19905356150102677,0.22249857901244235,0.06607204397222526,-0.04375531491641752,-0.36499454219908944,0.10131236500637475,0.19730283304763713,-0.030078401124004013,0.0935726655925299,-0.056967289739912406,ptua,POC.222
ptua_POC.255,0.028849308344163195,-0.17794770681495006,0.1582087497083071,0.07398751253058732,0.39115376533827323,0.09181072119682149,0.23992544424879092,0.017287563439979014,-0.09489587631979059,-0.4420345392804024,0.028902927391034408,0.01991415339246217,0.1088084772100889,-0.18889555218539666,-0.004774884576214952,ptua,POC.255
ptua_POC.259,-0.01408356759282559,-0.24733757057595793,0.09918615228091733,0.18336312757486842,0.24314210124075172,-0.020130956071284005,0.02145863254213234,0.08008243057890296,-0.03533624163063393,-0.14338238384096189,0.015477089903784767,0.07487467403446256,-0.03343140140269004,-0.2442049134686969,0.005798407315599425,ptua,POC.259
ptua_POC.40,-0.13630253898822953,-0.059616427041044424,-0.06520960455955928,-0.1118941050797243,0.08272888974617938,0.2570713033841251,0.1992106852239443,-0.005865836636251432,-0.05095131592924355,-0.04959261961166178,0.031000870038174973,0.299712960816475,-0.07975012720522796,0.24725750539287214,-0.013151435961487701,ptua,POC.40
ptua_POC.42,-0.06493815404258642,-0.051033228308334865,0.0016791184988737,-0.02929473841841151,-0.01436008843188128,0.4653509321841703,0.19684894791914564,0.05259843110499012,-0.00791504220662528,-0.06057292265335125,0.07340848928849077,0.5691702414317993,-0.4833813862856766,-0.03077229848311667,-0.1085740124520079,ptua,POC.42
ptua_POC.52,-0.10639820905121153,-0.19630714243430528,-0.8763644753903668,0.14221301442352338,0.1627658241549179,0.2873711046540276,0.540359587746636,0.04294030930034835,-0.0040648566758028195,0.12428088597971207,0.0156203383917259,-0.026550458450489447,0.05066357155165389,0.020387815793206615,0.046632025873215174,ptua,POC.52
ptua_POC.53,-0.14069541054797002,-0.203994195982596,0.018504740184901742,-0.0661103817380181,0.2744185996315172,0.2607000485185181,0.038743195475057154,0.00871460147815648,0.0012743430741388646,0.02999490866973688,-0.06453346402877165,0.4854882949967963,-0.28378076933270435,0.21359590916296703,-0.030214096813267168,ptua,POC.53
ptua_POC.57,-0.2498762973001849,-0.07988080842212864,-0.04401438209647452,-0.026225099131918513,0.2017060011991558,0.23487027402790975,0.12045591925715118,-0.03168639817042557,-0.07013674434416738,0.03970028374192361,-0.033490778647728835,0.38246991948401504,-0.10192617178549583,0.16307858969430244,-0.1458711541598984,ptua,POC.57
