,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Species,Sample_ID
peve_POR.216,-0.1030588889816134,0.07133067143860383,-0.13050277301818233,-0.36211828032619264,0.06996275226957496,0.11288177218476383,-0.07551431210234395,0.16319015424752167,0.11289886293461462,-0.01698959270314975,0.4416435195946229,-0.008867343617856563,peve,POR.216
peve_POR.245,-0.05235901869525653,0.22106016979219847,-0.21886466426628068,-0.05269738056065422,-0.23893208867750698,0.08770130407169249,0.011977268476512818,0.13826310265052585,0.15186731273079015,0.08791787589624049,0.11662814290133304,-0.13016300850230061,peve,POR.245
peve_POR.260,0.021844570409995528,0.1766173415988044,-0.2526876101844364,-0.029399376315097554,-0.16387844711394903,0.01948707690433201,-0.06307294441906695,0.10309108888013505,0.16921075380960038,0.14167675084718778,0.06602314813385264,0.03590875497726619,peve,POR.260
peve_POR.262,-0.12133162125319469,0.39671994944741906,-0.32674971411784576,-0.1775864162681447,-0.30341802428171555,0.007943942256271798,-0.030561207975468213,0.1661454114392702,0.1822539040105083,0.05989552667459408,0.13923185698660992,-0.03317063498935372,peve,POR.262
peve_POR.69,0.14690072526284326,-0.17345477522438696,0.12755954792241075,-0.19043703725443462,0.3298868707439196,0.11267629944562255,-0.13424280025131294,0.11220276178994586,-0.007718296455122014,-0.18257627653484235,0.23550361218366972,-0.04858801098873818,peve,POR.69
peve_POR.72,0.23946088761671594,-0.1574201193578922,0.18265583428969934,-0.0158078926383546,0.3569621660475065,-0.014716788438949649,-0.23750185152721995,0.2080166423252836,0.14162644275514943,-0.34607808302687254,-0.035347568270627225,0.11514518423959534,peve,POR.72
peve_POR.73,0.18902254718488146,-0.08905396818428268,-0.03016478802175234,-0.14057797674831488,0.2311514573084042,-0.008919034869113988,-0.19598305866467017,0.09082924013351017,0.081191917380742,0.012185458141040825,0.14541547909093938,0.11229874805752099,peve,POR.73
peve_POR.74,0.24754014844044983,0.04722193115076052,-0.042398477983238855,-0.194220137400665,0.20570661642846189,-0.02882570763025505,-0.27740469218992125,0.2937677172928847,0.2450810116516585,-0.19944830214063375,0.1059126965373119,0.05772256953641737,peve,POR.74
peve_POR.83,0.3048711371975533,-0.25717397012886706,0.22022450761892487,-0.03425380016718437,0.4371012773676761,0.041595327552977845,-0.24947382620854575,0.16876239948286073,0.08889574551936064,-0.30676086894233495,0.046336079528631335,0.09123207197788524,peve,POR.83
ptua_POC.219,0.1004728822930337,-0.18947769943628973,-0.04384708697371651,-0.005564644343402439,0.1504738792312653,0.010706028399750687,0.05891496931219302,-0.03713611817333565,0.275264825774561,0.023835226802389246,0.055386889448784796,0.01681198632413195,ptua,POC.219
ptua_POC.222,0.18390480623510533,0.04799759892136709,-0.10500368956833848,-0.047690579006601765,0.09497850838840377,0.023926762754289052,-0.2467950757771501,0.2131975153824783,0.15962573292034105,-0.04775917995956151,0.08683119084178242,0.17345263091512658,ptua,POC.222
ptua_POC.255,-0.026629137830317524,-0.10815574096746804,-0.015591943739092631,-0.21528957327662,0.16438910876585835,0.04564122966560333,-0.06120158649991205,0.06686836858381087,0.10724298402635876,0.04444628595172133,0.2638512997953887,0.092082209489637,ptua,POC.255
ptua_POC.259,-0.01667949548949037,-0.12306400343710108,-0.07073466249496685,0.008589947575704058,0.1225517341525945,0.02796877879631995,0.19970971914085847,-0.15371659101249993,0.026604253655852877,-0.028599457110072363,0.024908467978626385,-0.01173404262278058,ptua,POC.259
ptua_POC.40,0.3598288557192182,0.07248952451685735,0.01415338697730755,-0.0005054414212489119,0.04817056310871271,0.030488119283090257,-0.4251873755845416,0.367027016244322,0.1873482954627561,0.010659056784800664,0.006342412660746236,0.013133614933424282,ptua,POC.40
ptua_POC.42,0.21470793162103022,-0.019575401771595544,0.1598876995835003,0.156934663442402,-0.11222446148625705,-0.024141531930394474,-0.22640976451778982,0.2913644131217478,0.37917332804152354,-0.00574357152172825,-0.1517709375401283,-0.03626579871554511,ptua,POC.42
ptua_POC.52,-0.1969063658778612,0.20331418177312957,-0.3839767318628198,-0.001816667198270864,0.08472519544055293,-0.03685100990813355,-0.3133705997031738,0.20650491093564247,0.12018972216169359,-0.031058450570537504,0.14751195315471866,0.753020275624981,ptua,POC.52
ptua_POC.53,0.4909128119704735,0.10073208581525861,-0.13159955584055724,0.060747477929070606,0.037544629516296626,0.013934972750031308,-0.3514554514695673,0.31973604982579296,0.3182514774991818,-0.039349225912217345,-0.07291355716987867,-0.026565356087248627,ptua,POC.53
ptua_POC.57,0.3712090513043643,0.18400946141420185,-0.1047612611734613,-0.1258119944978597,0.045816318279214396,-0.03803243746814594,-0.3730298395121499,0.3933499739626898,0.31341183142258505,-0.1257366316583338,0.013044525273521566,0.0032022731883247515,ptua,POC.57
