query,subject,identity1,evalue1,bitscore1,identity2,evalue2,bitscore2,avg_identity,min_evalue,max_bitscore
FUN_000220-T1,Pocillopora_meandrina_HIv1___RNAseq.g28929.t1,75.832,0,1068,75.072,0,1082,75.452,0,1082
FUN_000223-T1,Pocillopora_meandrina_HIv1___RNAseq.g28933.t1,78.297,0,624,78.297,0,624,78.297,0,624
FUN_000224-T1,Pocillopora_meandrina_HIv1___TS.g6154.t1b,38.122,4.24e-94,315,36.186,5.98e-98,325,37.153999999999996,5.98e-98,325
FUN_000226-T1,Pocillopora_meandrina_HIv1___RNAseq.g28941.t1,60.794,1.48e-172,503,58.796,1.8799999999999996e-165,484,59.795,1.48e-172,503
FUN_000228-T1,Pocillopora_meandrina_HIv1___RNAseq.g28942.t1,92.825,1.05e-155,430,92.825,3.29e-146,407,92.825,1.05e-155,430
FUN_000229-T1,Pocillopora_meandrina_HIv1___RNAseq.g28944.t1,74.237,4.85e-154,432,74.237,1.1799999999999997e-152,429,74.237,4.85e-154,432
FUN_000230-T1,Pocillopora_meandrina_HIv1___RNAseq.g28945.t1,53.008,0,532,53.008,1.2199999999999997e-176,515,53.008,0,532
FUN_000231-T1,Pocillopora_meandrina_HIv1___RNAseq.g28946.t1,55.209,0,1255,55.127,0,1222,55.168000000000006,0,1255
FUN_000232-T1,Pocillopora_meandrina_HIv1___RNAseq.g28949.t1,68.109,0,653,68.109,0,653,68.109,0,653
FUN_000236-T1,Pocillopora_meandrina_HIv1___TS.g6172.t1,47.073,0,710,42.818,1.0599999999999999e-162,500,44.945499999999996,0,710
FUN_000237-T1,Pocillopora_meandrina_HIv1___RNAseq.g28953.t1,70.383,0,1202,71.475,0,1252,70.929,0,1252
FUN_000238-T1,Pocillopora_meandrina_HIv1___RNAseq.g28954.t1,61.18,0,763,61.18,0,750,61.18,0,763
FUN_000239-T1,Pocillopora_meandrina_HIv1___RNAseq.g28955.t1,96.429,6.179999999999999e-57,169,96.429,7.37e-57,169,96.429,6.179999999999999e-57,169
FUN_000240-T1,Pocillopora_meandrina_HIv1___TS.g6176.t1,36.765,1.26e-23,90.1,36.765,1.3899999999999998e-23,90.1,36.765,1.26e-23,90.1
FUN_000243-T1,Pocillopora_meandrina_HIv1___RNAseq.g28959.t1,69.598,0,747,69.598,0,747,69.598,0,747
FUN_000244-T1,Pocillopora_meandrina_HIv1___RNAseq.g28958.t1b,80.282,0,729,80.282,0,729,80.282,0,729
FUN_000245-T1,Pocillopora_meandrina_HIv1___RNAseq.g28960.t1,64.706,7.419999999999999e-121,356,65.809,8.050000000000001e-117,347,65.2575,7.419999999999999e-121,356
FUN_000247-T2,Pocillopora_meandrina_HIv1___RNAseq.g28974.t1,72.763,0,1561,73.161,0,1570,72.962,0,1570
FUN_000252-T1,Pocillopora_meandrina_HIv1___RNAseq.g28935.t1,43.443,4.54e-31,107,43.443,5.459999999999999e-31,107,43.443,4.54e-31,107
FUN_000260-T1,Pocillopora_meandrina_HIv1___RNAseq.g28975.t1,59.779,2.7299999999999996e-107,313,59.779,2.7699999999999997e-107,313,59.779,2.7299999999999996e-107,313
FUN_000261-T1,Pocillopora_meandrina_HIv1___RNAseq.g28976.t1,79.268,1.12e-86,261,79.268,6.239999999999999e-96,286,79.268,6.239999999999999e-96,286
FUN_000263-T1,Pocillopora_meandrina_HIv1___RNAseq.g28977.t2,81.101,0,1089,81.101,0,1077,81.101,0,1089
FUN_000264-T1,Pocillopora_meandrina_HIv1___RNAseq.g28978.t1,64.021,0,511,64.021,0,511,64.021,0,511
FUN_000265-T1,Pocillopora_meandrina_HIv1___RNAseq.g28979.t1,92.874,0,780,92.874,0,780,92.874,0,780
FUN_000267-T1,Pocillopora_meandrina_HIv1___RNAseq.g28981.t2,58.17,1.4e-51,172,58.17,4.52e-51,172,58.17,1.4e-51,172
FUN_000270-T1,Pocillopora_meandrina_HIv1___RNAseq.g28983.t1,75.072,0,538,75.072,0,519,75.072,0,538
FUN_000271-T1,Pocillopora_meandrina_HIv1___RNAseq.g28984.t1,62.61,0,726,61.955,0,682,62.2825,0,726
FUN_000272-T1,Pocillopora_meandrina_HIv1___RNAseq.g28985.t1,67.488,2.66e-95,280,67.488,4.9499999999999996e-95,280,67.488,2.66e-95,280
FUN_000274-T2,Pocillopora_meandrina_HIv1___RNAseq.g28991.t1,61.647,0,516,61.882,0,523,61.7645,0,523
FUN_000276-T1,Pocillopora_meandrina_HIv1___RNAseq.g28996.t1,68.203,1.5599999999999998e-109,314,68.203,3.09e-109,313,68.203,1.5599999999999998e-109,314
FUN_000281-T1,Pocillopora_meandrina_HIv1___RNAseq.g29077.t1,49.573,6.82e-77,231,49.573,1.04e-76,231,49.573,6.82e-77,231
FUN_000283-T1,Pocillopora_meandrina_HIv1___RNAseq.g29073.t1,75.252,0,771,75.252,0,738,75.252,0,771
FUN_000284-T1,Pocillopora_meandrina_HIv1___RNAseq.g5784.t1,35.986,4.7499999999999996e-35,127,35.986,5.05e-35,127,35.986,4.7499999999999996e-35,127
FUN_000285-T1,Pocillopora_meandrina_HIv1___RNAseq.g29071.t1,75.534,0,634,71.711,0,664,73.6225,0,664
FUN_000286-T1,Pocillopora_meandrina_HIv1___RNAseq.g27892.t1a,62.121,3.62e-83,249,62.121,3.27e-83,249,62.121,3.27e-83,249
FUN_000289-T1,Pocillopora_meandrina_HIv1___TS.g6289.t1,56.658,0,774,56.658,0,772,56.658,0,774
FUN_000292-T1,Pocillopora_meandrina_HIv1___RNAseq.g30138.t1,74.146,3.87e-45,159,74.038,8.54e-44,156,74.092,3.87e-45,159
FUN_000317-T1,Pocillopora_meandrina_HIv1___RNAseq.g29351.t1,40.541,5.72e-13,62,40.541,2.47e-12,62,40.541,5.72e-13,62
FUN_000319-T1,Pocillopora_meandrina_HIv1___RNAseq.g29015.t1,78.704,2e-127,361,78.704,3.5499999999999995e-121,345,78.704,2e-127,361
FUN_000320-T1,Pocillopora_meandrina_HIv1___RNAseq.g29014.t1,78.584,0,1713,78.872,0,1752,78.72800000000001,0,1752
FUN_000321-T1,Pocillopora_meandrina_HIv1___RNAseq.g29013.t1,69.822,1.05e-80,237,70.115,2.07e-83,244,69.9685,2.07e-83,244
FUN_000322-T1,Pocillopora_meandrina_HIv1___RNAseq.g29012.t1,70.811,1.12e-84,247,70.811,1.3e-84,247,70.811,1.12e-84,247
FUN_000323-T1,Pocillopora_meandrina_HIv1___RNAseq.g29002.t2,80.268,0,3128,80.268,0,3047,80.268,0,3128
FUN_000327-T1,Pocillopora_meandrina_HIv1___RNAseq.g29078.t1,63.429,0,1677,63.733,0,1662,63.581,0,1677
FUN_000329-T1,Pocillopora_meandrina_HIv1___RNAseq.g29081.t1,97.619,2.24e-116,326,97.619,2.6799999999999996e-116,326,97.619,2.24e-116,326
FUN_000330-T1,Pocillopora_meandrina_HIv1___RNAseq.g29083.t1,88.417,0,4501,88.534,0,4527,88.47550000000001,0,4527
FUN_000334-T1,Pocillopora_meandrina_HIv1___RNAseq.g29089.t1,44.898,0,1017,44.898,0,1018,44.898,0,1018
FUN_000347-T1,Pocillopora_meandrina_HIv1___RNAseq.g29109.t1,44.413,5.51e-80,248,45.714,1.2799999999999998e-87,267,45.0635,1.2799999999999998e-87,267
FUN_000348-T1,Pocillopora_meandrina_HIv1___RNAseq.g29111.t1,41.812,6.03e-74,230,40,2.66e-67,213,40.906,6.03e-74,230
FUN_000350-T1,Pocillopora_meandrina_HIv1___RNAseq.g29114.t1,90.783,1.6699999999999996e-145,404,90.783,2e-145,404,90.783,1.6699999999999996e-145,404
FUN_000351-T1,Pocillopora_meandrina_HIv1___RNAseq.g29115.t1,73.658,0,1798,73.658,0,1798,73.658,0,1798
FUN_000352-T1,Pocillopora_meandrina_HIv1___RNAseq.g29116.t1,76.196,0,1357,76.196,0,1350,76.196,0,1357
FUN_000371-T1,Pocillopora_meandrina_HIv1___RNAseq.g29119.t1,81.921,8.499999999999999e-106,301,81.921,1.15e-105,301,81.921,8.499999999999999e-106,301
FUN_000372-T1,Pocillopora_meandrina_HIv1___RNAseq.g29118.t1,89.011,2.36e-117,331,89.011,3.0000000000000003e-117,331,89.011,2.36e-117,331
FUN_000374-T1,Pocillopora_meandrina_HIv1___TS.g6338.t1,30.729,0,608,31.352,0,625,31.0405,0,625
FUN_000375-T1,Pocillopora_meandrina_HIv1___RNAseq.g12644.t1,68.212,5e-75,220,68.212,6e-75,220,68.212,5e-75,220
FUN_000378-T1,Pocillopora_meandrina_HIv1___RNAseq.g29123.t1,78.454,0,694,78.454,0,694,78.454,0,694
FUN_000384-T1,Pocillopora_meandrina_HIv1___RNAseq.g29126.t1,69.718,0,617,69.718,0,617,69.718,0,617
FUN_000387-T1,Pocillopora_meandrina_HIv1___TS.g6342.t3c,89.013,0,967,89.013,0,966,89.013,0,967
FUN_000390-T1,Pocillopora_meandrina_HIv1___RNAseq.g2524.t1,45.397,2.93e-85,271,45.188,3.81e-86,273,45.292500000000004,3.81e-86,273
FUN_000391-T1,Pocillopora_meandrina_HIv1___RNAseq.g2525.t1,40.275,1.84e-94,296,40.275,2.5399999999999996e-89,283,40.275,1.84e-94,296
FUN_000392-T1,Pocillopora_meandrina_HIv1___RNAseq.g2526.t1b,73.41,0,776,72.832,0,733,73.121,0,776
FUN_000393-T1,Pocillopora_meandrina_HIv1___RNAseq.g2528.t1,77.654,0,565,77.871,0,585,77.76249999999999,0,585
FUN_000394-T1,Pocillopora_meandrina_HIv1___RNAseq.g2530.t1,81.707,3.429999999999999e-101,294,81.707,2.1399999999999994e-101,294,81.707,2.1399999999999994e-101,294
FUN_000395-T1,Pocillopora_meandrina_HIv1___RNAseq.g2531.t1,79.769,1.5599999999999998e-104,296,79.769,1.86e-104,296,79.769,1.5599999999999998e-104,296
FUN_000397-T1,Pocillopora_meandrina_HIv1___RNAseq.g2533.t1a,48.35,0,1183,48.411,0,1252,48.3805,0,1252
FUN_000398-T1,Pocillopora_meandrina_HIv1___RNAseq.g2535.t1,89.091,8.91e-71,206,89.091,1.06e-70,206,89.091,8.91e-71,206
FUN_000399-T1,Pocillopora_meandrina_HIv1___RNAseq.g2540.t1,92.361,2.9599999999999997e-99,282,92.361,3.0699999999999997e-99,282,92.361,2.9599999999999997e-99,282
FUN_000401-T1,Pocillopora_meandrina_HIv1___RNAseq.13430_t,64.51,0,770,64.899,0,743,64.7045,0,770
FUN_000402-T1,Pocillopora_meandrina_HIv1___RNAseq.g2543.t1,79.259,4.0999999999999995e-72,221,79.259,2.28e-71,220,79.259,4.0999999999999995e-72,221
FUN_000403-T1,Pocillopora_meandrina_HIv1___RNAseq.g2544.t1,78.477,0,2703,77.9,0,2637,78.1885,0,2703
FUN_000407-T2,Pocillopora_meandrina_HIv1___RNAseq.g2545.t1,48.511,0,869,49.802,0,878,49.1565,0,878
FUN_000408-T1,Pocillopora_meandrina_HIv1___RNAseq.g2518.t1,60.488,0,533,60.636,0,514,60.562,0,533
FUN_000409-T1,Pocillopora_meandrina_HIv1___RNAseq.g2517.t1,55.642,4.829999999999999e-161,470,56.395,3.7799999999999994e-170,493,56.0185,3.7799999999999994e-170,493
FUN_000411-T1,Pocillopora_meandrina_HIv1___RNAseq.g2317.t1,31.902,1.99e-9,57.8,31.902,2.45e-9,58.2,31.902,1.99e-9,58.2
FUN_000413-T1,Pocillopora_meandrina_HIv1___RNAseq.13206_t,54.268,2.49e-56,175,54.268,3.04e-56,175,54.268,2.49e-56,175
FUN_000418-T1,Pocillopora_meandrina_HIv1___RNAseq.g2319.t1,54.141,0,558,54.752,0,553,54.4465,0,558
FUN_000432-T1,Pocillopora_meandrina_HIv1___RNAseq.g15990.t1a,45.652,2.9099999999999996e-48,157,45.652,2.9099999999999996e-48,157,45.652,2.9099999999999996e-48,157
FUN_000433-T1,Pocillopora_meandrina_HIv1___RNAseq.g2325.t1,73.888,0,763,73.888,0,779,73.888,0,779
FUN_000437-T1,Pocillopora_meandrina_HIv1___RNAseq.g2323.t1,77.667,0,1132,77.667,0,1150,77.667,0,1150
FUN_000439-T1,Pocillopora_meandrina_HIv1___RNAseq.g2327.t1,67.021,3.42e-134,404,67.021,3.3799999999999997e-134,404,67.021,3.3799999999999997e-134,404
FUN_000440-T1,Pocillopora_meandrina_HIv1___RNAseq.g2328.t2,87.549,0,4223,87.549,0,4223,87.549,0,4223
FUN_000441-T1,Pocillopora_meandrina_HIv1___RNAseq.g2329.t1,47.021,0,539,47.021,0,532,47.021,0,539
FUN_000442-T1,Pocillopora_meandrina_HIv1___RNAseq.g2332.t2,64.641,2.8699999999999996e-164,476,64.641,3.91e-164,476,64.641,2.8699999999999996e-164,476
FUN_000445-T1,Pocillopora_meandrina_HIv1___RNAseq.g2334.t1,77.707,6.9299999999999995e-87,251,77.707,8.43e-87,251,77.707,6.9299999999999995e-87,251
FUN_000448-T1,Pocillopora_meandrina_HIv1___RNAseq.g2336.t1,73.295,1.4999999999999999e-96,276,73.295,1.7899999999999996e-96,276,73.295,1.4999999999999999e-96,276
FUN_000449-T1,Pocillopora_meandrina_HIv1___RNAseq.g2337.t1,64.179,3.9199999999999996e-124,354,64.179,4.67e-124,354,64.179,3.9199999999999996e-124,354
FUN_000450-T1,Pocillopora_meandrina_HIv1___TS.g9646.t1a,32.665,8.169999999999999e-101,324,32.665,8.959999999999998e-101,324,32.665,8.169999999999999e-101,324
FUN_000460-T2,Pocillopora_meandrina_HIv1___RNAseq.g3474.t1,30.786,3.5299999999999995e-107,350,30.881,8.549999999999999e-106,347,30.8335,3.5299999999999995e-107,350
FUN_000466-T1,Pocillopora_meandrina_HIv1___TS.g4928.t1,56.461,0,1663,55.749,0,1673,56.105000000000004,0,1673
FUN_000467-T1,Pocillopora_meandrina_HIv1___RNAseq.g2421.t1,53.71,2.9e-91,272,55.036,1.79e-93,278,54.373000000000005,1.79e-93,278
FUN_000468-T1,Pocillopora_meandrina_HIv1___RNAseq.g2422.t1,54.142,1.08e-114,337,54.599,1.7e-120,352,54.3705,1.7e-120,352
FUN_000469-T1,Pocillopora_meandrina_HIv1___RNAseq.13309_t,79.375,1.47e-90,262,79.375,1.2899999999999999e-90,262,79.375,1.2899999999999999e-90,262
FUN_000470-T1,Pocillopora_meandrina_HIv1___RNAseq.g2424.t1,76.106,3.63e-131,368,76.106,4.3299999999999997e-131,368,76.106,3.63e-131,368
FUN_000471-T1,Pocillopora_meandrina_HIv1___RNAseq.g2425.t1,86.127,1.1299999999999998e-110,322,85.632,1.49e-105,308,85.87950000000001,1.1299999999999998e-110,322
FUN_000473-T1,Pocillopora_meandrina_HIv1___TS.g4857.t1,76.483,0,724,76.483,0,724,76.483,0,724
FUN_000477-T1,Pocillopora_meandrina_HIv1___RNAseq.g2348.t1,60.69,0,541,60.69,0,520,60.69,0,541
FUN_000478-T1,Pocillopora_meandrina_HIv1___TS.g4854.t1,72.998,0,805,72.812,0,789,72.905,0,805
FUN_000482-T1,Pocillopora_meandrina_HIv1___RNAseq.g2344.t1,69.432,1.2199999999999998e-99,296,69.432,2.7099999999999996e-110,323,69.432,2.7099999999999996e-110,323
FUN_000483-T1,Pocillopora_meandrina_HIv1___RNAseq.g2342.t1,65.269,0,771,65.269,0,799,65.269,0,799
FUN_000487-T1,Pocillopora_meandrina_HIv1___RNAseq.g2341.t1,52.336,2.3499999999999997e-110,327,52.903,1.0699999999999998e-107,320,52.6195,2.3499999999999997e-110,327
FUN_000488-T1,Pocillopora_meandrina_HIv1___RNAseq.g2338.t1,92.157,6.119999999999999e-126,355,92.157,5.989999999999999e-126,355,92.157,5.989999999999999e-126,355
FUN_000489-T1,Pocillopora_meandrina_HIv1___TS.g4918.t1,62.424,0,3026,62.245,0,3056,62.3345,0,3056
FUN_000490-T1,Pocillopora_meandrina_HIv1___RNAseq.g2411.t1,64.286,1.75e-71,212,64.286,2.07e-71,212,64.286,1.75e-71,212
FUN_000497-T1,Pocillopora_meandrina_HIv1___RNAseq.g2412.t1,53.317,5.04e-146,422,53.317,5.49e-146,422,53.317,5.04e-146,422
FUN_000498-T1,Pocillopora_meandrina_HIv1___RNAseq.g2413.t1,60.372,0,1097,60.372,0,1099,60.372,0,1099
FUN_000499-T1,Pocillopora_meandrina_HIv1___RNAseq.g2414.t1,81.112,0,1565,81.879,0,1632,81.49549999999999,0,1632
FUN_000500-T1,Pocillopora_meandrina_HIv1___RNAseq.g2407.t1,77.273,5.55e-154,429,77.273,6.52e-154,429,77.273,5.55e-154,429
FUN_000501-T1,Pocillopora_meandrina_HIv1___RNAseq.g2406.t1,56.897,9.019999999999999e-107,313,57.191,2.57e-113,330,57.044,2.57e-113,330
FUN_000502-T1,Pocillopora_meandrina_HIv1___RNAseq.g2405.t1,88.333,0,894,88.333,0,894,88.333,0,894
FUN_000503-T1,Pocillopora_meandrina_HIv1___RNAseq.g18598.t1,54.388,0,737,54.388,0,712,54.388,0,737
FUN_000510-T1,Pocillopora_meandrina_HIv1___TS.g4915.t1,60.8,9.63e-51,157,60.8,8.649999999999999e-47,147,60.8,9.63e-51,157
FUN_000511-T1,Pocillopora_meandrina_HIv1___RNAseq.g2404.t1,62.25,0,800,62.25,0,779,62.25,0,800
FUN_000514-T1,Pocillopora_meandrina_HIv1___RNAseq.g4904.t1,33.447,1.6e-33,125,33.213,9.77e-33,124,33.33,1.6e-33,125
FUN_000516-T1,Pocillopora_meandrina_HIv1___RNAseq.g4899.t1,35.315,6.440000000000001e-33,124,35.315,8.01e-33,124,35.315,6.440000000000001e-33,124
FUN_000520-T1,Pocillopora_meandrina_HIv1___RNAseq.g2399.t1,73.653,0,781,73.653,0,765,73.653,0,781
FUN_000521-T1,Pocillopora_meandrina_HIv1___RNAseq.g2398.t1,66.967,0,1084,66.967,0,1084,66.967,0,1084
FUN_000523-T1,Pocillopora_meandrina_HIv1___RNAseq.g23308.t1,54.455,6.669999999999999e-166,471,54.455,8.079999999999999e-166,471,54.455,6.669999999999999e-166,471
FUN_000526-T1,Pocillopora_meandrina_HIv1___RNAseq.g2387.t1,69.215,0,694,69.215,0,706,69.215,0,706
FUN_000529-T1,Pocillopora_meandrina_HIv1___RNAseq.g2386.t1,88.189,0,974,88.189,0,974,88.189,0,974
FUN_000531-T1,Pocillopora_meandrina_HIv1___RNAseq.g27136.t1,56.056,1.98e-142,409,56.657,3.27e-147,421,56.3565,3.27e-147,421
FUN_000532-T1,Pocillopora_meandrina_HIv1___RNAseq.g2385.t1a,32.38,6.36e-60,211,33.735,2.97e-57,204,33.057500000000005,6.36e-60,211
FUN_000533-T1,Pocillopora_meandrina_HIv1___RNAseq.g2384.t1,82.504,0,3346,82.504,0,3312,82.504,0,3346
FUN_000534-T1,Pocillopora_meandrina_HIv1___TS.g4886.t2,76.44,0,556,76.702,0,561,76.571,0,561
FUN_000535-T1,Pocillopora_meandrina_HIv1___TS.g4883.t1,40.498,4.58e-60,196,40.498,6.83e-60,196,40.498,4.58e-60,196
FUN_000536-T1,Pocillopora_meandrina_HIv1___TS.g4882.t1,78.621,0,1604,78.621,0,1620,78.621,0,1620
FUN_000537-T1,Pocillopora_meandrina_HIv1___RNAseq.g2375.t1,63.182,0,1118,63.182,0,1118,63.182,0,1118
FUN_000538-T1,Pocillopora_meandrina_HIv1___RNAseq.g2374.t1,63.799,1.7999999999999998e-124,357,63.799,2.38e-124,357,63.799,1.7999999999999998e-124,357
FUN_000540-T1,Pocillopora_meandrina_HIv1___RNAseq.g1650.t1,50.938,6.8899999999999995e-109,320,50.938,8.71e-109,320,50.938,6.8899999999999995e-109,320
FUN_000541-T1,Pocillopora_meandrina_HIv1___RNAseq.g2372.t1,64.634,2.0599999999999996e-148,424,64.634,2.0699999999999995e-145,416,64.634,2.0599999999999996e-148,424
FUN_000542-T1,Pocillopora_meandrina_HIv1___RNAseq.g2370.t1,58.747,9.909999999999998e-144,412,58.747,5.01e-147,421,58.747,5.01e-147,421
FUN_000544-T1,Pocillopora_meandrina_HIv1___RNAseq.g2369.t1,73.462,2.15e-136,384,73.462,2.62e-136,384,73.462,2.15e-136,384
FUN_000545-T1,Pocillopora_meandrina_HIv1___RNAseq.g2368.t1,89.408,0,609,89.408,0,609,89.408,0,609
FUN_000547-T1,Pocillopora_meandrina_HIv1___RNAseq.g2367.t1,66.355,6.31e-98,287,66.355,8.88e-103,300,66.355,8.88e-103,300
FUN_000548-T1,Pocillopora_meandrina_HIv1___RNAseq.g2365.t1,43.689,2.04e-49,161,43.689,3.13e-49,161,43.689,2.04e-49,161
FUN_000549-T1,Pocillopora_meandrina_HIv1___RNAseq.g17849.t1,51.22,3.3100000000000006e-73,224,50.244,7.66e-70,216,50.732,3.3100000000000006e-73,224
FUN_000550-T1,Pocillopora_meandrina_HIv1___RNAseq.g2362.t1,63.772,1.8799999999999997e-148,421,63.772,2.2299999999999997e-148,421,63.772,1.8799999999999997e-148,421
FUN_000553-T1,Pocillopora_meandrina_HIv1___RNAseq.g2467.t1,70,7.519999999999999e-111,318,70,8.76e-102,296,70,7.519999999999999e-111,318
FUN_000554-T1,Pocillopora_meandrina_HIv1___RNAseq.g2466.t1,53.361,4.03e-84,249,53.361,5.04e-84,249,53.361,4.03e-84,249
FUN_000555-T1,Pocillopora_meandrina_HIv1___RNAseq.g2464.t1,44.628,7.129999999999999e-31,110,44.628,9.619999999999999e-31,110,44.628,7.129999999999999e-31,110
FUN_000556-T1,Pocillopora_meandrina_HIv1___RNAseq.g2463.t1,73.273,0,514,73.273,0,514,73.273,0,514
FUN_000557-T1,Pocillopora_meandrina_HIv1___RNAseq.g2462.t1,37.5,1.49e-7,44.7,36.364,3.28e-6,41.6,36.932,1.49e-7,44.7
FUN_000559-T1,Pocillopora_meandrina_HIv1___RNAseq.g2460.t1,82.872,0,610,71.583,0,739,77.22749999999999,0,739
FUN_000562-T1,Pocillopora_meandrina_HIv1___RNAseq.g2459.t1,60.604,0,1964,60.604,0,1979,60.604,0,1979
FUN_000563-T1,Pocillopora_meandrina_HIv1___RNAseq.g2457.t1,47.853,5.69e-77,238,47.853,6.5600000000000005e-77,238,47.853,5.69e-77,238
FUN_000564-T1,Pocillopora_meandrina_HIv1___TS.g4968.t1,62.5,5.749999999999999e-68,203,62.5,6.91e-68,203,62.5,5.749999999999999e-68,203
FUN_000566-T1,Pocillopora_meandrina_HIv1___RNAseq.g2454.t1,37.931,4.91e-12,56.6,37.931,4.61e-15,64.7,37.931,4.61e-15,64.7
FUN_000568-T1,Pocillopora_meandrina_HIv1___RNAseq.g2453.t1,55.046,1.09e-96,292,54.878,9.65e-97,293,54.962,9.65e-97,293
FUN_000569-T1,Pocillopora_meandrina_HIv1___RNAseq.g2452.t1,71.186,0,1007,71.186,0,1007,71.186,0,1007
FUN_000570-T1,Pocillopora_meandrina_HIv1___RNAseq.g2451.t1,60.236,0,1192,60.236,0,1192,60.236,0,1192
FUN_000574-T1,Pocillopora_meandrina_HIv1___TS.g4950.t1,64.089,0,1492,64.089,0,1472,64.089,0,1492
FUN_000575-T1,Pocillopora_meandrina_HIv1___RNAseq.g2438.t1,66.667,2.43e-131,374,66.667,3.74e-131,374,66.667,2.43e-131,374
FUN_000576-T1,Pocillopora_meandrina_HIv1___RNAseq.g2437.t1,78.309,1.5599999999999997e-158,444,78.309,2.2899999999999997e-158,444,78.309,1.5599999999999997e-158,444
FUN_000577-T1,Pocillopora_meandrina_HIv1___RNAseq.g2436.t1,57.092,0,631,57.244,0,629,57.168,0,631
FUN_000578-T1,Pocillopora_meandrina_HIv1___TS.g4935.t1,53.486,0,1035,53.278,0,1021,53.382,0,1035
FUN_000580-T1,Pocillopora_meandrina_HIv1___RNAseq.g29301.t1,41.02,1.77e-92,289,41.286,7.909999999999999e-95,295,41.153000000000006,7.909999999999999e-95,295
