query,subject,identity1,evalue1,bitscore1,identity2,evalue2,bitscore2,avg_identity,min_evalue,max_bitscore
FUN_000282-T1,Peve_00041456,40.109,3.24e-100,326,40.655,7.879999999999999e-101,327,40.382000000000005,7.879999999999999e-101,327
FUN_000283-T1,Peve_00033555,83.227,0,830,83.227,0,802,83.227,0,830
FUN_000284-T1,Peve_00033556,33.071,5.5399999999999995e-30,114,33.071,4.6199999999999995e-30,114,33.071,4.6199999999999995e-30,114
FUN_000285-T1,Peve_00033562,76.79,0,708,76.79,0,731,76.79,0,731
FUN_000286-T1,Peve_00022646,68.227,2.5199999999999996e-148,418,68.227,2.4699999999999997e-148,418,68.227,2.4699999999999997e-148,418
FUN_000289-T1,Peve_00033565,56.827,0,798,56.827,0,798,56.827,0,798
FUN_000292-T1,Peve_00009811,90.385,4.55e-69,222,90.385,7.05e-63,206,90.385,4.55e-69,222
FUN_000304-T1,Peve_00033568,50.928,2.6e-114,347,50.798,6.71e-114,346,50.863,2.6e-114,347
FUN_000317-T1,Peve_00033572,41.333,5.18e-16,70.5,41.333,1.93e-15,70.5,41.333,5.18e-16,70.5
FUN_000319-T1,Peve_00033573,79.812,4.52e-116,332,79.812,3.21e-116,333,79.812,3.21e-116,333
FUN_000320-T1,Peve_00033574,81.745,0,1806,81.745,0,1816,81.745,0,1816
FUN_000321-T1,Peve_00033576,69.444,4.9300000000000006e-86,251,71.687,5.81e-82,241,70.5655,4.9300000000000006e-86,251
FUN_000322-T1,Peve_00012600,73.077,4.59e-83,243,73.077,4.269999999999999e-90,261,73.077,4.269999999999999e-90,261
FUN_000323-T1,Peve_00012596,84.009,0,3169,84.009,0,3111,84.009,0,3169
FUN_000327-T1,Peve_00033551,64.706,0,1920,64.243,0,1924,64.4745,0,1924
FUN_000328-T1,Peve_00033550,42.784,3.6299999999999993e-110,367,41.753,5.4599999999999994e-95,325,42.2685,3.6299999999999993e-110,367
FUN_000329-T1,Peve_00033549,97.619,2.8699999999999996e-116,326,97.619,2.79e-116,326,97.619,2.79e-116,326
FUN_000330-T1,Peve_00033547,89.312,0,4592,89.312,0,4581,89.312,0,4592
FUN_000331-T1,Peve_00033546,73.333,1.33e-49,152,73.333,1.31e-49,152,73.333,1.31e-49,152
FUN_000334-T1,Peve_00033540,55.065,0,1083,55.065,0,1083,55.065,0,1083
FUN_000341-T1,Peve_00034268,44.316,0,1000,44.316,0,1000,44.316,0,1000
FUN_000347-T1,Peve_00033539,44.022,1.1100000000000001e-91,279,45.628,3.1e-94,286,44.825,3.1e-94,286
FUN_000348-T1,Peve_00033538,45.238,2.68e-76,238,43.537,5.3e-76,237,44.3875,2.68e-76,238
FUN_000350-T1,Peve_00033537,90.783,7.979999999999999e-146,405,90.783,7.75e-146,405,90.783,7.75e-146,405
FUN_000351-T1,Peve_00033536,76.333,0,1846,76.333,0,1867,76.333,0,1867
FUN_000352-T1,Peve_00033531,78.425,0,1412,78.082,0,1402,78.2535,0,1412
FUN_000360-T1,Peve_00028516,31.734,3.77e-75,253,31.734,4.83e-75,252,31.734,3.77e-75,253
FUN_000371-T1,Peve_00033529,85,3.8100000000000004e-85,249,85,4.2e-85,249,85,3.8100000000000004e-85,249
FUN_000372-T1,Peve_00033530,88.172,2.1700000000000003e-117,332,88.172,2.2500000000000002e-117,332,88.172,2.1700000000000003e-117,332
FUN_000374-T1,Peve_00033526,38.136,0,768,32.82,0,752,35.478,0,768
FUN_000375-T1,Peve_00028988,68.027,1.12e-65,197,68.212,1.05e-76,225,68.1195,1.05e-76,225
FUN_000378-T1,Peve_00033520,79.147,0,688,84.856,0,697,82.0015,0,697
FUN_000384-T1,Peve_00033599,69.484,0,612,69.484,0,612,69.484,0,612
FUN_000387-T1,Peve_00033598,90.299,0,960,90.485,0,981,90.392,0,981
FUN_000390-T1,Peve_00033596,51.143,6e-127,382,50.52,9.250000000000001e-123,371,50.831500000000005,6e-127,382
FUN_000391-T1,Peve_00033595,47.025,1.27e-105,325,47.025,7.88e-111,338,47.025,7.88e-111,338
FUN_000392-T1,Peve_00033592,77.432,0,817,77.043,0,777,77.23750000000001,0,817
FUN_000393-T1,Peve_00033591,77.591,0,562,77.591,0,583,77.591,0,583
FUN_000394-T1,Peve_00033590,76.687,0,533,76.687,0,533,76.687,0,533
FUN_000395-T1,Peve_00033589,79.885,7e-89,257,79.885,1.18e-104,297,79.885,1.18e-104,297
FUN_000397-T1,Peve_00033585,53.657,0,1414,53.885,0,1457,53.771,0,1457
FUN_000398-T1,Peve_00033583,87.619,1.2799999999999998e-56,171,87.619,6.4e-65,191,87.619,6.4e-65,191
FUN_000399-T1,Peve_00033552,94.444,5.669999999999999e-101,286,94.444,4.789999999999999e-101,286,94.444,4.789999999999999e-101,286
FUN_000401-T1,Peve_00033535,70.578,0,831,70.578,0,794,70.578,0,831
FUN_000402-T1,Peve_00033527,81.481,5.15e-77,233,81.481,1.74e-76,233,81.481,5.15e-77,233
FUN_000403-T1,Peve_00033519,79.164,0,2647,79.164,0,2644,79.164,0,2647
FUN_000407-T2,Peve_00033597,55.923,0,961,51.782,0,956,53.8525,0,961
FUN_000408-T1,Peve_00033593,57.831,3.3999999999999994e-175,498,57.831,2.1899999999999998e-166,476,57.831,3.3999999999999994e-175,498
FUN_000409-T1,Peve_00033505,50.256,1.2799999999999998e-165,483,49.418,4.459999999999999e-164,479,49.837,1.2799999999999998e-165,483
FUN_000411-T1,Peve_00010961,31.2,1.45e-7,51.2,30.4,6.2e-8,52,30.799999999999997,6.2e-8,52
FUN_000413-T1,Peve_00010960,56.571,2.3500000000000002e-64,195,56.571,2.26e-64,195,56.571,2.26e-64,195
FUN_000415-T1,Peve_00026199,89.447,1.79e-134,379,89.447,1.19e-134,379,89.447,1.19e-134,379
FUN_000418-T1,Peve_00010959,62.13,0,657,63.017,0,662,62.5735,0,662
FUN_000433-T1,Peve_00011195,75.292,0,795,75.292,0,791,75.292,0,795
FUN_000437-T1,Peve_00011193,75.354,0,1101,75.354,0,1101,75.354,0,1101
FUN_000439-T1,Peve_00003438,60.315,0,716,60.315,0,715,60.315,0,716
FUN_000440-T1,Peve_00003439,87.577,0,4206,87.577,0,4229,87.577,0,4229
FUN_000441-T1,Peve_00034725,48.697,0,555,48.697,0,546,48.697,0,555
FUN_000442-T1,Peve_00003435,65.487,9.41e-159,460,65.487,1.6999999999999998e-158,460,65.487,9.41e-159,460
FUN_000445-T1,Peve_00019114,73.077,6.49e-83,241,73.077,6.36e-83,241,73.077,6.36e-83,241
FUN_000448-T1,Peve_00019115,69.461,4.11e-90,260,69.461,3.8399999999999997e-90,260,69.461,3.8399999999999997e-90,260
FUN_000449-T1,Peve_00019109,68.864,6.019999999999999e-144,405,68.864,5.869999999999999e-144,405,68.864,5.869999999999999e-144,405
FUN_000450-T1,Peve_00020155,39.7,1.1899999999999998e-152,460,39.7,1.1099999999999999e-152,460,39.7,1.1099999999999999e-152,460
FUN_000466-T1,Peve_00005613,56.279,0,1622,56.336,0,1658,56.307500000000005,0,1658
FUN_000468-T1,Peve_00005612,62.883,4.5799999999999995e-138,407,62.824,1.65e-154,450,62.8535,1.65e-154,450
FUN_000469-T1,Peve_00005611,66,1.1600000000000001e-91,267,66,1.06e-91,267,66,1.06e-91,267
FUN_000470-T1,Peve_00005610,80.176,3.07e-142,397,80.176,2.9999999999999998e-142,397,80.176,2.9999999999999998e-142,397
FUN_000471-T1,Peve_00005607,87.931,3.279999999999999e-107,315,87.931,5.05e-108,316,87.931,5.05e-108,316
FUN_000473-T1,Peve_00029194,82.051,0,590,82.051,0,590,82.051,0,590
FUN_000478-T1,Peve_00038239,83.953,0,755,83.953,0,753,83.953,0,755
FUN_000482-T1,Peve_00038234,57.213,1.0599999999999999e-148,427,57.213,4.4699999999999996e-150,431,57.213,4.4699999999999996e-150,431
FUN_000483-T1,Peve_00038235,66.566,0,803,66.566,0,822,66.566,0,822
FUN_000487-T1,Peve_00038237,57.831,2.63e-135,391,59.561,1.6799999999999998e-126,369,58.696,2.63e-135,391
FUN_000488-T1,Peve_00038241,93.056,1.14e-137,384,93.056,8.46e-138,385,93.056,8.46e-138,385
FUN_000489-T1,Peve_00043825,66.092,0,2556,66.198,0,2588,66.145,0,2588
FUN_000490-T1,Peve_00043823,66.026,1.19e-74,221,66.026,1.25e-74,221,66.026,1.19e-74,221
FUN_000497-T1,Peve_00011626,53.494,2.3199999999999997e-143,417,53.494,2.21e-143,417,53.494,2.21e-143,417
FUN_000498-T1,Peve_00024154,62.285,0,1164,62.285,0,1138,62.285,0,1164
FUN_000499-T1,Peve_00024155,83.446,0,1677,83.446,0,1695,83.446,0,1695
FUN_000500-T1,Peve_00043826,79.848,2.3499999999999998e-158,441,79.848,2.2399999999999998e-158,441,79.848,2.2399999999999998e-158,441
FUN_000501-T1,Peve_00043828,61.889,1.68e-131,376,61.889,2.0699999999999998e-126,363,61.889,1.68e-131,376
FUN_000502-T1,Peve_00043829,91.458,0,920,91.458,0,920,91.458,0,920
FUN_000503-T1,Peve_00043531,61.048,0,832,61.048,0,805,61.048,0,832
FUN_000510-T1,Peve_00029232,63.492,6.259999999999999e-42,135,63.492,1.8e-47,149,63.492,1.8e-47,149
FUN_000511-T1,Peve_00029231,60.43,0,563,60.43,0,546,60.43,0,563
FUN_000514-T1,Peve_00044935,49.104,2.84e-80,248,49.265,7.130000000000001e-79,245,49.1845,2.84e-80,248
FUN_000518-T1,Peve_00030735,86.172,0,919,86.172,0,919,86.172,0,919
FUN_000520-T1,Peve_00039798,73.846,0,684,73.846,0,684,73.846,0,684
FUN_000521-T1,Peve_00030477,73.022,0,1187,73.022,0,1187,73.022,0,1187
FUN_000522-T1,Peve_00043211,58.95,1.1499999999999999e-175,497,58.473,1.3399999999999997e-176,499,58.7115,1.3399999999999997e-176,499
FUN_000523-T1,Peve_00043210,73.58,0,650,73.58,0,650,73.58,0,650
FUN_000524-T1,Peve_00034804,55.821,1.44e-117,358,55.821,1.4300000000000001e-117,359,55.821,1.4300000000000001e-117,359
FUN_000531-T1,Peve_00008085,63.732,7.54e-135,389,64.286,5.87e-141,405,64.009,5.87e-141,405
FUN_000533-T1,Peve_00039811,79.723,0,3737,79.723,0,3734,79.723,0,3737
FUN_000534-T1,Peve_00039809,80.87,0,546,80.87,0,546,80.87,0,546
FUN_000535-T1,Peve_00039805,45.37,4.3699999999999996e-82,253,45.37,5.349999999999999e-82,253,45.37,4.3699999999999996e-82,253
FUN_000536-T1,Peve_00039803,83.98,0,1718,83.98,0,1741,83.98,0,1741
FUN_000537-T1,Peve_00039797,70.058,0,1239,70.058,0,1239,70.058,0,1239
FUN_000538-T1,Peve_00039795,65.283,2.3e-120,348,64.773,2.68e-120,348,65.02799999999999,2.3e-120,348
FUN_000541-T1,Peve_00039832,66.476,1.4899999999999997e-169,498,66.476,7.13e-155,461,66.476,1.4899999999999997e-169,498
FUN_000542-T1,Peve_00039829,60.677,1.95e-146,419,60.677,1.85e-146,419,60.677,1.85e-146,419
FUN_000544-T1,Peve_00039828,79.216,4.14e-147,411,79.216,4.0199999999999996e-147,411,79.216,4.0199999999999996e-147,411
FUN_000545-T1,Peve_00039827,90.705,0,600,90.705,0,601,90.705,0,601
FUN_000548-T1,Peve_00039826,51.765,1.3e-48,168,51.765,4.2999999999999994e-48,168,51.765,1.3e-48,168
FUN_000549-T1,Peve_00035147,54.412,1.07e-76,234,54.412,3.8300000000000006e-73,225,54.412,1.07e-76,234
FUN_000550-T1,Peve_00039823,63.664,4.9899999999999994e-138,399,63.664,2.26e-142,411,63.664,2.26e-142,411
FUN_000552-T1,Peve_00039817,73.43,6.769999999999999e-110,322,73.43,1.32e-109,322,73.43,6.769999999999999e-110,322
FUN_000554-T1,Peve_00039816,57.741,3.06e-92,270,57.741,3.05e-92,270,57.741,3.05e-92,270
FUN_000555-T1,Peve_00039814,43.284,2.8e-25,97.4,43.284,2.35e-25,97.8,43.284,2.35e-25,97.8
FUN_000556-T1,Peve_00039813,78.967,1.1199999999999998e-157,442,78.967,8.889999999999998e-158,442,78.967,8.889999999999998e-158,442
FUN_000559-T1,Peve_00010241,70.058,0,610,71.401,0,646,70.7295,0,646
FUN_000562-T1,Peve_00041890,63.431,0,1541,63.431,0,1552,63.431,0,1552
FUN_000563-T1,Peve_00041882,52.322,4.689999999999999e-96,287,52.322,4.539999999999999e-96,287,52.322,4.539999999999999e-96,287
FUN_000564-T1,Peve_00041880,80.625,2.9199999999999994e-87,255,80.625,1.7799999999999998e-87,256,80.625,1.7799999999999998e-87,256
FUN_000567-T1,Peve_00041891,43.396,4.94e-18,74.3,45.283,1.43e-21,83.6,44.3395,1.43e-21,83.6
FUN_000568-T1,Peve_00034143,56.818,5.46e-76,238,56.818,1.24e-78,244,56.818,1.24e-78,244
FUN_000569-T1,Peve_00034755,74.863,0,1075,76.231,0,1075,75.547,0,1075
FUN_000570-T1,Peve_00034728,63.174,0,1262,63.137,0,1264,63.1555,0,1264
FUN_000574-T1,Peve_00034745,73.71,0,1920,73.71,0,1898,73.71,0,1920
FUN_000576-T1,Peve_00034748,75.092,1.28e-146,426,75.092,3.08e-146,426,75.092,1.28e-146,426
FUN_000577-T1,Peve_00034749,60.893,0,685,60.893,0,665,60.893,0,685
FUN_000578-T1,Peve_00034754,57.531,0,1032,56.803,0,1021,57.167,0,1032
FUN_000579-T1,Peve_00034763,56.376,2.2399999999999998e-57,177,53.614,7.78e-52,163,54.995,2.2399999999999998e-57,177
FUN_000580-T1,Peve_00034764,47.609,1.1100000000000001e-122,367,47.679,2.06e-122,366,47.644000000000005,1.1100000000000001e-122,367
FUN_000582-T1,Peve_00034702,67.153,2.41e-58,180,59.036,3.27e-61,187,63.094500000000004,3.27e-61,187
FUN_000584-T1,Peve_00034704,58.983,1.34e-117,341,58.983,1.32e-117,341,58.983,1.32e-117,341
FUN_000585-T1,Peve_00034705,51.988,8.49e-93,279,50.746,2.16e-103,306,51.367000000000004,2.16e-103,306
FUN_000586-T1,Peve_00025314,64.899,0,856,64.899,0,863,64.899,0,863
FUN_000587-T1,Peve_00025318,30.387,4.9299999999999995e-48,174,30.387,1.0899999999999999e-47,174,30.387,4.9299999999999995e-48,174
FUN_000588-T1,Peve_00025320,89.254,0,839,89.254,0,839,89.254,0,839
FUN_000591-T1,Peve_00025321,68.936,7.979999999999999e-106,315,68.936,3.62e-105,315,68.936,7.979999999999999e-106,315
FUN_000592-T1,Peve_00025298,64.784,9.29e-134,380,64.784,9.23e-134,380,64.784,9.23e-134,380
FUN_000593-T1,Peve_00025299,66.485,0,1226,66.485,0,1239,66.485,0,1239
FUN_000595-T1,Peve_00041242,78.683,5.289999999999999e-178,504,78.683,0,519,78.683,0,519
FUN_000596-T1,Peve_00041271,86.283,9.169999999999998e-144,400,86.283,8.909999999999999e-144,400,86.283,8.909999999999999e-144,400
FUN_000597-T1,Peve_00041252,57.143,2.18e-96,283,57.143,1.9099999999999996e-96,283,57.143,1.9099999999999996e-96,283
FUN_000599-T1,Peve_00041264,68.182,1.0499999999999999e-140,403,68.182,5.2499999999999995e-133,384,68.182,1.0499999999999999e-140,403
FUN_000606-T1,Peve_00041267,77.805,0,627,77.805,0,627,77.805,0,627
FUN_000607-T1,Peve_00041268,80.106,0,610,80.106,0,588,80.106,0,610
FUN_000608-T1,Peve_00041270,75.25,0,2236,75.25,0,2258,75.25,0,2258
FUN_000609-T1,Peve_00013321,60.333,8.409999999999999e-113,328,60.333,8.38e-113,328,60.333,8.38e-113,328
FUN_000610-T1,Peve_00013320,78.723,3.3499999999999996e-121,347,78.723,1.9600000000000002e-122,350,78.723,1.9600000000000002e-122,350
FUN_000611-T1,Peve_00007071,66.334,0,561,66.334,0,561,66.334,0,561
FUN_000612-T1,Peve_00023943,80.319,6.09e-109,312,80.319,6.96e-109,312,80.319,6.09e-109,312
FUN_000613-T1,Peve_00023944,39.466,0,585,40.041,0,585,39.7535,0,585
FUN_000614-T1,Peve_00036774,68.53,0,796,67.732,0,754,68.131,0,796
FUN_000616-T1,Peve_00036773,75.301,3.31e-97,278,75.301,3.22e-97,278,75.301,3.22e-97,278
FUN_000617-T3,Peve_00036770,70.735,0,1136,70.735,0,1171,70.735,0,1171
FUN_000618-T1,Peve_00043948,65.423,0,984,65.428,0,1010,65.4255,0,1010
FUN_000619-T1,Peve_00043933,38.922,3.09e-18,78.6,38.922,3.73e-18,78.2,38.922,3.09e-18,78.6
FUN_000620-T1,Peve_00017114,75.945,0,1444,75.945,0,1445,75.945,0,1445
FUN_000627-T1,Peve_00025540,73.881,5.2200000000000005e-123,351,73.881,5.3200000000000003e-123,351,73.881,5.2200000000000005e-123,351
FUN_000630-T1,Peve_00025539,75.379,1.6300000000000002e-123,352,75.379,2.5e-127,362,75.379,2.5e-127,362
FUN_000637-T1,Peve_00012867,84.984,0,1119,84.984,0,1119,84.984,0,1119
FUN_000639-T1,Peve_00011494,78.865,0,1444,78.754,0,1441,78.8095,0,1444
FUN_000640-T1,Peve_00030248,59.726,0,677,59.726,0,670,59.726,0,677
FUN_000641-T1,Peve_00012249,55.688,0,1164,55.688,0,1164,55.688,0,1164
FUN_000643-T2,Peve_00029422,52.485,0,1035,52.393,0,1028,52.439,0,1035
FUN_000644-T1,Peve_00029424,61.791,4.8100000000000005e-155,439,61.791,5.05e-155,439,61.791,4.8100000000000005e-155,439
FUN_000645-T1,Peve_00029425,57.692,9.899999999999998e-143,409,58.96,2.15e-140,403,58.326,9.899999999999998e-143,409
FUN_000856-T1,Peve_00017112,75.889,5.369999999999999e-152,424,75.889,5.829999999999999e-152,424,75.889,5.369999999999999e-152,424
FUN_000857-T1,Peve_00004526,96.809,0,761,96.809,0,761,96.809,0,761
FUN_000859-T2,Peve_00004524,78.546,0,1398,78.546,0,1398,78.546,0,1398
FUN_000861-T1,Peve_00004523,64.139,0,818,63.449,0,811,63.794,0,818
FUN_000862-T1,Peve_00004534,72.441,4.37e-135,380,72.441,4.46e-135,380,72.441,4.37e-135,380
FUN_000863-T1,Peve_00004533,58.806,3.0299999999999997e-118,345,59.701,8.82e-124,360,59.2535,8.82e-124,360
FUN_000864-T1,Peve_00015203,46.667,2.93e-62,193,46.667,7.4e-65,199,46.667,7.4e-65,199
FUN_000867-T1,Peve_00021321,71.739,0,692,71.739,0,692,71.739,0,692
FUN_000870-T1,Peve_00002066,93.425,0,708,93.425,0,708,93.425,0,708
FUN_000871-T1,Peve_00002056,59.302,2.35e-136,391,58.357,2.2700000000000003e-123,358,58.829499999999996,2.35e-136,391
FUN_000872-T1,Peve_00002057,56.438,6.29e-124,362,56.712,3.07e-122,357,56.575,6.29e-124,362
FUN_000873-T1,Peve_00002058,81.682,0,580,81.682,0,580,81.682,0,580
FUN_000876-T1,Peve_00039671,63.218,5.1200000000000004e-73,218,63.218,3.64e-73,218,63.218,3.64e-73,218
FUN_000877-T1,Peve_00039677,80.365,1.8399999999999998e-125,353,80.365,6.389999999999999e-133,372,80.365,6.389999999999999e-133,372
FUN_000878-T1,Peve_00039668,48.072,1.4499999999999996e-107,321,48.072,1.4899999999999997e-107,321,48.072,1.4499999999999996e-107,321
FUN_000879-T1,Peve_00039669,83.117,0,1520,83.117,0,1578,83.117,0,1578
FUN_000880-T1,Peve_00039672,73.625,0,2051,74.077,0,2066,73.851,0,2066
FUN_000885-T1,Peve_00029323,66.225,1.1199999999999999e-72,233,66.225,4.85e-72,233,66.225,1.1199999999999999e-72,233
FUN_000888-T1,Peve_00029324,64.706,6.96e-78,256,64.706,6.13e-79,256,64.706,6.13e-79,256
FUN_000889-T1,Peve_00017794,61.569,0,876,62.379,0,795,61.974000000000004,0,876
FUN_000891-T1,Peve_00017797,73.066,6.139999999999999e-177,510,72.334,1.1899999999999998e-171,496,72.7,6.139999999999999e-177,510
FUN_000892-T1,Peve_00026758,81.84,0,1473,81.84,0,1453,81.84,0,1473
FUN_000894-T1,Peve_00026759,72.928,0,526,72.5,0,507,72.714,0,526
FUN_000895-T1,Peve_00026757,70.979,3.15e-131,384,69.93,1.5099999999999998e-124,367,70.4545,3.15e-131,384
FUN_000896-T1,Peve_00009744,43.977,3.7499999999999996e-128,396,39.39,2.32e-138,423,41.683499999999995,2.32e-138,423
FUN_000897-T1,Peve_00009743,55.789,2.4e-59,199,53.684,1.48e-45,159,54.7365,2.4e-59,199
FUN_000898-T1,Peve_00009741,79.649,2.2899999999999997e-168,467,79.649,1.8099999999999998e-162,452,79.649,2.2899999999999997e-168,467
FUN_000899-T1,Peve_00009739,82.192,1.5399999999999998e-37,123,82.192,7.6e-38,123,82.192,7.6e-38,123
FUN_000900-T1,Peve_00009738,81.836,0,757,82.027,0,806,81.9315,0,806
FUN_000905-T1,Peve_00009733,66.151,0,765,66.151,0,765,66.151,0,765
FUN_000908-T1,Peve_00010044,75.621,0,701,75.621,0,701,75.621,0,701
FUN_000909-T1,Peve_00010043,52.98,7.6e-46,149,54.422,2.2899999999999998e-48,156,53.70099999999999,2.2899999999999998e-48,156
FUN_000910-T1,Peve_00010061,77.88,0,649,77.752,0,647,77.816,0,649
FUN_000912-T1,Peve_00010054,69.428,0,1186,69.428,0,1186,69.428,0,1186
FUN_000914-T1,Peve_00033029,90.343,0,620,90.343,0,620,90.343,0,620
FUN_000915-T1,Peve_00044966,70.896,2.1499999999999998e-66,207,70.896,1.25e-66,207,70.896,1.25e-66,207
FUN_000916-T1,Peve_00044970,91.765,5.46e-177,493,91.765,4.86e-177,493,91.765,4.86e-177,493
FUN_000918-T1,Peve_00044972,62.42,2.42e-64,194,64.331,2.1599999999999998e-69,206,63.3755,2.1599999999999998e-69,206
