,ACR-139-TP1,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP3,ACR-186-TP4,ACR-225-TP1,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP3
CE 20:4,0.18993544560105,0.558746060309103,0.325693944796877,0.0994686598462045,0.123437551342742,0.152528020505993,0.100035229150886,0.0860479193493174,0.0630482847775252,0.110417244270032,0.0658882187076685,0.083168619813995,0.0319658491429931,0.0388546250766101,0.0934204495744788,0.153926112468899,0.136836518667478,0.17210308749944,0.0769764980308025,0.0707546001456657,0.0270136592633414,0.0783634416219621,0.114338936049327,0.0970011889896701,0.104365013066813,0.27092742508314,0.0610243050547142,0.282544506038053,0.191292341302897
CE 20:5,0.28728697358928,0.743719864966503,0.535553106710173,0.230924145613589,0.254825704248477,0.343927236883138,0.305717004645353,0.178426265438895,0.10613478448681,0.215032036754621,0.161987915353042,0.162511766484927,0.293110764713329,0.147080882171119,0.282365110535344,0.293086420999671,0.260286856160963,0.242567022239077,0.141927156497574,0.177121409890277,0.0498910922188581,0.179049302896357,0.340680225000193,0.211045577540142,0.205547373526843,0.366502124566807,0.134300789875231,0.537951969123299,0.311334698295979
CE 22:4,0.0965748266892992,0.235940768038986,0.281631462778905,0.105009401134461,0.112042697423138,0.180139076731621,0.143407919808342,0.102325826523631,0.0675712506451068,0.0887737026427574,0.103577602573143,0.0838489866016808,0.0795536135234889,0.0625591688418826,0.111916238019237,0.137485669229422,0.0929977597745282,0.0908366313546002,0.0753910006961923,0.0803866935258804,0.028272746138309,0.0888533560443094,0.125165111142118,0.111230323312392,0.143174503164121,0.103734050221088,0.0673168363140295,0.308983128281296,0.224324946326221
CE 22:5,0.185036321055107,0.488501263134806,0.457845317346636,0.18043411030844,0.252723173851817,0.363810292222686,0.278861181564816,0.195930125712245,0.0951989048497564,0.153430549400899,0.143901046849738,0.110800446580793,0.300782387385621,0.121311037432052,0.241185342212189,0.226027424010445,0.199591683258783,0.148901917047734,0.105863047676457,0.147585841038243,0.0442617492962985,0.164129120603196,0.392692239631433,0.187511228097666,0.167269238745288,0.171195082881208,0.0985744442248796,0.530439561051254,0.385606847391797
CE 22:6,0.5271048806294,1.12153479549601,0.930560065746217,0.534583463154074,0.623969126507589,0.712197941234981,0.659900505993075,0.45169398546705,0.154648290885304,0.531754478830116,0.394321750146877,0.455554538813596,0.571344599046834,0.353166576912931,0.694797063034063,0.792167421097535,0.539677058184738,0.491108616673245,0.470006981044077,0.560528042731103,0.0938800160233591,0.320570928380087,0.874382901066469,0.397967509228352,0.726544230012768,0.586809284093804,0.432710740838153,1.28594776770309,0.877413081243632
Cer d18:1/16:0,0.147127898215557,0.296591317321643,0.291073386553691,0.0908552428261302,0.175913657945547,0.1562049904575,0.322375150733563,0.116410933188899,0.0939269945507095,0.252879581748095,0.136450843561807,0.166123940374137,0.119005949128262,0.0716346614400678,0.107520704251252,0.187291121245099,0.119223229678479,0.121035897484069,0.127445746410724,0.137821329959263,0.033582567298292,0.11924572547545,0.116320783043065,0.0916917440091944,0.229922226289523,0.207086501096751,0.12899011703043,0.214954294776765,0.155951860089836
DG 14:0_18:1,0.0515991102415862,0.157941789238211,0.127147007438065,0.058117434675684,0.11530649249586,0.132556662482065,0.0917210129517805,0.0651916846744037,0.0346430170769784,0.0699069081144054,0.0963482413597906,0.0980513790528852,0.106280062233393,0.0508061175733055,0.0676072237570246,0.143608035023091,0.0712302067680159,0.0812870417595465,0.0993931269834696,0.094941172626207,0.0146377799716543,0.0435025527545497,0.104376092143261,0.0277990040510642,0.0919278579247814,0.14920683054838,0.0823041824417656,0.162788613927048,0.267400260448712
DG 16:0_18:0,0.136375653766186,0.393543447699386,0.609848793332978,0.102881772961248,0.296528731950891,0,0.508748933812641,0.119273093772689,0.077997819107937,0.21200191061171,0.159329899248743,0.149803708344978,0.206029392785116,0.109454407567789,0.106709788549942,0.114389580160597,0.528185649393637,0.173826168161503,0.154370486151499,0.176280695708481,0.0430289196075267,0.0944217062632304,0.148838671218868,0.0887510674708467,0.18700721827638,0.229496606691847,0.12776578226908,0.167369989157066,0.282714063177193
DG 16:0_18:1,0.470905275051024,1.45103114141318,1.05260390239563,0.470605670961881,1.38138694832302,0.906941015638823,1.12497247216381,0.43913978486214,0.271138736478157,0.672231324387594,0.900801813689122,0.798114149746837,0.589354932971629,0.494657726771798,0.534202094176163,0.859454450457162,0.947232758635533,0.538419699900126,0.708773242782271,0.70535549745264,0.120316826914592,0.31273097719361,0.626192174153793,0.193248141777902,0.72751395520635,0.729999773708852,0.461122169719402,1.23236552603545,1.85555983187871
DG 16:0_18:2,0.203916415927316,0.697484287292928,0.42440895035334,0.257469730779411,0.745390580037976,0.490238386831796,0.253402706413888,0.142044774350021,0.116194463741893,0.285612846561349,0.487499676376443,0.404851464218171,0.167404319482214,0.21041410765666,0.239759383970883,0.396205708200999,0.257520898763402,0.196493290586853,0.266291178403056,0.263759622650913,0.0421585060906922,0.132399923761616,0.1578811930719,0.0507276372166993,0.395750061175502,0.431253332718141,0.256091742767808,0.560015969605924,0.984866427621014
DG 16:0_20:0,0.035741822703928,0.1644103949408,0.151078978171224,0.0208079104559538,0.0850698647327059,0.061793331382617,0.232894510520051,0.0501735523259065,0.0356033179808138,0.0609826219721408,0.0686310534896856,0.0542948056904995,0.106280062233393,0.0464018720870747,0.0510014318467192,0.0733411065714257,0.122379557372708,0.0557781567649137,0.0495838728715721,0.0633866413468748,0.013356614353491,0.0420878355918001,0.0893909354716454,0.0370653387347522,0.0733810093960975,0.0891985653551533,0.047431386747392,0.056936323687281,0.142056388363378
DG 18:0_18:1,0.0462353079363378,0.153897242271095,0.169589642046929,0.0389592355784636,0.0883387153060435,0.0617700367408063,0.307250781526839,0.079209405869536,0.0320487767550542,0.0609141653166752,0.0944586528905549,0.070288462051568,0.106252056657661,0.0570500770360961,0.0513238805397856,0.0782168730643571,0.127265717796839,0.0692461295140414,0.0764201433149603,0.100596693290116,0.0182913769800612,0.0290729802918683,0.0799449298252112,0.0259677190514056,0.0894053294349973,0.102660847464012,0.052119666087404,0.0602481175005505,0.178705601786071
DG 18:1_18:1,0.0185743000091068,0.0711774745503815,0.0760979163031092,0.0386204596169117,0.0669074293442223,0.0375849429904377,0.0504973592743267,0.033157425712829,0.0180715569367706,0.0463071971029827,0.038284378254884,0.0530312590030647,0.0366913576947318,0.0271120335140581,0.0293810620481381,0.092416960138541,0.0514614731359701,0.0456708802920245,0.0584944306855252,0.0445324386150147,0.0085842906692864,0.0205744063943165,0.0500157978052201,0.0122289839718829,0.0536870238028783,0.0569689930055975,0.026059833043702,0.0655279256471042,0.155870997113406
FA 12:0,2.30017914552633,9.54145811359324,4.96198220255766,0.987314641229459,3.11826073549737,2.87173479825328,10.3026432013012,1.95441558766474,1.30151661375982,1.88789945308435,3.73969936459389,2.5334872281213,7.95680348210798,1.57247893819003,2.35701639245948,1.43457260023956,3.08058637566032,0.827643343558436,0.608817222505567,2.09863670825398,0.96725998205881,1.21497755894048,1.7784482496218,0.804596219772317,2.37319540660787,2.25318912891913,0.860267542970899,2.22215021513132,4.14851978207572
FA 14:0,9.63058429746105,19.7897517558084,17.3652509332266,4.14429435143712,13.4220179426295,11.0492091364179,22.8062632721164,8.74420617520939,6.3396387840438,4.83495012146746,9.22647503476093,6.39146561072386,18.1434528063248,8.93494623112601,7.96824782201961,6.85929835113748,14.4675740534233,5.0566027258924,4.8775885605458,8.17153768397122,4.12144486421763,7.25496592759915,8.61318711725071,4.88659557911624,8.58930248500533,7.59505129959809,7.12853417614187,10.274143492091,19.6466379769845
FA 14:1,6.03628139105071,50.3525326625505,22.9219574371303,2.85258934318282,18.581186273053,15.5676567031733,23.7031179546914,7.14427315723261,3.81226088415244,4.24151136110312,14.0995291279289,7.10545817175726,23.7085953150363,4.30402753204837,5.36373885553327,4.24768030739514,9.80792792487094,2.85193985747601,1.94806098552551,5.78065300106406,3.2719074995947,7.4136201514864,6.8695983883449,4.52005749457027,4.66254995808757,3.55689348653945,2.02264201455364,9.86545757018981,15.8443605921323
FA 15:0,1.20954694121938,4.41641337906776,1.79841640583622,0.511992129426191,2.61978238662397,2.11192026784948,2.94651613925476,1.46626201790014,0.882909340612871,0.921420326859668,1.38111969387761,1.09453515818317,3.0173146332824,0.979214461484295,0.991255121249051,1.18492207345441,2.19140320579892,0.550319175676431,0.550635747092771,1.47828626492295,0.342620862344849,1.03088302318995,2.10079613399366,0.348356427363688,1.3724351544454,2.22272942887969,0.850856998654806,1.6041288043123,3.00950340394307
FA 16:0,25.2225331448897,91.2642917642896,79.6074375656296,17.392499885733,59.9768853440616,52.3622554992696,111.92565734096,23.6907936949134,19.7136071734686,18.4928225891093,34.2766266361657,36.9860990758891,94.1947255658067,32.8472242812715,26.5213263692672,28.197818718362,85.8081099389965,22.1041501121713,24.7291605015958,30.1312927779846,10.1743799389206,19.6094543426345,31.0765024262829,11.3431419252649,46.2428404422899,37.2123857975391,24.6948963762722,36.0246777458392,113.352207643701
FA 16:1,6.50283522685262,22.2936309984596,26.7829119596585,4.51772402094223,16.5180329428736,15.5857073775112,20.1298323141114,8.19794468356124,8.6207041486198,4.45967723319337,8.68233976603383,7.0651678088634,17.2786209700393,6.14567124839901,6.54102040958066,8.87181793026043,22.1048505232899,7.35906319322951,4.54269824800877,7.63715152285113,3.42728024462954,6.87891821492801,10.4737564820729,4.24899276511129,8.06384074434736,9.18611740048526,9.11815047652374,10.3197259396936,27.1054182064558
FA 17:0,4.06349857394434,9.6652642056996,4.24320709272294,2.57729433116412,10.0143872800684,8.84618991104765,20.2207968466799,5.95699640376661,3.6238062061283,2.859820992513,3.82891232960026,4.51948780193266,3.93361821981641,2.90469449068175,3.19193281072964,6.33301636902866,10.0103248937199,2.24076156455139,2.39785947966416,5.62317800675131,1.38608904136842,3.28219806209726,10.1327493968075,1.38769387209038,3.89756197341267,8.88074858723257,3.51508167331817,7.05184621860683,14.871204918108
FA 18:0,23.5780560862401,73.7884236119486,46.9731908479335,8.51335268298283,28.8036005028774,56.6375472982203,105.427182710352,23.6829841569905,20.6235634236178,10.9014565334526,19.3259167125096,32.6585249232598,63.381699311904,25.9737868980823,21.1116751305345,35.025351234954,62.891068285438,20.1140525971466,18.2479650477831,27.98319734134,10.6379964247502,18.678228724173,35.2253414208603,17.1619216004223,32.4059866539947,30.4580066064589,20.5195561943633,37.0156403059475,81.3986201251207
FA 18:1,7.7588783251907,30.4255093659516,27.1469021496297,9.68158828756053,17.0687003798507,16.0066083220872,24.9273728965667,4.35879047691984,4.7020356916283,4.46015235303233,8.91100104128478,9.55532436781419,18.5513457710022,7.97862596194278,5.71460594953676,10.4991437361846,35.2184720723921,6.00164313431232,7.02585654033326,7.27123597662871,3.07017818583739,4.486680581836,7.57566587208289,2.19277156814649,9.29762184865423,8.57227220640953,5.74828859143093,12.8492923168536,43.4800276448278
FA 18:2,3.40838533686546,14.8025672566818,11.8524956100655,2.23675419298002,6.5727506599206,6.36297742695716,5.42568916430856,0.809678118045248,1.50867521562098,1.61441489351588,3.28692969578368,4.34978292208886,4.71251364296041,2.63327613820063,2.17625511006568,3.23916585325637,10.431170552608,2.1021422132084,2.454239734236,2.01106265113695,1.02730634785314,1.70317213457635,1.06598932298509,0.707778065351031,3.55960140142564,2.86216117490701,2.88397984482896,4.16897314003465,23.5251170302816
FA 18:3,5.93931327350271,28.8887576460238,33.024574972326,5.5132275037586,19.7386326850243,16.7097995429148,12.5148345153275,3.73977606134689,3.81353333351157,2.38528296257429,5.76756932350949,7.00644536856371,9.64864224093073,5.48038849378808,4.86369727505324,7.83277333812822,28.4408773110087,4.87801297644026,5.51102259945494,4.54026690587703,1.87121480168583,3.49837033510904,3.90163777881026,1.26777472862647,5.76967933040746,5.90802803538553,5.60272365553162,10.4657945298366,58.6645932863576
FA 18:4,3.85154537011433,15.037644328392,16.1283504876864,3.04985087882847,15.4259694165851,23.2215350266708,26.671205320102,10.4282079707216,3.8676382728942,0.847505782603633,3.39470881676071,6.48033582749963,20.527383971218,5.59416063051942,6.16542259418126,4.74281023341766,13.5189439134883,2.5680453508036,3.84132346703296,9.24114981968341,4.85857464154973,3.38180013801229,13.6711834278767,5.08801705834105,3.67640872347598,5.07807648320373,4.40003467833553,10.159729648297,29.7095575246858
FA 20:0,1.02618247779239,6.26791419604238,4.29573715386286,0,1.70287740250975,4.11103985065618,6.3861294152636,0.810960438703047,0.438188329660913,0.755618980252646,0.753294680008787,1.54009044841672,5.84414400498266,1.29424682389169,1.0666334689306,1.86905428213299,4.73170940081054,0.613897794875014,1.2451240898222,0.88881910654448,0.43566699289052,1.17975182705289,0.955149775566645,0.602532626489679,1.78370046555365,1.01316492204918,0.996689620947915,3.58518176641178,7.67548092039141
FA 20:1,2.89204107258786,13.3542872273676,10.336256143444,0.491527853243919,5.09543849256489,6.07001003715431,14.2380731792177,2.68502317445773,2.56442805147352,1.49230730667674,2.9881350918587,3.57937679975211,10.3796484204378,4.04650460898961,2.52018138922191,3.51132665261723,15.5049214652348,2.62964749559595,2.39828374846386,2.86941155223887,1.66729351182785,2.41533418583687,4.12748046645262,1.77131593282069,4.34775599685624,3.47152018921288,2.17641249776781,5.09055120885466,13.4429028652008
FA 20:2,2.04383733682347,6.27233343432978,6.14238179952876,1.62944593052109,3.7184373879127,4.24638227949619,9.36798895732419,2.00958059149908,1.75927818735203,1.34628521130257,2.27357576205028,2.38715576929317,11.0093473312397,2.08543676716407,1.79413684704457,2.04853712641029,6.54710058928515,1.31095604398609,0.928564179746099,2.15003356250632,1.10674296978023,1.80776081715726,2.57353694542437,1.70327724958269,2.94072455120767,2.82694653704564,1.57054361739855,2.28719804300802,7.56792980080814
FA 20:3,4.75221937261052,11.3641647798842,9.2941513439013,1.74094574812265,4.43997736679604,8.07084253396161,10.4654444459834,2.1247486043023,2.39321085549034,1.93353601771318,2.81220256326943,4.22223233812273,8.96413491317422,2.9248440500172,3.14349042809418,4.98809889739477,9.60999596102351,2.97005087938406,3.09455809546267,3.03564475046673,1.23632615487235,3.02188783795248,3.12642657505041,1.53230811514577,5.5443503865847,3.63841393062256,3.66385187476546,5.54329378643029,15.4250747464997
FA 20:4,58.0574208162645,68.0668509891378,74.1674715912088,32.4585267572624,44.8044816034803,79.9023588027659,80.8628109678849,29.9339384172325,38.7740272795868,20.0396692621132,22.8559152077422,41.0747897654983,46.4823666601415,27.54067096097,32.4433209844358,38.3809750746578,52.7840372893046,47.3855800730189,42.0585561186801,41.0715449952161,16.0754272539069,29.2494183596644,38.0851807968605,18.3788849867165,58.4133142718942,43.9270893293382,56.8141647010682,63.305031442895,102.447927882901
FA 20:5,37.519545972852,49.5547056458868,78.7440276745813,18.2219870649255,54.121092064219,73.2630286275931,92.4760756117338,33.466159718351,20.2874176294308,13.2820802715269,15.256394256145,31.4684520617335,44.3390507250001,23.481097632278,27.9082353783413,30.0165817696692,61.2866381206698,25.8803005309723,29.5787755423663,42.4634696873253,15.6388573953302,19.3418202275827,54.9572969129368,20.7746798535155,34.6217888667622,33.8040568895023,47.5949536031019,59.5769201646809,105.195668163302
FA 22:0,0.961750583470432,2.06547583459176,2.30012776818622,0.592405757984825,1.6213838721754,2.16353530422816,3.46175233300526,0.847981885580478,0.672746900883296,0.515711686888298,0.551772430208955,0.798122800500696,1.98667556634321,0.756205568622575,0.954757482688959,0.890102080072689,1.81866688944324,1.02207634156645,0.856175555289598,0.932430502634487,0.296888730592211,0.53363510000151,1.27260948780997,0.360710852355507,1.24695195368747,1.25493537002702,1.06771597538842,1.54093583733216,4.10066319287064
FA 22:1,1.01630832887427,3.12992108616516,3.02880824958494,0.318022161066692,3.38512224967198,2.15368254049514,7.30493375185791,1.18341265386706,0.68111265445169,0.722660303205974,0.991977849688081,1.03866754182259,4.10909566902151,1.06564536590849,1.3738872241339,0.976447239191972,4.07327944479471,0.94664433677777,0.636682293104062,1.42848945747248,0.555442719016693,0.515975682271607,2.12394409087875,0.644499512025488,1.58174036292944,1.32307180737493,0.807735750533178,1.22928757037996,5.66364326260264
FA 22:2,2.6254692980872,10.3998889687269,5.15539103335253,1.82355242849734,6.5939247805726,4.17537720313145,5.33636084456425,2.02896566938594,2.37569548589412,2.45056369571101,7.33479227794927,3.73995681276372,3.48740918157667,3.41693808829799,1.67572528878906,2.77346918546356,9.41036279728395,2.17023331255091,1.24248393999123,2.92018247273503,1.48535103062979,1.86411245527578,1.81706445958853,0.910496038784856,3.4184290920355,4.08523775627267,1.58275127983929,2.96215776539746,7.53663437453598
FA 22:4,11.1653548456048,29.1003481500438,28.4250212607334,7.0988457965075,10.7152769288964,16.9529303884503,26.095645478831,5.5652020231313,5.20323863826383,4.54456246986439,6.98525912186001,8.76651199125981,23.06210493116,7.29865305059471,7.70649466464427,8.94249805922931,20.9047360811629,4.84956733600315,5.04282504219906,8.11616429851671,2.61284240553214,5.31560686231774,8.39269750825714,3.19507174748099,10.5727642015854,10.7894056414431,7.48576590194636,11.9494930880412,32.5838827568646
FA 22:5,3.77979282841817,12.6094191273637,14.715545928802,2.43643943917316,7.70101675970853,7.4303385911385,17.084321446554,4.50552871143197,2.46362458119149,1.64934588426969,3.0320469492254,3.27958529777111,11.3366413449564,3.22837311730023,2.83100235889106,4.19936026861366,12.822882208472,2.43735350559954,2.16403605673828,4.30020038987817,1.32788318255461,2.50756674718165,6.97417721206204,1.92198749226245,4.09116114524389,4.5570366061225,3.44258224719153,6.18667661682885,16.437104657872
FA 22:6,5.37570714954211,20.8424782654084,29.6158097871576,3.5000910963787,12.7364552240483,14.8731509268806,20.590165433551,5.09955691011551,2.90027323110204,2.08765902036441,3.63814743473954,6.60841121181009,17.2926910771788,5.20238894879147,6.30042908851691,5.63367978837958,25.1918723919415,3.79853619164454,4.70050449376329,8.23100840280332,2.31965441692742,3.28422989550828,6.30517391756477,2.44186284621058,6.89630297224958,7.95192136043797,8.30459232056061,8.4966930218085,41.6891039349706
FA 24:0,0.414752162228142,1.2644600082057,1.31681159244664,0.206680154872382,0.877788610277557,0.784838762705587,1.59978767341721,0.266003134030453,0.231569797615906,0.324960785289288,0.460129250077957,0.397296445207683,1.10116249162899,0.280902714998694,0.347644587222079,0.412792682316339,1.22317258089423,0.306425845153131,0.213159995626431,0.328618067440007,0.129865539912838,0.279074283600776,0.362832646467807,0.139294423317096,0.55500242731615,0.48620114786551,0.256969660064693,0.448045265148324,1.29665066747608
FA 24:1,1.78836889682528,5.16403570370031,5.0001300133851,0.843654760329789,3.73343047910555,3.80029399259019,6.6468029086462,0.856765931527965,0.66733482439624,1.24997404471037,1.25205615921333,1.64429615783823,2.00678582877285,1.10477389444742,1.29456911407804,1.54468928876527,4.10365431816244,1.20238224507295,0.756054449362481,1.2519140465038,0.765005966837693,0.739803471467153,1.07948616185772,0.557279050545616,1.325338180777,1.75155460902014,0.852129559439965,2.04930104751655,5.79148376454318
LPC 17:0,0.583061578568439,1.6459094827942,3.85952496731664,0.449805010565617,1.19631757495277,0.605463453888533,5.20236875098866,0.196746168311333,0.496458022361304,0.39623534560476,0.63278956316207,0.388655462627306,2.64301227481097,0.913869688745598,0.663171352576236,0.8318543953129,3.19808036231149,0.347041091628805,0.409977320103844,0.835030851386165,0.430373174908924,0.450237212253137,0.560486393270298,0.122878042116245,0.772249014617874,0.751866100788589,0.181671533924607,0.628904190067675,3.08733840132588
LPC 18:0,4.41507708509042,9.8457059752744,12.5785457835304,2.31200633028377,6.77533063089272,5.32736824533326,27.5380907386719,2.19040595211169,3.48185584074652,3.79559017796952,6.12148006100414,6.07127404988623,11.5144945815459,4.50880058576856,3.42121344856115,3.1169406620564,4.47300111755874,2.93543082593533,3.71119067118325,7.08661563140616,2.3416794260346,2.93366756928787,4.108186107404,0.833138238693885,7.6505343034409,8.71898754298404,4.98710318353238,4.40639818539405,9.25803489532846
LPC 18:1,0.214371579136586,0.282526194684359,0.154707611657497,0.201009913041942,0.260777014516427,0.291275551070024,0.709324277412084,1.89720136278363,0.547017773263128,0.17920191509763,0.119811665365363,0.205981096076384,0.0658088130735278,0.104846713561454,0.121284422902727,1.16840292529943,0.304229152113271,1.76263215748764,0.210423098810416,0.160691135284164,0.101297344088337,0.317644947441073,0.840956839614322,2.82572236081935,0.278485517791941,0.30955433935823,0.579397821636263,0.267368358879038,0.231891384235077
LPC 18:4,0.0175779786345495,0.0459910820289262,0.0367334863954675,0,0.128386779969068,0.0829595913224338,0.843880403617362,1.28586183017963,0.279114951830694,0.0434823527845425,0.0374034419393769,0.0916119017383965,0.0523575650036136,0.0336953800494067,0.0166815013536245,0.390192730697148,0.0179444338440346,0.633301313990623,0.0553044260853107,0.0767421317950999,0.0300581080900999,0.17894638015207,0.888563330559106,2.48876240884047,0.0801853076029369,0.01812496894409,0.323490224509703,0.0580593451654184,0.0337985758501705
LPC 20:0,0.187055138846123,0.338254813498512,0.332627062161102,0.113533365158727,0.18891060708451,0.194248768713506,0.517939479640735,0.495820906668087,0.223914994058472,0.0855669792439381,0.130019645834657,0.0950125659230479,0.216759664228389,0.131943277650155,0.105690717062708,0.412670644158687,0.998722657750265,0.056139952125865,0.0673023509429041,0.153978590216031,0.0607525994047299,0.160598002687172,0.599617814997773,0.0763789293855847,0.194507069612365,0.221012849847129,0.122415040159503,0.15505979752269,0.226680544770588
LPC 20:3,0.120771820769726,0.270717677095336,0.0659431138211437,0.101084937386577,0.228296015678444,0.305756715365685,0.412804759498737,0.792386331901969,0.458269898196665,0.0979953535353014,0.077066892990053,0.113919208958721,0.0167808681495863,0.0496121759877972,0.0653900679886764,1.39214412813527,0.321185183773084,0.458049400860266,0.210224912307441,0.122524209380954,0.0613151785474012,0.387605352828727,0.500081160857179,0.269594580846155,0.2850022072552,0.307827213470807,0.743396822052339,0.2330593598752,0.134934057828382
