,ACR-139-TP1,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP3,ACR-186-TP4,ACR-225-TP1,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP3,POC-201-TP1,POC-201-TP3,POC-219-TP1,POC-219-TP3,POC-219-TP4,POC-222-TP1,POC-222-TP3,POC-222-TP4,POC-255-TP1,POC-255-TP3,POC-255-TP4,POC-259-TP1,POC-259-TP3,POC-259-TP4,POC-40-TP1,POC-40-TP3,POC-40-TP4,POC-42-TP1,POC-42-TP3,POC-42-TP4,POC-52-TP1,POC-52-TP3,POC-52-TP4,POC-53-TP1,POC-53-TP3,POC-53-TP4,POC-57-TP1,POC-57-TP3,POC-57-TP4,POR-216-TP1,POR-216-TP2,POR-216-TP3,POR-216-TP4,POR-236-TP1,POR-236-TP2,POR-245-TP1,POR-245-TP2,POR-245-TP3,POR-245-TP4,POR-260-TP1,POR-260-TP2,POR-260-TP3,POR-260-TP4,POR-262-TP1,POR-262-TP2,POR-262-TP3,POR-262-TP4,POR-69-TP1,POR-69-TP2,POR-69-TP3,POR-69-TP4,POR-72-TP1,POR-72-TP2,POR-72-TP3,POR-72-TP4,POR-73-TP1,POR-73-TP2,POR-73-TP3,POR-73-TP4,POR-74-TP1,POR-74-TP2,POR-74-TP3,POR-74-TP4,POR-83-TP1,POR-83-TP2,POR-83-TP3,POR-83-TP4
Hypoxanthine,7510959.20196776,16459197.7033473,30336203.5438503,9774987.76726628,9497878.43154369,2240205.30772016,1471668.97363079,4259509.58463061,5239746.54191933,11903413.7327727,27284656.9053102,14900055.156864,18452758.9927466,23514792.6865522,7936372.1005274,6837935.72324937,4643259.32124343,8808917.21341343,17943420.2988321,18120652.163756,44547695.8919822,2787256.39947982,3450601.91586696,6299516.24219087,8975011.69168161,5467669.34218027,28955932.4638311,4195121.80153062,4443917.98142033,1575653.19995192,41189099.9162143,2865207.64428398,22933373.7127751,19522636.772457,1519138.58714075,8501418.93962694,17044055.8693994,1307149.85622033,7718660.16449863,16837717.3788879,22355058.0931346,7352684.50795924,10731611.1605428,784685.861328647,24097075.7712988,6863498.88978599,37489304.3721999,85195411.6563659,28418813.5455274,8338715.25912599,19469232.5060113,20935528.8048114,4949352.96139577,19514097.0781558,37381381.3654769,20654589.2143734,16138803.0004715,12935625.5321634,83435433.6274579,43057154.9712447,134034902.697789,30883146.6048323,16888742.7752213,18656124.5732541,784883.8135187,2923542.33021039,53094246.0848032,14722666.5542218,5646816.97614883,3836485.08898295,29352174.6461519,2957056.80484889,110857155.47132,34620561.6431844,47164050.6772714,14317790.877267,4080197.77391535,1169318.9694479,4412236.85948542,1790733.420513,22814167.1887698,8492497.4782546,6177040.26390153,5635235.78562723,29260847.2123242,24047614.1991772,7974806.12136003,136361340.059031,18503816.4553742,44610525.9826849,56632283.1500806,30519918.2547188,30426091.405735,11976909.8977898,19009021.7358262,49748537.5589463
Phenylacetic Acid,37741.2468613178,38246.8329399816,76488.2259633422,81532.7886850821,88580.3717447572,255086.70162604,35481.0516113551,86648.1974892437,95642.6909292424,38777.2514914834,118993.521613419,76493.3986416347,25891.8780373168,54665.6391811132,102285.057897257,25236.1164534297,29844.7474686226,53179.4239770467,18066.272183325,86582.6875839466,51437.0730897939,29720.8990320215,82475.6431668973,37831.705524745,32069.3878373282,78990.9826138635,59675.5284039079,44579.86778615,28750.1199546036,107898.130897096,211679.422528482,123780.051128961,74171.6986595153,84025.4444510547,122556.888665139,76396.613556598,145859.501745884,114523.480525313,150252.781144001,345274.394583493,214854.050336156,55302.0648680998,143479.568345905,88796.9196050542,35939.9024826122,37546.0559468664,227080.291905456,69045.9817145541,108086.169826171,113254.328486428,126657.466142621,114079.74985144,99681.568367002,101362.739752305,53204.6886413949,56248.5455804361,39686.4333295525,58374.5171755336,36080.3263935604,117691.554324669,125716.213562784,30101.7326802507,35850.5647012654,34510.7063369992,100587.567954175,30212.8709203487,105679.753145088,28203.1387971673,45044.763064365,35129.9430858769,46018.5440413519,37002.9089434622,96033.9622276355,31105.8452135536,86788.3757243117,27233.0902288832,52641.1497033769,86612.105471498,43011.5291592387,69516.7629769956,24168.4328600382,193568.827207788,38079.7510867524,100978.095103266,37728.545714506,31299.3533740356,100400.418666619,76593.4110663417,52232.3592680182,37160.9446934553,90118.0448855131,91827.5298307184,45250.5952299799,51669.2486794926,41359.9905001764,47255.9784594873
Erythronic/Threonic Acid,8293145.22167871,10694788.2296236,55438615.0537143,5263005.56537402,5736452.53370478,3091298.20469472,12798680.6310117,6995218.45197402,11039440.0230465,8205088.99384311,13674118.1226408,15682221.2687491,32468600.5858806,13536250.1204163,6080400.34308479,10155858.9543846,6797581.69295973,4278060.39168085,0,12008724.0551865,14370294.7072632,13190975.4344355,5980299.04563809,3204869.1234196,7572710.0106036,4394586.5475088,2463759.4233082,9593311.63855595,2680085.83540416,9459048.56889735,19903186.0246383,7604689.35883833,11437012.8669567,7579674.26887585,8261083.53252134,14946597.1446113,0,21181025.0805202,18026894.184257,7045868.7132818,14157434.8648723,5368128.78076999,18674094.7774524,5368112.0414794,11071659.946432,10268000.2450045,16161623.3166215,18814716.88353,11689190.4521035,10124829.177117,21538632.7109173,18458114.530041,0,8520953.38476037,11045465.4759134,18213673.0582076,6415400.91043908,5890951.43203998,20024442.1410406,3871993.31012898,9195838.47712363,7051662.75346809,11503213.0075364,15312588.1219508,27716059.9934425,7309563.32632909,16693682.9828539,4782635.21742953,58135815.4815837,3257484.89152112,6367633.41523493,2112436.07276732,21415468.3454776,7184887.49197837,17779894.2076519,15164475.6444586,15387928.2553131,20362833.3869823,8512734.66177917,11446463.4838783,6243289.7901202,10533605.7390969,3939605.9772487,16703379.7460814,5047297.63273608,2036049.88415313,2481806.30932235,0,12570479.2337763,6166295.56943698,5464115.60149989,12402787.4461575,20505491.0257649,5623590.13088238,5683729.67662855,4502924.16227719
4-Hydroxybenzoic Acid,219334.500758207,169382.60825522,383768.510741717,421398.072375836,556081.104177465,453882.828923981,144965.890763179,152794.59467981,406220.298791161,168403.216560161,176938.542181457,494533.263376952,24705564.8888085,202951.453629236,799762.50791066,211744.973622498,230759.921683969,1477316.41681599,1360358.23576345,1240723.93341206,181374.214136593,219107.287927436,167667.130273646,96392.0782638179,169362.050154979,8941457.38777443,1950774.17402815,261564.174831255,2280952.62609703,3428537.64694109,102274.622111085,0,105330.455981987,2372678.4185742,182710.204452339,202191.912749913,2431295.03478405,119829.36893646,276746.483511225,979179.692212712,104390.134397417,136512.501253534,97174.9687047489,108628.494967675,113941.427872316,773734.522635985,159446.397122053,117302.412409119,2602179.18381523,318773.951930726,95091.8207890416,388653.528215236,319722.558650532,162264.014395802,622879.101578163,439599.164978744,90532.1911831863,1685059.500323,257951.565329954,344978.130042764,92503.3845118714,15911201.6510813,119423.094689275,310622.999429976,440815.505906188,362725.363329998,2102915.43790939,97112.2590561539,194051.544129801,246079.344788267,261250.19215925,360840.177743578,435047.721818703,472511.713410282,254533.216677063,506643.275984563,357888.796130194,217697.986307237,997209.330845555,1609607.15648159,70937.8091257848,211536.871599282,305719.895105277,164507.647866249,304878.383541149,151204.576121875,199681.905608704,3286544.42468489,307436.984029714,278657.713609921,214722.150529827,1527755.6220336,178313.505291049,111181.843503413,280573.910377528,320770.530881423
Acetylphosphate,43966.472508297,0,0,49769.7073752505,11767.2685065554,7644.32796825109,0,9618.66259372508,23915.6383964484,51147.1368156335,25193.493073955,7226.55973762714,0,23869.6048302566,18507.2370194768,31895.697093699,0,0,0,24632.1850179117,6620.48099430533,65996.5922488608,32822.4250127989,0,30330.9292112758,25769.9683104463,0,22134.1178974886,0,71008.2178807087,249639.164761214,110941.657082256,181362.103323667,210526.615256119,98228.6991750169,180062.970851781,77975.8340700069,156198.056189793,213588.275368904,197299.863926878,47767.5867442277,45913.7905247651,355382.138314016,34315.7614033024,136721.99483666,183655.787662648,138705.515485989,418160.307270579,358099.08964142,160602.501206895,92089.6869873464,150774.193366317,0,296720.481641435,496304.702940255,820244.854885195,87262.5456002612,76671.1000420939,18044.359695843,0,0,20301.263438541,0,16041.8100312727,33588.5240780015,73763.786328287,34547.5438132686,18243.1753558051,40996.8648965105,9251.8355813402,28366.7290218389,25477.3945983385,27806.9730333861,30151.8936330264,27926.5653563775,31121.9072467586,0,18632.3315124179,10909.5813797573,26144.3108257861,39313.2359530418,118445.278136467,35912.541170407,52367.0639209696,30676.7179909921,0,41278.6821237863,8515.50040646477,17550.7273838513,13556.85275528,46787.7616473994,17255.7181227256,38304.664412633,0,26467.5871082904,0
o-Phosphoethanolamine,497611.848834843,442334.180173432,211771.090367186,647756.733327224,564554.465641916,488870.283402311,985992.753314957,412249.588916914,330766.978621728,1147654.16586708,2252148.91234218,765698.539832655,313972.117159207,1032017.66330091,523444.017381463,1063772.17948898,272847.252263624,0,455698.993527833,2186674.63059996,2960329.22304356,1731254.59597956,971709.531076254,163684.079829033,1836082.78814355,1425961.35654981,146016.588681054,761998.410980651,516602.809275166,508431.263328313,4902207.21198196,1615439.6950307,5052784.88953469,5735424.21311193,4339040.38697807,2488190.50803073,3148049.37458109,3448620.31023185,3914998.50145764,2965212.730844,2814142.10017488,1709437.63741551,5077734.44183661,546298.778124793,5173148.75777491,9071316.61779041,5985352.11137791,13599769.7580465,8612223.17518921,5460810.13176191,36288172.0017457,4707689.06209236,393825.770874758,4120019.15765038,3766565.29997752,13883569.1794308,2094463.87816604,659093.581246273,2752157.18932656,5561010.66982493,1208647.72171852,3979293.10172458,997257.462308291,1367171.0420519,1886319.83377726,10637265.0393247,8628741.56984742,4438618.70845102,4471454.387298,1386470.09119365,4155313.23634317,6422976.10306492,1058800.92059044,3833710.87819827,2311934.15948892,3756751.49880725,576132.344002376,2231526.66747688,1248735.50450871,6485411.00400149,2850534.90583264,589666.527325392,3221110.02912924,4844066.66765784,2648378.57249326,1794649.9195438,3946090.37722077,1683627.66900613,990658.352904748,1267565.31329477,2747950.08353865,2564891.38653981,3148136.11825093,1233184.89899311,1790829.93510126,881596.375680642
Adipic Acid / 3-Methylglutaric Acid,168779.637907174,160132.763348153,348223.717726865,247284.219270585,130171.176565301,542985.743304752,130721.982969185,200743.785585543,174087.1705012,0,285166.819431826,198751.624569723,295662.029576854,361920.790060965,193606.371962852,155247.177250209,148403.685152257,169904.655343507,191949.921959229,399894.12926343,256199.898685574,286493.66512804,281123.343819373,248928.179622361,196812.571447948,167737.562321828,494296.162888992,175165.658840204,0,226409.45121319,518971.779512975,225585.004968915,572875.744974226,158219.626735171,217616.000881927,310175.960046864,756965.867721246,275565.135120589,756397.686737526,391149.958836683,508682.197141181,183314.439225817,554140.299823766,118347.100843631,577375.509677273,153549.559120803,673607.501107599,2312609.9088909,673680.570124266,386369.839910932,351302.106107095,476448.563878295,163763.274035029,773493.451710191,732695.975735808,352451.762270762,174789.95539049,210383.603652489,802087.627961006,846178.21740123,2264799.59389958,408058.372438902,408840.498171485,192307.896682556,472604.745116124,467750.128775028,271549.29732444,0,488595.800456884,829659.651465864,941374.844639661,400922.87731342,434799.398479795,287614.523601139,476117.408113619,144378.462741834,470866.632570476,380432.591438318,703796.295819727,554162.834590041,0,545941.055801884,330360.139824477,194970.093390434,2278390.59204008,252608.041888135,536428.970697135,4028072.17400396,250336.177275552,245601.521269808,729195.094520839,436764.735392541,348501.87944922,135286.128388057,379671.132962158,1214723.41066077
Alpha-Ketoglutaric Acid,31144.0567321927,184116.626997118,189179.386077994,68707.2491121197,137155.679772619,89412.7419461925,28858.4927553822,109709.770488875,61451.4155812561,109466.786568808,169670.757889233,134067.844079363,0,317814.35123535,102975.778306189,209565.775970791,101176.882221973,53459.5283065484,0,86967.983762915,95127.6831843301,144337.318756376,112269.589464984,0,187332.855972093,145244.333430031,43049.8674612499,116914.850777063,148913.755681273,79410.8923992705,313359.232521914,93002.5914219058,118180.015397484,138239.854337452,100336.704403703,176826.272792924,375540.542764728,148443.301265911,263993.139014725,238253.65054968,121879.38401787,22412.5995161791,206550.1657301,37246.4889363075,162835.539895136,161201.747284702,76035.240690509,558553.163852504,232258.504803007,135706.793729318,149346.975105487,194259.848634491,0,151662.527682172,188907.536256896,164648.950744173,104681.370865856,100842.957832474,0,89537.8184438362,60581.7308280139,122852.925047798,52433.5137081715,90838.4775010998,56498.6659694084,81315.4411793234,78727.8045437402,96631.8070773125,153368.386891133,134056.610357366,103915.996009849,147130.914121013,58385.6125389201,62736.3363866853,106299.021110053,24330.8291900679,0,60026.9936208263,139724.062631633,113636.497735855,146509.087190217,120004.075259964,191630.877560244,137179.545307296,53271.9086898447,47228.5749583215,75720.0139761286,262611.806149177,73592.4444546759,288637.327882009,206829.775132487,106455.848325776,78190.4385528143,75724.6473503149,133425.09135569,34220.6419739632
N-Acetylserine,15638.9450133166,0,130928.340082431,17596.2542956482,0,0,15117.9033862894,22074.8099724544,11337.4592624708,14756.7827375822,30653.6345324579,24001.1222007514,45293.4267991829,42745.9763185381,16648.3699111115,13668.9184884102,0,44256.087109088,66206.9380692952,40075.6156918209,39633.8121011756,17673.6132054998,14071.6240436753,69527.4392746247,22479.8047686775,0,51360.8550577922,10708.539340672,0,19124.3215515914,95324.0470267067,32789.3879358268,69416.3161492784,0,15641.5595127876,28638.1779808423,52316.160376592,24226.1985145372,58752.5476823879,57112.6258992683,186826.610784398,0,37731.1591446544,16333.9672394003,59169.0013447671,21486.2110112248,162661.026830987,172926.251535234,55753.1204310874,33169.6931572719,39921.6940087515,61798.350878523,42518.4766324251,45208.4463232726,66469.327873781,42923.2289071141,0,59770.8304442509,28920.6919894479,0,275894.933850894,0,17686.8005342808,0,14333.2237104624,17985.1882818253,21017.4465271872,0,11161.9472881833,0,59094.4055734015,0,54648.6129319225,0,13648.4754844853,11438.3737706213,23550.3940470431,12770.9379004786,0,16198.9463124818,0,16518.6394171783,0,0,0,0,0,228099.575842897,10383.7908314435,0,21490.3884200027,14859.7162905514,9306.54073813454,0,0,0
Xanthine,1315937.31094295,19975796.4164666,9162205.23748307,725980.308331664,11254973.8425022,4196959.09134604,230789.351948316,886469.080400029,562617.059317971,800918.78811383,34849347.1244629,2715711.60964522,1236827.66095628,19859260.9426042,898429.10302991,1502729.86447993,3691331.12404538,3659638.72893281,2588915.70644461,5698271.89345183,2057368.54091833,391790.014890252,645081.16094325,3486445.42213023,877950.707276744,1637787.97226098,2162300.65838864,948254.621930507,9548755.41249121,4707110.75056514,15693252.0475534,2253962.3989915,6252890.94870086,2865204.21558298,729224.967903112,5046791.33894394,4563729.63107061,2884720.21278354,3534038.50243427,6142053.5115036,8406774.99930157,2391677.99086127,5573901.72698179,1011806.3228944,6465602.29400851,2343995.75377949,13596157.0327161,10636773.7403123,11320159.0795004,5588803.31153189,6381814.52689964,7601176.50343043,10260052.06463,6849296.20688952,8434755.38548127,7637321.28948725,2503818.1262761,14128049.0961286,15831199.9033199,32895611.9530136,77063588.3771238,26464868.4203381,15926605.2599973,14293697.928261,841339.383505321,3627906.69876333,31445415.5049505,20432718.0652628,2444656.03958831,2763183.52834626,8375253.98675789,1422031.20416523,32332958.676479,20120603.8590498,29521149.5025108,11058851.3773386,2220532.84522372,777290.565810521,2560185.29666832,1413586.53584754,5199243.87967473,3844141.28219357,2357086.94803623,1510488.76699391,8809272.98399236,5236055.29869821,9454663.93504031,62715312.7292713,16314885.8786642,17488141.8014424,39124113.840455,20229963.2178904,11573430.7290089,6537682.10327249,19765991.6447132,34625628.4113018
2-Hydroxyphenylacetate,63892.8879584261,60533.7843732484,94474.148092047,80817.5910690705,60829.8498867961,77356.0155012366,33976.7694943457,79417.0340803148,125690.214028617,71600.4771617373,77189.9740566328,63943.2852368105,54474.9720343501,130324.441811594,89778.3184221598,70593.7489241244,81824.155378873,83141.3134464372,80280.6517542456,77694.7404914961,218671.65944585,91170.2078578673,40625.3533497178,82627.216202435,52820.7654586068,39320.8489247448,51249.4754180068,91095.8441175151,60769.0114574485,73071.4620873359,69626.983787583,38816.9558856202,45972.2865565665,28640.2138571998,49272.7970368787,66924.9698324039,86869.5003124551,50791.4109905375,64474.1381313527,48817.8455377184,80656.7679461719,42086.8224082142,63839.355012995,36714.0070991812,43784.1317844229,27051.8666797828,62104.6585790022,80693.1666102494,85095.5654654655,53841.7062144726,55203.0938104154,83794.8545107635,56654.9648521736,71055.2573607471,74934.5695836151,54545.516543985,56529.8757391012,51840.9677829875,72062.7524409658,54457.3968949944,61811.2256333677,35023.9112978851,33512.4975773028,66071.9174162329,39916.220364756,115233.211688111,75165.5175707944,39570.3416333391,52698.7034766829,47797.9083971644,81998.4998451366,52372.4988725696,62543.5264133378,61478.6009529619,49206.4203636916,38354.4645587074,38301.5944507677,139738.861098125,45515.0221583408,44458.8934079881,31526.8892368541,93999.5745662738,44811.7933929146,48031.691960146,35711.3350906456,33280.6218793675,35753.1756273044,104045.235865905,64938.5733318647,41446.500896632,72347.7640421351,55475.2700328398,72017.3517634023,31208.9416955419,71549.7358844383,59101.9662261706
Arabitol/Xylitol,42213.9245706997,95206.1852755052,101415.77101047,32786.1313844561,81483.2601953944,1686473.62067319,38005.075194368,101969.193719074,55061.3429081848,65380.8984742076,144451.840848636,128737.62397977,132211.668386813,175110.811151572,120763.67239698,85405.8418518407,119852.911508383,328208.07338181,0,152531.401537061,80417.5487579604,51029.2773216857,111072.690421913,206390.59743823,95512.6034494496,124471.538301766,108082.950381527,47670.5644969419,87789.6454938131,46261.5398042617,105220.78371828,62628.3103109328,113981.281204656,80687.3156954074,45905.2920748245,81138.6876286821,185547.245219325,78212.8636688973,111635.061164258,136388.866255725,59262.1526535984,86924.119847916,133442.902513657,15735.4401957326,50811.3310328197,68130.4901958662,40376.7820410911,317431.541841919,99620.433269708,84349.9171615364,64904.8138461601,69544.135764157,48779.2438404133,180422.150784127,126280.364235345,112675.0471336,58273.6661492149,208375.733858995,78094.2702041646,129903.17654246,112183.424184168,82194.5781733749,32917.7637188371,46475.9327780772,40372.2878889249,54282.794420812,124041.037828886,62743.2830501465,88303.9757813592,57713.1893899556,58695.232430911,96034.2582153949,37332.6555432269,88179.3672911934,122597.292407398,40812.1110762895,81627.6960796816,41472.0190015147,58209.1020147584,92417.561866561,51128.6142803277,28599.7032813501,75588.8351005143,87750.1219527577,997141.41308585,59692.4960485949,80621.9659684407,83845.967731952,34356.6638344864,56594.0987522038,93207.6135493668,75738.8527958602,54316.6969952305,31802.8471088586,77598.7793561531,73563.2021824908
