,ACR-139-TP1,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP3,ACR-186-TP4,ACR-225-TP1,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP3,POC-201-TP1,POC-201-TP3,POC-219-TP1,POC-219-TP3,POC-219-TP4,POC-222-TP1,POC-222-TP3,POC-222-TP4,POC-255-TP1,POC-255-TP3,POC-255-TP4,POC-259-TP1,POC-259-TP3,POC-259-TP4,POC-40-TP1,POC-40-TP3,POC-40-TP4,POC-42-TP1,POC-42-TP3,POC-42-TP4,POC-52-TP1,POC-52-TP3,POC-52-TP4,POC-53-TP1,POC-53-TP3,POC-53-TP4,POC-57-TP1,POC-57-TP3,POC-57-TP4,POR-216-TP1,POR-216-TP2,POR-216-TP3,POR-216-TP4,POR-236-TP1,POR-236-TP2,POR-245-TP1,POR-245-TP2,POR-245-TP3,POR-245-TP4,POR-260-TP1,POR-260-TP2,POR-260-TP3,POR-260-TP4,POR-262-TP1,POR-262-TP2,POR-262-TP3,POR-262-TP4,POR-69-TP1,POR-69-TP2,POR-69-TP3,POR-69-TP4,POR-72-TP1,POR-72-TP2,POR-72-TP3,POR-72-TP4,POR-73-TP1,POR-73-TP2,POR-73-TP3,POR-73-TP4,POR-74-TP1,POR-74-TP2,POR-74-TP3,POR-74-TP4,POR-83-TP1,POR-83-TP2,POR-83-TP3,POR-83-TP4
Phenylalanine,28809540.7171657,34586889.9176049,237667330.980513,16960243.6315875,5484044.7164361,7609455.49336445,7960172.87098549,11263173.5281055,17974114.5834398,32733005.322214,15476053.1283885,30042244.4145348,38821865.5103821,16379864.3583252,17504556.5891795,31911121.7966236,5643589.16877954,7658678.85925063,95070659.7785806,17819523.7592614,30714281.9355643,28239829.8741599,12275515.6659426,5142213.13114699,30705010.3283931,6352075.03596998,16587589.4616563,9667802.39375878,4711390.70315802,42369400.4724621,94403441.5200107,38048916.2388381,99897384.1887846,34602491.4818018,38949999.3072942,41588184.8408622,75092659.849892,39400059.7363919,92613862.9002273,57336830.3808602,122596650.530211,45530316.5678425,64893757.6985361,24305925.9970518,88345897.0312153,17829067.6943909,168137473.189817,188422366.016277,43851176.6783266,80895278.6896552,65005571.5506839,69890211.1360673,11791692.9899561,71306311.4213818,43393442.4135302,54218722.2549368,36819519.2107969,19137177.4329982,2644410.10594701,1482393.06182913,1511956.24190495,3050935.00143522,2493146.82784151,2628127.44545539,2641358.8155467,3004358.20431699,4822882.10858129,2033804.16502407,2773528.41329577,2194047.12942446,2846035.22038703,2588936.95579005,4863477.21388256,3474481.99061285,3332365.85439164,2536672.54101171,2173599.22547314,4557766.390826,2243019.64635167,6257485.59918479,3304339.49150188,6535664.34152568,0,3444785.40012325,1831374.63446636,0,1682141.07377401,5627905.67807712,0,0,1408536.21853067,1819180.18862262,4157315.64533119,1978749.54156593,2574552.01338786,8641993.67570442
Methionine Sulfoxide,968558.885024546,2561630.47173554,45274766.7448255,764046.919883606,742055.400284073,962058.813986249,2071907.69822407,935042.629893926,875467.070586244,756640.927785172,2148317.74528624,1159151.79599632,9704578.41973929,3998951.394218,884386.015394174,926235.230558659,10951207.266402,4415052.04951174,1720539.95601505,1362441.79139631,2652248.05109888,610764.523881836,971302.621700784,3330558.21498988,812039.659856459,824942.533299591,2951240.11773938,554070.731973019,2428954.47757251,2440319.83194913,9154970.12670453,3096299.53509063,19785272.1452076,6444329.43231103,3172635.37857185,4931852.99260519,12094329.107129,2234444.30760269,9046170.61669152,11071181.5704379,10364639.0357917,6556027.70961203,4097090.83496079,2013916.13526651,11052625.2217328,2452563.01652112,10812127.3506316,12140681.9992561,4599848.33700057,3248787.16252892,9176161.12689182,9020486.31514767,3985668.10448769,3541411.6943279,5913866.38676983,2989424.99716254,5787224.65004471,15370973.8719858,2787219.79897772,2829961.91220464,14353711.6648807,1845631.9973135,2580940.61337586,2133148.56679044,4406490.21287201,4214544.06415323,3088958.0573924,1464909.85124819,1428686.43170426,2239041.57082757,4890282.34297763,1688520.81777576,5025910.07305478,1528500.29290327,2507362.63981086,1846602.45367594,7793198.42660066,4539860.22785946,4074310.79819448,3924130.24856051,1118535.32980763,1685113.5476149,1095009.04959873,1595259.34678976,1527979.77418761,1891169.54401903,2116241.22264918,10836220.6968343,1059540.27079601,1668567.91533765,2011343.41723446,3303675.83634114,2090320.93457924,559273.240634841,1695625.13205176,8400097.20532894
Pyridoxamine,744731.214616389,406481.677820063,1368148.61673287,745698.439609926,374185.172627688,242834.018539819,218485.791327197,572395.693933699,525359.235079638,546727.753247977,863620.498731204,476729.723668369,1399729.3970178,1114277.93326228,377202.958738569,456481.092532169,358368.865404956,1455266.26428178,2655813.76071268,562157.173203335,707097.314049791,829950.8669657,485389.939598901,1583333.58859534,644146.919275179,326973.983164094,1889182.47071503,230939.357295768,386343.596979456,1083722.17873641,1260785.08389096,783768.721754948,914271.343447795,682829.315009673,736485.919863391,545641.707873797,978073.716906662,1028808.87111015,731250.3220076,527118.12003553,1969377.16689046,384344.972280224,865590.285515251,465981.767109348,1037986.48127698,638829.778543754,2217253.88467698,1660062.63862413,1575019.52746439,1166666.22196741,857829.632337427,1230934.95524383,1709347.02015666,893100.038012316,837797.486611597,1264632.18155526,405942.095141981,2970476.55229784,746838.571583064,475647.847248926,1124388.5287935,426244.545865391,250560.251512999,190778.043611286,512669.106643677,568954.506899279,403937.288142704,384719.259082308,346970.34972941,238063.738751028,599205.368758705,274255.203758138,655281.402743927,270081.69732072,374024.862032991,362850.235753907,1683361.60917217,433976.295931918,262625.801778075,633308.783242017,211858.591584552,1417636.10566755,215852.684768597,335319.855977397,325336.061975467,215444.091291382,210069.485379405,967747.951584137,234051.324631048,228977.743556137,506625.267476051,1022293.86149823,471116.563385847,76533.6046973398,179408.568476275,545255.879786122
1/3-Methylhistidine,137398.892168487,49088.0746054565,102943.56933779,526655.535780983,314859.44859476,357637.228052973,370299.611351277,938350.383006488,245183.660311936,939446.903749166,739062.404516559,1623780.93202261,322619.451692254,372507.2161709,236970.499326193,350361.127471573,519391.508737161,6924152.63201415,647539.302725354,386067.015101946,1037456.58826108,360884.989215775,539625.890980616,5363599.72958658,481482.344280865,501285.801104243,4210751.33047658,185868.940884001,81003.0477343308,259951.962956825,382378.350488318,676913.067886852,722945.214696984,583204.038418908,230215.517685099,92203.3459535899,270794.380839388,859763.970683369,619796.510622996,348734.260418581,202053.077287296,43676.7855284149,209885.530461129,165428.635661281,269373.824233039,273058.831014416,2043276.87135793,1287483.07652199,2055949.64767785,1169178.69306113,856001.34625523,1459900.62311685,984567.693383586,257689.167777789,342360.294079784,1614716.54884343,423470.91877442,3712639.61154355,91773.0575762091,60080.69368386,80767.7053548719,68434.5651761149,79559.6273860054,71729.2802749189,62940.9120042191,47678.1942038399,271728.145176722,77930.8971530333,47729.8244362842,20293.5508239282,65615.8344032144,44924.8305544544,164902.113045044,90350.1191398958,121717.164924216,119329.096420336,964049.051273456,118501.66653961,56082.9078014643,192722.778061844,49531.0326530725,182670.107466111,50556.5268550778,66477.2257990045,229218.622306072,249090.705827748,276157.58756703,379130.303024215,86742.2721049509,307137.112599772,348431.349598251,303233.653258408,100685.39001762,0,53974.7314916629,53338.3430359781
n-Glycylproline,756584.965664438,1504443.04612852,11261788.4107179,1014620.02911064,1273150.13487152,1187059.18242061,1136534.70365329,1564162.93868998,1415870.89811734,702814.466957825,1658828.3873704,1599254.29618406,3647454.18466413,2828417.32486589,1094718.24420784,1119626.28586538,4735446.65121104,5885589.13986837,1936591.70993369,1598903.75344666,2390558.35528506,929202.415294623,1084170.43247512,3749948.36828492,592913.376880213,694382.001831636,3316823.81583646,564332.630800796,2316024.10254271,789372.502945905,1711447.08613428,2099922.09163654,1053266.39151035,603974.109198997,1103580.68490265,886860.515754735,1078578.54082115,1025188.84919791,1739843.36983464,1192931.79798533,3373065.66280683,510233.94277372,2042808.36118347,890513.697540367,955567.905269944,1129003.64825462,3035784.20242241,684158.359405675,1827670.35625638,1520201.81312302,1268011.39060113,2210867.78733718,2776611.71163211,1050353.88750395,1096102.46464035,967363.916692862,394252.145232993,2843341.99580175,1236421.12553144,465857.174869393,1592000.60993017,684436.759322512,435362.36442869,327615.135280003,338281.251299674,344572.000180986,288081.627695774,398326.822019338,301975.442330576,592547.649365296,1230059.1257814,513722.109232824,1414815.46814646,242727.714951913,478597.715345809,303500.262868096,1225881.74173182,680078.88807258,518952.176502708,619377.801626678,197066.145622304,530397.624328284,175154.493666526,341540.973864306,249994.400737957,264506.968429481,237588.278168516,1498496.55840671,259217.524558041,374512.501013946,407248.784323836,550824.71095218,685822.059901361,129311.73111217,507003.138902542,1033571.12003007
Arginine,3110464.76042222,8100320.54656807,327551675.486464,38991810.9172796,1753054.17336941,8475869.72496433,1814111.7035104,3121998.16964119,4944113.93962705,10869423.6663632,9764770.52606297,5330195.17806091,111975506.067919,23169891.0974173,26819613.5710142,13988971.328567,1166296.98948289,8435245.72732653,12045967.2837033,8097565.14077923,4035150.20322371,15296949.4464019,4407300.82235804,29191133.7233418,20299490.4963975,7322267.20453495,10884257.8768635,12567658.041611,74126917.0173707,127990630.389557,358867003.500689,169751928.382281,286500137.610873,160600618.572574,125322828.741626,144842673.56478,266042643.3079,148600724.143852,279228460.460537,269131150.315204,446852009.026631,130436817.546408,203659342.586047,87825867.7035447,277422150.763034,115421054.876756,456217398.732178,479039660.48938,273676793.469605,223866508.241094,185158695.790109,244014521.199241,238784100.715015,210300842.086487,231464668.551604,219605445.770445,106233881.919093,316671936.304331,5388161.86152762,2591269.86188201,2638258.61342689,6011688.44725402,1898000.26278711,3057475.11068465,3993457.02267749,5518596.02239812,2377672.68834985,1873622.47271812,4704085.3072871,5921436.97242578,2290258.95457428,6797099.05314729,6000182.45126138,3683164.35628546,3815022.47559383,2229517.8216918,3842701.09665532,2987243.53606349,1905133.35865964,6248681.34895384,5493286.10795631,10425827.2374047,2660186.14006697,6668422.44374129,4504472.3113424,2752991.06990356,4750806.0653562,1915632.58070139,1592025.8768575,2412470.39882702,1691043.30239414,4911508.64062179,8087694.2510649,667940.610116459,2779935.81810031,2299113.22060143
Cotinine,5019.07125187432,65273.5701526065,4130.45884844866,3001.68609424384,76018.243236661,4225.58702500111,0,75057.2996091032,0,0,219365.54936133,0,0,41888.4804163004,5387.11633391873,3431.78391832892,29875.6405105099,3010.39780633981,7424.51995139075,95455.3957699074,0,3221.06355542854,43149.8358660477,0,3023.53763763655,48566.4456852677,0,3264.14362075989,53039.6603084087,3446.02197574197,78609.3047313712,0,187334.383387491,2908.32526799251,5266.5352617858,228593.107365162,0,2948.21650591156,74486.1932140743,4403.67960439024,0,66199.3547005956,3944.01087753796,4007.16125339657,97353.5015326635,0,0,112299.404937135,0,4087.98825224771,57030.152982667,3720.30313592931,4229.56147178118,116222.677096255,6189.27196120568,0,82281.3282270218,3447.57674496768,0,3477.05154131859,43803.8649236814,4407.26383607214,3788.18642125543,4262.83649751384,2182.2278595339,2956.60074784069,182626.262444888,0,2181.16950883661,0,50928.6116134755,3269.36781859443,0,0,55582.6175088214,0,3208.33557481727,8102.26321183107,32152.706110303,4466.20943406314,3621.03117245058,5195.22705483583,41814.9286270418,3799.36953513991,5023.56922890511,3169.64265723614,21544.8875784506,5154.02310454826,0,7541.75150414699,174788.051145248,3158.43450015706,0,4755.4320011497,23159.2791963419,3293.61026560346
Gluconolactone,177664.117963559,11453.6617851091,281530.827180658,319921.504385361,0,16886.5890788215,27901.3308763342,75906.3320801566,112688.611010706,83089.7739476401,37317.2025925159,65543.7994970719,181295.676364532,81771.1472547999,60463.9595041168,122929.164200838,12271.2431972414,405102.675523588,1352401.96685719,72199.7938166412,103661.164553017,103143.729843811,24204.3108141326,305980.815160621,112552.397204326,0,314705.198758058,28653.5489582848,0,317210.62639707,148366.197433578,125322.644673334,56444.6772072407,12993.9361365071,173845.606480112,158272.19007474,82122.3295383861,359511.09420174,235766.061764269,19898.7857405597,429118.155783405,0,237094.939599309,275772.898523673,65907.8726717766,96223.3883883345,459696.38181693,165731.963483659,418062.701010685,266712.593631753,128211.409347126,391658.251493495,1137558.34930083,88963.3675340005,72675.029134432,319010.587819128,19518.3364379716,917726.222135587,452978.307688681,15476.6488306142,43730.0385781618,13842.3384683784,56828.5454031826,0,218230.659854328,29251.0213018073,36113.0148565989,0,129069.347345321,0,63741.0859717787,15870.1671323716,146331.818935285,0,66244.186584121,31707.4750905878,1165805.59695977,200850.943244605,16529.462248222,59012.1140815644,0,556336.811143961,11450.5510936481,15502.1902452875,10810.0957824669,0,0,122583.069152674,51673.264864419,0,36584.256779193,108090.906789154,121731.345415089,0,14983.4906545358,0
Tyrosine,0,567567.28726792,4892318.38832228,708912.150735192,506225.335576466,1353211.74519562,0,629496.750322406,1082863.75964968,838542.194116703,795448.802879005,1074312.6814953,1282198.10986041,1286944.93978239,846104.621483158,887463.064880071,0,1264545.07278121,1960220.01124543,1059759.24428063,1019681.78748547,1000987.95695122,767890.355000411,1694792.38231099,1227049.589549,0,1467687.1789688,624642.395373216,0,3047148.94895568,5607313.99308252,2388280.89515458,4252448.22862743,2887493.10775705,2455537.79744688,2602740.16092384,3437950.47238834,2522013.0362854,3660054.46864253,3555104.06189356,4735529.23734307,2121359.84448778,2865361.34394133,1425853.08188517,4206812.57646981,1778132.67973501,5842478.50909592,7765151.75291342,3183987.25399053,2999525.05740082,3681200.75030117,2872637.9231074,3595530.79664227,3663141.75149078,3127898.17410915,3713145.82337901,3684117.99757571,3716314.19888494,2293772.80962367,2482125.09687839,1198248.90416891,2325552.82661915,2030248.88502503,1575064.17866539,1735024.29417114,2003179.33716879,4622587.62423864,1745053.74345635,3005752.73051611,1758886.02391596,4220478.39255252,5603253.57513493,1950837.28327054,1353236.78122567,2541478.15753197,1491270.52337169,4819668.29611449,2312634.41848114,2027056.79099794,4552832.81931121,1203613.53978489,1225341.25538496,1007868.11320634,1608858.43805436,1248438.73281584,1766193.06073223,3664037.3601074,2130039.62322919,856593.883989462,1615094.86052627,2384770.32966614,4274092.29553311,1502215.82733214,640184.270969333,1522020.87442025,1266146.92163376
N6-Acetyl-Lysine,105206.343861759,336928.706623653,2706714.06150683,113295.049391778,157861.835278047,164448.092383526,131542.746609528,118352.049903659,156336.930889818,113107.856211394,363706.54527038,170338.629196587,1008354.59009248,358930.479826979,134095.837064124,149773.816311515,934551.272731171,438173.691629494,229902.404937972,160532.28474313,265032.862436262,114485.231941159,123851.095087899,339964.49765983,112530.578404574,81105.258672789,294557.057408641,72086.1148492942,584661.468503825,237537.346147373,901724.009094788,499104.31750835,495062.441263049,334763.003459682,305862.596171226,362032.448123083,628583.313739311,143393.507827541,573186.800109014,484883.868090298,1857438.17840837,285914.892655567,366700.104286694,146581.143445992,1680696.79615026,512075.095653224,1964349.21993631,1511340.38263735,856893.902531969,381711.445488393,484530.688730492,748264.28406401,739945.519952867,637531.453243451,828746.601179286,364286.061556261,377700.609042719,569177.990719472,259727.752693782,396273.999564669,676085.491382077,253330.068432642,120274.492760763,78579.3296423879,65822.0646814646,92516.3218601126,94141.2042640006,107674.984292053,86074.847072823,142763.151782264,301717.548078122,263056.686365528,486711.236561009,94076.4039371232,146377.637096546,135317.390597743,148351.141328696,136373.644566547,106198.032236446,205905.823636732,96142.5669105088,155457.588185513,82195.7796688298,99404.0388357987,81248.3492528711,57418.6118458178,71228.3825151504,746212.452582763,59276.3982698776,51551.2047915988,108590.19652278,104908.689870816,74185.8189981023,43116.8921641183,105314.499578273,519357.068174024
Homoarginine,2069090.69969687,1301787.896213,2959829.76727834,3456211.1659335,1269193.05384229,1252715.40452223,1137658.05951146,3439299.74841622,6083733.13111096,3326918.11576794,4828786.25662613,3609881.86846786,5664428.72568439,7253066.70684558,4829821.43218386,1689040.66993434,806367.927041696,4072062.29793851,1535349.17641816,858179.758132404,2168000.12209194,6823503.5205444,4151100.6081268,16803998.6927653,1331413.9091823,588358.626837738,3642803.76068838,1350946.02855427,1515907.40839194,5761210.84661024,5940086.056144,4152445.69681336,3566660.98441636,2458566.81097902,3126501.5052689,3967535.39014325,4158617.28990526,4116176.76821584,2878979.5530236,2950839.27384108,8440671.3713369,2331009.43850143,9055818.45761596,1498603.01419801,3221963.12657291,2057700.87828195,7444093.37423576,7169182.05943018,6925873.17083625,3811042.55865443,4475351.52844834,3967740.76674537,15553115.8645663,5476902.54591405,5603706.50775209,7808841.23762977,3269824.46546411,11183094.7219722,1935378.89995823,2453285.61020021,2688181.29787491,1028848.78815508,204250.464343796,275216.043199676,460875.467419048,892587.296743398,637634.82708656,380399.013241304,523734.123988647,373694.685794606,896692.538673289,521567.232231518,1305555.07784754,978824.458023383,858319.669129201,601636.13501313,2650619.13096113,890987.396753251,422850.897422724,1373231.19466209,437429.549004675,2092157.73786168,355629.203588382,759123.083840735,1722216.99734355,712575.682871715,1032388.98685586,2664930.74778984,590621.839526,812314.493441179,1025289.85398075,726500.590870247,1626347.42090784,383257.141232043,1134642.91496155,1409362.55823225
N6-Trimethyllysine,49432815.0109429,33546868.7018557,72851035.2080649,93362240.6484212,32903225.2930434,32226305.3986079,29254168.3809217,82424900.483291,150055548.142629,86447477.891969,137861342.523806,99319809.1139128,151492767.872387,189681336.730538,136421016.268245,39851491.9335783,21127574.8806064,82093804.0239462,21287601.5604706,19261788.8616937,49400088.4881177,150659871.025055,77740544.3532452,351759952.118173,28407642.1081862,12770883.0104587,73082686.3541645,39068682.3229177,39496935.4356216,159045949.572604,163934899.434961,115950629.030736,92981412.0868907,68373543.7007949,62967050.2203411,93917473.9933748,101042380.008901,64396388.8637582,44322449.7153276,38287688.0566987,185704521.605963,52972148.780414,198021410.997069,36902885.5110386,26685083.098803,22883550.1394513,121114515.632921,127021613.210122,116467914.677543,38648135.3390971,42453203.0541301,41680729.4471497,404457345.806853,159568033.579314,150506512.946941,155361792.177075,69400682.9746039,234934156.925438,51257960.594873,69896182.2110185,70579588.3695588,25005828.5761961,4587207.64051372,5748528.34010195,9378704.89799913,20942306.3547236,12128458.5746049,8871178.40820237,6405715.82688706,6836137.26642986,20024062.1877702,10392127.212728,30336345.4425362,22589654.1372414,19097468.8531867,13743064.9794714,62157143.9802353,23865559.0558703,11020732.4104165,30688000.5360294,10113984.9458194,55552629.3921849,7388530.26405101,14629053.6582511,47313398.7941844,19723331.6720496,30777406.7314141,83152215.1131859,13712088.8457637,21802419.8560505,24380553.9367239,16696579.785417,39924408.1008522,13263375.1146497,29649110.8582687,39345331.1828703
Homocitrulline,235336.151296794,84309.0174181151,246621.816958822,204471.363112539,86926.871470717,87700.4004969489,156335.65760468,751948.16746444,668378.832556124,311754.919292947,654311.385085836,387724.766614309,141861.108015794,216188.340654232,120242.049857199,108240.639499934,158868.440036631,593146.366030802,210813.506585952,98128.2038952809,193068.418339585,473158.183447128,824941.621504893,1821176.95095114,153267.289338309,118437.691777941,643459.32452912,92923.6720780152,168159.279279431,248348.431897858,423314.850559872,365023.724165176,475661.956816268,282210.16659631,206658.625633277,436098.627123907,373403.571883942,430909.417483659,477033.063086134,409537.720494295,255772.392026898,68504.5476437432,277256.609148009,94967.5371559023,664071.152748889,399248.166461463,536350.696961653,501752.532364991,650524.980433141,304673.405129769,484753.987882235,651152.144342326,1037180.4616722,402796.897246209,549635.406569508,458853.984794044,155353.884037485,757849.968664368,472534.069273941,971001.125219303,684225.104209629,301998.645371869,225769.646375145,320310.359272361,174544.865717024,255581.778664692,709026.235833494,240760.154961414,289157.761282006,159139.287895511,263241.474186869,183370.575830021,102225.123059928,117568.664088234,129882.804457657,56351.2281179008,562324.966367119,142121.152559872,112984.999216293,308788.978247458,137046.153310732,140148.546093634,53055.5400980192,267362.280542362,100673.049337232,157083.084572391,160452.541812183,315784.289246951,158175.370844027,364647.975968664,587482.239354771,462679.749904776,144988.778915154,36743.6913486224,66584.7417866694,103587.918534782
Caffeine,16077.8632241661,125803.14375036,32956.9005939971,15279.6503824983,168246.900932828,18352.5731989277,11696.8901579382,205088.532641362,8432.7980545522,11929.7191515685,249127.390261932,15122.1874060214,18369.6349198559,100156.732954315,13326.9275909917,14008.2587338654,90307.8277610422,14378.6033537466,29874.2931378353,258607.489839927,21452.873459084,26566.8446612729,156587.772468872,9705.86566856993,15483.7926582955,175273.682979105,0,32642.4223555003,208964.032514734,31932.7966503314,172926.056536888,16261.0418450141,255668.067345547,14543.141682418,19127.4701598344,262865.945958124,15633.4589507384,17469.8996333354,113447.976547134,21607.6738002049,30458.3047011093,94329.7106670354,26004.6511617658,16205.4341138605,118040.470030291,0,19742.1598006806,143367.949590466,16735.3994248812,19916.3053228497,74432.2818102611,18166.2291737232,48329.2929305789,147499.076644328,19769.3644885849,19257.9305247589,76858.5068717755,0,80741.4770547251,19031.3994995856,132301.780139177,14598.4125363223,14201.248525583,13085.3286024685,17721.0611062659,18745.2441823806,326238.725853686,36830.7080060596,50579.9690247499,17467.2321236135,97740.9441470143,12925.044191741,21957.9180746255,17866.4582522088,126337.005190243,0,9556.48648704425,45252.1379994668,56329.9107458497,62486.0029412432,13528.3485705699,17591.3770158677,56217.5364988895,0,13352.6027626467,12130.2214798088,42306.8796248862,25796.3050001218,11048.9086192462,30049.5837618325,176480.483960258,12670.7642813491,9236.07933976492,16267.8841334981,43720.7409212695,0
Dimethylarginine (A/SDMA),57140788.1307377,67156099.0081547,166701834.949276,66687361.1368842,23008727.5342329,27248828.2287826,14433276.2008214,36201235.2926996,110319166.356909,56857577.3425609,95848077.8281284,79197727.6984418,21772507.3418055,32107030.0963728,23446023.1823961,17299894.3146531,17532773.2564957,36755910.5906318,67853846.8270887,40209986.9529076,107056686.587931,83974507.3798368,43054287.7407524,173381101.364021,108014992.546521,31923278.7091636,79963285.4080993,32744660.4013909,75257451.4162457,37967271.1318285,30505496.0364345,14767431.691761,11942380.3280742,11257560.301766,16384915.465558,16552015.2125529,21966326.6325341,8365901.30437185,16294708.5752069,14988497.3762205,45731836.470209,8363684.35795789,18008363.9103361,6622747.44978515,12027201.0648967,11991353.662356,33762454.9151512,23107071.2356374,23737274.3659239,14138962.4123007,10992143.5293571,20101307.9116736,10763772.2532441,12954836.734891,14364913.9401135,13951355.9183426,13553786.9808946,12876785.8508256,17866546.2825959,14462506.4826515,28407381.6716604,13871840.1539242,4752242.53518727,3500777.69731682,11534739.1563524,18125949.2337685,5979328.37075632,4725423.29376377,6790444.40904306,6260565.58825142,16281710.553396,9714468.03289065,10998948.922543,9321182.15273368,13095020.0137853,8872181.44020996,161165717.846721,59127263.0361356,57706044.5739123,101350567.442903,7824936.63347621,15050584.6043435,6721446.40629161,12487630.2670701,11316994.6000579,13235922.4269673,12029742.1357006,28961445.7081687,8499832.45624319,8508498.62979081,12112753.3619325,19214153.0533857,15940163.5476198,2680956.67069751,11069537.7575265,17930903.3808164
Acetylcarnitine,7682459.97292988,20262659.1750463,16224128.6133625,6789156.96492367,16050620.0620894,17598684.8634744,7578885.17649731,16702900.4392336,15709512.6184097,13585423.4190911,41672063.1433682,11588316.4349523,10670577.7098395,23375266.2883964,10424168.8150793,8707070.94944045,19788588.5449388,2987648.50799557,939255.490584024,26433843.8162309,19557151.3172145,6827924.22511544,20736050.1333277,3555007.92853966,11197108.6545497,21004107.2046639,3565484.90156524,7492512.12846345,33629081.3610194,2148210.34826327,14669085.3155932,3831975.05573765,23542617.9772202,8705678.6101081,3288683.3267677,11074200.2045093,3944780.09307019,2548893.06516585,8872611.46839419,5457088.55073329,3452068.66492181,8788443.58054613,6143966.5048789,1518904.75609113,20737441.2239603,5379703.28741588,2891346.312316,13897278.1210994,4405375.27484159,2062560.82076194,15006701.1136639,4676500.3136671,792369.279869008,21424489.8540917,10614082.9201151,3194603.40128326,18770175.8573749,1537296.0725791,8793293.61009522,32038995.8962941,29972863.1287691,19606034.2113673,5458654.79661687,16237519.0796746,7306519.78040494,37022409.1682281,39765102.2789372,13837145.9474432,6966937.44049383,12025238.5637483,8713521.28909132,10400757.3792376,5039309.93305393,17354360.9322779,13063266.5245657,5944696.44810445,1600790.39931401,11773366.4384043,32110612.4365495,21229918.8195787,10245160.7951646,2294466.53163218,13902986.0995519,13077144.5713282,24846797.3491257,23234383.687153,31165140.4665612,18510906.4953753,5575457.82499933,16191114.6314831,32597143.3893703,10306837.2376124,7573583.75229338,16391461.1319534,24290495.936744,17393346.3234355
Tryptophan,589381.728316921,2682084.35294666,13757565.316778,3950723.5514239,861078.836872105,1091342.21241295,755546.549632885,2353092.87249256,4738382.8137629,4716847.67890668,784548.158973248,4857684.53037485,3639483.93619664,4142091.39559958,4352506.26049647,5096487.82728926,2593673.12042674,685438.153555532,13716005.6092264,1641984.58522156,950648.121033201,3555736.69088563,3154471.108065,1342678.33313004,2807379.29896789,1864667.16077648,882982.594519678,1818142.77800113,851634.769215083,1294756.83203946,197138.312376886,1623555.35287473,1696997.98189943,540070.637294824,1625924.62529162,211657.040337929,893126.433114142,1601710.65702128,1525441.05396984,1940858.43374937,5847908.03793059,2225317.49950435,1692231.09946465,1062245.31394575,2071629.3288074,736861.456355419,3323133.15997341,2347096.69190777,1074399.66280114,2868204.46223004,1056269.44519093,1431097.20420932,829050.138600072,1187899.62110978,747756.644884062,1437784.69238291,1304117.45168754,870213.147241885,698946.011999015,3090817.28185763,1139152.59930263,1277465.9335973,1046254.92814414,1339976.33505864,1612378.84443728,3219969.63124942,4075553.55058298,610433.927758755,2786595.13810358,1424620.47073021,2106878.56434241,3131847.16366586,1501249.66107822,2041022.41111176,1798812.56136044,999429.596415559,1876004.41978256,1581840.73168416,1408220.05641615,3896667.33976788,2289826.33626086,196675.662034525,398147.114557046,2302960.56931964,1445343.96110655,1353285.37566422,2593722.90807555,2259974.07360858,46830.5891591145,1154492.93877345,973042.46878394,2356276.29031537,2120537.22611921,909600.072054882,986621.901999031,2002296.81791428
N-Ac-Arginine,115647.590243223,40886.8051668799,107767.323156552,56560.664582176,34905.4561824162,23997.0315521338,0,86177.8650340249,96819.9193291211,87627.348339998,132071.194775824,58815.7026818961,124678.084381354,104860.474288962,94773.9094789757,72055.9680030423,66570.9452287725,323109.897712102,103510.143985555,90444.9056149425,137603.278619266,108934.603835772,68165.2373420776,315998.764623343,96893.6471297528,80626.5654242747,317430.848440951,41377.2110335195,52885.2041090104,695462.564585265,1596180.08933702,937915.04449072,1098118.7258405,655394.752737193,887093.214076659,1707430.84168629,799269.677994055,1411166.81947816,1321098.37325191,1361401.10545894,1455275.18501463,296632.799372105,1301511.55234527,279048.393373532,871816.731803372,1221684.44667487,1697198.45256499,1618141.04300529,2727578.2509999,686339.486337617,473632.617703124,506307.822860152,3726876.26683172,920906.005254698,1952950.94751741,1438509.47211549,436831.349276445,1910527.82119913,107875.502724835,55093.4573392125,79299.1052748476,60934.3797870409,0,21598.2744877473,52764.2859118796,81294.117279943,68556.8364068554,28813.6324207683,72929.3960283911,90114.4082332409,62092.4443824321,74569.228665997,72724.1210394411,34424.5975602924,87059.8810388019,0,141561.887462258,63732.2962282319,83281.0367895674,90950.6509664281,159111.253776316,1521102.62185292,57742.5247840663,157578.085192049,0,68040.1445690936,47668.3407401402,52338.7256636632,44387.4686871619,69192.8639927666,76380.5795579105,63614.948580537,0,0,65145.6800302632,46285.5468308502
