,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Species,Sample_ID
peve_POR.260,-0.03754969411022266,0.1972500874054533,0.03767635299095173,-0.1455353669736107,0.023542392608055098,0.07567693212677383,-0.009601126800834912,-0.11212196733374981,0.050768533821379976,0.17341809014744475,-0.16482835721880373,0.0011323717700531515,-0.0030182873781932815,0.05016597908338621,0.13435477275426694,peve,POR.260
peve_POR.262,-0.3530681287848018,0.5827985822284506,0.13127015796255007,0.01861475682287459,0.06543659536159689,0.009474901126410298,-0.1505329681924888,-0.048259971341222604,-0.03378579894682033,0.12001641182181456,-0.10315868605430392,0.026427843152681357,-0.020426754571642083,0.028913206640848805,-0.0035563381889925625,peve,POR.262
peve_POR.69,0.26190279209319417,0.10081214123441003,0.07596548477454716,-0.3088939192903391,0.05702012872389402,-0.031215165254708837,0.32069466149129516,-0.3218729650671308,-0.014454300939915718,-0.47817311759581604,0.02710860962926147,-0.24134202837872795,0.020131934901657593,0.5044838598728615,0.25651683034136696,peve,POR.69
peve_POR.72,0.30694232553551887,-0.22886479990730899,0.013192087467986844,0.03569559606276619,0.0646353878889602,0.09349297535772048,0.2287961356525853,-0.0045348514335758865,-0.0232534066466574,-0.24898517386500893,0.009955252321349408,-0.09429717075512219,-0.050462125001552206,0.17105252779318086,-0.1237707360454324,peve,POR.72
peve_POR.73,-0.02029975218993862,0.33384929599463764,0.07487322223116372,0.3827101200696151,-0.04105845756720377,-0.23691879364162863,0.11594998623635125,0.36849444649853663,0.021854881233246366,-0.11533752711663137,-0.014444152931421076,-0.040866719076331263,0.0063846847954401095,-0.058437381814735664,-0.19078072767986481,peve,POR.73
peve_POR.74,-0.053684174025745914,0.11473107948220343,0.1128332998840039,0.1330625870227372,0.05039702805267502,0.12246733349755522,-0.03510310502085351,0.11451564815617743,-0.007753558390283041,0.10819119820229404,-0.12638368635027733,-0.037153321277882394,-0.019344015702504404,0.05693103870042544,-0.20201334478986133,peve,POR.74
peve_POR.83,0.3337512951853399,0.01713749129112544,0.07488652242379108,0.026613032605928587,0.07567478240821517,-0.08083450516522492,0.39535166327641996,-0.044421741084644584,-0.0030703828105953083,-0.5313052967431743,0.057070385629971854,-0.18874768809486417,0.00656790760079678,0.3438930837045483,-0.04604244124168051,peve,POR.83
ptua_POC.219,0.29843592450957324,0.006209634114977993,-0.3129243061586135,0.11097411972106036,0.0800697159238692,-0.002732515725558741,0.1515225890222611,0.09021788297918461,0.04258616159274871,0.046069968204204476,-0.06163306800441667,-0.025734136410130806,0.134430517583937,-0.09708080072314731,-0.14009698071244361,ptua,POC.219
ptua_POC.222,0.22650723774770662,0.044229999215739925,0.14415739561583765,0.1116377955109508,0.024566283316154156,-0.006207917671477503,0.17194214048182807,0.06692753620564985,-0.003630289532185187,-0.2388947644191837,-0.12168313037134852,0.004794395571013244,0.022647402172225148,0.04995356137850889,0.00756748652009905,ptua,POC.222
ptua_POC.255,0.2718002281590973,0.03820305899125452,-0.17289544166124912,0.08310164559848834,-0.06925546669587067,-0.11048809348928293,0.06424762436760441,0.08102620372313926,-0.05857017960182997,-0.20460335331821708,-0.06401938773426753,0.031065048702753315,0.10375474329002642,0.06949145633955926,0.07310491315621119,ptua,POC.255
ptua_POC.259,0.24715337562498538,0.002479177763768483,-0.2287200819065354,-0.04518467693397069,-0.05256190021984368,0.08516488548968608,0.1678954101678675,0.060838415700355385,0.03619521307042178,-0.055032994370233186,0.0012977117425937777,-0.034824909389398556,0.13657904939031687,-0.04655523449288866,-0.08608567983388628,ptua,POC.259
ptua_POC.40,0.10479734263306949,-0.12292271950799018,0.27857892181313154,0.014973944468282912,0.13552745052393578,0.005861013779400389,0.019312494043362386,-0.08557866676214831,-0.002367810969522523,-0.08389139476701682,-0.18548752284373163,-0.03167606840672317,-0.01833206080697028,0.1081418850583737,0.22938598987093858,ptua,POC.40
ptua_POC.42,-0.027967560706755445,0.04049182385227087,0.08217229146313934,0.20124391272663084,0.47681249434141537,-0.031738127667726615,0.031109660646844808,-0.2550486592242896,-0.02103427597550701,-0.0419704831245108,-0.10652681066949694,0.0015459262198176669,-0.040815312627625916,0.007908509609906314,0.025459741950968343,ptua,POC.42
ptua_POC.52,0.26422317207103124,0.14019496755210722,0.07152031551608727,0.0910681529660379,-0.07782824972351363,-0.03075594065132361,0.43222644321306475,0.03644442529687326,-0.014733338231508861,-0.06609020420765516,-0.020936304060846102,-0.05462603335973034,-0.5670515754823355,0.09585520945737289,0.08515751219513447,ptua,POC.52
ptua_POC.53,0.10766548575751503,0.08345031691483208,0.21058780404349384,0.11673929033493766,0.2085588884744808,0.07610128799786033,0.11339076734218542,0.01347751969636075,0.05530556881899509,-0.004362374387051241,-0.21560632863076648,-0.05537706222641861,0.07572586246858841,-0.030801996872807765,-0.03047720219014454,ptua,POC.53
ptua_POC.57,0.05319785215707063,0.0033266098881583064,0.2585027328368374,0.0347308069420104,0.13423873518768123,0.2186286895574376,0.0058557150079763575,-0.01252625152356043,-0.029494604197187003,0.061188649612791524,-0.2142499684771775,-0.07209810348230292,0.012655602069662894,-0.0012794849001858152,-0.024062796512712183,ptua,POC.57
