group_id,gene_id,POR.216.TP1,POR.216.TP2,POR.216.TP3,POR.216.TP4,POR.236.TP1,POR.236.TP2,POR.245.TP1,POR.245.TP2,POR.245.TP3,POR.245.TP4,POR.260.TP1,POR.260.TP2,POR.260.TP3,POR.260.TP4,POR.262.TP1,POR.262.TP2,POR.262.TP3,POR.262.TP4,POR.69.TP1,POR.69.TP2,POR.69.TP3,POR.69.TP4,POR.72.TP1,POR.72.TP2,POR.72.TP3,POR.72.TP4,POR.73.TP1,POR.73.TP2,POR.73.TP3,POR.73.TP4,POR.74.TP1,POR.74.TP2,POR.74.TP3,POR.74.TP4,POR.83.TP1,POR.83.TP2,POR.83.TP3,POR.83.TP4
OG_03272,gene-Peve_00027383,94,219,85,23,156,88,114,48,53,188,182,77,62,91,84,224,214,141,154,35,67,58,150,99,114,148,53,26,26,25,82,18,65,21,89,52,64,58
OG_04123,gene-Peve_00016812,150,292,173,62,213,106,181,106,85,439,490,162,133,168,150,404,164,179,120,132,96,50,255,89,166,164,75,59,42,58,118,44,150,28,154,29,83,47
OG_04145,gene-Peve_00010246,1140,954,250,183,546,278,305,241,132,639,659,343,202,334,468,704,470,373,540,276,217,224,848,1054,414,1156,249,167,107,95,504,260,334,147,608,314,250,312
OG_04922,gene-Peve_00043402,211,698,219,146,395,130,311,228,88,606,592,189,243,478,213,683,321,369,210,194,133,131,399,251,261,394,103,124,45,61,227,165,241,52,218,74,172,106
OG_05230,gene-Peve_00027825,38,96,37,29,72,7,48,36,18,40,88,26,18,36,23,110,69,40,29,29,28,15,42,108,28,44,20,13,9,10,30,16,29,10,38,27,28,6
OG_05281,gene-Peve_00023222,57,139,75,14,120,48,95,51,27,170,172,54,41,80,66,227,128,97,67,58,47,42,96,33,81,103,47,22,12,46,44,32,80,9,50,17,41,9
OG_06202,gene-Peve_00042833,218,108,131,60,246,71,46,53,36,395,181,60,91,77,55,187,183,137,155,43,107,73,170,212,105,136,95,114,22,13,222,99,37,68,153,70,89,76
OG_06545,gene-Peve_00018038,265,441,346,151,361,209,319,130,87,288,575,265,205,291,234,371,319,216,323,192,177,142,322,341,316,593,240,142,104,86,267,103,332,57,243,120,229,159
OG_07072,gene-Peve_00001539,472,455,211,52,320,202,151,95,85,276,153,137,79,105,131,166,165,125,501,104,122,193,432,468,201,525,104,120,89,121,206,175,107,94,175,166,133,203
OG_07225,gene-Peve_00014559,19,6,5,0,23,13,17,10,3,4,20,0,14,0,11,19,20,10,9,0,10,10,7,8,0,30,4,3,0,0,5,5,0,0,22,10,7,0
OG_08024,gene-Peve_00025446,15,56,24,0,51,23,27,33,23,14,52,21,23,11,14,51,48,25,43,30,13,10,64,26,7,36,16,18,0,0,26,21,26,28,24,8,45,6
OG_08662,gene-Peve_00027465,83,115,20,21,150,58,80,30,38,83,142,78,27,58,51,70,68,84,63,48,35,44,91,101,62,78,31,15,9,24,34,26,14,19,110,74,28,106
OG_09490,gene-Peve_00017090,0,10,0,0,3,11,23,12,6,32,11,0,0,0,23,93,30,40,11,0,5,0,79,59,11,61,0,0,4,0,0,19,4,3,70,6,11,29
OG_09816,gene-Peve_00030045,21,94,34,10,58,12,31,16,15,16,14,0,0,0,0,15,28,12,0,0,0,0,6,17,13,15,3,8,5,6,0,0,7,4,29,8,14,9
OG_09971,gene-Peve_00011383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OG_00368,gene-Peve_00033820,89,319,111,50,227,94,152,66,84,263,280,82,118,77,159,232,207,144,99,148,109,32,144,64,152,128,74,18,24,35,146,50,90,22,102,34,80,63
OG_02516,gene-Peve_00032734,774,962,532,481,1395,450,884,373,442,714,928,406,596,607,523,1264,875,712,1977,710,410,838,1338,563,559,1380,693,330,435,415,593,328,802,237,1788,341,559,897
OG_02836,gene-Peve_00034401,41,533,191,168,263,80,144,45,46,51,611,78,112,222,190,192,105,209,86,169,33,58,14,29,24,81,0,2,21,29,116,24,113,35,24,46,16,29
OG_04623,gene-Peve_00021648,110,103,101,32,117,37,52,40,15,111,94,52,26,59,58,111,100,96,113,26,39,31,141,179,75,167,14,21,39,25,42,36,14,13,159,25,72,80
OG_06029,gene-Peve_00043908,28,111,59,17,119,32,36,33,21,59,55,36,24,43,36,89,101,54,48,43,22,19,50,40,26,75,40,23,16,13,47,20,50,5,78,13,45,16
OG_06771,gene-Peve_00032682,54,109,47,16,77,56,25,38,14,145,82,19,19,20,45,90,47,32,31,21,41,29,83,23,55,88,39,5,11,5,30,28,48,28,108,28,19,13
OG_06980,gene-Peve_00030232,947,904,462,277,769,260,922,222,228,737,1168,439,411,357,739,1000,748,469,824,538,254,190,840,743,484,890,523,240,154,224,713,152,531,138,601,429,216,359
OG_07645,gene-Peve_00025955,436,268,352,428,716,278,697,187,540,819,483,132,355,323,397,638,288,190,179,267,96,161,606,479,450,758,56,52,87,146,285,247,320,176,1076,532,327,454
OG_08588,gene-Peve_00044127,316,210,143,144,141,34,253,83,47,195,248,71,115,101,320,227,282,162,164,214,106,85,123,78,163,77,144,112,78,66,299,75,140,78,255,232,83,109
OG_01364,gene-Peve_00003314,23,25,19,5,70,15,14,25,13,22,31,2,0,0,16,75,32,27,0,14,6,16,40,19,32,21,25,0,13,6,17,10,6,0,29,10,28,5
OG_02154,gene-Peve_00028794,667,166,59,217,140,50,192,36,14,285,188,68,144,173,192,340,97,169,191,28,34,97,691,368,109,225,33,51,38,34,294,130,76,27,201,97,33,307
OG_02283,gene-Peve_00042607,54,125,22,11,72,40,79,29,16,62,204,32,43,51,41,100,79,49,28,20,20,21,40,36,60,80,36,31,15,12,49,10,19,9,39,20,28,14
OG_03434,gene-Peve_00013879,95,126,29,13,69,62,25,39,0,125,102,33,14,27,57,73,65,36,40,25,20,15,86,81,38,74,16,17,6,7,34,26,14,15,64,22,18,29
OG_05269,gene-Peve_00017665,40,73,54,0,74,51,58,71,20,119,101,35,35,64,53,164,94,87,77,9,43,31,113,72,69,176,61,22,32,12,43,20,6,25,127,32,84,77
OG_06192,gene-Peve_00019695,56,47,55,15,80,20,43,19,13,165,68,5,20,50,27,104,57,29,57,24,14,29,138,108,15,83,46,19,4,8,23,28,8,0,39,0,13,19
OG_10141,gene-Peve_00011963,289,174,63,46,151,63,134,60,40,154,180,79,67,33,133,148,113,143,146,70,72,73,50,153,88,235,65,32,19,40,58,42,39,35,57,14,80,57
OG_01738,gene-Peve_00003777,63,61,85,91,57,25,69,44,69,54,147,40,91,86,93,153,99,66,13,49,32,12,39,43,114,82,59,53,62,60,45,28,62,27,56,14,63,10
OG_07200,gene-Peve_00029921,53630,25513,15999,17418,21643,10608,18964,6362,17918,51402,27483,11785,21767,22609,30821,23845,21380,17401,20901,14483,15521,15832,28456,23301,37450,25710,22529,20353,5788,14301,27570,14925,21298,13546,28853,21885,15874,26068
OG_10166,gene-Peve_00008972,194,183,63,31,129,65,67,28,49,155,246,51,66,79,85,192,96,112,233,84,71,122,164,177,139,212,86,76,43,51,91,31,52,29,125,101,72,120
OG_01161,gene-Peve_00037744,22317,16585,8978,8757,15046,6897,14144,5632,9519,21597,20705,8081,11542,14131,14085,12248,12722,9796,14927,8607,8383,9901,11844,14479,16930,19429,9687,6531,4149,7534,14789,8863,11053,8564,17428,11436,8724,10315
OG_08861,gene-Peve_00007988,2455,751,450,473,841,315,893,270,124,706,618,277,348,416,1010,1030,551,724,1756,366,294,704,1267,1114,440,1382,282,265,119,271,884,310,269,233,1382,845,507,1125
OG_01712,gene-Peve_00009622,2686,1074,569,487,863,356,669,227,193,2657,1201,366,672,939,660,1120,543,648,1363,362,342,402,2677,1841,894,1728,559,425,268,197,751,418,612,260,1576,552,482,1131
OG_02140,gene-Peve_00025572,1716,1474,559,210,913,416,561,282,267,382,162,62,76,74,692,655,989,596,1081,910,725,586,624,729,654,1162,259,189,124,258,735,247,595,316,469,561,515,447
OG_02552,gene-Peve_00031464,524,508,136,72,175,49,228,191,18,196,320,169,106,173,305,277,335,221,148,115,58,62,317,347,324,465,123,101,42,100,145,91,97,50,146,162,92,138
OG_02684,gene-Peve_00040402,1075,403,379,246,620,240,328,195,124,651,609,227,428,465,420,717,498,300,834,250,355,383,939,733,466,1081,503,308,173,228,439,330,334,189,771,504,424,755
OG_03617,gene-Peve_00010345,1027,738,284,189,676,339,432,178,201,571,765,341,223,292,555,462,421,339,827,361,301,403,680,762,532,1207,423,176,129,184,621,187,418,234,521,456,394,573
OG_05241,gene-Peve_00014139,5807,2166,1741,1928,2482,829,2581,705,698,3926,3507,1017,2125,2877,2501,3855,1791,1896,3133,1338,945,1443,6143,4583,2597,4726,1554,922,636,768,2995,1171,1598,854,2134,1651,1037,2676
OG_05724,gene-Peve_00002527,5193,1310,875,1371,1523,662,2370,430,690,2943,1782,804,1143,1523,2647,2989,1383,1107,2923,1021,731,1172,3360,3808,2025,3587,1231,918,357,1079,3185,1846,1220,920,2834,2731,771,2091
OG_06237,gene-Peve_00000868,487,594,193,148,367,337,283,282,148,480,608,297,196,329,322,591,352,335,421,337,263,250,394,543,367,777,210,160,140,165,325,187,198,308,319,259,289,259
OG_06286,gene-Peve_00023657,342,423,123,61,345,135,247,98,117,329,351,114,144,176,196,306,223,195,404,149,153,95,309,376,177,313,173,109,54,96,267,82,149,86,181,151,141,176
OG_07195,gene-Peve_00006288,2713,3261,1562,990,2302,988,2308,1163,1151,1665,2629,1061,1034,1280,1563,1930,3124,1891,2153,1528,1579,924,1717,2253,2381,3150,1724,790,791,1065,2627,1071,1930,1272,1837,1915,1536,1035
OG_07206,gene-Peve_00006280,1215,395,339,328,605,219,1006,229,273,427,834,327,297,372,1196,1035,579,380,1075,864,424,417,607,1104,1021,1382,722,441,179,579,1038,376,821,643,748,1498,534,872
OG_07305,gene-Peve_00010865,792,646,226,129,492,295,628,261,295,304,991,351,264,293,552,455,423,283,644,536,450,594,386,419,933,712,430,243,129,203,478,128,391,222,353,360,463,291
OG_08301,gene-Peve_00045290,2860,905,605,769,758,394,1141,251,272,2900,1454,642,916,1951,1405,1751,681,773,1325,599,389,411,2206,1885,1154,1521,648,584,151,327,1691,820,582,265,856,989,418,1697
OG_08378,gene-Peve_00040029,1890,1138,499,296,952,442,950,431,252,478,1058,530,593,557,972,784,832,545,1988,787,493,619,2350,2100,1045,2472,616,488,171,422,1214,357,638,328,1128,896,562,989
OG_08755,gene-Peve_00018113,3160,2174,826,743,1654,683,1933,708,425,1758,2560,912,851,1235,1959,1832,1562,1173,2100,1001,993,1179,2542,2680,2245,3071,1530,683,378,532,1711,704,958,565,1770,1085,1050,1243
OG_09226,gene-Peve_00039030,1160,779,213,131,511,269,453,215,155,834,821,285,219,408,560,807,378,306,789,334,302,360,483,997,692,1227,287,254,90,261,581,228,295,253,487,492,241,413
OG_09492,gene-Peve_00017082,192,268,72,46,136,60,129,100,55,224,203,95,77,97,143,171,138,116,184,182,82,57,89,81,103,137,138,43,61,51,87,37,87,26,127,60,72,77
OG_00581,gene-Peve_00038365,16373,12599,8571,5646,14607,9052,11057,6542,9498,14094,14345,7913,10660,9731,12299,10394,10648,7789,9857,7897,7735,6435,9347,8825,12035,12603,8999,7518,5323,7592,11888,6055,10506,7386,8549,7559,6353,8420
OG_02321,gene-Peve_00033015,8576,7289,5003,4978,7765,4924,5377,3536,4670,13039,7776,5606,5991,8047,6681,8129,4990,5728,4564,3628,4525,3748,8111,5175,6573,7335,4751,4020,2196,3230,6575,5138,5887,3016,5596,3098,3136,4496
OG_03139,gene-Peve_00029780,12991,12950,5961,5003,10644,6136,9197,5373,4198,14958,12003,6475,6820,9071,9088,11386,8060,6512,6869,5249,4783,3724,11000,10958,9165,11557,5227,4938,2161,3593,11213,6089,7686,3648,7696,6226,4064,5330
OG_04633,gene-Peve_00018538,12559,10389,5548,5292,11147,7737,5671,4074,5639,17922,9889,6612,6975,8329,6780,8129,5890,4837,6129,4832,4869,4373,9180,8158,7529,9642,5220,5664,2451,3872,9497,6087,7943,4184,4823,4154,3324,4267
OG_05387,gene-Peve_00031873,11310,10921,4118,3379,7836,4862,6689,3501,3301,13278,11124,5126,6220,7364,7286,8616,5921,4446,4749,3844,3342,2720,8710,7969,6668,8698,3708,4312,1913,3026,7928,4305,6075,2608,4496,3987,2775,3261
OG_05430,gene-Peve_00020239,15053,11546,6854,4838,12432,6993,9640,5197,7704,11975,14033,6719,9435,9969,10671,8815,9422,7054,8925,6921,6155,5461,8828,8597,9935,12262,6980,5872,4071,5818,10370,4698,8937,5640,7672,6750,5933,6710
OG_06861,gene-Peve_00030298,7280,6094,3116,2438,5973,3738,4577,2776,3397,6459,6344,3933,4616,5521,4108,3637,3905,3041,4140,3261,3085,2998,3662,4153,4431,6075,2840,2838,1657,2781,4400,2260,3791,2775,2381,3579,2670,3316
OG_07128,gene-Peve_00007849,16794,14315,7221,5283,12546,8228,8680,5344,7009,14844,15016,8523,8841,10767,9430,10303,9196,6994,8129,6250,5766,5217,14372,12576,11444,13754,6473,6327,3282,4815,12031,5101,10201,4434,8666,6815,5200,6823
OG_07669,gene-Peve_00033264,20999,13774,9712,7776,20236,9668,15435,6996,11484,22186,16166,7764,11606,12043,12561,11423,11478,9204,10991,8518,7918,6545,13370,11551,13991,15623,7933,6314,3627,6795,12139,7293,11408,6095,11903,9413,7633,9716
OG_08474,gene-Peve_00032666,5236,5091,2893,2361,5150,3314,3892,2469,3240,6821,5280,2987,3772,3646,4425,4136,4426,3495,3411,2877,2706,2566,3516,3292,4422,4665,2726,2570,1547,2034,4184,2349,4066,2632,2996,2542,2492,3183
OG_08709,gene-Peve_00009703,22630,16527,11853,11911,18013,9422,14837,8011,11400,32068,19260,9447,14660,18864,17823,23320,13523,14136,11986,9028,10152,8422,17438,13947,16668,18206,11505,8483,6082,8143,19119,14455,15838,10314,15374,9768,9618,13153
OG_08795,gene-Peve_00007109,4748,4189,2531,1454,4378,3304,3620,2361,3026,3762,4805,2945,3018,3359,3308,2567,2821,2498,2935,2216,2580,2320,3539,3305,3989,4010,3330,3090,1289,2208,4581,1983,3384,2179,2376,2630,2396,2724
OG_09850,gene-Peve_00007267,17247,13969,7029,5206,14454,8686,13164,7753,7395,19812,18723,10201,11585,12417,15475,15002,13749,9627,9633,7922,7160,6044,9922,10938,11931,13726,8802,7525,3852,6596,13535,6981,11334,5768,9687,8702,6401,8523
OG_09902,gene-Peve_00015176,13637,11885,7951,5549,3686,2353,3345,1761,1911,5487,5599,2861,3981,5160,8544,11377,7498,6341,3543,2411,2421,2057,5227,4290,4241,5354,5482,4759,2874,4416,6365,3826,5771,2972,6428,5417,4453,7096
OG_00701,gene-Peve_00043794,440,501,247,136,444,261,376,161,136,498,535,283,165,270,259,431,354,234,315,264,190,177,310,292,401,381,246,165,90,102,255,114,302,122,302,222,192,176
OG_01088,gene-Peve_00012389,449,611,225,141,433,189,379,198,149,331,678,363,212,240,298,484,428,425,280,243,250,165,314,397,344,584,488,203,106,193,436,135,225,136,412,273,336,219
OG_01477,gene-Peve_00040857,802,673,496,421,776,391,821,385,319,781,978,378,441,641,637,790,620,524,773,668,422,431,850,639,708,849,565,238,187,270,688,339,449,269,769,512,443,527
OG_01627,gene-Peve_00039572,3269,954,335,725,981,469,1051,335,354,1216,1227,495,448,819,1756,1328,766,653,1512,744,436,798,1580,2811,1257,2815,769,429,269,493,1617,587,617,544,1268,1654,433,1083
OG_01805,gene-Peve_00044475,1631,1948,461,403,2406,907,2180,552,1315,1868,4264,1795,1120,1632,2218,2524,1895,687,1193,4448,1422,999,1012,1566,2990,1822,2313,1531,657,1523,2654,499,2865,1135,604,1821,617,556
OG_04315,gene-Peve_00017903,584,631,371,400,590,279,667,248,229,856,962,558,389,811,577,913,613,485,471,523,349,294,774,558,737,784,345,139,157,189,699,313,556,219,455,328,242,382
OG_04668,gene-Peve_00037614,642,683,290,176,450,307,420,222,159,407,552,255,184,340,478,592,412,447,523,378,285,222,780,717,446,817,233,84,229,141,486,210,293,207,480,293,348,303
OG_05594,gene-Peve_00038376,1280,1306,914,334,1488,797,1349,628,456,1147,1461,816,676,695,1335,1412,1522,972,646,906,964,470,1358,882,1483,1105,1109,864,434,622,1150,389,1027,414,530,732,907,516
OG_07417,gene-Peve_00043311,352,254,82,116,194,132,206,84,50,871,348,147,111,272,131,442,169,211,175,219,337,136,310,316,597,351,503,95,30,60,151,70,90,70,218,170,154,190
OG_09990,gene-Peve_00039864,378,518,241,171,567,269,330,184,180,455,652,287,214,423,464,613,423,395,211,359,238,157,316,361,386,581,215,149,104,129,407,208,271,149,324,202,190,144
OG_07007,gene-Peve_00005389,49,215,107,46,233,138,137,126,64,139,135,79,86,93,67,213,198,175,95,160,79,50,82,52,74,107,29,24,42,17,22,32,74,15,58,28,24,22
OG_07318,gene-Peve_00014636,164,153,131,46,381,174,257,141,109,517,31,0,22,24,161,192,145,105,100,80,149,38,372,246,361,315,0,14,0,17,16,0,16,0,207,102,136,142
OG_00664,gene-Peve_00041244,116,340,100,70,211,99,127,130,49,224,278,109,65,112,97,301,204,178,173,136,133,95,231,135,142,237,122,63,98,48,83,39,74,50,137,42,92,53
OG_05385,gene-Peve_00031875,351,145,52,54,217,81,167,66,83,203,437,118,74,90,63,95,78,114,352,98,98,142,358,492,238,547,201,88,70,73,158,67,87,46,254,119,179,276
OG_06109,gene-Peve_00036499,9981,2193,1266,1905,2207,852,4604,714,851,2440,3718,1069,1964,2817,3988,2509,2085,1730,6800,1550,993,1960,7292,7162,2762,8539,1460,1578,367,1953,5110,1870,1479,1481,4950,4783,1361,3909
OG_08092,gene-Peve_00037803,28,39,9,23,78,33,27,14,18,49,70,12,10,8,3,28,39,58,31,6,30,33,48,69,0,42,16,15,23,17,16,4,5,7,40,25,23,26
OG_00434,gene-Peve_00037041,18,275,55,15,75,27,36,36,17,20,245,46,59,80,73,58,98,96,15,40,7,0,44,21,0,87,9,0,14,16,70,25,23,24,11,11,39,3
OG_01842,gene-Peve_00022036,90,70,23,12,31,43,18,23,16,45,44,14,20,56,30,41,37,41,61,19,18,14,27,25,50,76,11,16,10,4,15,13,18,6,68,35,38,28
OG_05925,gene-Peve_00014875,27,258,61,51,110,69,144,75,62,35,179,74,105,121,125,197,168,121,19,101,9,22,49,61,33,56,26,10,48,51,95,61,128,66,61,29,16,10
OG_06488,gene-Peve_00030746,260,188,217,68,349,114,132,77,56,252,205,79,80,116,131,292,255,233,254,81,81,167,370,280,55,393,110,105,39,58,127,82,104,41,245,111,66,130
OG_07762,gene-Peve_00036680,119,576,209,135,355,125,202,142,33,106,677,94,195,262,143,647,358,500,128,149,49,29,140,116,52,116,16,6,101,33,112,36,105,24,123,17,9,25
OG_05765,gene-Peve_00001126,20,467,149,69,287,106,236,226,49,43,532,159,133,249,283,749,405,545,34,200,43,9,27,30,15,46,0,15,50,88,107,73,120,60,64,51,18,14
OG_08065,gene-Peve_00033443,51,702,246,137,439,162,400,152,159,84,591,211,149,471,375,576,363,597,98,442,77,20,67,79,39,163,54,0,141,184,224,105,229,235,114,75,56,22
OG_08645,gene-Peve_00000570,109,1573,241,88,559,311,559,297,256,137,1164,353,287,520,759,675,593,1062,163,625,75,113,149,290,151,465,48,65,211,205,379,257,298,388,123,274,71,41
OG_09736,gene-Peve_00023725,0,200,37,16,209,99,128,124,57,24,241,88,56,117,95,97,152,264,22,98,17,15,3,13,3,16,0,0,45,35,58,22,28,0,15,0,0,4
