group_id,gene_id,ACR.139.TP1,ACR.139.TP2,ACR.139.TP3,ACR.139.TP4,ACR.145.TP1,ACR.145.TP2,ACR.145.TP3,ACR.145.TP4,ACR.150.TP1,ACR.150.TP2,ACR.150.TP3,ACR.150.TP4,ACR.173.TP1,ACR.173.TP2,ACR.173.TP3,ACR.173.TP4,ACR.186.TP1,ACR.186.TP2,ACR.186.TP3,ACR.186.TP4,ACR.225.TP1,ACR.225.TP2,ACR.225.TP3,ACR.225.TP4,ACR.229.TP1,ACR.229.TP2,ACR.229.TP3,ACR.229.TP4,ACR.237.TP1,ACR.237.TP2,ACR.237.TP3,ACR.237.TP4,ACR.244.TP1,ACR.244.TP2,ACR.244.TP3,ACR.244.TP4,ACR.265.TP1,ACR.265.TP2,ACR.265.TP3,ACR.265.TP4
OG_00315,FUN_001122,237,176,30,47,72,53,0,18,0,88,71,30,35,66,0,39,0,74,0,65,17,36,24,12,24,63,80,153,19,29,114,32,23,47,115,0,0,51,23,37
OG_01010,FUN_004437,531,925,1372,868,595,746,624,451,643,701,942,996,417,554,389,316,270,796,353,564,348,520,757,307,755,698,786,222,670,652,1199,611,311,572,912,246,447,684,528,464
OG_01467,FUN_006003,535,899,1119,447,560,291,815,450,359,772,622,472,233,341,491,266,222,684,510,462,380,619,864,168,571,766,725,329,436,257,654,363,176,515,662,230,312,736,566,337
OG_01723,FUN_007011,83,33,25,25,34,15,0,11,26,21,40,23,98,27,0,18,0,14,0,10,4,52,16,10,12,60,29,0,15,29,72,7,0,48,126,6,0,22,34,0
OG_02048,FUN_008256,158,278,529,269,280,109,373,234,150,207,198,311,218,163,373,186,381,233,394,281,273,80,351,158,268,142,275,354,371,81,259,223,276,157,283,190,381,110,333,295
OG_02128,FUN_008428,694,1062,775,468,299,652,786,422,56,1209,636,490,168,605,728,289,137,1636,610,363,161,1263,683,106,399,1750,732,175,182,602,765,129,77,955,527,78,218,1108,380,249
OG_02225,FUN_008629,595,629,1088,809,1459,417,472,644,991,898,730,1153,834,333,491,804,862,728,319,1101,843,242,704,673,1117,468,609,706,1060,406,599,1129,650,420,572,811,1542,551,623,1304
OG_02262,FUN_008710,76,121,94,91,156,59,69,87,48,85,170,118,29,71,102,3,0,88,67,73,67,64,130,53,103,143,145,44,130,56,131,48,50,140,168,54,62,67,79,95
OG_03272,FUN_013145,524,484,408,409,324,235,159,181,141,256,282,394,162,401,285,114,122,241,139,302,209,456,337,161,653,345,330,99,236,285,278,294,212,483,494,224,349,329,257,412
OG_04123,FUN_016504,166,229,775,433,711,149,335,211,748,199,239,459,698,171,380,662,1051,326,152,515,1032,107,588,724,701,216,433,2264,879,227,276,575,373,143,380,550,1381,250,357,930
OG_04145,FUN_016607,971,1150,2708,1477,1543,1216,1537,935,1728,1007,1433,2189,1058,951,1969,1362,1335,1681,1616,1728,1256,980,1690,863,2468,1215,1184,954,1959,1521,1780,1651,950,1174,1486,1254,1866,1015,1242,1408
OG_04922,FUN_022980,130,232,331,364,236,87,104,124,270,197,203,386,181,117,116,251,284,178,132,270,159,107,281,115,466,101,188,145,261,110,186,198,118,179,215,152,107,121,134,183
OG_05230,FUN_023643,416,476,669,473,430,339,673,287,283,905,908,735,329,218,405,447,249,769,599,640,362,598,746,231,436,666,652,423,388,495,1033,413,211,553,709,272,218,685,540,392
OG_05281,FUN_023943,1081,1074,1128,1312,1899,329,1191,1882,640,999,641,846,1134,1056,1264,528,744,880,508,662,1605,2117,1707,1012,2199,1664,1237,1618,1133,603,561,936,1323,2487,2114,1272,2507,1890,1556,1480
OG_06202,FUN_028138,211,402,486,599,1311,180,764,779,1045,399,410,503,896,282,683,734,717,332,397,398,841,170,380,933,649,362,434,2529,2153,196,329,1366,766,292,325,1221,3560,631,530,1845
OG_06545,FUN_029414,951,1328,1457,982,875,529,659,462,487,1261,1139,1125,367,691,626,362,765,1284,491,831,499,1130,1413,422,1506,1358,1632,420,555,591,1617,594,562,1399,2262,630,457,1167,1016,996
OG_07072,FUN_032308,1180,1347,3254,2373,3239,773,2350,2270,3591,1333,1307,1622,1866,1357,1552,2293,2343,963,1149,2731,2041,951,3086,2184,2710,958,1598,2113,2060,619,1586,1496,1936,1043,2163,2355,5446,1033,1473,2931
OG_07225,FUN_032831,83,34,74,52,63,37,38,50,0,66,30,73,26,38,70,25,0,45,39,29,37,35,58,20,27,87,133,81,76,21,51,28,54,99,60,63,30,62,64,24
OG_08024,FUN_035679,549,913,898,449,396,717,669,335,226,902,1093,685,148,425,406,279,298,935,387,415,273,1085,816,136,385,1002,507,193,213,773,1213,286,245,994,799,138,302,1041,492,283
OG_08662,FUN_037878,135,127,198,135,137,81,131,131,78,91,101,141,79,58,161,103,57,173,95,126,123,131,145,84,216,136,213,90,90,74,96,59,80,132,96,53,142,145,114,137
OG_09490,FUN_041526,71,130,111,75,100,112,97,39,92,64,111,64,78,35,144,112,202,104,101,84,128,69,112,73,105,82,155,311,261,91,231,314,178,112,150,220,368,135,95,203
OG_09816,FUN_042644,110,117,142,46,74,66,61,54,64,150,229,116,17,89,72,47,97,167,39,53,31,110,155,22,103,117,152,63,13,62,146,64,8,107,135,24,78,147,67,0
OG_09971,FUN_043153,30,84,75,26,34,14,8,18,0,38,37,34,7,29,46,22,40,50,39,61,54,18,65,8,57,56,65,45,20,63,63,19,23,67,44,29,19,64,20,10
OG_00368,FUN_001209,204,330,298,387,416,141,165,270,184,303,380,486,156,240,308,238,186,713,203,297,170,142,189,110,493,207,207,194,256,206,284,305,214,413,483,159,277,393,271,302
OG_02516,FUN_010575,2511,815,628,3543,663,555,339,898,1029,1215,665,1232,824,2544,479,614,781,468,140,2685,206,695,629,362,900,516,786,377,508,327,796,461,311,837,1166,317,409,447,706,444
OG_02836,FUN_011855,26,36,19,17,77,6,0,29,67,5,10,29,12,18,14,12,27,20,0,4,46,7,7,28,13,0,47,111,68,12,8,8,13,3,16,26,171,31,0,5
OG_04623,FUN_022328,46,97,125,70,262,20,52,61,283,20,100,57,38,46,38,70,99,117,45,80,46,65,90,71,96,79,44,274,195,59,98,148,34,45,121,38,473,42,38,238
OG_06029,FUN_026590,271,208,305,246,229,156,191,120,83,129,223,265,182,280,165,172,38,204,149,177,247,362,292,123,340,172,196,70,154,221,222,186,100,222,313,83,292,143,291,184
OG_06771,FUN_031635,188,206,104,76,72,238,76,125,48,107,426,253,39,226,118,69,64,246,19,108,46,322,235,32,134,135,180,0,58,301,426,151,36,197,192,65,0,206,200,83
OG_06980,FUN_032117,1522,1611,752,986,449,816,307,306,412,1275,1599,1029,354,1222,511,173,139,1056,253,514,454,1377,1174,429,857,902,941,512,491,1032,1682,579,263,1500,2025,242,478,1463,1064,344
OG_07645,FUN_034460,140,82,101,86,85,59,54,66,67,77,110,47,203,143,42,45,41,49,10,76,52,189,100,55,115,97,108,23,0,74,92,25,15,156,226,9,48,49,119,13
OG_08588,FUN_037697,65,98,107,122,149,63,127,76,493,58,58,133,102,87,82,185,190,50,59,70,131,82,62,127,147,68,60,588,353,76,127,206,149,89,127,288,318,70,90,232
OG_01364,FUN_005307,94,81,94,35,67,42,36,93,65,119,169,89,57,66,79,31,0,210,92,64,22,59,92,16,89,143,133,15,84,154,171,37,21,79,79,0,97,186,169,24
OG_02154,FUN_008484,920,968,2861,2434,5557,809,4358,3141,7961,736,1204,2798,5093,769,3338,5577,7715,1254,2357,1765,6436,1142,1620,6166,4225,1369,1653,21852,11927,1390,853,9151,5239,1580,1502,8929,19381,1750,2210,9840
OG_02283,FUN_008780,67,83,179,64,201,29,105,25,223,62,105,262,166,96,100,214,66,150,107,125,199,89,141,120,216,58,113,190,156,35,84,210,150,78,128,175,120,83,106,99
OG_03434,FUN_014491,358,364,290,174,113,263,192,92,115,398,434,215,124,196,206,108,224,490,186,158,106,255,292,86,230,332,355,187,142,272,401,176,108,302,421,158,112,264,208,178
OG_05269,FUN_023922,175,388,374,253,247,117,196,433,88,192,386,296,175,110,388,157,79,298,104,169,356,294,376,194,374,307,399,240,331,317,399,235,231,386,458,223,320,511,396,155
OG_06192,FUN_028114,186,457,719,629,2088,324,1217,1182,1946,322,600,985,1632,417,1027,1752,1904,725,408,717,1498,654,685,1558,1110,484,515,4988,3303,466,462,2073,1390,558,851,3124,5647,767,764,2582
OG_10141,FUN_043530,916,1498,1065,691,581,889,740,381,373,1620,1428,887,278,703,830,239,444,1922,821,689,293,1366,1295,245,852,1936,1406,260,433,909,1572,368,247,1739,1663,274,265,1060,770,519
OG_01738,FUN_007057,300,147,200,136,196,82,138,137,69,107,301,121,163,141,144,93,82,198,226,178,214,372,223,96,323,196,274,181,224,123,335,143,128,298,390,177,284,232,234,168
OG_07200,FUN_032709,11113,11971,23119,20226,30271,8030,12576,19602,37180,11331,15436,29490,25613,12936,28007,30217,25614,8705,8816,24600,22793,4236,19301,18218,33245,9742,18017,19352,33860,7799,13097,28520,16270,7350,14325,15743,25589,8029,12224,33458
OG_10166,FUN_043565,585,745,767,962,1256,409,482,630,1097,560,685,935,738,475,564,735,996,511,234,926,749,647,820,548,1352,516,699,1320,1042,434,574,765,597,667,813,665,1714,615,774,947
OG_01161,FUN_004780,10624,14100,25574,21485,22602,6699,11389,12998,29209,13038,13224,23743,19490,10704,21537,21318,18246,11930,10164,32169,17458,3682,22236,14930,28126,7746,14876,14024,24362,5871,12719,24187,15800,6728,16020,14402,23175,7666,12312,24471
OG_08861,FUN_038247,532,587,875,1954,1620,327,543,1395,2984,320,428,1387,2065,497,848,1956,1765,395,509,1760,876,319,649,1237,1100,281,420,3162,2669,284,563,1107,1051,377,676,1448,5125,266,679,1214
OG_01712,FUN_006986,1045,937,4236,4002,12437,462,4276,4898,14480,484,895,3386,10584,622,4622,11489,22721,646,2508,3336,9831,874,2282,12028,6047,1010,1659,40724,17749,910,541,11639,9358,916,1401,16290,41039,1327,2471,18354
OG_02140,FUN_008446,1879,2918,2982,2459,2509,1809,2358,1797,1734,2906,2613,3085,1644,1905,2893,1680,1709,3309,1982,2691,1724,1731,3398,1602,3871,2948,3108,1461,2379,1581,2888,2435,1680,1981,2894,1603,2069,2594,2318,2650
OG_02552,FUN_010640,1015,1455,1609,1559,1090,1128,1320,974,1238,2073,1824,1845,804,1030,1143,834,572,2105,648,1562,646,1181,1498,646,1372,1505,1059,563,1219,1025,1917,1094,558,1088,1277,566,972,1760,1150,1044
OG_02684,FUN_010942,751,371,300,908,357,230,125,419,296,397,368,379,292,585,215,184,274,258,68,741,174,319,303,137,416,205,297,86,213,359,292,155,97,314,493,61,153,312,197,216
OG_03617,FUN_014799,741,957,1571,1265,1221,395,979,772,1098,885,693,1205,775,615,1108,1031,751,646,821,1259,1041,623,967,828,1752,1055,1109,827,1295,395,651,1278,925,746,1222,713,1466,877,1014,1114
OG_05241,FUN_023682,1445,2011,4789,3730,8686,1113,3287,4314,10813,1198,2145,4530,6525,1509,4244,7301,13145,1895,2563,5030,9038,1615,3459,6243,6207,1707,2858,24192,14069,1999,1773,9915,7970,2546,2838,10745,18445,1652,2983,10773
OG_05724,FUN_025643,2666,3363,4319,4274,3242,1531,3253,3722,2733,2223,3102,4730,1808,2456,3137,2032,2464,2670,2344,4576,2022,2361,4053,2192,3717,2885,3659,3635,3350,1748,3008,2964,1860,2828,4201,3124,4552,2730,3623,3531
OG_06237,FUN_028193,386,558,1120,833,2038,585,1210,774,2104,894,922,1871,1553,659,1589,1932,1698,720,678,1568,1986,707,1801,1656,2180,696,1275,1705,2918,755,1070,2630,1447,592,1250,1751,2655,594,1001,2388
OG_06286,FUN_028473,1457,2303,1833,1007,1521,1833,2166,1130,741,1751,2117,1814,690,1152,1741,816,600,3168,1831,1185,882,2118,1789,642,1154,2252,1539,763,1468,1846,2715,1601,877,3343,2048,962,1621,2426,1520,1338
OG_07195,FUN_032699,656,789,609,479,609,403,396,373,644,783,894,679,248,344,399,270,944,709,443,848,269,582,577,284,895,531,749,333,516,457,1021,672,594,956,1468,433,452,541,743,552
OG_07206,FUN_032747,508,427,257,456,40,94,19,4,45,93,196,180,81,141,88,111,103,329,41,603,69,523,386,173,290,456,459,181,35,135,162,73,26,530,466,42,0,67,37,10
OG_07305,FUN_033691,951,871,1929,1609,2179,570,1162,854,2031,850,992,1826,1404,603,1319,1793,1290,851,1121,1668,1701,772,1313,1391,2869,827,1387,1035,2217,574,941,2210,1400,1047,1308,1404,2616,743,1246,2089
OG_08301,FUN_036251,2266,2299,6426,4765,7079,1176,4403,6695,11608,1571,1855,5309,6861,1690,4356,7001,8232,2311,3180,5742,9190,1115,4259,8379,7607,1057,2335,25454,14070,1493,1881,8888,6052,1122,2193,9502,20888,1556,3565,11555
OG_08378,FUN_036955,575,745,372,590,148,318,91,207,445,751,602,360,221,589,160,271,385,774,81,430,85,478,459,154,496,402,354,191,106,305,707,299,125,524,712,119,78,388,206,246
OG_08755,FUN_038024,1865,2233,3597,3292,2547,1167,1540,1758,2485,1958,1620,2965,1821,1927,2270,2121,1437,2698,1393,3652,1604,807,2433,1077,3164,1261,2016,1107,2098,964,2136,1713,1434,1428,2632,1078,1781,1136,1814,2204
OG_09226,FUN_039948,729,604,1162,1470,1813,325,1014,454,2169,464,615,1323,1584,483,1093,1821,1151,517,898,1322,2129,344,1408,2030,2981,477,866,2128,2429,415,439,2368,1715,565,714,2190,2834,442,937,2289
OG_09492,FUN_041531,319,328,468,210,311,224,562,247,115,231,317,237,183,197,335,174,213,359,323,218,196,325,270,113,327,390,279,331,196,273,327,201,205,433,379,158,614,374,452,124
OG_00581,FUN_001654,5508,6652,12116,8109,11009,3467,5601,5749,11014,6695,8421,10101,6584,4144,11208,9350,9319,7731,6817,10534,8199,2160,9575,6681,11643,4183,9221,9568,12106,3866,8228,11348,7128,3052,9491,7469,12219,4300,7562,10706
OG_02321,FUN_008913,9571,8628,17117,10561,16726,6049,24371,13072,15344,12213,11622,13645,9866,6072,21190,15540,14733,10521,18494,12201,10267,10068,11696,10102,10590,13069,11372,18888,17003,9327,11770,19681,8555,12669,10902,16175,22574,19950,11696,22155
OG_03139,FUN_012521,11834,14633,18868,13162,14922,12330,20957,11514,13545,17540,16404,20759,6822,7736,21066,11896,7194,20003,18208,15131,10468,14482,15455,9774,13304,16861,10616,9027,16683,14076,17823,16964,8325,19033,12963,12879,17161,20755,11338,17298
OG_04633,FUN_022346,6261,7275,17976,11109,27921,4015,14945,13688,28871,7987,9639,19669,15735,5611,25343,27071,19205,8286,11310,14599,20978,5517,14850,18692,18258,5883,8640,29302,32004,5455,9428,35043,18882,5138,10331,26778,34712,6932,12307,40269
OG_05387,FUN_024208,5288,5800,9833,6613,16973,4418,14006,7513,19147,8845,7777,11687,8951,4924,13508,14553,9599,8997,11720,9623,11379,4054,6748,11195,11898,12095,7264,16368,17872,8083,6969,21156,10233,7775,7912,16720,27028,12783,7960,24244
OG_05430,FUN_024376,8746,11962,19288,13553,20143,5671,20073,14435,19139,13243,12635,19443,12538,6477,21655,20173,12987,12097,15367,15771,14340,6824,15353,12077,16742,10264,12394,15406,22703,5542,12034,23843,14136,5158,12283,16339,25046,11913,13751,25893
OG_06861,FUN_031852,5786,6778,12634,8407,21264,3700,20798,11855,14563,10078,5756,9421,9435,2831,11298,13449,12661,7501,12403,10845,13798,12055,13697,14374,12193,7511,6089,19459,14351,5185,5552,15187,11772,6912,7237,20434,30120,17257,11364,30321
OG_07128,FUN_032428,26740,37684,45149,32808,40135,27672,42370,26905,52735,26091,44550,59936,26589,18251,54915,42557,21802,23852,28963,22544,23350,16606,23664,22082,25688,26150,17419,31345,54649,35221,39648,60786,21554,20303,18180,30500,55603,31146,21761,53466
OG_07669,FUN_034724,11663,13581,26145,17830,29754,7525,26679,17435,34101,18225,18987,26415,17758,9850,30601,24891,20045,15120,21377,23542,21907,9074,23095,17611,26564,11881,17174,23158,33466,9687,17856,32092,19422,9870,19436,24733,34615,17904,18199,34511
OG_08474,FUN_037291,4780,6850,9987,6718,10825,4171,9373,6604,13043,9554,11151,12917,7854,4230,12211,12058,8812,8632,5944,9475,9956,4071,9730,8088,11142,4717,6568,11318,15749,4838,10730,13686,8276,3340,7312,9500,13224,7493,8902,13833
OG_08709,FUN_037961,11271,15056,27322,18279,31381,10018,22263,23013,29201,18065,19708,27988,20766,9833,24983,23386,27860,12980,14831,21332,21734,5926,21605,16881,23007,9532,16115,27373,33141,8523,20674,27493,16160,8063,16835,19189,33259,11638,19135,31521
OG_08795,FUN_038091,19059,27645,24738,19120,28575,41958,105823,49360,24250,74695,68211,58017,11747,19908,48242,20656,8577,52000,49949,28028,14203,55786,28172,14125,14823,64410,24544,16806,30065,68041,69043,35169,10872,78553,28923,23381,40228,126925,43587,37744
OG_09850,FUN_042841,12128,16068,22861,15588,24703,8323,30982,18307,23621,22410,19306,23963,13877,10244,29527,20545,17095,18762,25761,20434,18075,16307,21621,15383,19759,23827,18527,22535,26696,11189,19306,27294,15968,20328,22606,20345,32841,25154,19393,31198
OG_09902,FUN_042998,11410,10910,20999,14895,38328,8517,35377,17050,35828,18661,20503,26868,17455,7326,28387,28601,18594,10342,24762,16335,20247,9715,14169,22561,21640,16525,12629,31980,36706,15351,20217,50224,19292,22653,16846,38728,52779,27969,19097,59007
OG_00701,FUN_002451,1627,2447,1822,1387,825,1150,689,755,483,1483,1833,1722,433,1136,733,529,336,2036,494,1301,606,679,1457,496,1677,1144,1585,560,857,1010,3004,1198,431,1414,1846,641,660,1587,1400,853
OG_01088,FUN_004581,780,1203,1003,877,615,550,424,438,342,1189,966,955,585,796,588,423,480,1296,355,1118,292,751,1114,320,949,854,879,373,467,537,1103,477,290,714,1539,224,445,663,679,529
OG_01477,FUN_006040,901,995,2411,1158,1380,424,790,1028,522,805,1048,2306,635,792,995,907,393,1053,720,1799,1046,807,1560,707,3257,1618,1935,1017,1890,551,930,973,955,739,1087,830,1147,833,1264,1186
OG_01627,FUN_006738,648,762,1509,857,1267,432,1051,938,1012,657,814,1086,891,649,1383,997,846,988,707,937,869,632,909,520,1414,693,1001,344,1059,616,885,989,711,980,1194,683,1320,844,994,942
OG_01805,FUN_007604,951,1811,1241,723,367,889,712,693,305,998,1264,862,336,886,860,295,349,2076,1011,948,276,849,746,197,828,2090,1185,135,444,1401,1495,430,281,1524,1364,373,199,1310,763,451
OG_04315,FUN_017915,1741,2017,4904,3339,4176,1359,3416,4377,6615,1972,2132,3154,4067,1950,3444,4673,7392,1770,2104,3849,4610,1426,4371,3521,3941,1710,2559,13205,5770,1652,2293,5857,3253,1904,2981,5362,10406,1939,2847,6902
OG_04668,FUN_022424,699,1026,1079,906,673,426,395,481,799,711,706,1380,558,641,725,556,844,795,342,828,450,492,911,372,1034,429,543,918,702,526,662,632,423,1064,898,287,333,622,655,947
OG_05594,FUN_025108,2077,2513,2230,2248,1531,945,1105,1368,773,1298,2402,4399,752,1220,892,552,615,1819,864,2897,1286,2062,2828,828,4682,2003,2632,755,1933,1566,2325,1700,1127,2381,3169,756,900,1803,2036,1742
OG_07417,FUN_033875,511,412,1026,817,1064,307,466,672,773,318,544,759,649,205,369,485,757,330,268,818,1163,400,609,730,1354,352,645,1101,1238,437,438,1260,1023,421,740,1000,1519,661,637,1173
OG_09990,FUN_043192,1546,1942,3436,2978,4926,734,5177,2391,4109,1587,2154,3771,2992,1056,3863,4099,3959,1921,4505,2428,4218,1773,2692,4009,3425,2035,2536,9182,5916,1501,1689,5660,3145,1434,2166,4632,9461,2848,3401,6522
OG_07007,FUN_032160,1013,1309,1532,726,953,605,1093,728,489,1261,1412,1152,656,960,1286,606,495,1112,739,1029,840,750,1715,527,1287,896,1219,414,761,792,1630,1024,769,1029,1622,645,791,1106,1220,952
OG_07318,FUN_033711,340,453,474,249,382,393,157,196,145,600,507,467,194,510,348,199,229,831,189,617,306,347,583,210,690,346,446,364,440,215,605,372,238,383,675,186,343,317,269,420
OG_00664,FUN_001957,262,299,130,168,394,274,185,222,107,356,403,420,167,289,172,162,144,255,42,201,98,180,244,136,252,170,213,0,250,139,457,282,88,214,426,125,206,271,317,467
OG_05385,FUN_024206,256,401,477,548,764,124,411,373,558,508,311,383,291,193,97,249,358,281,89,532,156,185,341,122,371,182,288,143,181,151,316,244,103,244,357,141,769,391,536,905
OG_06109,FUN_027814,1391,490,400,1938,206,345,130,279,1452,629,656,496,667,1093,139,465,773,314,150,1235,94,396,536,323,399,342,405,211,321,246,765,257,146,360,619,96,118,254,201,350
OG_08092,FUN_035825,90,100,217,86,101,83,130,135,0,40,188,150,33,59,164,28,19,100,228,91,107,251,230,19,86,273,173,29,106,106,129,68,68,120,241,46,47,144,214,69
OG_00434,FUN_001344,1012,1277,806,478,479,682,416,251,266,1222,1166,475,304,855,958,399,414,1101,415,585,313,880,1263,200,966,884,1007,217,289,730,1245,489,237,934,1391,191,205,638,569,426
OG_01842,FUN_007788,305,487,277,362,116,372,129,121,81,372,508,249,135,279,290,132,48,443,200,224,73,391,227,65,133,545,266,109,31,538,562,8,40,428,369,116,57,425,136,84
OG_05925,FUN_026148,597,442,190,364,202,371,32,118,485,497,273,331,247,526,87,158,84,232,71,328,69,184,241,102,290,148,212,125,222,161,331,145,161,385,458,88,64,140,66,185
OG_06488,FUN_029262,219,508,412,513,443,183,229,392,244,288,255,485,403,340,264,295,268,327,262,519,469,386,359,407,544,281,360,385,504,254,313,419,234,383,496,274,455,415,336,405
OG_07762,FUN_034956,535,1016,374,314,279,500,279,123,317,666,582,378,300,509,289,284,552,490,129,188,136,181,404,237,336,409,523,291,191,314,790,281,149,347,618,193,119,350,353,302
OG_05765,FUN_025723,1739,2297,3258,2673,3474,1509,4227,1615,1822,3031,2350,3262,2187,2836,4381,3080,1313,3333,3465,2757,2089,1795,3188,1559,3778,2347,2425,2148,3257,1921,3568,3483,1988,1809,2349,1330,3382,2975,2688,3351
OG_08065,FUN_035765,735,740,920,650,1025,338,660,350,289,839,770,946,618,289,764,703,320,472,529,678,712,564,999,392,1530,891,1018,829,917,906,1036,961,759,1006,1302,473,1034,836,759,819
OG_08645,FUN_037836,1565,2292,1836,1249,1605,1166,2202,729,611,2926,2176,1847,544,1169,2527,940,673,1858,1658,1288,1179,1730,2367,754,2216,2773,1876,867,1394,1756,2735,1528,1139,2293,2574,672,1048,2498,1425,1084
OG_09736,FUN_041995,869,856,1035,821,709,469,649,643,420,564,767,925,518,420,579,447,161,606,681,986,533,801,931,287,1321,1078,770,430,580,904,857,372,462,802,897,189,504,783,614,463
