group_id,gene_id,POC.201.TP1,POC.201.TP2,POC.201.TP3,POC.219.TP1,POC.219.TP2,POC.219.TP3,POC.219.TP4,POC.222.TP1,POC.222.TP2,POC.222.TP3,POC.222.TP4,POC.255.TP1,POC.255.TP2,POC.255.TP3,POC.255.TP4,POC.259.TP1,POC.259.TP2,POC.259.TP3,POC.259.TP4,POC.40.TP1,POC.40.TP2,POC.40.TP3,POC.40.TP4,POC.42.TP1,POC.42.TP2,POC.42.TP3,POC.42.TP4,POC.52.TP1,POC.52.TP2,POC.52.TP3,POC.52.TP4,POC.53.TP1,POC.53.TP2,POC.53.TP3,POC.53.TP4,POC.57.TP1,POC.57.TP2,POC.57.TP3,POC.57.TP4
OG_01010,gene-Pocillopora_meandrina_HIv1___RNAseq.g11487.t2,166,315,104,168,72,37,106,370,281,219,70,276,111,64,143,166,189,57,204,149,217,124,132,146,130,105,98,0,125,91,168,228,198,199,114,193,109,161,220
OG_01467,gene-Pocillopora_meandrina_HIv1___RNAseq.g19926.t1,169,228,95,305,125,16,115,424,149,251,127,272,93,142,144,132,172,145,126,117,125,126,199,229,157,145,128,15,244,71,216,136,98,136,130,174,138,238,269
OG_01723,gene-Pocillopora_meandrina_HIv1___RNAseq.g20537.t1,335,661,179,556,288,46,294,706,343,729,291,699,366,243,368,505,509,416,465,292,302,429,440,423,417,458,191,73,266,316,407,407,319,612,292,408,313,665,568
OG_02048,gene-Pocillopora_meandrina_HIv1___RNAseq.g17961.t1,477,80,126,319,295,124,838,249,169,147,272,221,206,78,288,148,102,321,228,154,180,152,124,222,237,220,118,263,247,112,332,131,255,88,314,332,266,126,430
OG_02128,gene-Pocillopora_meandrina_HIv1___RNAseq.g18051.t1,84,142,40,40,44,0,64,96,43,71,65,101,48,21,57,122,127,62,71,62,61,94,77,84,79,73,21,15,100,59,84,51,74,119,48,99,49,86,97
OG_02225,gene-Pocillopora_meandrina_HIv1___RNAseq.g14909.t1,237,158,147,266,177,46,354,326,155,352,153,269,176,190,296,202,208,301,330,218,221,196,227,171,225,171,91,0,164,119,267,217,95,278,296,142,151,342,448
OG_02262,gene-Pocillopora_meandrina_HIv1___RNAseq.g25661.t1,49,157,29,165,50,16,119,202,101,157,53,97,84,54,55,110,138,104,75,136,68,57,114,83,94,29,41,0,131,75,115,54,84,81,96,83,34,78,260
OG_03272,gene-Pocillopora_meandrina_HIv1___RNAseq.g13822.t1,435,645,159,256,276,33,173,599,363,430,118,577,171,200,401,591,681,337,438,330,184,318,328,472,380,405,53,0,204,255,376,351,252,523,126,402,186,547,348
OG_04123,gene-Pocillopora_meandrina_HIv1___RNAseq.g9720.t1,701,588,1228,1045,763,449,920,1414,632,927,745,1040,515,1069,870,929,670,1458,850,378,369,739,474,1136,859,911,949,597,474,684,608,464,321,697,726,804,515,774,836
OG_04145,gene-Pocillopora_meandrina_HIv1___RNAseq.g9625.t1,1706,1415,939,1802,968,577,1751,2862,1898,2187,1353,2245,1348,1027,1900,1184,1617,2110,1998,1293,1659,1943,2022,2000,2552,1808,1214,322,2079,1502,1499,989,1090,1618,2287,1676,1181,1468,2998
OG_04922,gene-Pocillopora_meandrina_HIv1___RNAseq.g3752.t1,604,533,1004,1110,536,393,1640,1425,625,874,860,1323,726,1673,1267,553,571,1148,755,495,462,555,659,684,744,701,1103,550,634,419,587,500,585,675,1289,568,525,653,1183
OG_05230,gene-Pocillopora_meandrina_HIv1___RNAseq.g17818.t1,216,177,89,220,132,13,132,360,102,304,101,154,55,79,144,143,228,134,140,49,85,86,96,115,136,75,124,0,48,141,182,135,83,144,64,119,42,146,178
OG_05281,gene-Pocillopora_meandrina_HIv1___RNAseq.g18860.t1,151,188,178,428,135,45,272,488,200,435,133,384,138,288,210,207,260,297,281,51,45,149,111,181,253,171,220,14,137,209,314,175,113,276,210,187,205,275,246
OG_06202,gene-Pocillopora_meandrina_HIv1___RNAseq.g15552.t1,108,195,138,237,131,91,204,483,428,359,255,305,177,165,169,230,146,280,179,196,121,116,200,187,248,215,143,123,249,137,185,147,116,253,178,271,244,201,326
OG_06545,gene-Pocillopora_meandrina_HIv1___RNAseq.g17125.t1,348,533,98,620,586,58,152,809,215,754,181,508,333,162,528,404,568,247,579,245,196,394,375,577,355,381,180,0,284,293,572,284,229,762,229,358,273,532,517
OG_07072,gene-Pocillopora_meandrina_HIv1___RNAseq.g24763.t1,288,731,176,604,400,146,237,1311,561,358,162,1225,374,223,548,590,715,348,710,567,680,256,912,592,935,541,271,68,456,457,590,472,540,492,408,311,302,351,957
OG_07225,gene-Pocillopora_meandrina_HIv1___RNAseq.g24970.t1,79,161,25,189,179,26,157,244,90,109,21,185,80,18,53,91,106,82,82,62,55,68,84,79,241,64,63,6,214,82,81,63,67,25,124,120,75,60,152
OG_08024,gene-Pocillopora_meandrina_HIv1___RNAseq.g28146.t1,66,237,25,143,74,15,15,266,105,289,73,238,129,90,119,148,233,108,157,72,93,168,169,211,197,109,213,52,141,111,145,149,75,175,136,203,137,178,123
OG_08662,gene-Pocillopora_meandrina_HIv1___RNAseq.g10658.t1,699,373,116,273,243,42,252,690,489,544,469,451,441,181,377,297,325,157,307,593,398,315,458,556,608,639,149,15,266,85,164,161,217,181,266,392,198,627,834
OG_09490,gene-Pocillopora_meandrina_HIv1___RNAseq.g2461.t1,982,1085,977,1932,2111,280,1867,643,1660,923,2074,580,953,1519,1897,1197,879,1138,2340,676,1306,1446,379,390,708,831,590,127,1284,1183,1545,1233,1071,1012,639,2115,2094,1612,724
OG_09816,gene-Pocillopora_meandrina_HIv1___RNAseq.g11519.t1,162,95,23,61,42,7,63,85,110,129,75,47,82,53,103,84,93,125,143,57,83,70,105,106,153,87,147,0,92,51,76,78,98,81,101,127,88,122,257
OG_09971,gene-Pocillopora_meandrina_HIv1___RNAseq.g6828.t1,5,26,0,8,3,5,14,30,0,22,14,8,0,6,0,10,15,9,3,0,2,10,2,6,38,2,0,0,3,2,5,0,16,6,3,7,0,5,9
OG_00368,gene-Pocillopora_meandrina_HIv1___RNAseq.g29516.t1,429,149,140,189,123,56,193,849,395,368,174,460,178,88,203,162,186,92,232,537,326,269,484,246,307,289,47,0,116,178,243,178,200,241,165,151,112,224,430
OG_02516,gene-Pocillopora_meandrina_HIv1___RNAseq.g21523.t1,605,808,191,657,621,124,322,2007,822,1048,330,1922,528,173,700,934,795,400,790,1378,1165,642,1298,1121,1531,1190,51,58,847,613,987,831,695,748,494,562,289,838,1051
OG_02836,gene-Pocillopora_meandrina_HIv1___RNAseq.g23382.t1,66,15,20,20,31,15,294,74,74,30,70,93,50,88,110,30,15,73,33,60,98,96,111,53,72,109,60,22,63,39,23,26,65,100,197,19,17,115,364
OG_04623,gene-Pocillopora_meandrina_HIv1___RNAseq.g4648.t1,336,70,28,78,113,7,158,311,174,121,201,243,226,24,261,84,108,137,114,164,106,114,131,158,175,130,23,7,79,62,93,87,136,70,71,207,66,85,251
OG_06029,gene-Pocillopora_meandrina_HIv1___RNAseq.g4497.t1,239,516,150,411,209,37,152,534,244,324,169,472,272,250,278,357,351,186,320,255,125,202,209,223,220,187,88,0,255,259,354,205,225,253,165,205,283,359,311
OG_06771,gene-Pocillopora_meandrina_HIv1___RNAseq.g5688.t1,167,279,137,456,206,35,251,425,188,353,197,216,238,235,419,440,267,237,272,227,115,248,108,269,210,117,184,31,135,231,299,148,110,226,126,263,217,492,259
OG_06980,gene-Pocillopora_meandrina_HIv1___TS.g24094.t1,1176,953,191,595,623,121,345,1580,878,1980,372,1213,894,204,724,795,1171,418,863,1629,1817,953,1684,1266,1605,1535,62,123,1080,862,1071,1171,1383,1159,529,1109,593,1407,1810
OG_07645,gene-Pocillopora_meandrina_HIv1___RNAseq.g25842.t2,4902,5110,1385,2682,2937,283,2198,4970,7117,4543,4300,6328,5790,3244,4617,3726,3767,2518,2666,5464,5652,4420,3957,3904,4430,4262,841,359,4281,2691,3281,6057,6126,4804,2337,4961,4290,5429,5404
OG_08588,gene-Pocillopora_meandrina_HIv1___RNAseq.g1357.t1,116,236,120,252,158,23,90,359,183,292,149,375,82,126,183,302,245,92,224,261,152,220,192,274,323,171,126,0,220,157,236,175,122,284,162,192,205,234,164
OG_01364,gene-Pocillopora_meandrina_HIv1___RNAseq.g8172.t1,26,135,18,108,52,0,30,171,85,111,25,172,54,13,31,125,138,69,54,127,79,30,101,74,63,49,28,9,67,41,83,83,48,67,18,55,86,85,116
OG_02154,gene-Pocillopora_meandrina_HIv1___RNAseq.g30394.t1,2850,398,1613,633,1134,1408,5362,1035,2849,491,3462,870,1254,846,1017,475,356,2598,743,2984,2152,1469,1196,2178,1795,1773,1980,3265,1509,555,463,543,1596,389,2863,1998,3254,609,3770
OG_02283,gene-Pocillopora_meandrina_HIv1___RNAseq.g12692.t1,250,124,41,226,111,40,127,242,139,327,196,138,112,181,252,126,219,116,189,86,113,251,111,117,167,129,68,0,125,106,312,155,92,197,152,179,76,305,281
OG_03434,gene-Pocillopora_meandrina_HIv1___RNAseq.g22517.t1,86,178,43,139,59,22,88,204,140,164,85,224,129,89,111,105,191,69,139,93,145,86,161,85,149,139,92,25,103,89,118,106,73,137,130,99,70,118,146
OG_05269,gene-Pocillopora_meandrina_HIv1___TS.g28130.t1a,104,285,82,205,88,7,93,432,142,206,74,163,87,138,96,179,190,78,151,37,37,124,51,106,113,76,69,0,39,71,82,77,45,115,76,76,79,117,218
OG_06192,gene-Pocillopora_meandrina_HIv1___RNAseq.g15565.t1,140,127,154,207,104,67,366,447,140,292,193,282,102,288,127,178,135,212,99,228,143,107,179,189,247,178,173,287,186,171,187,88,110,188,151,197,198,133,315
OG_10141,gene-Pocillopora_meandrina_HIv1___RNAseq.g8041.t1,465,272,92,406,355,67,383,947,478,521,258,700,307,139,389,446,544,514,630,313,569,347,476,833,1029,636,213,80,630,412,471,338,443,559,538,402,131,426,896
OG_01738,gene-Pocillopora_meandrina_HIv1___TS.g29459.t2,271,342,88,263,248,48,193,277,149,293,151,126,259,131,336,416,380,223,443,97,68,271,150,153,108,54,92,0,163,333,359,398,237,480,134,364,230,499,291
OG_07200,gene-Pocillopora_meandrina_HIv1___RNAseq.g29873.t1,40759,47218,32244,48482,41660,25397,44681,68569,50980,55868,32894,70852,52368,33985,56826,61173,30423,68826,56674,60657,44074,35417,47364,47848,68489,55726,30718,13627,36925,43207,28891,33849,37598,38018,50281,39034,43125,34661,74026
OG_10166,gene-Pocillopora_meandrina_HIv1___RNAseq.g8053.t1a,1380,1357,322,1158,755,163,813,2122,1228,926,918,1602,908,541,1241,1121,1491,822,1224,1069,1120,1013,1715,829,1227,1073,313,65,931,659,1206,1120,1164,1072,1004,1257,521,1155,1643
OG_01161,gene-Pocillopora_meandrina_HIv1___RNAseq.g6689.t1,24138,31062,19507,31716,24795,12740,24777,42273,34357,42430,23576,48384,35510,15039,36204,38554,21424,37811,42855,30428,27536,21294,31226,23574,35616,34365,19501,4548,25069,35254,25060,25000,22059,23113,29641,20898,18329,24710,40058
OG_08861,gene-Pocillopora_meandrina_HIv1___RNAseq.g923.t1,1517,700,936,769,637,636,1444,2081,1484,840,815,1890,1040,705,794,753,786,956,749,1755,1317,785,1471,1499,1980,1334,664,593,1049,670,665,722,940,836,1367,1152,751,673,2647
OG_01712,gene-Pocillopora_meandrina_HIv1___RNAseq.g20224.t1,2770,2514,5313,4580,2259,2196,4655,4398,2639,2820,3125,6287,2919,6061,4419,2820,1829,5288,2367,2509,2292,2181,3074,3041,3886,3503,3722,3247,2568,2138,2141,1706,1884,2431,3308,2193,2949,2692,4252
OG_02140,gene-Pocillopora_meandrina_HIv1___RNAseq.g18064.t1,1597,1152,363,1417,719,471,847,2212,1079,3203,842,1628,916,522,1659,928,1540,1114,1974,891,1123,1626,1504,1155,1765,1132,406,206,1164,1502,2438,1000,1044,1979,1303,1292,419,1793,1812
OG_02552,gene-Pocillopora_meandrina_HIv1___RNAseq.g21361.t1,1125,726,182,536,402,148,751,932,802,697,545,657,534,316,602,324,1047,603,743,371,473,589,699,850,995,860,701,111,920,609,716,339,493,814,1032,663,248,498,1427
OG_02684,gene-Pocillopora_meandrina_HIv1___RNAseq.g21807.t1,1289,1236,425,894,789,379,647,2584,1552,1852,692,2632,979,386,1087,930,1153,706,1275,2284,2077,1595,2824,1759,2515,1682,175,230,1038,859,1248,1083,1371,1352,801,1271,507,1498,2076
OG_03617,gene-Pocillopora_meandrina_HIv1___RNAseq.g22415.t1,656,413,190,637,375,101,488,1411,495,814,449,970,578,262,832,513,585,569,839,481,598,511,812,630,818,716,317,43,565,552,904,428,477,632,1121,648,298,440,1422
OG_05241,gene-Pocillopora_meandrina_HIv1___RNAseq.g17753.t1,3687,3140,5519,5342,3328,2221,5174,6725,4785,4231,4379,7262,4395,7388,5498,4054,2687,5875,3712,5350,4865,3128,5865,5140,6100,6308,5246,3171,3938,2826,3359,2467,2892,3357,4391,3434,4339,3282,7192
OG_05724,gene-Pocillopora_meandrina_HIv1___TS.g15983.t1,10814,4510,1993,4083,5626,1432,6212,8185,10875,5656,6758,9535,8844,2177,8686,4480,4065,5361,5390,11142,10425,7296,8264,11876,13480,11489,1518,1399,9292,4893,5488,6256,9962,5361,5332,8497,5702,5937,12850
OG_06237,gene-Pocillopora_meandrina_HIv1___RNAseq.g16538.t1,890,811,777,1255,451,426,771,1114,672,1187,692,869,612,879,894,626,1141,1519,1366,440,600,828,825,819,1141,837,1449,204,799,1131,946,427,573,1012,1588,930,376,895,1483
OG_06286,gene-Pocillopora_meandrina_HIv1___RNAseq.g16117.t1,758,1507,518,1512,868,186,559,1177,484,1009,458,1004,744,699,719,801,1126,971,768,454,607,798,833,674,1074,646,633,137,874,931,732,472,533,771,614,606,425,686,476
OG_07195,gene-Pocillopora_meandrina_HIv1___RNAseq.g29941.t1,638,468,120,271,201,91,217,1321,719,965,407,1023,500,191,460,535,908,386,529,584,490,604,863,579,956,642,95,91,590,445,603,1010,892,1049,296,921,410,1158,646
OG_07206,gene-Pocillopora_meandrina_HIv1___RNAseq.g29883.t1,1192,1427,374,1250,829,228,738,1521,1021,2197,1012,1552,1628,852,2512,1386,1701,1049,1765,1520,1380,1627,1631,1559,1698,1864,238,102,1363,849,1888,1544,1464,2093,1229,1424,949,2030,2697
OG_07305,gene-Pocillopora_meandrina_HIv1___RNAseq.g25877.t1,1624,1243,278,924,738,254,865,2355,1880,1305,958,2015,951,517,1190,969,1207,996,1362,1483,1974,1310,2225,2071,2656,1981,1263,107,1567,1054,1368,750,1090,1172,1318,1723,754,1077,2587
OG_08301,gene-Pocillopora_meandrina_HIv1___RNAseq.g27588.t1,6761,3663,6758,6898,4207,3805,10268,6920,5906,4058,6631,6802,5497,9947,6361,3986,2700,9251,4414,5531,5469,4305,5136,6492,7058,7907,7667,6046,5379,3460,3603,3479,4720,4071,9402,4956,5340,4333,10618
OG_08378,gene-Pocillopora_meandrina_HIv1___RNAseq.g10865.t1,394,387,61,244,176,76,118,618,454,512,226,572,257,42,307,233,414,221,574,417,445,367,495,508,618,530,61,53,408,348,541,392,377,404,253,568,154,270,558
OG_08755,gene-Pocillopora_meandrina_HIv1___TS.g19285.t1,2054,1214,693,1625,995,439,1337,3125,1584,2274,1210,2826,1134,751,1753,1476,1208,1683,2024,1665,1695,1486,2470,1915,2298,2164,701,213,1415,1241,1520,1095,1460,1583,2247,1693,783,1565,3108
OG_09226,gene-Pocillopora_meandrina_HIv1___RNAseq.g7509.t1,1029,744,535,1174,452,311,963,1667,842,1239,762,1529,632,634,1150,638,786,1177,1226,592,692,713,1150,969,1273,847,1263,161,803,786,997,404,509,733,1380,858,437,802,1798
OG_09492,gene-Pocillopora_meandrina_HIv1___RNAseq.g15377.t1,1243,1504,1964,1043,438,188,460,915,229,756,442,628,379,486,775,479,346,532,518,193,258,478,345,401,426,418,252,142,371,389,687,489,346,744,400,534,358,717,522
OG_00581,gene-Pocillopora_meandrina_HIv1___RNAseq.g29407.t1,10144,18687,13520,20287,15251,10440,13212,17087,15585,24697,13599,16712,16023,15780,19013,17090,10992,23063,18321,11633,10003,10124,11018,11849,14706,15133,15278,4161,12785,20577,13120,14938,10823,13898,16834,11905,11055,15648,16008
OG_02321,gene-Pocillopora_meandrina_HIv1___RNAseq.g3978.t1,8704,20976,17686,13084,10789,8748,12381,8671,14822,13263,9314,9452,15282,23248,11959,10564,15279,24051,13716,9842,14190,9469,10146,10753,17315,12013,22282,8118,23699,19387,8657,9613,9991,11495,15571,9322,10553,9217,9074
OG_03139,gene-Pocillopora_meandrina_HIv1___RNAseq.g23961.t1,16330,34982,15020,22150,22657,13849,15607,18936,30337,34596,16614,15659,24312,18268,17320,18507,32668,32936,26910,18232,27920,21068,22150,19005,32744,21875,31116,6471,33250,37764,17828,23728,21863,26558,29724,21344,17762,22632,19242
OG_04633,gene-Pocillopora_meandrina_HIv1___RNAseq.g4661.t1,7605,16644,8259,10784,8202,6661,8247,8973,10085,11570,6763,8111,15037,10106,8266,8107,14107,12594,10552,6374,10391,6822,8025,6459,11459,7643,11968,3577,10781,12690,5967,6970,6961,7850,14251,7627,7359,6878,8381
OG_05387,gene-Pocillopora_meandrina_HIv1___RNAseq.g18905.t1b,15648,46072,18492,20355,17749,11695,16209,15400,29469,27742,14105,12266,20790,17647,15332,15693,35688,31720,25205,13565,19367,15811,18080,14749,23812,16864,26526,5100,25971,27551,15535,16239,15789,20941,21454,15549,11541,16190,17905
OG_05430,gene-Pocillopora_meandrina_HIv1___RNAseq.g18601.t1,16038,30497,13849,20290,16905,9821,14915,20657,24171,36047,14044,16506,19476,16765,17322,16044,22928,28592,23862,13087,17270,16097,18324,14498,19499,17283,21191,4698,23470,32672,16991,15936,12903,18261,22261,15186,9400,15547,19458
OG_06861,gene-Pocillopora_meandrina_HIv1___RNAseq.g5614.t1,5427,9019,7428,8462,5965,3905,6761,5848,6643,8625,5717,6064,7216,8742,7753,6987,8013,11563,9073,4938,5798,5336,5592,5077,7249,6210,8809,2695,7250,9049,5040,5609,5333,6131,8962,4957,5408,5476,7105
OG_07128,gene-Pocillopora_meandrina_HIv1___RNAseq.g24119.t1,13401,22356,12796,22987,15240,10025,13441,19832,19209,33746,14030,18007,17715,15647,19591,19693,17191,25673,24052,11660,13673,12572,15196,13156,16932,15875,13956,4292,16904,25682,17605,15071,12143,16118,21547,14664,11771,16470,18356
OG_07669,gene-Pocillopora_meandrina_HIv1___RNAseq.g28719.t1,18672,34140,20580,28926,20259,12833,19000,25031,25605,41295,19310,23411,25602,21969,28228,26852,23716,40687,34540,19323,19824,18472,24921,20340,26780,25536,28258,5632,22681,34655,19811,23256,17605,22790,26476,17460,12447,20599,26501
OG_08474,gene-Pocillopora_meandrina_HIv1___RNAseq.22530_t,6597,14181,7754,10841,9209,4692,7270,9454,10530,13961,6188,8979,10557,8146,9358,9841,10843,13903,12960,7707,8085,7250,9125,6987,10801,9925,12609,1760,10438,15151,7655,8825,7123,9127,8287,7415,6266,8646,9648
OG_08709,gene-Pocillopora_meandrina_HIv1___RNAseq.g26230.t1,17973,23230,18539,23526,18899,12883,18549,24826,19757,30670,18640,21782,19585,24647,23462,22462,16183,36867,26700,18571,17214,16899,19095,17527,22339,21245,34595,7267,18182,27074,16172,20126,14202,21274,24813,18786,14318,19050,22834
OG_08795,gene-Pocillopora_meandrina_HIv1___RNAseq.g818.t1,13342,37954,15544,16552,11458,8480,12643,14750,21147,22314,11615,11966,12888,13912,14368,13081,23645,23671,20435,11614,13670,10716,13692,11606,15770,12486,24074,4399,16794,22088,10814,15950,12986,15233,19343,10661,9239,9663,15952
OG_09850,gene-Pocillopora_meandrina_HIv1___RNAseq.g7258.t1,9894,15454,9643,16571,11979,7760,10705,15521,16361,23420,11574,14222,16758,12691,17128,18666,15988,27161,22248,13770,14924,12181,15588,10950,15999,13598,11553,4696,16529,22500,13554,11397,9365,11358,13152,11249,9697,12921,13099
OG_09902,gene-Pocillopora_meandrina_HIv1___RNAseq.g7022.t1,7230,17039,8363,11246,11166,6182,7966,9280,14910,15177,7415,8477,12880,9762,9285,7712,12986,15210,11598,6947,9688,7895,9335,6078,10495,8347,13416,2489,16298,18326,9003,9427,9503,11952,11603,9423,7590,9402,9589
OG_00701,gene-Pocillopora_meandrina_HIv1___RNAseq.g14889.t1,878,589,180,390,433,116,417,1060,775,1112,407,633,619,340,581,726,852,358,567,551,473,605,472,769,674,610,149,105,531,388,963,485,479,747,260,659,302,941,615
OG_01088,gene-Pocillopora_meandrina_HIv1___RNAseq.g6605.t2,1180,1296,330,1236,815,228,521,1462,787,1583,458,861,858,493,1299,982,1338,735,1267,682,708,1016,664,703,788,612,123,116,706,822,1478,831,750,1292,577,1053,478,1357,1049
OG_01477,gene-Pocillopora_meandrina_HIv1___RNAseq.g20517.t1,792,519,92,255,306,109,316,443,449,1043,380,390,374,170,557,359,668,222,553,450,498,668,398,484,524,470,32,5,362,348,1163,874,683,1263,350,530,134,1019,861
OG_01627,gene-Pocillopora_meandrina_HIv1___TS.g29909.t1,2280,1768,1001,2239,938,332,1317,3013,1537,2109,1462,2307,1480,1525,2165,1888,1531,1967,2069,1278,1222,1435,1507,1803,2026,1472,787,147,1393,1130,1761,1184,1100,1916,1408,1490,1502,1990,1842
OG_01805,gene-Pocillopora_meandrina_HIv1___RNAseq.g5801.t1,718,519,103,343,262,58,276,499,646,838,344,509,469,253,498,313,535,258,454,458,613,570,354,411,562,521,68,145,443,340,610,360,519,665,496,510,369,533,821
OG_04315,gene-Pocillopora_meandrina_HIv1___RNAseq.g332.t1,4781,3361,3595,5013,3154,1348,3571,3898,2807,5321,3200,2283,2681,4849,4059,3166,2714,5235,3324,2619,2101,3152,1874,3277,2515,2566,1635,1422,1805,2732,3738,3220,2486,4454,2247,3279,2539,4547,3307
OG_04668,gene-Pocillopora_meandrina_HIv1___RNAseq.g4350.t1,708,745,429,1124,717,298,755,913,619,1327,558,869,692,538,783,854,657,1024,1052,430,316,586,539,580,615,592,332,67,526,604,920,558,520,734,615,716,514,934,886
OG_05594,gene-Pocillopora_meandrina_HIv1___RNAseq.g19430.t1,5875,3409,723,2237,2319,633,2229,3234,4759,3859,2195,2032,2567,887,2154,1923,2760,2052,2473,4321,4031,3422,2940,3799,3322,3165,646,441,3429,2027,2905,2498,3946,3452,2504,3718,2150,3638,5148
OG_07417,gene-Pocillopora_meandrina_HIv1___RNAseq.g28403.t1,992,1266,654,956,535,136,690,1088,1001,944,531,766,525,228,501,740,720,841,647,482,565,468,525,803,950,845,503,122,628,463,808,345,530,623,841,473,434,643,1363
OG_09990,gene-Pocillopora_meandrina_HIv1___RNAseq.g6808.t1,972,768,1225,1201,517,408,1134,621,470,1236,1133,483,701,1630,1117,600,600,1348,919,386,413,809,481,554,555,563,823,538,520,775,901,443,532,908,936,733,540,875,1082
OG_07007,gene-Pocillopora_meandrina_HIv1___RNAseq.g5308.t1,252,486,188,489,446,150,174,401,197,649,215,542,781,485,739,696,597,477,774,222,284,443,209,188,246,143,61,127,253,583,695,626,322,633,115,276,238,623,234
OG_07318,gene-Pocillopora_meandrina_HIv1___RNAseq.g28838.t1,477,517,143,460,291,109,258,769,259,686,237,569,270,312,465,392,563,267,447,278,237,529,380,259,301,234,111,54,259,396,636,522,223,601,123,366,189,620,326
OG_00664,gene-Pocillopora_meandrina_HIv1___RNAseq.g2489.t1,397,606,161,672,329,58,296,734,374,614,239,650,281,319,416,560,546,365,475,899,547,459,396,525,435,310,194,54,323,321,552,444,196,648,276,313,294,629,443
