"","miRNA","mRNA","PCC.cor","p_value","mRNA_coords","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1212","Cluster_14532","FUN_040018",0.649972987982046,5.65571834025601e-06,"ptg000031l:3033570-3034570",160,-14.2,"2 21","697 719",19,"63.16%","84.21%"
"1213","Cluster_4752","FUN_040032",-0.543041959851337,0.000293874326467496,"ptg000031l:3327131-3328131",151,-12.33,"2 18","82 101",16,"75.00%","81.25%"
"1214","Cluster_14532","FUN_040032",0.537618069343581,0.000346928170152953,"ptg000031l:3327131-3328131",156,-12.78,"2 22","648 672",22,"63.64%","77.27%"
"1215","Cluster_14532","FUN_040032",0.537618069343581,0.000346928170152953,"ptg000031l:3327131-3328131",162,-10.53,"2 20","201 224",19,"73.68%","84.21%"
"1216","Cluster_14532","FUN_040042",0.555551729286279,0.000198226685833198,"ptg000031l:3443053-3444053",165,-12.69,"2 22","950 972",20,"65.00%","85.00%"
"1217","Cluster_14692","FUN_040053",0.53683017048913,0.000355311084544205,"ptg000031l:3605181-3606181",149,-13.56,"2 19","617 639",18,"72.22%","72.22%"
"1218","Cluster_4752","FUN_040059",0.62132709473036,1.88171324680853e-05,"ptg000031l:3729186-3730186",140,-10.15,"2 9","549 569",7,"100.00%","100.00%"
"1219","Cluster_1865","FUN_040141",0.569785949215469,0.000124207557452136,"ptg000031l:4737607-4738607",147,-14.46,"2 17","143 168",17,"70.59%","76.47%"
"1220","Cluster_1836","FUN_040148",0.529458078587631,0.000443004792880022,"ptg000031l:4771920-4772920",166,-22.39,"2 20","979 1000",20,"75.00%","85.00%"
"1221","Cluster_14532","FUN_040137",-0.580951316236715,8.4774249530395e-05,"ptg000031l:4682022-4683022",155,-11.32,"2 20","10 32",18,"72.22%","72.22%"
"1222","Cluster_14532","FUN_040185",0.579676044532911,8.86168896959035e-05,"ptg000031l:5284291-5285291",144,-11.73,"2 21","664 686",19,"57.89%","68.42%"
"1223","Cluster_14532","FUN_040203",0.524547225710034,0.000511706483935576,"ptg000031l:5456003-5457003",173,-17.29,"2 22","686 708",20,"75.00%","85.00%"
"1224","Cluster_4752","FUN_040206",-0.541252072718058,0.000310515057169583,"ptg000031l:5487472-5488472",154,-18.56,"2 20","363 384",19,"68.42%","78.95%"
"1225","Cluster_14532","FUN_040223",0.662954568225158,3.14474950204862e-06,"ptg000031l:5639519-5640519",154,-14.35,"2 20","961 984",19,"73.68%","73.68%"
"1226","Cluster_14532","FUN_040223",0.662954568225158,3.14474950204862e-06,"ptg000031l:5639519-5640519",155,-12.69,"2 20","362 384",18,"61.11%","83.33%"
"1227","Cluster_2372","FUN_040229",0.542949344199463,0.000294715315047247,"ptg000031l:5689233-5690233",145,-13.8,"2 14","878 899",12,"75.00%","83.33%"
"1228","Cluster_16354","FUN_040286",0.534460614447982,0.000381628280587359,"ptg000031l:6417430-6418430",152,-13.01,"2 20","732 757",21,"76.19%","76.19%"
"1229","Cluster_14532","FUN_040327",0.536923180369251,0.000354312128678245,"ptg000031l:7051060-7052060",151,-12.06,"2 21","978 997",19,"68.42%","84.21%"
"1230","Cluster_14532","FUN_040328",0.6963717260373,6.03765214610868e-07,"ptg000031l:7055332-7056332",151,-13.51,"2 22","833 854",20,"65.00%","75.00%"
"1231","Cluster_17245","FUN_040328",0.56298424311767,0.000155707520504802,"ptg000031l:7055332-7056332",147,-13.87,"2 13","839 862",12,"83.33%","91.67%"
"1232","Cluster_1832","FUN_040390",0.684711545925625,1.10040960311238e-06,"ptg000031l:7775874-7776874",140,-10.18,"2 9","69 90",7,"100.00%","100.00%"
"1233","Cluster_2746","FUN_040390",0.708507518794015,3.13534606901168e-07,"ptg000031l:7775874-7776874",147,-11.61,"2 12","768 790",10,"90.00%","90.00%"
"1234","Cluster_5516","FUN_040390",0.630023411898375,1.32314007793001e-05,"ptg000031l:7775874-7776874",159,-13.28,"2 21","3 26",21,"71.43%","76.19%"
"1235","Cluster_12081","FUN_040390",0.710727894993948,2.77121088863141e-07,"ptg000031l:7775874-7776874",157,-21.05,"2 14","865 885",12,"91.67%","91.67%"
"1236","Cluster_12083","FUN_040390",0.756623725359714,1.62448688525173e-08,"ptg000031l:7775874-7776874",157,-21.05,"2 14","865 885",12,"91.67%","91.67%"
"1237","Cluster_12087","FUN_040390",0.734162175961917,6.99785368924589e-08,"ptg000031l:7775874-7776874",157,-21.05,"2 14","865 885",12,"91.67%","91.67%"
"1238","Cluster_17245","FUN_040421",0.520319527008293,0.000578320883128699,"ptg000031l:8217104-8218104",144,-10.18,"2 20","582 604",19,"68.42%","73.68%"
"1239","Cluster_3301","FUN_040450",0.622546158424943,1.79221667043097e-05,"ptg000031l:8628366-8629366",154,-10.92,"2 17","431 452",15,"80.00%","86.67%"
"1240","Cluster_9706","FUN_040472",-0.542485470664205,0.000298960103923054,"ptg000031l:9015011-9016011",157,-16.82,"2 19","423 446",19,"73.68%","78.95%"
"1241","Cluster_9380","FUN_040500",0.552604923338901,0.000217797461417963,"ptg000031l:9430472-9431472",144,-16,"2 21","643 664",19,"63.16%","63.16%"
"1242","Cluster_1865","FUN_040516",0.642842415223796,7.71707454827883e-06,"ptg000031l:9686015-9687015",166,-16.62,"2 23","412 435",21,"71.43%","76.19%"
"1243","Cluster_1865","FUN_040516",0.642842415223796,7.71707454827883e-06,"ptg000031l:9686015-9687015",177,-23.2,"2 23","493 517",22,"72.73%","90.91%"
"1244","Cluster_3109","FUN_040516",0.777463715214763,3.618195960945e-09,"ptg000031l:9686015-9687015",141,-11.11,"2 11","530 552",10,"90.00%","90.00%"
"1245","Cluster_14532","FUN_040516",0.530788700971666,0.000425871746668024,"ptg000031l:9686015-9687015",147,-12.55,"2 22","329 353",22,"68.18%","68.18%"
"1246","Cluster_1865","FUN_040672",0.593232345698907,5.47870667923021e-05,"ptg000031l:11704832-11705832",146,-16.2,"2 13","346 368",11,"90.91%","90.91%"
"1247","Cluster_4036","FUN_040689",0.612589399347604,2.65257447834883e-05,"ptg000031l:11939904-11940904",156,-18.59,"2 19","801 821",17,"76.47%","82.35%"
"1248","Cluster_17245","FUN_040722",0.520330568965315,0.000578137261476897,"ptg000031l:12417175-12418175",153,-13.57,"2 20","296 320",20,"75.00%","75.00%"
"1249","Cluster_9786","FUN_040785",0.50875384946311,0.00080184728806432,"ptg000031l:12677812-12678812",151,-17.29,"2 18","859 878",16,"75.00%","81.25%"
"1250","Cluster_9706","FUN_040861",0.5747231955316,0.000105083706744149,"ptg000031l:13532355-13533355",146,-10.61,"2 16","767 789",15,"73.33%","80.00%"
"1251","Cluster_9706","FUN_040861",0.5747231955316,0.000105083706744149,"ptg000031l:13532355-13533355",152,-12.24,"2 13","793 814",11,"90.91%","90.91%"
"1252","Cluster_5516","FUN_040888",0.515226871352295,0.00066877569142323,"ptg000031l:13884968-13885968",145,-10.96,"2 20","870 890",18,"66.67%","72.22%"
"1253","Cluster_14532","FUN_040905",0.543786906243611,0.000287187931043364,"ptg000031l:14025984-14026984",165,-14.75,"2 22","311 333",20,"75.00%","75.00%"
"1254","Cluster_14532","FUN_040905",0.543786906243611,0.000287187931043364,"ptg000031l:14025984-14026984",169,-18.13,"2 18","449 471",16,"81.25%","93.75%"
"1255","Cluster_1950","FUN_040910",0.553563161548781,0.000211250567982989,"ptg000031l:14139083-14140083",150,-10.4,"2 21","897 917",19,"63.16%","78.95%"
"1256","Cluster_1836","FUN_040913",0.543267731570329,0.000291833252772533,"ptg000031l:14275136-14276136",155,-11.82,"2 17","885 906",16,"81.25%","81.25%"
"1257","Cluster_3301","FUN_040921",0.522895196932205,0.000536873005605998,"ptg000031l:15412157-15413157",152,-13.91,"2 22","444 469",23,"56.52%","78.26%"
"1258","Cluster_5516","FUN_041211",0.513634277209302,0.000699545017587779,"ptg000035l:248910-249910",142,-15.71,"2 21","540 565",23,"56.52%","73.91%"
"1259","Cluster_5516","FUN_041211",0.513634277209302,0.000699545017587779,"ptg000035l:248910-249910",151,-12.3,"2 21","587 609",20,"65.00%","75.00%"
"1260","Cluster_17192","FUN_041218",0.524770328117866,0.000508389936187709,"ptg000035l:315518-316518",140,-18.99,"2 9","975 996",7,"100.00%","100.00%"
"1261","Cluster_17245","FUN_041468",0.502497861976175,0.00095235097199645,"ptg000035l:3968846-3969104",145,-10.28,"2 15","185 208",14,"78.57%","78.57%"
"1262","Cluster_14532","FUN_041488",0.607965888149589,3.16801888091702e-05,"ptg000035l:4258436-4259436",157,-14.25,"2 21","556 579",21,"76.19%","76.19%"
"1263","Cluster_14532","FUN_041488",0.607965888149589,3.16801888091702e-05,"ptg000035l:4258436-4259436",158,-12.78,"2 21","491 512",19,"73.68%","78.95%"
"1264","Cluster_16354","FUN_041488",0.558245498889897,0.000181738410079612,"ptg000035l:4258436-4259436",158,-16.62,"2 19","268 290",17,"70.59%","82.35%"
"1265","Cluster_14532","FUN_041522",0.575087592853502,0.000103783916218396,"ptg000035l:4799129-4799859",153,-13.29,"2 22","706 728",20,"65.00%","70.00%"
"1266","Cluster_16354","FUN_041600",0.520060578435403,0.000582642015941208,"ptg000035l:5790977-5791977",145,-12.26,"2 10","177 199",8,"100.00%","100.00%"
"1267","Cluster_14532","FUN_041630",-0.502290927824963,0.000957731854138859,"ptg000035l:6049812-6050812",154,-11.27,"2 15","854 876",13,"84.62%","84.62%"
"1268","Cluster_16354","FUN_041634",0.521914506873342,0.000552330463621106,"ptg000035l:6072509-6073509",145,-10.47,"2 10","660 682",8,"100.00%","100.00%"
"1269","Cluster_16354","FUN_041634",0.521914506873342,0.000552330463621106,"ptg000035l:6072509-6073509",175,-20.84,"2 22","184 205",20,"80.00%","90.00%"
"1270","Cluster_17245","FUN_041674",0.602694725384241,3.86590038923584e-05,"ptg000035l:6443755-6444755",153,-11.65,"2 14","892 914",12,"83.33%","91.67%"
"1271","Cluster_14532","FUN_041703",0.603657487501863,3.72883294707879e-05,"ptg000035l:6695525-6696525",150,-10.27,"2 21","246 267",19,"68.42%","73.68%"
"1272","Cluster_4752","FUN_041721",-0.577619521286913,9.51470651650785e-05,"ptg000035l:6792011-6793011",152,-12.13,"2 14","453 474",13,"84.62%","92.31%"
"1273","Cluster_17245","FUN_041721",0.542419343159918,0.000299569671743356,"ptg000035l:6792011-6793011",148,-11.13,"2 15","182 206",15,"80.00%","86.67%"
"1274","Cluster_2372","FUN_041724",0.547422390113633,0.000256477711694418,"ptg000035l:6819469-6820469",157,-15.9,"2 20","112 136",21,"76.19%","76.19%"
"1275","Cluster_9786","FUN_041786",-0.531979764055519,0.000411041617836447,"ptg000035l:7508077-7509077",142,-15.1,"2 17","145 167",17,"70.59%","76.47%"
"1276","Cluster_17245","FUN_041770",0.61084523043825,2.83728382278896e-05,"ptg000035l:7306617-7307617",144,-11.29,"2 19","950 971",17,"70.59%","70.59%"
"1277","Cluster_2500","FUN_041929",0.50624581658341,0.000859432845597425,"ptg000035l:9002128-9003128",148,-11.68,"2 18","606 624",16,"81.25%","81.25%"
"1278","Cluster_14532","FUN_041961",0.531596744838607,0.000415759378589544,"ptg000035l:9326890-9327890",150,-10.17,"2 17","68 89",15,"80.00%","80.00%"
"1279","Cluster_14532","FUN_041962",0.505520300043946,0.00087676310612728,"ptg000035l:9337649-9338649",153,-12.55,"2 20","572 593",18,"72.22%","77.78%"
"1280","Cluster_14532","FUN_041944",0.555884713201879,0.000196118010809074,"ptg000035l:9164557-9165557",160,-11.79,"2 19","1 17",17,"82.35%","82.35%"
"1281","Cluster_1865","FUN_041950",0.530145536715225,0.000434077562573645,"ptg000035l:9247136-9248136",148,-11.97,"2 13","853 876",11,"81.82%","90.91%"
"1282","Cluster_1865","FUN_041964",0.515892372246551,0.000656279761900613,"ptg000035l:9347727-9348727",152,-13.35,"2 22","227 252",22,"59.09%","77.27%"
"1283","Cluster_5516","FUN_041980",0.557440440163044,0.000186531495810518,"ptg000035l:9532345-9533345",145,-13.94,"2 17","68 89",16,"75.00%","81.25%"
"1284","Cluster_14532","FUN_041980",0.671307602689603,2.12300726051885e-06,"ptg000035l:9532345-9533345",152,-10.61,"2 22","74 99",23,"65.22%","69.57%"
"1285","Cluster_2372","FUN_042026",0.587947223949113,6.62531284710967e-05,"ptg000035l:9904629-9905629",146,-13.44,"2 21","149 169",19,"68.42%","68.42%"
"1286","Cluster_3301","FUN_042049",0.558738121098841,0.000178860538031027,"ptg000035l:10080813-10081813",145,-12.02,"2 22","726 745",20,"65.00%","70.00%"
"1287","Cluster_14532","FUN_042126",0.55581912285809,0.000196531766389019,"ptg000036l:935681-936572",159,-13.61,"2 22","725 746",20,"75.00%","75.00%"
"1288","Cluster_14532","FUN_042129",0.591714257599864,5.78803541066555e-05,"ptg000036l:951774-952774",162,-15.84,"2 22","635 658",22,"72.73%","81.82%"
"1289","Cluster_17245","FUN_042238",0.539362453194096,0.000328996769955528,"ptg000036l:2502515-2503515",146,-10.18,"2 20","752 770",18,"72.22%","72.22%"
"1290","Cluster_4752","FUN_042270",-0.535674818660927,0.00036793227008584,"ptg000036l:3072371-3073371",143,-13.21,"2 16","530 550",14,"71.43%","71.43%"
"1291","Cluster_14532","FUN_042603",0.517392025083005,0.000628881558397743,"ptg000039l:208729-209729",163,-14.21,"2 21","55 79",21,"71.43%","80.95%"
"1292","Cluster_17245","FUN_042636",0.597362716679887,4.71158569938305e-05,"ptg000039l:641575-642575",152,-10.29,"2 21","144 166",19,"68.42%","68.42%"
"1293","Cluster_1819","FUN_042668",0.563866814234552,0.000151249158202867,"ptg000039l:972101-972456",157,-12.23,"2 19","143 165",18,"72.22%","83.33%"
"1294","Cluster_2372","FUN_042668",0.533612690412402,0.000391461937239099,"ptg000039l:972101-972456",148,-13.38,"2 15","23 43",13,"84.62%","84.62%"
"1295","Cluster_1865","FUN_042669",0.542801582411101,0.000296061530881721,"ptg000039l:976298-977298",162,-10.27,"2 23","880 903",21,"57.14%","85.71%"
"1296","Cluster_16354","FUN_042968",0.576422395108415,9.91460607279309e-05,"ptg000047l:2545700-2546700",145,-15.9,"2 22","616 638",20,"60.00%","65.00%"
"1297","Cluster_5516","FUN_042973",0.508676773784805,0.000803564492034455,"ptg000047l:2627000-2628000",145,-14.62,"2 14","263 284",12,"66.67%","91.67%"
"1298","Cluster_1950","FUN_043074",0.512153465559551,0.000729280393318574,"ptg000047l:3750238-3751238",158,-12.46,"2 15","816 837",13,"84.62%","92.31%"
"1299","Cluster_3109","FUN_043074",0.514958427031466,0.000673875961677536,"ptg000047l:3750238-3751238",151,-21,"2 21","706 729",21,"61.90%","76.19%"
"1300","Cluster_2746","FUN_043065",0.579787627376314,8.82744767710255e-05,"ptg000047l:3614739-3615739",163,-14,"2 20","931 953",18,"77.78%","77.78%"
"1301","Cluster_3109","FUN_043067",0.712380335346256,2.52607184573401e-07,"ptg000047l:3651187-3652187",151,-21,"2 21","716 739",21,"61.90%","76.19%"
"1302","Cluster_2500","FUN_043070",0.53813268846573,0.000341549083347802,"ptg000047l:3688074-3689074",156,-10.85,"2 20","758 779",19,"78.95%","78.95%"
"1303","Cluster_17245","FUN_043089",0.547452764568993,0.000256234080535823,"ptg000047l:3976470-3977470",155,-14.47,"2 20","298 320",18,"72.22%","72.22%"
"1304","Cluster_5517","FUN_043096",0.506931239594624,0.000843340910586984,"ptg000047l:4087162-4088162",159,-15.65,"2 21","766 789",21,"71.43%","76.19%"
"1305","Cluster_12081","FUN_043163",0.819324513103981,1.02315948050186e-10,"ptg000047l:4812852-4813852",154,-14.54,"2 15","464 484",13,"84.62%","84.62%"
"1306","Cluster_12083","FUN_043163",0.771085483398702,5.8251460743116e-09,"ptg000047l:4812852-4813852",154,-14.54,"2 15","464 484",13,"84.62%","84.62%"
"1307","Cluster_12087","FUN_043163",0.718555715295257,1.77678661496882e-07,"ptg000047l:4812852-4813852",154,-14.54,"2 15","464 484",13,"84.62%","84.62%"
"1308","Cluster_14532","FUN_043147",0.569817578942907,0.00012407563693761,"ptg000047l:4615253-4616253",152,-16.69,"2 20","725 752",24,"70.83%","70.83%"
"1309","Cluster_14532","FUN_043228",0.619595759962276,2.01584251380837e-05,"ptg000047l:5641643-5642643",144,-10.58,"2 20","247 267",18,"66.67%","72.22%"
"1310","Cluster_14532","FUN_043228",0.619595759962276,2.01584251380837e-05,"ptg000047l:5641643-5642643",147,-11.96,"2 18","680 705",19,"73.68%","73.68%"
"1311","Cluster_14532","FUN_043228",0.619595759962276,2.01584251380837e-05,"ptg000047l:5641643-5642643",156,-11.32,"2 22","698 721",21,"61.90%","80.95%"
"1312","Cluster_14692","FUN_043228",0.56210103536297,0.000160287523117281,"ptg000047l:5641643-5642643",149,-17.36,"2 20","909 929",18,"72.22%","72.22%"
"1313","Cluster_3301","FUN_043266",0.596134589004543,4.92879009563095e-05,"ptg000047l:6192392-6193392",152,-11.52,"2 20","168 190",19,"73.68%","78.95%"
"1314","Cluster_2372","FUN_043309",0.554808867466875,0.000203004794953278,"ptg000047l:6867750-6868750",148,-12.84,"2 21","814 833",19,"73.68%","73.68%"
"1315","Cluster_14532","FUN_043323",0.62530643744051,1.6037636929204e-05,"ptg000047l:7086620-7087620",153,-13.24,"2 20","372 393",18,"66.67%","83.33%"
"1316","Cluster_14532","FUN_043323",0.62530643744051,1.6037636929204e-05,"ptg000047l:7086620-7087620",160,-13.78,"2 18","883 906",17,"76.47%","88.24%"
"1317","Cluster_14532","FUN_043392",-0.534954390847522,0.000376004373837562,"ptg000047l:7897020-7898020",158,-10.55,"2 19","250 272",17,"70.59%","82.35%"
"1318","Cluster_1836","FUN_043396",0.521585704226789,0.000557601298952206,"ptg000047l:7915279-7916279",151,-12.19,"2 12","540 560",10,"90.00%","100.00%"
"1319","Cluster_17245","FUN_043440",0.566251060442825,0.000139775356193842,"ptg000047l:8535377-8536377",141,-10.28,"2 17","621 641",15,"73.33%","73.33%"
"1320","Cluster_3301","FUN_043453",0.597037102056207,4.76830878699134e-05,"ptg000047l:8738010-8739010",150,-12.66,"2 17","957 981",17,"76.47%","82.35%"
"1321","Cluster_1865","FUN_043458",0.584241312056923,7.55480711076541e-05,"ptg000047l:8848989-8849989",157,-14.43,"2 18","817 840",16,"75.00%","81.25%"
"1322","Cluster_2500","FUN_043464",0.589915124921994,6.17512122980584e-05,"ptg000047l:8920361-8921361",153,-12.14,"2 18","871 892",16,"75.00%","75.00%"
"1323","Cluster_3109","FUN_043464",0.675803530577962,1.70944613291309e-06,"ptg000047l:8920361-8921361",143,-13.61,"2 20","93 114",18,"61.11%","66.67%"
"1324","Cluster_1865","FUN_043465",0.500969693495119,0.000992729137477844,"ptg000047l:8936121-8937121",147,-14.15,"2 19","599 620",17,"70.59%","76.47%"
"1325","Cluster_1865","FUN_043477",0.5151421081742,0.000670382405789172,"ptg000047l:9081777-9082777",148,-10.44,"2 17","594 617",15,"66.67%","80.00%"
"1326","Cluster_2372","FUN_043492",0.563973364050708,0.000150718787715812,"ptg000047l:9236986-9237986",156,-12.22,"2 19","658 678",17,"76.47%","82.35%"
"1327","Cluster_4752","FUN_043496",0.539705906797488,0.000325565888768356,"ptg000047l:9309895-9310895",153,-15.96,"2 20","866 885",18,"66.67%","83.33%"
"1328","Cluster_5516","FUN_043499",0.504692233589775,0.000896922185539771,"ptg000047l:9329688-9330688",142,-11.54,"2 16","921 943",15,"66.67%","80.00%"
"1329","Cluster_14532","FUN_043518",-0.505364969962422,0.000880513584943111,"ptg000047l:9499837-9500837",158,-12.11,"2 17","43 64",15,"86.67%","86.67%"
"1330","Cluster_14532","FUN_043529",0.632276798341701,1.20561958922433e-05,"ptg000047l:9588427-9589427",166,-17.32,"2 22","602 624",21,"80.95%","80.95%"
"1331","Cluster_14532","FUN_043568",0.528803224223215,0.000451661141129974,"ptg000047l:10024182-10025182",154,-12.54,"2 22","969 991",21,"71.43%","76.19%"
"1332","Cluster_4752","FUN_043572",0.511891614146229,0.000734654113860713,"ptg000047l:10064186-10065186",159,-13.38,"2 20","633 653",18,"66.67%","83.33%"
"1333","Cluster_4752","FUN_043573",-0.536221328547855,0.000361912879544181,"ptg000047l:10064518-10065518",159,-13.38,"2 20","301 321",18,"66.67%","83.33%"
"1334","Cluster_15097","FUN_043636",0.521925507198713,0.000552154896315825,"ptg000047l:11053089-11054089",156,-21.75,"2 13","244 265",11,"90.91%","100.00%"
"1335","Cluster_3109","FUN_044009",0.509982365981898,0.000774914117957802,"ptg000070l:9689-10689",142,-11.97,"2 11","123 144",9,"88.89%","88.89%"
"1336","Cluster_2500","FUN_044292",0.527187305179734,0.000473672850863036,"ptg000142l:6404-7404",155,-12.18,"2 21","322 340",19,"73.68%","84.21%"
"1337","Cluster_9380","FUN_044358",0.530057776521349,0.000435208160632805,"ptg000179l:33412-34412",151,-10.68,"2 20","547 568",18,"66.67%","72.22%"
"1338","Cluster_4752","FUN_044364",0.522033715066413,0.000550430533902197,"ptg000184l:35016-36016",140,-10.73,"2 9","790 810",7,"100.00%","100.00%"
"1339","Cluster_17245","FUN_001496",0.511848423106643,0.000735543862942395,"ntLink_6:12918608-12919138",148,-15.31,"2 22","146 167",21,"71.43%","76.19%"
